ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66
Table Number,436531499,436322637,436318355,436197848,436158742,435980337,435870174,435871103,435851576,435854425,435760057,435625557,435366714,435274443,435250421,435031423,434974083,434755489,434733575,434587062,434570336,434463296,434461621,434293945,434265263,434160497,433818178,433805237,433783593,433614896,433545989,433475291,433344515,433108514,432865949,432500062,432505930,432422395,431890304,431831011,431560830,431522727,431444820,431356594,430770636,430750350,430526833,430082506,429314903,429213142,429027921,427705683,426998428,425808190,425165350,422023905,421702805,415904372,415621306,387173467,381777020,363390977,350584338,346689693,330741642,312175859
Move,9,12,9,9,9,26,9,56,36,45,38,14,12,30,54,36,43,46,27,37,27,102,27,27,72,72,45,73,41,32,56,28,32,10,20,90,101,100,49,84,68,43,84,8,56,31,15,84,55,28,60,54,91,82,47,41,58,66,114,891,646,967,2458,1459,1975,1638
Clues,"['Taco', 'Cow', 'Church', 'Telephone', 'tinker', 'Tinker']","['Freaky', 'fish', 'Black', 'Good', 'Week', 'End']","['connection', 'crossing', 'intersection', 'Merge', 'joint', 'joint']","['Chauvet', 'Lourdes', 'Choranche', 'Caverne', 'Lascau', 'Sous-terrain']","['Rappel', 'dard', 'Vaccins', 'Seringue', 'Seringue', 'seringue']","['Haribo', 'Sucrerie', 'Halloween', 'Sort']","['Nid', 'intimit\\u00e9', 'larve', 'Chrysalide', 'Douillet', 'chenille']","['Ingepakt', 'Gift', 'Sinterklaas', 'Nu', 'Verrassing', 'Absentie']","['planche', 'Barre', 'Bulle', 'R\\u00e9primande', 'Engueuler', 'Alep']","['Hirohito', 'Hu\\u00e1ngd\\u00ec', 'Charlemagne', 'Bonaparte', 'Manchot', 'Manchot']","['Saucisse', 'Sang', 'Boyaux', 'Charcuterie']","['Disaster', 'Urgent', 'exit', 'Panic']","['Rute', 'Leine', 'Winged', 'Halos', 'Tyrael', 'Gabriel']","['Home', 'residence', 'royal', 'buckingham', 'Royalty', 'royalty']","['brie', 'Munster', 'camembert', 'Saintnectaire', 'Abondance', 'Fran\\u00e7ais']","['Ritz', 'Reservation', 'agoda.com', 'trip', 'Marriott', 'marriott']",[],"['art', 'Guernica', 'masterpiece', 'Canvas', 'Drawing', 'Monet']","['crawl', 'saladeater', 'Slow', 'Antena']","['Ramen', 'spaghetti', 'Pasta', 'pasta']","['way', 'Staircase', 'Track', 'Train', 'Fence', 'Trolley']","['Tang', 'Jack', 'steak', 'Flick', 'Spoon', 'spooney']","['ongles', 'coiffure', 'Froid', 'Statique']","['Elfenbeintasten', 'Konzert', 'Cembalo', 'Elise', 'Steiway', 'Seite']","['enveloppe', 'foyer', 'Nid', 'Refuge', 'S\\u00e9curit\\u00e9', 'Carapace']","['spear', '%', 'Waiter', 'Gratuity', 'gratuity', 'Gratuity']","['Gust', 'Hurricane', 'sails', 'Breeze', 'toots', 'Breaker']","['Instant', 'spaghetti', 'Pasta', 'Udon', 'ramen', 'Ramen']","['Danny', 'Atlantic', 'Deep', '-eleven', 'Pacific']","['Pfeife', 'Nikotin', 'Malboro', 'drehen']","['polling', 'Tuesday', 'rigged', 'primary', 'Vote', 'Vote']","['Liliengew\\u00e4chs', 'Fr\\u00fchlingsblume', 'Fr\\u00fchbl\\u00fcher', 'Zwiebelgew\\u00e4chs', 'Holland', 'rot']","['green', 'algea', 'Swamp', 'fuzzy', 'Lichen', 'lichen']","['semoule', 'tajine', 'Food', 'Magrebe']","['mutton', 'chops', 'animal', 'child', 'young', 'Gamey']","['Tanz', 'Standardtanz', 'Stil', 'Argentinien']","['Caoutchouc', 'Allongement', '\\u00e9tirer', 'Richards', 'Saut', 'Saut']","['Tsunami', 'hello', 'Surfing', 'Curl', 'tidal']","['italian', 'gang', 'criminal', 'pizza']","['Terminal', 'Wings', 'commuter', 'bird', '787', 'trajectory']","['article', 'print', 'Bugle', 'Tabloid', 'Daily', 'Daily']","['Olsen', 'Yeux', 'siamoises', 'Longue-vue', 'Longue-vue', 'Longue-vue']","['Coconut', 'reader', 'hand', 'Hand']","['Chill', 'relax', 'Bloody', 'rest']","['period', 'Final', 'fraction', 'Fourth', 'viertel', 'Divide4']","['Seasoning', 'Red', 'Jalape\\u00f1o', 'Corn', 'Paltrow', 'Potts']","['0', 'X', 'browser', 'Browser']","['cinematic', 'towed', 'preview', 'doublewide', 'hitch', 'semi']","['fiorentina', 'mannaia', 'venditore', 'carne']","['Igneous', 'Dwayne', 'Stone', 'pebble', 'classic', 'Roll']","['Chariot', 'India', 'Fortune', 'Cheese', 'rims', 'roll']","['bodyart', 'ink', 'skin', 'skin']","['Boule', 'Cochonnet', 'cochonnet']","['salt', 'Excel', 'Reserve', 'Periodic', 'end', 'Dining']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Scrat', 'Pecan', 'crazy', 'Almond']","['Cold', 'solstice', 'white', 'Flake', 'Freezing', 'Princess']","['Tenor', 'Traviata', 'Aria', 'Sydney', 'Pavarotti', 'Tenors']","['Nanny', 'Chevre', 'Billy', 'Billy']","['Straight', 'Cocaine', 'hold', 'queue', 'Queue']","['Plage', 'Fin', 'Zzzz', 'Poudre']","['BGA', 'G', '-vid\\u00e9o', '-desoci\\u00e9t\\u00e9']","['Emballage', 'Contenant', 'Lettre', 'Lettre']","['W\\u0142adzy', 'Z\\u0142oty', 'Tytanowy', 'Obr\\u0105czka']"
Mystery Word,Bell,Friday,Junction,Grotte,Piq\u00fbre,Bonbon,Cocon,Present,Savon,Empereur,Boudin,Emergency,Angel,Palace,Fromage,Hotel,Professor,Painting,Snail,Noodle,Rail,Knife,Gel,Klavier,Cocon,Tip,Wind,Noodle,Ocean,Tabak,Election,Tulpe,Moss,Couscous,Lamb,Tango,\u00c9lastique,Wave,Mafia,Flight,Newspaper,Jumelles,Palm,Sunday,Quarter,Pepper,Safari,Trailer,Butcher,Rock,Wheel,Tattoo,P\u00e9tanque,Table,Nombril,Ski,Dinosaur,Nut,Winter,Opera,Goat,Line,Sable,Jeu,Enveloppe,Ring
Guess,Bell,Friday,Road,Grotte,Piq\u00fbre,Bonbon,Cocon,Present,Sanction,Empereur,Boudain,Evacuation,Angel,palace,Fromage,Hotel,,Painting,snail,Noodles,Station,Knife,\u00c9lectricit\u00e9,Klavier,Abri,tip,Wind,noodle,Ocean,Tabak,elections,Tulpe,moss,couscous,,Tango,\u00e9lastique,wave,Mafia,Airplane,Newspaper,Jumelles,Palm,igiveup,Quarter,pepper,moonballer,Trailer,mannaiaLa,Rock,Cow,Tattoo,,Table,Nombril,skate,Dinosaur,nut,snow,Opera,Goat,Line,Sable,jeu,Plat,Ring
