ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80,Scrapnumber81
Table Number,437839544,437709858,437656033,437566921,437498610,437408730,437285590,437161194,437143457,437137897,437082915,436951484,436791886,436788745,436716971,436463514,436311655,436318355,436228408,436197848,435980337,435781132,435565655,435484176,435366714,435162768,435045480,434974083,434945555,434733575,434733162,434621431,434587062,434461621,434418987,434221056,434070883,434048553,433805237,433721772,433640035,433614896,433612231,433551934,433052685,432865949,432673202,432632784,432194047,431905450,431585930,431453366,431356594,430750350,430526833,430108156,429735529,429314903,429213142,428958502,428663585,427868633,427186060,426998428,425165350,422619886,422108223,422107292,422023905,421702805,421549329,415621306,405592455,374138794,357991900,348838927,330741642,328236739,321888448,318673641,314360735
Move,40,5,9,11,30,27,27,28,28,38,29,54,18,24,7,36,97,75,18,36,54,10,36,63,26,72,69,43,45,42,102,26,58,44,67,101,55,26,109,64,43,59,31,12,7,20,74,15,73,117,92,99,8,43,15,122,87,55,28,50,60,38,62,91,47,221,89,30,41,58,45,114,1046,960,292,1284,2027,2641,2454,2994,2425
Clues,"['Blue', 'Up', 'Lucy', 'Diamonds']","['Fibula', 'Scapula', 'Death', 'Leftover']","['novel', 'Reserve', 'Case', 'syllabeS', 'Comic', 'Library']","['Barreau', 'suits', 'Guacamole', 'guacamole', 'Juge', 'Juge']","['Oeil', 'Branches', 'ophtalmo', 'Afflelou', 'Correction', 'Occulaire']","['XII', 'Hour', 'sundial', 'wall', 'Grandfather', 'Grandfather']","['Succ\\u00e8s', 'Musical', 'cylindre', 'PVC', 'Dentifrice', 'Dentifrice']","['\\u30e1\\u30fc\\u30ab\\u30fc', '\\u30e9\\u30a4\\u30aa\\u30f3', 'therteen', '\\u3051\\u3093\\u308a\\u3087\\u304f']","['oil', '-der', 'Sea', 'Bell']","['Canon', 'Nikon', 'Flash', 'video', 'Photo', 'Photographer']","['Cube', 'Baby', 'Skating', 'Skating']","['oval', 'ovum', 'Nog', 'Yolk', 'Poached', 'Poached']","['Instrument', 'Rhythm', 'Snare', 'CYmbal', 'Stick', 'Beat']","['vehicle', 'express', 'Caboose', 'Thomas', 'Ticket', 'Bullet']","['Kom\\u00f6die', 'Vergangenheit', 'Beatles', 'Gestern-in-Englisch']","['Pepper', 'Quichotte', 'Flour', 'Caffe\\u0435', 'Building', 'Grain']","['hole', 'lop', 'herbivore', 'wonderland', 'Angora', 'Bunny']","['Wish', 'Congratulations', 'aging', 'cake', 'Celebration', 'annual']","['Grabmal', 'Priester', 'Orakel', 'AbuSimple', 'S\\u00e4ulen', 'Angorwat']","['\\u00c9tirer', 'Cheveux', 'Bandeau', 'Stretch', '\\u00c9tirable', '\\u00c9tirable']","['007', 'Matahari', 'Agent', 'Secret']","['Repousse', 'Nu', 'pinceau', 'Crin', 'Incarn\\u00e9', 'Incarn\\u00e9']","['box', 'link', 'diode', 'station', 'connection', 'Connection']","['Infant', 'Feeder', 'breastfed', 'cologne', 'Glass', 'Soda']","['Tureen', 'Torch', 'Bedside', 'glowbringer', 'Light', 'light']","['City', 'Together', 'Converge', 'connection']","['belle', 'Flottante', 'Robinson', 'elle', 'Minorque', 'Antilles']",[],"['Pistol', 'Gun', 'injure', 'katana', 'Switchblade', 'rifel']","['kill', 'invoice', 'Game', 'Friend']","['calamari', 'Crash', 'Ursula', 'cephalopod', 'Eight', 'Takoyaki']","['fable', 'LaFontaine', 'corbeau', 'corbeau']","['flu', 'brain', 'Cardinal', 'Parakeet']","['Pulpeuse', 'Haleine', 'L\\u00e8vres', 'Bisous']","['Sphere', 'Cue', 'Soccer', 'Gown', 'Volley', 'volley']","['Coffre', 'Casier', 'Vestiaire', 'antivol', 'antivol', 'Antivol']","[""H'orderves"", 'Begin', 'Charcuterie', 'Small', 'starter', 'starter']","['Princess', 'Castle', 'Home', 'Structure']","['Bow', 'Cravat', 'even', 'collar', 'knot', 'Knot']","['Ahead', 'lent', 'Slinky', 'sakura', 'autumn', 'boing']","['House', 'Barbie', 'Toy', 'Barbie', 'Hra\\u010dka', 'Barbie']","['Backtus', 'Job', 'Bohrender', 'Schmerz']","['Bow', 'Stern', 'Frigate', 'Xebec', 'Float', 'Fedex']","['Couleur', 'couleurs', 'Transparent', 'Lezard', 'l\\u00e9zard', 'L\\u00e9zard']","['Troie', 'Equitation', '\\u00c9quid\\u00e9', 'Selle']","['mutton', 'chops', 'animal', 'child', 'young', 'Gamey']","['Grumeaux', 'T45', 'Cr\\u00eape', 'Meule', 'Poudre', 'poudre']","['scaly', 'small', 'anchovy', 'sardine']","['purin', 'V\\u00e9lo', 'Submersible', 'espadrille', 'essence', 'coeur']","['Gig', 'Music', 'drums', 'show', 'Stage', 'Ticketmaster']","['graph', 'Drink', 'Beachdrinks', 'Termini', 'speakeasy', 'speakeasy']","['IQ', 'Smart', 'Savant', 'Intelligent', 'MacArthur']","['Chill', 'relax', 'Bloody', 'rest']","['Magnetic', 'Pull', 'Moth', 'Flame', 'Fatal', 'Magnets']","['0', 'X', 'browser', 'Browser']","['Beliebig', 'Puddin', 'Romm\\u00e9karte', 'Ledger', 'Batman', 'Batman']","['Snooker', 'Swimming', 'swim', 'Billards']","['fiorentina', 'mannaia', 'venditore', 'carne']","['Igneous', 'Dwayne', 'Stone', 'pebble', 'classic', 'Roll']","['Picasso', 'Blue', 'Full', 'Stop', 'tampons', 'blood']","['beat', 'Purple', 'Love', 'Artery']","['Paard', 'Zwaard', 'Middeleeuwen', 'Vechten']","['witch', 'spread', 'Green', 'Chocolate', 'Greenish', 'Color']","['Boule', 'Cochonnet', 'cochonnet']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['Cover', 'Wall', 'Key', 'Finder']","['Solstice', 'season', 'Break', 'Sweltering', 'beach', 'olaf']","['Yellow', 'Tall', 'solar', 'seeds']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Railroad', 'rail', 'Subway', 'Transportation', 'transit', 'Transport']","['Cold', 'solstice', 'white', 'Flake', 'Freezing', 'Princess']","['Citizen', 'Stick', 'Mobility', 'Michael', 'Walking', 'Walking']","['carrier', 'tupperware', 'Polyethalne', 'Fantastic']","['Dinner', 'Breakfast', 'Happy', ""Kid's"", 'Brunch', 'Supper']","['Portails', 'Rupestre', 'croute', 'Gouache', 'Sous-couche', 'Toile']","['Saut', 'Avion', 'Deltaplane', 'Parapente']","['molotov', 'glass', 'daiquiri', 'Cosmopolitan', 'bar']","['Heir', 'Royal', 'Queen\\u2019s', 'Daughter', 'Queen', 'Daughter']","['supernova', 'Chandon', 'Flute', 'Region', 'Region']","['solstice', 'snow', 'Chilly', 'Wonderland', 'Season', 'Season']"
Mystery Word,Sky,Bone,Book,Avocat,Lunettes,Clock,Tube,King,Shell,Camera,Ice,Egg,Drum,Train,Yesterday,Mill,Rabbit,Birthday,Tempel,\u00c9lastique,Espion,Poil,Junction,Bottle,Lamp,Junction,\u00cele,Professor,Weapon,Bill,Octopus,Renard,Bird,Bouche,Ball,Cadenas,Appetizer,Palace,Tie,Spring,Doll,Zahnarzt,Ship,Cam\u00e9l\u00e9on,Cheval,Lamb,Farine,Fish,Pompe,Concert,Bar,Genius,Sunday,Attraction,Safari,Joker,Pool,Butcher,Rock,Period,Heart,Knight,Hazel,P\u00e9tanque,Nombril,Tile,Summer,Sunflower,Ski,Dinosaur,Metro,Winter,Cane,Plastic,Meal,Peinture,Parachute,Cocktail,Princess,Champagne,Winter
Guess,sky,bone,Book,prisonnier,Lunette,clock,Oscar,king,Shell,Camera,,egg,Drums,Train,Yesterday,,Rabbit,Birthday,Tempel,,Espion,Poil,Railway,Bottle,,Porn,Ile,,weapon,Bill,Octopus,,bird,Bouche,Ball,cadenas,appetizer,Moat,tie,spring,,Zahnarzt,Ship,Blanc,cheval,,Farine,Goldfish,Pompe,concert,Cocktail,Einstein,igiveup,Attraction,moonballer,Joker,Pool,mannaiaLa,Rock,woman,Pulse,Knight,hazel,,Nombril,Tile,Summer,Sunflower,skate,Dinosaur,train,snow,Cane,plastic,Meal,Peinture,Parachute,cocktel,prince,Champagne,winter
