ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69
Table Number,434712047,434711486,434286256,434274108,434221056,433902266,433764945,433659037,433634748,433597894,433549287,433450725,433359411,433342815,433276399,433177229,432934371,432865949,432674945,432652658,432648572,432580462,432528434,432367473,432355997,432021482,431890304,431875780,431585930,431560830,431443489,431356594,431323863,431158106,430969665,430847224,430833953,430790870,430770636,430750350,430581110,430082506,429735529,429726886,429314903,429213142,429037157,428266021,428026154,427516381,427026329,426998428,426921218,425165350,423771261,422619886,422023905,421702805,421202126,420914272,414619799,401556682,393453511,350584338,349338828,324806575,319065151,314360735,313533300
Move,56,77,27,12,18,18,7,12,9,38,42,36,42,6,6,42,28,20,31,26,8,10,18,37,86,62,32,85,46,43,77,8,51,51,33,47,25,37,37,19,36,84,66,16,55,28,45,49,65,101,79,91,67,47,340,190,41,58,48,10,18,84,607,2409,3256,1398,262,2405,2715
Clues,"['\\u00c9quitation', 'Peinture', 'cercle', 'defense', 'Fl\\u00e8che', 'Tirer']","['grim', 'dark', 'cavern', 'Mexico', 'cave', 'place']","['Sucker', 'Zika', 'Disease', 'Spreader']","['feuerwerk', '2222', 'QQQQ', 'Firework', 'tichu', 'Tichu']","['laide', 'hideux', 'Sushi', 'Listao', 'bo\\u00eete', 'albacore']","['Foxtrot', 'Area', 'Fancy', 'dancing', 'gymnasium', 'Blitz']","['Pales', '\\u00c9lectricit\\u00e9', 'Ventilateur', 'ventilateur']","['\\u305e\\u3046\\u3052', '\\u30b8\\u30fc\\u30d7', 'Apple', '\\u30d6\\u30e9\\u30a6\\u30b6', '\\u3057\\u3093\\u304d\\u308d\\u3046', '\\u3089\\u304f\\u3060']","['bathe', 'Cleansing', 'sprinkle', 'Curtain', 'Bridal', 'loofah']","['chasseur', 'Vortex', 'tourbillon', 'Zorro', 'Zorro', 'Tourbillon']","['kid', 'human', 'underage', 'underage']","['Piqueur', 'Gratte', 'Bravecto', 'Ch\\u00e9rie', 'parasite', 'Pou']","['Steam', 'Eurorail', 'Amtrak', 'Bullet', 'Railroad', 'Railroad']","['Hot', 'Liquid', 'suds', 'laundry', 'antibacterial', 'detergent']","['Monokini', 'Speedo', 'Trunk', 'Water', 'pool', 'attire']","['Checked', 'handler', 'Carry-on', 'Heavy']","['bijou', 'gourmette', 'Br\\u00e9silien', 'Br\\u00e9silien', 'Gourmette', 'Gourmette']","['mutton', 'chops', 'animal', 'child', 'young', 'Gamey']","['Sturgeon', 'Spheres', 'salted', 'roe', 'Luxury', 'Eggs']","['Mi-bas', 'Soquette', 'Loup', 'Nom']","['Milkshake', 'Smoothie', 'Shortcake', 'Shortcake', 'Shortcake']","['Trois', 'Baseball', 'Deuxi\\u00e8me', '\\u00c9lectrique']","['Macabre', 'Slapstick', 'Standup', 'J', 'hilarious', 'club']","['K\\u00e9ratine', 'crini\\u00e8re', 'Capillaire', 'T\\u00eate', 'Chignon', 'Natte']","['Gewebe', 'W\\u00e4rmend', 'Winterjackenfutter', 'Kunstfilz', 'Decke', 'K\\u00e4lteschutz', 'Jacke']","['Cold', 'snowman', 'Mittens', 'Season', 'season', 'Season']","['Mercurio', 'dancing', 'Strictly', 'strictly']","['Mosaic', 'travertine', 'grout', 'Marble', 'Porcelain', 'scrabble']","['Hook', 'Bird', 'heron', 'Construction', 'machinery', 'hoist']","['Flour', 'Spike', 'Shredded', 'ABix', 'whole', 'buck']","['swine', 'Snout', 'Wilbur', 'sty']","['Chill', 'relax', 'Bloody', 'rest']","['Syrup', 'Toffee', 'candy', 'Powder', 'sweet', 'Sweet']","['Glove', 'compression', 'Wind', 'Wind', 'stocking', 'stockings']","['Bike', 'Car', 'Outboard', 'Engine']","['sunrise', 'sun', 'Dawn', 'dawn']","['drone', 'comb', 'Keeper', 'Sting', 'Hornet', 'Yellowjacket']","['Georgia', 'fuzz', 'fuzzy', 'Fuzz']","['law', 'Trinkhalle', 'Stool', 'pub', 'Cheers', 'tavern']","['Knight', 'grandmaster', 'pieces', 'Bishop', 'Pawn', 'Pawn']","['Fad', 'abstinence', 'keto', 'Mediterranean', 'Fasting', 'fasting']","['cinematic', 'towed', 'preview', 'doublewide', 'hitch', 'semi']","['Rolling', 'Rollingstonegathersno', 'Moist', 'Green']","['Crackers', 'Dumbo', 'Trapeze', 'Elephant', 'Tightrope']","['fiorentina', 'mannaia', 'venditore', 'carne']","['Igneous', 'Dwayne', 'Stone', 'pebble', 'classic', 'Roll']","['card', 'playmat', 'of', 'Directors']","['Lost', 'Coldplay', 'gated', 'city', 'Eden', 'Nirvana']","['Obst', 'Beeranlage', 'Zwerg', 'Beete', 'Gr\\u00fcnanlage', 'Gr\\u00fcnanlage']","['LouisXIV', 'Monarque', 'souverain', 'Arthur', 'Charlemagne', 'Gradlon']","['buzzing', 'Dengue', 'Malaria', 'Bloodsucker']","['Boule', 'Cochonnet', 'cochonnet']","['garden', 'carrier', 'water', 'water']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['kanne', 'Latte', 'Bohne', 'Plantage', 'wachwerden']","['Gary', 'Meow', 'Slug', 'Escargot']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['None', 'Cliff', 'Space', 'Graph', 'Graph']","['tooth', 'doctor', 'teeth', 'teeth']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['jessica', 'stew', 'Bunny', 'Cottontail', 'Roger']","['Brine', 'Marine', 'Can', 'Piano', 'Piano']","['Richelieu', 'Fleuret', ""d'Artagnan"", 'Aramis']","['Acetominophin', 'Frontieres', 'remedy', 'Pharmaceutical', 'Cough']","['Marathon', 'Chugga', 'Amtrak', 'Steam', 'Caboose', 'Caboose']","['skipping', 'stretch', 'knot', 'sails']","['vampires', 'Dip', 'Flavour', 'Allium', 'seasoning', 'Seasoning']","['Isopropyl', 'drunk', '-OH', 'Anonymous', 'ethanol', 'ethanol']"
Mystery Word,Arc,Grotto,Mosquito,Bomb,Thon,Ballroom,\u00c9olienne,Safari,Shower,Tornade,Minor,Puce,Train,Soap,Swimsuit,Baggage,Bracelet,Lamb,Caviar,Chaussette,Strawberry,Prise,Comedy,Cheveux,Fleece,Winter,Ballroom,Tile,Crane,Wheat,Pig,Sunday,Sugar,Sock,Motor,Morning,Bee,Peach,Bar,Chess,Diet,Trailer,Moss,Circus,Butcher,Rock,Board,Paradise,Garten,Roi,Mosquito,P\u00e9tanque,Hose,Nombril,Kaffee,Snail,Ski,Dinosaur,Bar,Dentist,Arrow,Rabbit,Tuna,Mousquetaire,Medicine,Train,Rope,Garlic,Alcohol
Guess,Cible,tomb,Virus,Bomb,Thon,ballroom,\u00c9olienne,safari,Shower,,Toddler,puce,Train,Soap,Swimsuit,Bag,Bague,,caviar,Chaussette,Beverage,Premier,comedy,cheveux,Fleece,Frosty,Metal,Tile,crane,Wheat,pig,igiveup,Sugar,sock,Transport,Star,pilot,Peach,Inn,Chess,Diet,Trailer,,Circus,mannaiaLa,Rock,Board,music,Garten,Roi,Mosquito,,Bag,Nombril,Kaffee,snail,skate,Dinosaur,Void,Dentist,compass,Rabbit,,\u00c9p\u00e9e,Medicine,Train,Rope,Garlic,Alcohol
