ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70
Table Number,428726434,428694043,428554869,428537577,428349091,428297597,428227493,428211444,428104860,427868633,427705683,427629809,427550047,427307931,427101167,426855385,426672149,426609330,426577900,426436862,426381752,425815125,425772771,425756598,425739084,425498441,425469782,425165350,425126523,425100126,424953330,424669522,424657866,424650192,423803653,423797154,423741996,423472063,423101107,423098718,422613922,422403936,422023905,421816177,421810395,421736125,421702805,421471641,420992843,420914272,418688067,418488028,418252645,418088593,416390940,415379476,414669952,414619799,412907496,405592455,396307534,381777020,374138794,356959263,341401520,337138645,328236739,323499397,319065151,312175859
Move,9,6,43,9,13,16,28,11,9,5,11,66,18,25,55,50,121,64,68,65,38,5,92,30,38,95,45,47,39,114,42,86,77,83,57,31,41,91,53,76,121,71,41,74,10,115,58,105,50,10,8,42,7,74,49,19,69,18,11,820,211,500,810,917,1817,751,2467,3647,232,1621
Clues,"['soir\\u00e9e', 'Haddock', 'Commandant', 'Nemo', 'Crochet', 'Crochet']","['Travel', 'Alpha', 'Dragons', 'Plane', 'Birds', 'Birds']","['Carlin', 'Satire', 'Laugh', 'hilarious', 'comedy', 'comedy']","['Rest', 'Off', 'Church', 'Seventh', 'bloody', 'bloody']","['Erdball', 'Rund', 'Billard', 'Erde', 'K\\u00f6rper', 'rollt']","['punctuation', 'Monthly', 'Piece', 'Era', 'Era']","['waxing', 'semi-circle', 'Fertile', 'bend', 'sickle', 'lunar']","['Eingriff', 'Krankenhaus', 'Einsatz', 'Polizei']","['granular', 'Rehydrate', 'semolina', 'Moroccan', 'Tiny', 'Mediterranean']","['Jurk', 'Ring', 'Ringen', 'Feest']","['oralist', 'JBL', 'Tris', 'talker']","['Showing', 'Square', 'Carrot', 'vegetable', 'beer', 'Heritage']","['Common', 'Diesel', 'train', 'track', 'Trolley', 'Stations']","['cut', 'click', 'wool', 'wool']","['Iron', 'zoo', 'Nicolas', 'Nicolas', 'Nicholas', 'Nicholas']","['correct', 'inalienable', 'Handed', 'Privilege']","['chocolat', 'cibiche', 'russe', 'Delacre', 'Nicotine', 'Edwards']","['halloween', 'vrouwelijk', 'eastwick', 'brandstapel', 'Bezem', 'Bos']","['boulevardier', 'caipirinha', 'Manhattan', 'Stirred', 'Movie', 'Cruise']","['Personnage', 'humour', 'nez', '\\u00e7a', 'Pennywise', 'Pennywise']","['Wild', 'Engine', 'Embers', 'Beavis', 'terminate', 'Pit']","['Rungs', 'Firefighter', 'Height', 'Steps']","['Tarlick', 'Seasoning', 'Basil', 'Basil', 'Parsley', 'Parsley']","['Monthly', 'Yearly', 'Lunar', 'Days', 'SI', 'Swimsuit']","['incarceration', 'alcatraz', 'Break', 'Caged', 'Zoo', 'brig']","['Graceland', 'King', 'Rocknroll', 'Tender', 'Priscilla', 'Priscilla']","['manicurist', 'Spike', 'Finger', 'Screw', 'gun', 'Gun']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['Fruit', 'Jam', 'chocolate', 'Vine', 'Shake', 'shake']","['Attentat', 'Vitale', 'Ambulance', 'Pipi', 'Clooney', 'Accident']","['tandem', 'pedals', 'Helmet', 'Queen', 'handlebar']","['Teint', 'Talkum', 'Filzl\\u00e4use', 'Baby', 'Make-up', 'Skibedingung']","['Kauen', 'Kautschuk', 'B\\u00e4rchen', 'elastisch', 'kondom', 'stiefel']","['Reels', 'Fuji', 'Camera', 'Flick', 'Movie', 'Hollywood']","['electric', 'renewal', 'anion', 'cation', 'battery', 'battery']","['Deez', 'something', 'Pili', 'Choc-', 'bolt', 'and']","['bubonic', 'vermin', 'Sewer', 'Mouse']","['Wunderkind', 'Constanze', 'Marzipan', 'Figaro', 'Salzburg']","['Super', 'Mensa', 'Intelligent', 'Intelligent']","['freezer', 'Vanilla', 'cube', 'Snow', 'Frozen', 'Frozen']","['meuh', 'Io', 'hOLSTEIN', 'Charolaise', 'Lait', 'Camembert']","['condiment', 'seeds', 'Colonel', 'flavoring', 'Deli', 'Pretzel']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['Udder', 'Shake', 'uht', 'coconut', 'cow', 'white']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Nuggets', 'honey', 'Cook', 'Sauce', 'rub', 'Brisket']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Pet', 'Mink', 'Mammals', 'Pelt', 'Bear', 'animal']","['greek', 'Vegetables', 'caesar', 'ceaser']","['tooth', 'doctor', 'teeth', 'teeth']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Nourrisson', 'Couche', 'berceuse', 'pleurs']","['Australia', 'aussie', 'Grill', 'Grill']","['Flock', 'quill', 'quill', 'down', 'down']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['\\u3053\\u308f\\u3044', '\\u3044\\u304d\\u3068\\u3081', '\\u304f\\u3089\\u3044', '\\u308c\\u3063\\u3057\\u3083', '\\u305b\\u3044\\u304b\\u3093', '\\u3086\\u304d\\u3050\\u306b']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['Neck', 'Episode', 'Recyclable', 'Genie', 'Tequila', 'Klein']","['drunks', 'alcohol', 'Drinks', 'Tender', 'Cheers', 'Legal']","['Blank', 'Fabric', 'Easel', 'Tote']","['street', 'flea', 'Labour', 'Flower']","['Quantum', 'Potato', 'crack', 'UK-US-POTATO-THING-BUT-DIFFERENT', 'teacup', 'away']","['Garden', 'Kitchen', 'Scissors', 'Breaks', 'Snip', 'Snips']","['\\u0141apacz', 'Letniej', 'Na', 'Jawie', 'Noc', '...Nocy']","['Album', 'Audio', 'jazz', 'Gramophone', 'Live']","['Candle', 'Ignition', 'fluid', 'matches', 'Zippo', 'Zippo']","['Grundfos', 'Xylem', '...it', 'Louder']","['Big...', '...Theory', 'Gra', 'D\\u017awi\\u0119k']"
Mystery Word,Capitaine,Flight,Humor,Sunday,Kugel,Period,Crescent,Operation,Couscous,Marriage,Speaker,Root,Rail,Shears,Cage,Right,Cigarette,Witch,Cocktail,Clown,Fire,Ladder,Herb,Calendar,Prison,Elvis,Nail,Nombril,Strawberry,Urgence,Bicycle,Puder,Gummi,Film,Charge,Nut,Rat,Mozart,Genius,Ice,Vache,Mustard,Ski,Milk,Poule,Barbecue,Dinosaur,Fur,Salad,Dentist,Rum,B\u00e9b\u00e9,Barbecue,Feather,Kette,Oasis,Tunnel,Arrow,Guillotine,Bottle,Bar,Canvas,Market,Chip,Shears,Dream,Music,Lighter,Pump,Bang
Guess,Capitaine,flight,comedy,Sunday,Kugel,period,harvest,Unfall,couscous,Marriage,Speaker,Wine,railroad,Document,,right,cigarette,Witch,Cocktail,Clown,,ladder,herb,Calendar,prison,Elvis,Nail,Nombril,strawberry,urgence,bicycle,Puder,Gummi,Cinema,charge,Nuts,Rat,Mozart,Smart,Ice,Vache,mustard,skate,milk,Poule,Barbecue,Dinosaur,fur,,Dentist,,B\u00e9b\u00e9,Kangaroo,bird,Kette,,tunnel,compass,,Bottle,bar,Canvas,market,Chip,Shear,dream,Music,Lighter,Pump,
