ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55
Table Number,423843174,423806163,423784887,423741996,423695736,423429168,423336881,422745756,422540133,422342689,422175536,422108223,422030461,421810395,421472241,421389015,421279038,421187413,421124734,420972938,420914272,420771039,420382586,420346281,420084366,419719010,418988176,418688067,418252645,417771349,417631072,417293768,417101519,416734430,416596102,416415190,416390940,415744082,415379476,415154373,414235876,412907496,412823159,411179061,396307534,381777020,356959263,350584338,348838927,346689693,331907183,328236739,319065151,314360735,312175859
Move,9,6,24,5,9,9,27,31,51,18,60,9,38,10,30,54,57,74,55,82,10,36,100,58,83,58,63,8,7,95,97,73,95,60,76,105,49,37,19,43,107,11,89,48,185,379,859,2135,1185,1157,745,2400,215,2335,1609
Clues,"['granary', 'Rye', 'sand', 'salt', 'sand', 'salt']","['abix', 'bread', 'Sheaf', 'Golden', 'Grain', 'grain']","['Knee', 'Replacement', 'Knee', 'Replacement']","['Chicken', 'Wattle', 'Male', 'Chook']","['lance', 'Alarme', 'Pyromane', 'feu', 'Brasier', 'Pompier']","['Insignificant', 'Juvenile', 'Note', 'Less', 'Child', 'Child']","['sharp', 'Rapier', 'medieval', 'epee', 'Fish', 'Two-edged']","['Tolkien', 'Rund', 'Kreis', 'frodo']","['fallen', 'Zusammenbruch', 'Fehltritt', 'Aufprall']","['Malaria', 'Zika', 'Vampire', 'Anopheles', 'blood', 'Blood']","['Informatique', 'Restaurant', 'gar\\u00e7on', 'Barman', 'M\\u00e9tier', 'M\\u00e9tier']","['beach', 'shore', 'Castle', 'tatooine', 'Dune', 'glitter']","['Oasis', 'Illusion', 'Illusion', 'illusion']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Pandora', 'Wrist', 'armband', 'wristband', 'jewellery', 'Jewellery']","['Vernal', 'Thermal', 'Easter', 'Cleaning', 'equinox', 'slinky']","['Chifrudo', 'Inferno', 'Belzebu', 'Mefist\\u00f3feles', 'satan', 'evil']","['Raccoon', 'animal', 'Castor', 'Mink', 'Coat', 'coat']","['Lave', 'Mains', 'Douche', 'Marseille']","['Playa', 'Sommer', 'Stau', 'Bildungseinrichtung', 'Auszeit', 'Schulfreizeit']","['tooth', 'doctor', 'teeth', 'teeth']","['Mother', 'Dead', 'Corpse', 'Wrapped', 'Wrapped', 'Wrapped']","['Nirvana', 'Perforation', 'mend', 'watering', 'Tee']","['Cockatiel', 'Polly', 'Repeat', 'exotic']","['Shaving', 'Gandalf', 'Goatee', 'Santa', 'Face', 'Face']","['little', 'Ginuwine', 'Sebasti\\u00e1n', 'Express', 'Carousel']","['4', 'barracks', '25', '25', 'fourth', 'fourth']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Australia', 'aussie', 'Grill', 'Grill']","['topper', 'cover', 'Flip', 'cap', 'tupperware', 'Tupperware']","['bludgeon', 'extracurricular', 'Caveman', 'soda', 'Billy', 'Rave']","['Dead', 'Finale', 'the', 'Finish', 'Omega']","['FM', 'Frequency', 'Gaga', 'Amateur', 'Broadcast', 'music']","['crossroad', 'Turn', 'Connection', 'connection']","['Neodym', 'anhaften', 'Absto\\u00dfend', 'Feld', 'Eisen', 'Anziehung']","['Laugh', 'Gaffigin', 'Gags', 'Standup', 'laughter', 'Amusing']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['Sticky', 'Goop', 'Hair', 'Hair']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['Billard', 'Pistole', 'rund', 'rund']","['Savatte', 'combat', 'Ring', 'Bagarre', 'Tyson', 'Tyson']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['Guitare', 'Escalade', 'Pendu', 'Pendu', 'Pendu']","['Scales', 'Dinglehopper', 'Ariel', 'Atlantica']","['Lumber', 'wood', 'Bunyan', 'Sharp', 'Chop', 'Chops']","['Price', 'Place', 'Vons', 'Bazaar']","['water', 'charentais', 'Tesla', 'HONEYDEW', 'fruit', 'Fruit']","['Galerie', 'Souterraine', 'Mont', 'Blanc']","['SFR', 'Vigilance', 'couleur', 'M\\u00e9canique', 'M\\u00e9canique', 'couleur']","['H\\u00e9lice', 'champs', 'convertisseur', 'vent']","['Circus', 'Pup', 'Teepee', 'Coleman', 'Camping', 'camping']","['Litle', 'gnome', 'Gimli', 'seven', 'seven']","['aang', 'barn', 'Viento', 'remolino']","['Sequence', 'Geometric', 'show', 'season', 'Books', 'Book']","['Koperta', 'Naklejony', 'Pocztowy', 'Poczt\\u00f3wka']"
Mystery Word,Grain,Wheat,Operation,Rooster,Incendie,Minor,Sword,Ring,Sturz,Mosquito,Serveur,Sand,Mirage,Poule,Bracelet,Spring,Devil,Fur,Savon,Ferien,Dentist,Mummy,Hole,Parrot,Beard,Pony,Quarter,Rum,Barbecue,Lid,Club,End,Radio,Junction,Magnet,Comedy,Kette,Gel,Oasis,Kugel,Boxe,Guillotine,Corde,Mermaid,Axe,Market,Melon,Tunnel,Orange,\u00c9olienne,Tent,Dwarf,Tornado,Series,Stamp
Guess,bread,grain,Womp,rooster,Incendie,Minor,sword,Ring,ausrutschen,Virus,Serveur,sand,Desert,Poule,jewellery,spring,Devil,Scent,Savon,Ferien,Dentist,Frankenstein,hole,Parrot,Beard,Pony,quarter,,Kangaroo,Lid,Stone,End,Radio,Corner,Magnet,Comedy,Kette,Jelly,,Kugel,boxe,,Corde,mermaid,tree,Market,Melon,Tunnel,Orange,Eolienne,Tent,dwarf,wind,Series,Znaczek
