ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77
Table Number,428554869,428537577,428529734,428376726,428270891,428238182,428013368,427919448,427787771,427745264,427443736,427330601,427169076,427118168,426835619,426752793,426728237,426728042,426602822,426382662,426257197,426150558,426100952,426005488,425963122,425815125,425739621,425367432,425345101,425265204,425226140,425204209,425165350,425100126,424680044,424669522,424650192,424633906,424282330,423805963,423806163,423797154,423741996,423532573,423436736,423411699,423101107,422619886,422023905,421810395,421702805,420992843,420914272,420032970,420035270,418688067,418613655,418488028,418252645,418088593,416390940,415379476,414669952,414619799,412907496,402108912,396307534,393453511,366888891,363390977,349338828,346689693,338553253,337138645,321888448,312552889,312175859
Move,12,9,8,14,12,36,28,36,10,41,50,27,15,10,42,35,60,37,59,58,31,16,66,27,25,5,46,42,100,45,16,25,47,114,56,86,83,75,104,83,61,31,41,82,72,111,53,125,41,10,58,50,10,64,64,8,116,42,7,74,49,19,69,18,11,413,211,575,939,811,3030,1298,1316,751,2386,1781,1621
Clues,"['shamrock', 'grass', 'rabbit', 'Plant', 'lucky', 'Lucky']","['Rest', 'Off', 'Church', 'Seventh', 'bloody', 'bloody']","['Navire', 'caravelle', 'Sanguin', 'Sanguin', 'Sanguin']","['Jour', 'Messe', 'Messe', 'Messe']","['Karaoke', 'tune', 'ditty', 'ballad', 'AC-DC', 'Thunderstruck']","['glisser', 'chaussure', 'Candellero', 'Roulette']","['Sharp', 'crochet', 'Haystack', 'camel']","['Insect', 'Red', 'Red', 'Bug']","['mallard', 'muscovy', 'waddle', 'goose']","['Sceptor', 'Head', 'Royalty', 'jewels']","['sky', 'Nimbus', 'White', 'Cumulonimbus', 'Cumulonimbus']","['Diamant', 'Plaisir', 'T\\u00e9nia', 'Isol\\u00e9']","['Red', 'Juice', 'Salsa', 'Ketchup']","['Tomb', 'Egypt', 'Wrapping', 'Cursed']","['candles', 'orbit', 'Celebration', 'Born', 'Zero', 'Lisa']","['Philharmonie', 'Auff\\u00fchrung', 'St\\u00e4ndchen', 'Dirigent', 'Dirigent']","['Shuffle', 'Deck', 'Draw', 'Poker']","['historical', 'Fertile', 'Dot', 'Hour', 'Menstruation', 'Menstruation']","['camera', 'ball', 'boom', 'falconet', 'Fodder', 'fodder']","['Takenoko', 'Bamboo', 'China', 'China']","['Oyster', 'Turtle', 'Sally', 'Sells', 'Yellow', 'Gas']","['challah', 'Today', 'Freaky', 'thirteenth', '13th']","['Titicaca', 'Eyre', 'Albert', 'Ricki', 'Freshwater', 'Taup\\u014d']","['britanique', 'Comique', 'Blague', 'Tonton', 'noir', 'Noir']","['Crab', 'homesteader', 'recluse', 'loner', 'Solitary', 'solitary']","['Rungs', 'Firefighter', 'Height', 'Steps']","['emergency', 'facility', 'AnE', 'Surgery', 'Nurse', 'ER']","['Schweiz', 'Massenerhebung', 'Alpen', 'Wandern']","['fragrance', 'Ambergris', 'Bottle', 'scent', 'Scent']","['Ceremony', 'Union', 'Newlyweds', 'divorce', 'wedding', 'Wedding']","['Seekrieger', 'Seer\\u00e4uber', 'Wicki', 'Wickie']","['Podium', 'Honor', 'Participation', 'Achievement', 'Metals']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['Attentat', 'Vitale', 'Ambulance', 'Pipi', 'Clooney', 'Accident']","['animal', 'Mafia', 'poulpe', 'Encornet', 'Kraken', 'Cracken']","['Teint', 'Talkum', 'Filzl\\u00e4use', 'Baby', 'Make-up', 'Skibedingung']","['Reels', 'Fuji', 'Camera', 'Flick', 'Movie', 'Hollywood']","['desert', 'zodiac', 'november', 'Tail', 'arachnid', 'Arachnid']","['mains', 'Nettoie', 'Eruption', 'Coul\\u00e9e', 'astique', 'magma']","['Sedona', 'Mojave', 'Gobi', 'Arid', 'arid']","['after', 'winter', 'Stravinsky', 'Rite', 'season', 'flower']","['Deez', 'something', 'Pili', 'Choc-', 'bolt', 'and']","['bubonic', 'vermin', 'Sewer', 'Mouse']","['Missive', 'Y', 'Love', 'Box', 'Size']","['Crack', 'Water', 'Wind', 'Bag', 'sewer', 'tobacco']","['sport', 'Grimper', 'Varape', 'Mousqueton', 'Mur', 'Falaise']","['Super', 'Mensa', 'Intelligent', 'Intelligent']","['coalition', 'Combine', 'Partnership', 'Comrade']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['greek', 'Vegetables', 'caesar', 'ceaser']","['tooth', 'doctor', 'teeth', 'teeth']","['Denouement', 'Finale', 'Done', 'Game', 'Last', 'Finish']","['diary', 'years', 'Planner', 'Day', 'Month', 'Month']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Finition', 'furoncle', 'Galvanis\\u00e9', 'Cogner', 'Spectacle', 'fixation']","['Nourrisson', 'Couche', 'berceuse', 'pleurs']","['Australia', 'aussie', 'Grill', 'Grill']","['Flock', 'quill', 'quill', 'down', 'down']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['\\u3053\\u308f\\u3044', '\\u3044\\u304d\\u3068\\u3081', '\\u304f\\u3089\\u3044', '\\u308c\\u3063\\u3057\\u3083', '\\u305b\\u3044\\u304b\\u3093', '\\u3086\\u304d\\u3050\\u306b']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['Caveman', 'Separately', 'Ninja', 'recluse', 'Recluse', 'recluse']","['drunks', 'alcohol', 'Drinks', 'Tender', 'Cheers', 'Legal']","['cover', 'Heated', 'Statement', 'Redact', 'Comfort', 'Picnic']","['food', 'Noodle', 'steak', 'Medium', 'Meat', 'Meat']","['Mallard', 'Goose', 'Daffy', 'Sauce', 'quacker']","['Reporter', 'Press', 'Tribune', 'Standard', 'FT']","['contraire', 'epais', 'clap', 'de']","['Mill', 'Electricity', 'energy', 'Generator', 'Wind', 'Wind']","['\\u0141apacz', 'Letniej', 'Na', 'Jawie', 'Noc', '...Nocy']","['Leaves', 'Dressing', 'tabbouleh', 'Caeser', 'Greek', 'Greens']","['Maid', 'Shrub', 'witch', 'Eyes', 'eyes']","['Big...', '...Theory', 'Gra', 'D\\u017awi\\u0119k']"
Mystery Word,Clover,Sunday,Vaisseau,Dimanche,Song,Patin,Needle,Ladybug,Duck,Crown,Cloud,Solitaire,Tomato,Mummy,Birthday,Konzert,Card,Period,Cannon,Panda,Shell,Friday,Lake,Humour,Hermit,Ladder,Hospital,Berge,Perfume,Marriage,Wikinger,Medal,Nombril,Urgence,Pieuvre,Puder,Film,Scorpion,Lave,Desert,Spring,Nut,Rat,Letter,Pipe,Escalade,Genius,Alliance,Ski,Poule,Dinosaur,Salad,Dentist,End,Calendar,Rum,Clou,B\u00e9b\u00e9,Barbecue,Feather,Kette,Oasis,Tunnel,Arrow,Guillotine,Hermit,Bar,Blanket,Beef,Duck,Newspaper,Fin,Turbine,Dream,Salad,Hazel,Bang
Guess,Clover,Sunday,,,song,Patin,Needle,bee,Duck,Crown,cloud,Solitaire,Tomato,Mummy,Birthday,Oper,Cards,,Cannon,Panda,Seashell,Friday,Lake,Bean,hermit,ladder,Hospital,Matterhorn,Perfume,,St\u00f6rtebecker,Graduation,Nombril,urgence,Pieuvre,Puder,Cinema,,lave,Desert,Spring,Nuts,Rat,letter,Pipe,Escalade,Smart,alliance,skate,Poule,Dinosaur,,Dentist,end,Birthday,,Clou,B\u00e9b\u00e9,Kangaroo,bird,Kette,,tunnel,compass,,,bar,Blanket,beef,Duck,newspaper,fin,Power,dream,Salad,Broom,
