ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74
Table Number,425549872,425460085,425391522,425346001,425251048,425126523,425102131,425057912,424964507,424938682,424911585,424766177,424712916,424669522,424507759,424326269,424078780,424032492,423677151,423672931,423443281,423228212,423156122,423113974,422914441,422908962,422866724,422711163,422372568,422352998,422242200,422175536,422118445,422107292,422029809,422019795,421810395,421702805,421540742,421471641,421448482,421090546,421055474,420914272,420835072,420699835,420552674,420084366,420079171,420044704,420032970,419089288,418688067,418633062,418252645,418109392,417918992,417255169,416390940,415379476,414619799,412907496,411382679,411328429,411179061,389157129,358827793,357991900,357001162,349338828,348302073,343894377,319065151,318929216
Move,26,9,30,8,6,6,12,37,25,25,7,31,18,20,13,21,37,26,30,31,38,78,47,64,62,40,32,54,75,27,70,97,49,5,56,64,10,58,84,57,81,92,94,10,93,74,37,101,100,103,51,120,8,36,7,102,36,123,49,19,18,11,228,73,53,922,1197,274,1461,2934,1770,1561,215,2262
Clues,"['Power', 'Engine', 'Wind', 'Wind']","['somber', 'Dig', 'catacomb', 'tombstone', 'headstone', 'headstone']","['Hole', 'Club', 'Nineteen', 'Putter', 'birdy', 'par']","['Rainbows', 'horn', 'mythical', 'pointy', 'Billion']","['Sliced', 'Toast', 'bake', 'wheat', 'Money', 'Crust']","['shelter', 'patio', 'wetness', 'shield', 'Accessory', 'Protect']","['Frasier', 'Niles', 'Bird', 'equipment', 'sandhill', 'paper']","['Bubo', 'wise', 'Hoot', 'Pygmy', 'Nocturnal', 'Nocturnal']","['water', 'groeien', 'Begin', 'Man', 'Plant', 'Plant']","['Fancy', 'Oil', 'Mushroom', 'Salt']","['Schutzgeld', 'Pate', 'Sizilien', 'Ndrangheta']","['Gl\\u00fcckspirale', 'Toto', 'Losgewinn', 'Gl\\u00fccksspiel', 'sechs', 'neunundvierzig']","['Jewelry', 'lanyard', 'Collar', 'wear', 'Choker', 'Pearls']","['Klempner', 'toad', 'Adorf', 'Digital', 'playstation', 'Luigi']","['coagulate', 'dispersion', 'Translucent', 'paste', 'lighting', 'congeal']","['Lenin', 'Umbruch', '1848', 'Robbespierre']","['Squeezed', 'Drink', 'Steroids', 'Orange', 'Tropical', 'carrot']","['Insegna', 'Superiori', 'Scuola', 'Maestro']","['Egyptian', 'Akhenaten', 'Khufu', 'Egypt', 'king', 'King']","['Play', 'Football', 'Catan', 'Hanabi', 'Board', 'Board']","['wood', 'chop', 'lumberjack', 'executioner']","['Spectacle', 'sc\\u00e8ne', 'Philarmonique', 'acoustique']","['draw', 'Henna', 'sleeve', 'skin', 'Ink', 'Inked']","['\\u30c9\\u30eb', '\\u30ea\\u30e9', '\\u30a6\\u30a9\\u30f3', '\\u30bb\\u30f3\\u30c8']","['Th\\u00e9\\u00e2tre', 'esp\\u00e8ces', 'Unit\\u00e9', 'Ecu', 'monnaie', 'Monnaie']","[""Tim'Cook"", 'pie', 'Newton', 'an', 'Red']","['Held', 'forearm', 'Armor', 'Armor']","['salut', 'Brel', 'Amsterdam', 'Amsterdam']","['Bleat', 'Gamey', 'Spring', 'baby', 'baaa', 'Young']","['Womans', 'Shape', 'Pear', 'Pear']","['Orange', 'Cendrillon', 'Potimarron', 'Curcubitace', 'Halloween', 'Halloween']","['Chucky', 'Russe', 'figurine', 'Porcelaine', 'Jouet', 'Cire']","['Largest', 'Water', 'Artic', 'Indian', 'Saltwater', 'Immense']","['rubbing', 'isopropyl', 'Wine', 'Scotch']","['Faux', 'Animal', 'murder', 'peta', 'hairy', 'coat']","['Bed', 'Empty', 'Wooden', 'Avian', 'Eggs', 'Twigs']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Killer', 'schwarz', 'kampfer', 'Dudikoff', 'Turtles', 'Turtles']","['shampoo', 'lather', 'bar', 'washing', 'Opera', 'Ivory']","['\\u00c4hre', '450', 'Gluten', 'Wei\\u00dfbier', 'Bier', 'Bier']","['Backdraft', 'policeman', 'Ladder', 'rescuer', 'Water', '911']","['Woods', 'Tony', 'bengal', 'shere', 'Shere', 'bengal']","['tooth', 'doctor', 'teeth', 'teeth']","['Private', 'Clues', 'Scooby', 'Agent', 'homicide', 'Pikachu']","['Pooh', 'well', 'Monster', 'Bees']","['light', 'house', 'Brazier', 'guide', 'Lighthouse', 'lighthouse']","['Wine', 'PET', 'Container', 'cap', 'spin', 'spin']","['pluvieux', 'montgolfi\\u00e8re', 'Septi\\u00e8me', 'Firmament', 'Haut', 'Mardi']","['Beach', 'Paper', 'glass', 'Grains', 'grain']","['Venasaur', 'Ivysaur', 'idea', 'wattage', 'Onion', 'Tulip']","['kodak', 'Aperture', 'obscura', 'snap', '35mm', 'Lens']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Travelling', 'Time', 'summer', 'holiday', 'Getaway', 'Fiji']","['Australia', 'aussie', 'Grill', 'Grill']","['defensiv', 'Bunker', 'Milit\\u00e4r', 'Schild', 'Angriff', 'Deckung']","['Lion', 'Badge', 'Honor', 'Silver', 'Trophy', 'Prize']","['Trail', 'road', 'Guide', 'Bannister', 'Gun', 'Train']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['flooring', 'Bathroom', 'Grout', 'Ceramic', 'Ceramic']","['Periplaneta', 'Raid', 'Black', 'Exterminate', 'Bug']","['Sicilian', 'godfather', 'Prohabition', 'Guns']","['wrench', 'Ape', 'Powerlines', 'Luffy', 'Kong']","['roche', 'liquide', 'Volcan', 'Crache']","['Mines', 'Gimli', 'Dopey', 'Tyrion', 'Short', 'Beards']","['Text', 'Thick', 'Paperback', 'Fiction', 'Log', 'Face']","['constabulary', 'Roxanne', 'Sting', 'Fuzz', 'Siren']","['Piece', 'lithium', 'Varta', 'Duracell', 'Face', 'face']","['Buffalo', 'Nye', 'Kill', 'Kill']","['aang', 'barn', 'Viento', 'remolino']","['Pern', 'Bearded', 'Tiamat', 'Cuba', 'April']"
Mystery Word,Turbine,Grave,Golf,Unicorn,Bread,Umbrella,Crane,Owl,Seed,Truffle,Mafia,Lotterie,Necklace,Mario,Gel,Revolution,Juice,Professor,Pharaoh,Game,Axe,Concert,Tattoo,Currency,Pi\u00e8ce,Apple,Shield,Port,Lamb,Pear,Citrouille,Poup\u00e9e,Ocean,Alcohol,Fur,Nest,Poule,Dinosaur,Ninja,Soap,Weizen,Firefighter,Tiger,Dentist,Detective,Honey,Beacon,Bottle,Ciel,Sand,Bulb,Camera,Rum,Vacation,Barbecue,Verteidigung,Medal,Rail,Kette,Oasis,Arrow,Guillotine,Tile,Cockroach,Mafia,Monkey,Lave,Dwarf,Book,Police,Pile,Bill,Tornado,Dragon
Guess,Diesel,Graveyard,Golf,unicorn,Bread,rain,Crane,Owl,Zaad,Truffle,Mafia,Lotto,Necklace,Mario,Spread,Revolution,Juice,Professor,Pharoah,games,Axe,Orchestre,tattoo,currency,pi\u00e8ce,apple,,artiste,Lamb,Bell,potiron,poup\u00e9e,Ocean,Alcohol,fur,Nest,Poule,Dinosaur,Ninja,Soap,Mehl,,Golf,Dentist,Detective,Honey,beacon,Bottle,Ciel,Sand,Sunlight,camera,,Vacation,Kangaroo,Verteidigung,Medal,Rail,Kette,,compass,,Tile,Roach,mafia,Monkey,Lave,DWARF,Book,police,Batterie,Bill,wind,dragon
