ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75
Table Number,425499164,425287555,425181379,425126523,425102131,424964423,424881029,424831564,424829121,424712916,424686480,424488106,424326269,424302996,424282330,424247341,424039629,423902314,423734854,423672931,423661597,423246087,423227064,423184289,422908962,422866724,422754186,422700764,422601044,422598146,422540133,422352998,422242200,422141451,422121672,422107292,422080187,421981250,421810395,421702805,421470941,421348499,421207764,420914272,420699835,420372008,420079171,420044704,419861359,419327971,419089288,418688067,418633062,418252645,417918992,417580076,417255169,416516806,416390940,415379476,414945547,414860883,414619799,412907496,411328429,411179061,405592455,389157129,374138794,363390977,357991900,353362991,349338828,331907183,319065151
Move,58,25,8,6,6,62,18,15,18,18,18,18,14,30,46,18,47,36,63,31,80,56,35,64,40,32,57,67,25,92,96,27,56,50,21,5,46,52,10,58,60,26,56,10,74,62,100,103,94,91,120,8,36,7,36,39,123,74,49,19,90,103,18,11,73,53,706,922,758,746,274,951,2918,754,215
Clues,"['Kalahari', 'arid', 'mojave', 'cactus']","['Luke', 'Olsen', 'Burgers', 'wonderland', 'Siamese', 'Duplicate']","['Snuggly', 'fluffy', 'fleece', 'Cover', 'cover']","['shelter', 'patio', 'wetness', 'shield', 'Accessory', 'Protect']","['Scampi', 'Fried', 'Jumbo', 'Ocean', 'teeny', 'shell']","['wheeeeeeeeeeeeeee', 'pole', 'projector', 'whistle']","['tea', 'coffee', 'Water', 'cake', 'Drinking', 'Dish']","['Sonnerie', 'Bruyante', 'Incendie', 'Incendie']","['Hour', 'sundial', 'timekeeper', 'Haley', 'grandfather', 'Tock']","['Jewelry', 'lanyard', 'Collar', 'wear', 'Choker', 'Pearls']","['garmin', 'Tornado', 'observe', ""Night's"", 'Casio', 'timepiece']","['Monster', 'Oreo', 'snickerdoodle', 'snickerdoodle']","['Melkstand', 'Landwirtschaft', 'Agrarbetrieb', 'K\\u00fche']","['Figure', 'THPS', 'ollie', 'halfpipe', 'Rink', 'Rink']","['anaconda', 'Fourchelang', 'Vip\\u00e8re', 'cobra', 'Sonnette', 'Sonnettes']","['choose', 'leader', 'Votes', 'General', 'Presidential', 'Presidential']","['Ballast', 'coca\\u00efne', 'aventuriers', 'coke', 'Aventuriers', 'Coke']","['v\\u00e9hicule', 'explosion', 'Diesel', 'Rotor', 'essence', '\\u00c9nergie']","['Pr\\u00e4gung', 'Hochzeitsschmuck', 'Hochzeit', 'Selbstgeschmiedete', 'Ringfinger', 'Goldschmied']","['Play', 'Football', 'Catan', 'Hanabi', 'Board', 'Board']","['boxe', 'Coche', 'Ts\\u00e9-ts\\u00e9', 'Ts\\u00e9ts\\u00e9']","['911', 'Pole', 'Extinguish', 'hose', 'Burning', 'Axe']","['r\\u00e9p\\u00e8te', 'oiseau', 'K\\u00e9a', 'Kakapo']","['Sabrina', 'Schiappa', 'mal\\u00e9fice', 'Potions', 'Chaudron', 'Charmed']","[""Tim'Cook"", 'pie', 'Newton', 'an', 'Red']","['Held', 'forearm', 'Armor', 'Armor']","['French', 'Moet', 'Toast', 'Bubbly', 'bubbly']","['Blattodea', 'Insect', 'Dirty', 'kafka', 'Exoskeleton', 'Invincible']","['Meute', 'Montagne', 'Chien', 'Sauvage']","['Puma', 'Mountain', 'Housewife', 'Cat', 'milf', 'milf']","['Sly', 'Kraftprotz', 'Filmtitel', 'Actionfilm']","['Womans', 'Shape', 'Pear', 'Pear']","['Trex', 'cr\\u00e9ature', 'disparu', 'Oiseaux', 'Denver', 'Denver']","['Head', 'protective', 'bike', 'protection', 'protection']","['Clasp', 'Gamepad', 'nose', 'Sewn']","['rubbing', 'isopropyl', 'Wine', 'Scotch']","['runner', 'tapestry', 'Thick', 'toupee', 'Mat', 'Drapes']","['Chutes', 'Werner', 'Rung', 'Runs']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Shirt', 'Pullover', 'Arm', 'Tubular', 'green', 'Protective']","['Blackbead', 'Pugwash', 'Plank', 'Bluebeard']","['young', 'secondary', 'Major', 'Juvenile', 'teen', 'flat']","['tooth', 'doctor', 'teeth', 'teeth']","['Pooh', 'well', 'Monster', 'Bees']","['Respirator', 'N95', 'Awooga', 'Hider', 'Surgical', 'Cloth']","['pluvieux', 'montgolfi\\u00e8re', 'Septi\\u00e8me', 'Firmament', 'Haut', 'Mardi']","['Beach', 'Paper', 'glass', 'Grains', 'grain']","['beer', 'skewers', 'bamboo-skewers', 'sausage', 'sausage']","['Richelieu', 'Trio', 'Dumas', 'Dumas']","['kodak', 'Aperture', 'obscura', 'snap', '35mm', 'Lens']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Travelling', 'Time', 'summer', 'holiday', 'Getaway', 'Fiji']","['Australia', 'aussie', 'Grill', 'Grill']","['Lion', 'Badge', 'Honor', 'Silver', 'Trophy', 'Prize']","['MonaLisa', 'Schreeuw', 'Penseel', 'Kleuren']","['Trail', 'road', 'Guide', 'Bannister', 'Gun', 'Train']","['calm', 'tranquility', 'Green', 'hippies', 'dove', 'Dove']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['high', 'Atmosphere', 'Masterson', 'vanilla', 'Cloudy']","['natal', 'Annual', 'sixteenth', 'Candle', 'Cake', 'Candles']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['Periplaneta', 'Raid', 'Black', 'Exterminate', 'Bug']","['Sicilian', 'godfather', 'Prohabition', 'Guns']","['Playwright', 'Improv', 'Thespian', 'Troupe', 'Musical', 'Globe']","['wrench', 'Ape', 'Powerlines', 'Luffy', 'Kong']","['arabica', 'robusta', 'Pact', 'Cappuchino']","['Mint', 'respire', 'Wheeze', 'morning', 'Halitosis']","['Mines', 'Gimli', 'Dopey', 'Tyrion', 'Short', 'Beards']","['engine', 'boat', 'Hbbrbrbrbl', 'rev']","['GAme', 'Surf', 'ironing', 'Monopoly', 'charcuterie']","['Ford', 'Matchbox', 'Vroom', 'Toyota', 'Truck', 'Automobile']","['aang', 'barn', 'Viento', 'remolino']"
Mystery Word,Desert,Twins,Blanket,Umbrella,Shrimp,Slide,Cup,Alarme,Clock,Necklace,Watch,Cookie,Bauernhof,Skate,Serpent,Election,Rail,Moteur,Ehering,Game,Mouche,Firefighter,Perroquet,Sorci\u00e8re,Apple,Shield,Champagne,Cockroach,Loup,Cougar,Rambo,Pear,Dinosaure,Helmet,Button,Alcohol,Rug,Ladder,Poule,Dinosaur,Sleeve,Pirate,Minor,Dentist,Honey,Mask,Ciel,Sand,Barbecue,Musketeer,Camera,Rum,Vacation,Barbecue,Medal,Painting,Rail,Peace,Kette,Oasis,Sky,Birthday,Arrow,Guillotine,Cockroach,Mafia,Theater,Monkey,Coffee,Breath,Dwarf,Motor,Board,Car,Tornado
Guess,desert,twin,Blanket,rain,shrimp,Slide,Cup,Alarme,Clock,Necklace,watch,Cookie,bauernhof,Skate,Serpent,Election,Drogue,moteur,Ehering,games,,Fire,Perroquet,sorci\u00e8re,apple,,Bread,Cockroach,Loup,,Stallone,Bell,Dinosaure,Helmet,Clothespin,Alcohol,carpet,Ladder,Poule,Dinosaur,jacket,pirate,school,Dentist,Honey,mask,Ciel,Sand,panda,musketeers,camera,,Vacation,Kangaroo,Medal,Painting,Rail,peace,Kette,,Sky,Birthday,compass,,Roach,mafia,Theater,Monkey,coffee,Breath,DWARF,motor,Board,Car,wind
