ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66
Table Number,438717097,438687468,438595562,438502160,438402141,438404231,438407321,438276362,437999675,437993694,437748209,437699792,437656033,437559751,437316156,437237101,436603406,436511555,436459905,436318845,436036993,435803130,435781132,435409048,435311714,435045480,435031423,434974083,434942915,434748129,434461621,434380370,434274108,434210194,434048553,433818178,433612231,433551934,432934371,432865949,432846587,432632784,432062634,431356594,431158106,430526833,429314903,429213142,428769612,427449286,426921218,425815125,425226140,425165350,422107292,422023905,421702805,421549329,421202126,363390977,348302073,338553253,337138645,336562502,320452280,318673641
Move,6,5,9,36,9,18,9,36,35,22,27,25,29,26,22,47,37,84,39,65,36,28,10,93,75,90,109,43,46,43,49,73,45,93,32,91,37,12,85,20,67,21,110,8,118,15,55,28,92,18,107,37,56,47,35,41,58,45,65,1016,1938,1391,778,1259,2088,2994
Clues,"['Curly', 'Straight', 'Coif', 'Balayage', 'Facial', 'Ponytail']","['Prot\\u00e8ge', 'Soleil', 'Abri', 'Plage']","['Brioche', 'p\\u00e9trin', 'M\\u00e9tier', 'mitron', 'artisan', 'levure']","['potions', 'Vrouw', 'Hermelien', 'Kaag', 'Brandstapel', 'Brandstapel']","['Chocolatine', 'Lune', 'grandissant', 'viennoiserie', 'agrandissant', 'Viennoiserie']","['cavit\\u00e9', 'Serrure', 'Golf', 'Chas', 'normand', 'Normand']","['Crochet', 'Abordage', 'Barberousse', 'forban', 'Flibustier', 'Corsaire']","['Ohr', 'Werkzeug', 'Vorschlag', 'Mj\\u00f6llnir', 'Goldschmiede', 'Metallstiftversenker']","['Speed', 'competition', 'car', 'Marathon', 'Ethnicity']","['Lune', 'Meteo', 'Arcus', 'Orage']","['Spin', 'Muse', 'Xinhai', 'Rebellion', 'French', 'French']","['Kong', 'James', 'Ace', 'Queen', 'Burger', 'Royal']","['CHIVALRY', 'Soldier', 'Armored', 'Roundtable', 'Lancelot', 'Lancelot']","['Carapace', 'Francklin', 'lent', 'li\\u00e8vre']","['Ring', 'Job', 'Bleed', 'Smell']","['Bijou', 'Menottes', 'Gourmette', 'Poignet', 'Poignet', 'Gourmette']","['Israel', 'torn', 'Alliances', 'Stars', 'fighting', 'Infantry']","['crown', 'mononoke', 'Jasmin', 'tiara', 'diana', 'Buttercup']","['sparkling', 'cellar', 'burgundy', 'Grapes', 'Emilion', 'Bottle']","['germinate', 'grow', 'Seed', 'grows', 'seedling', 'Seedling']","['Menthol', 'Burn', 'Puff', 'Butt', 'smoke', 'smoke']","['Gnome', 'Fence', 'Plants', 'overthewall']","['Repousse', 'Nu', 'pinceau', 'Crin', 'Incarn\\u00e9', 'Incarn\\u00e9']","['Locket', 'Jeweled', 'pearls', 'Lanyard', 'Pearl', 'Gold']","['Locomotive', 'Capot', 'thermique', 'Avance', 'Gasoil', 'Cylindr\\u00e9e']","['Disneyland', 'attraction', 'Carousel', 'enchant\\u00e9', 'Pollux', 'Chevaux']","['Rosaceae', 'red', 'small', 'shortcake', 'Fruit', 'Cream']",[],"['Rear', 'Cleaner', 'Microsoft', 'Defenestration', 'Pane', 'Operating']","['Andreas', 'Fuji', 'Kilimanjaro', 'Kilimanjaro']","['soute', 'Bagage', 'roulette', 'Roulettes']","['Massive', 'Gargantuan', 'Ogre', 'Titan', 'Beanstalk', 'Beanstalk']","['August', 'Schoolbreak', 'season', 'July', 'Time', 'Juli']","['Sodium', 'NaCl', 'fleur', 'marin', 'Guerande', 'Gu\\u00e9rande']","['Baseball', 'Growing', 'Season', 'Showers']","['broth', 'futures', 'cows', 'Finance', 'Price', 'Shelves']","['McDonalds', 'Oil', 'ketchup', 'potato', 'Poutine', 'Sliced']","['Couleur', 'couleurs', 'Transparent', 'Lezard', 'l\\u00e9zard', 'L\\u00e9zard']","['peignoir', 'nana', 'tissu', 'Protection', 'Plage', 'Toilette']","['mutton', 'chops', 'animal', 'child', 'young', 'Gamey']","['Winkelerplein', 'Plaza', 'Merchant', 'Kraampjes', 'Stalls', 'stall']","['Striped', 'Pollinator', 'allergy', 'sting']","['balltrap.', 'arnaqu\\u00e9', 'Ramier', 'Cr\\u00e9dule', 'gris', 'Paris']","['Chill', 'relax', 'Bloody', 'rest']","['seamstress', 'waste', 'Disposal', 'Fatberg', 'Underground', 'Underground']","['0', 'X', 'browser', 'Browser']","['fiorentina', 'mannaia', 'venditore', 'carne']","['Igneous', 'Dwayne', 'Stone', 'pebble', 'classic', 'Roll']","['Body', 'nucleus', 'Splinter', 'Phone', 'mitochondria', 'Mitochondria']","['Stone', ""Georgia's"", 'Color', 'Fruit', 'fruit', 'Fruit']","['Park', 'Boys', 'Preview', 'Cinema']","['Disaster', 'Spin', 'shelter', 'alley']","['Pop-Ikone', 'Nasen-OP', 'S\\u00e4nger', 'Michael']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['Headstones', 'Peaceful', 'graves', 'locale']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Railroad', 'rail', 'Subway', 'Transportation', 'transit', 'Transport']","['Grinder', 'Pepper', 'Flour', 'Saxonville', 'Wind']","['Drop', 'Helios', 'Bright', 'glare', 'Sky']","['Nourriture', 'Singe', 'Split', 'Tarzan', 'Fruit', 'Plantain']","['Hilarious', 'Frivolity', 'Levity', 'Indulge', 'Comedy', 'comedy']","['Wie\\u017ce', 'Budynek', 'W', 'Zdunowie', 'Kultury', 'Nauki']","['D\\u00f4me', 'Rungis', 'Gastronomique', 'Repas', 'Bistrot', 'Manger']","['Brune', 'Anthrax', 'pochette', 'Budg\\u00e9taire', 'corporelle']","['supernova', 'Chandon', 'Flute', 'Region', 'Region']"
Mystery Word,Hair,Parasol,Boulanger,Witch,Croissant,Trou,Pirate,Hammer,Race,Nuage,Revolution,King,Knight,Tortue,Nose,Bracelet,War,Princess,Wine,Sprout,Cigarette,Garden,Poil,Necklace,Moteur,Man\u00e8ge,Strawberry,Professor,Window,Mountain,Valise,Giant,Summer,Sel,Spring,Stock,Fries,Cam\u00e9l\u00e9on,Serviette,Lamb,Market,Bee,Pigeon,Sunday,Sewer,Safari,Butcher,Rock,Cell,Peach,Trailer,Tornado,Jackson,Nombril,Cemetery,Ski,Dinosaur,Metro,Mill,Sun,Banane,Humor,Palace,Restaurant,Enveloppe,Champagne
Guess,Hair,Parasol,Bonlanger,Witch,Croissant,trou,pirate,Hammer,,Nuage,Revolution,King,Knight,Tortue,Boxer,bracelet,War,Princess,Wine,Pollen,Cigarette,Garden,Poil,Necklace,Moteur,Man\u00e8ge,Strawberry,,Window,Earthquake,Avion,Giant,Summer,sel,Spring,stock,Fries,Blanc,Serviette,,Market,Bee,Pigeon,igiveup,sewer,moonballer,mannaiaLa,Rock,cell,Peach,movie,tornado,Jackson,Nombril,Cemetery,skate,Dinosaur,train,Mill,Sun,Banane,Humor,pa\u0142ac,Restaurant,Enveloppe,Champagne
