ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80,Scrapnumber81,Scrapnumber82,Scrapnumber83,Scrapnumber84,Scrapnumber85
Table Number,431586697,431560830,431441281,431444820,431427708,431356594,431323863,431297915,431097202,430935561,430855433,430480985,430387767,430223610,430151714,430082506,429967731,429851717,429735529,429726272,429705697,429608815,429464662,429314903,429213142,429180240,429086965,429086865,428993727,428958502,428773382,428266021,428236413,427982483,427705683,427662281,427650042,427550737,427309308,427115079,427118168,427019039,426998428,426835619,426305632,425606297,425283269,425265204,425165350,424953330,424914928,424877761,424740220,424639286,424325839,423805654,423741996,423486876,422619886,422023905,421810395,421702805,420992843,420914272,420637828,418688067,418252645,416390940,414619799,382303145,381777020,350481361,348302073,343894377,338553253,337138645,336562502,330741642,328236739,323499397,322628136,320452280,319065151,317609821,312175859
Move,15,6,10,14,6,8,8,9,44,8,5,9,18,55,28,58,55,44,28,6,64,74,37,55,28,28,55,58,39,13,73,25,115,35,28,54,34,31,65,68,36,41,91,67,85,76,59,81,47,84,54,154,74,95,65,103,57,85,157,41,10,58,65,10,104,8,7,49,18,280,564,3457,1839,1647,1335,764,1186,1805,2532,3719,3457,2022,237,1243,1632
Clues,"['Housing', 'King', 'moat', 'Moat']","['Projectile', 'Ball', 'Proof', 'Monk', 'Shot', 'Shot']","['Rasensport', 'Mannschaft', 'Schl\\u00e4ger', 'Schl\\u00e4ger']","['movie', 'ACT', 'Emo', 'Crime']","['Viande', 'Long', 'Toulouse', 'Choucroute', 'Strasbourg', 'Strasbourg']","['Chill', 'relax', 'Bloody', 'rest']","['Electrician', 'tool', 'twist', 'Pinch', 'twist', 'pinch']","['bowl', 'Judy', 'Boxing', 'uppercut', 'fist', 'Fist']","['guerre', 'bois', '\\u00c9t\\u00eater', 'Gimli', 'Tronc', 'B\\u00fbcheron']","['passerelle', 'avignon', 'Enjamber', 'haubans', 'Rivi\\u00e8re']","['Throwing', 'Stump', 'Murderer', 'Pick']","['Altocumulus', 'cumulonimbus', 'Cirrus', 'ciel', 'cumulus', 'Cumuloninbus']","['Dots', 'insect', 'Scarlet', 'gentleman', 'Aphids', 'aphids']","['maison', 'enfant', 'dipl\\u00f4me', 'Superieure', 'professeur', 'Professeur']","['Platypus', 'Cops', 'ted', 'Kill']","['coconut', 'tropical', 'tree', 'basketball', 'date', 'date']","['triceratops', 'Pterodactyl', 'T-Rex', 'Meteor', 'Gone', 'Trodon']","['Cane', 'Daddy', 'Demerara', 'Leaf']","['Sweet', 'Pudding', 'Mocklatemoose', 'Afters']","['Nail', 'Pin', 'Tool', 'Hit', 'framing', 'finishing']","['Mythomane', 'R\\u00e9cit', 'Conte', 'Napol\\u00e9on', 'Naturel', 'Apprendre']","['Waffe', 'Hood', 'Sehne', 'Armbrust', 'Pfeil', 'Pfeil']","['Dead', 'Rat', 'Antidote', 'Hemlock', 'Spray', 'Spider']","['fiorentina', 'mannaia', 'venditore', 'carne']","['Igneous', 'Dwayne', 'Stone', 'pebble', 'classic', 'Roll']","['Spielzeughersteller', 'Denmark', 'd\\u00e4nisch', 'Klemmbausteine', 'Spielzeug', 'StarWars']","['ciseaux', 'Lunettes', 'ciseau', 'Duo', 'Duo', 'Duo']","['Tolsto\\u00ef', 'Viet-Nam', 'Paix', 'combat', 'VietNam', 'Conflit']","['Gag', 'laugh', 'Entertain', 'Sarcasm', 'sense', 'Sense']","['files', 'murder', 'closet', 'suit', 'brief', 'brief']","['boulder', 'Statue', 'Tomb', 'pebble', 'Sharon', 'Emma']","['Illuminate', 'Feather', 'on', 'off', ""R'hllor"", 'dark']","['GRADUATE', 'spork', 'credit', 'polypropylene', 'Saran', 'synthetic']","['Cookie', 'c\\u00e9ramique', 'Sec', 'Sec']","['huge', 'boat', 'frigate', 'vessel']","['feu', 'poche', 'Pierre', 'Bic', 'Zippo', 'Zippo']","['Flutschfinger', 'Bumbum', 'grava', 'kalt']","['Flesh', 'Chopper', 'Pig', 'Sticker', 'Pudge', 'DoTA']","['winegum', 'Sweetener', 'Twix', 'Crush', 'sweet', 'Skittles']","['Frodo', 'Engagement', 'Bearer', 'Hoop', 'lord']","['United', 'Fly', 'Delta', 'Delta']","['Brot', 'Spitze', 'Affe', 'Mariokart']","['Boule', 'Cochonnet', 'cochonnet']","['sailor', 'prison', 'Memories', 'Ted', 'Temporary', 'Drawing']","['abseil', 'pull', 'knot', 'Nylon', 'Twine', 'burn']","['EMphasis', 'Dialect', 'Kiwi', 'transatlantic', 'Sexy', 'sexy']","['Chanceux', 'herbe', 'chance', 'chance']","['Krusty', 'prankster', 'silly', 'creepy', 'Bozo', 'Bozo']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['Bowl', 'drunk', 'Judy', 'knuckles', 'slug']","['Neuhauser', 'Vorname', 'Britin', 'Hello', 'Stimme', 'Grammy']","['Blitz', 'rococo', 'chamber', 'location']","['Malaria', 'Blood', 'Lake', 'Net']","['Rade', 'Havre', 'Amsterdam', 'Bateau']","['coming', 'february', 'Frosty', 'Stark', 'Snow', 'Icy']","['Menuhin', 'Holmes', 'Stradivarius', 'Fiddle', 'concertmaster']","['shipwreck', 'lettuce', 'Glacier', 'Titanic']","['cracker', 'RichTea', 'Popeyes', 'buttermilk', 'buttermilk', 'buttermilk']","['Scheme', 'scam', 'Taper', 'Cone']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Carrey', 'Green', 'Covid', 'Protection']","['tooth', 'doctor', 'teeth', 'teeth']","['Brebis', 'Agneau', 'Animal', 'Troupeau', 'B\\u00e9lier']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Australia', 'aussie', 'Grill', 'Grill']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['wyboru', 'Lista', 'Spis', 'Oferta']","['Beat', 'Roll', 'Percussion', 'Ear']","['Boruto', 'Shinobi', 'Assassin', 'Shippuden']","['Steinbeck', 'Col\\u00e8re', 'Vin', 'Fruit', 'Grappe', 'Grappe']","['Porcelain', 'Ceramic', 'Shower', 'Wall']","['spit', 'snuff', 'Leaves', 'Road', 'Nicotine', 'Chewing']","['Atomowa', 'bum', 'Zamach', 'Odliczanie', 'Sex', 'sex...']","['Racing', 'Lens', 'Golf', 'B\\u00e2ton', 'Fid\\u00e9lit\\u00e9', 'Sport']","['Vinaigre', 'Sale', 'Organe', 'Licher']","['fertilizer', 'manure', 'Poop', 'Beetle', 'Smell']","['Linden', 'Sycamore', 'Oak', 'Pine', 'Yggdrasil', 'Willow']","['Surround', 'Ring', '360', 'pie', 'circumference']","['Carte', 'Prix', 'petit', 'Liste', 'liste']","['Swimming', 'picornell', 'Billiards', 'Holes']","['jetons', 'Argent', 'Croupier', 'Roulette', 'Bellagio', 'royale']","['P\\u0142acony', 'Restauracja', 'Kid', 'Western']"
Mystery Word,Castle,Bullet,Hockey,Scene,Saucisse,Sunday,Pliers,Punch,Hache,Pont,Axe,Nuage,Ladybug,\u00c9cole,Bill,Palm,Dinosaur,Sugar,Dessert,Hammer,Histoire,Bogen,Poison,Butcher,Rock,Lego,Paire,Guerre,Humor,Case,Stone,Light,Plastic,Biscuit,Ship,Briquet,Eis,Butcher,Candy,Ring,Plane,Banane,P\u00e9tanque,Tattoo,Rope,Accent,Tr\u00e8fle,Clown,Nombril,Punch,Adele,Ballroom,Mosquito,Port,Winter,Violin,Iceberg,Biscuit,Pyramid,Ski,Poule,Dinosaur,Mask,Dentist,Mouton,Rum,Barbecue,Kette,Arrow,Menu,Drum,Ninja,Raisin,Tile,Tobacco,Bomb,Club,Langue,Dung,Tree,Circle,Menu,Pool,Casino,Bill
Guess,Palace,,Fu\u00dfball,Scene,saucisse,igiveup,Pliers,Punch,Hache,Pont,knives,Nuage,,jardind'enfent,Bill,Palm,Dinosaur,sugar,Dessert,hammer,Histoire,Bogen,poison,mannaiaLa,Rock,Lego,paire,Guerre,Joke,,stone,light,plastic,G\u00e2teau,Ship,briquet,Eis,pork,Candy,,Airline,Banane,,sketch,Rope,accent,Tr\u00e8fle,Clown,Nombril,punch,Adele,,Mosquito,,Winter,violin,Iceberg,biscuit,pyramid,skate,Poule,Dinosaur,Mask,Dentist,Mouton,,Kangaroo,Kette,compass,Opcja,Drum,Ninja,Raison,tile,Tobacco,Bomba,Club,Langue,dung,tree,Circle,Rabaie,pool,Casino,Tip
