ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66
Table Number,424367343,424289306,424039629,423976877,423828332,423805963,423784887,423562611,423531913,423443281,423411699,423228212,423162885,423156122,422758859,422750359,422601044,422451241,422399318,422234696,422121672,422090899,422080187,422030461,422019795,421981250,421810395,421785061,421675106,421538607,421493786,421389015,421204617,421207764,421187413,420958819,420914272,420441022,420424922,420382586,419719010,419086033,418688067,418613655,418252645,417994070,417945159,417771349,417255169,417204012,415154373,412907496,411382679,411179061,409591993,405054016,402108912,381777020,366888891,359973908,357991900,350584338,350481361,348838927,341401520,319065151
Move,10,75,9,9,15,16,45,36,12,17,29,42,43,29,25,24,15,49,122,57,14,20,27,46,46,36,10,42,85,91,24,63,61,46,84,48,10,79,73,100,66,50,8,71,7,100,63,104,114,74,43,11,202,48,18,427,368,394,911,3059,274,2145,3308,1185,1663,215
Clues,"['Breaker', 'Shield', 'earth', 'fire']","[""D'or"", 'Hyper', 'temporelle', 'mouton']","['Garou', 'Meute', 'bergerie', 'Akela', 'Chaperon', 'Chaperon']","['Emotional', 'Samsonite', 'Drama', 'Carryon', 'luggage', 'Luggage']","['Pot', 'fleur', 'Boue', 'tourbe']","['digger', 'danger', 'Serious', 'Stones', 'Robber']","['Szechuan', 'Spicy', 'Grinder', 'Spice']","['Piccolo', 'Champagne', 'Sasha', 'Glass', 'Silver', 'Aerophone']","['dojo', 'sensei', 'Japan', 'martial', 'Kumite', 'B\\u014dgutsuki']","['Fruit', 'Vegetable', 'red', 'paste']","['Han', 'Caverne', 'Gouffre', 'Ours', 'Lascaux', 'cavit\\u00e9']","['cumulonimbus', 'Gronde', 'Tonnerre', 'Temp\\u00eate']","['Eater', 'Phoenix', 'Blaze', 'Old']","['spiky', 'saguaro', 'succulents', 'Spikes', 'desert', 'Desert']","['ghost', 'christmas', 'Existing', 'Gift', 'Now', 'Now']","['lord', 'of', 'Interpretive', 'Ballet', 'Monkey', 'Choreography']","['Gang', 'Italienne', 'Sicile', 'Organisation']","['Bath', 'Detonates', 'Countdown', 'Explosion', 'explosion']","['deadlocked', 'cravat', 'laces', 'Dye', 'connection', 'breaker']","['pitch', 'spoon', 'Hay', 'Branch', 'tine', 'Road']","['Loner', 'Defender', 'avante', 'Beefeater']","['Pocket', 'Movie', 'out', 'armclock', 'Wall', ""Night's""]","['Christmas', 'Family', 'Trip', 'Griswold', 'Griswold', 'Trip']","['pirate', 'titanic', 'boat', 'Boat']","['Brad', 'Fall', 'Pluot', 'Bottomless', 'Avocado', 'Trap']","['Pastries', 'Bread', 'Oven', 'Oven']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Wien', '....kugeln', 'Wolfgang...', 'Kugeln']","['Bond', 'binoculars', 'KGB', 'disguise', 'Rosenbergs', 'Investigater']","['Assis', 'Persan', 'Bernard', 'Aladin', 'Volant', 'Paillasson']","['Starter', 'Soup', 'Dumpling', 'Sashimi', 'light', 'snack']","['K2', 'himalayas', 'peak', 'Rocky', 'Range', 'Dew']","['Fortified', 'Wine', 'USB', 'shipping', 'starboard', 'dock']","['Geronimo', 'PUBG', 'Skydiving', 'War', 'Skyfall', 'slow']","['Police', 'Railway', 'departures', 'Penn', 'Train', 'Train']","['rikers', 'Quentin', 'Slammer', 'Clink', 'incarceration']","['tooth', 'doctor', 'teeth', 'teeth']","['ballroom', 'tango', 'Waltz', 'waltz']","['Pharao', 'Herrscher', 'Abu-Simbel', 'k\\u00f6nig', '\\u00c4gypten', '\\u00c4gypten']","['Nirvana', 'Perforation', 'mend', 'watering', 'Tee']","['neuschwanstein', 'dungeon', 'Panic', 'rook', 'Rook']","['Love', 'Binding', 'License', 'Certificate', 'wedding', 'partnership']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Clavier', 'Nuisible', 'verte', 'chat', 'minis', 'mini']","['Australia', 'aussie', 'Grill', 'Grill']","['Bush', 'clipping', 'Clippers', 'Fiskars', 'Hair', 'wool']","['Tail', 'White', 'Mako', 'Tiger', 'Tiger', 'Tiger']","['FedEx', 'Boat', 'Deliver', 'Battle', 'UPS', 'Knarr']","['Tunnels', 'TMNT', 'Septic', 'turtles', 'System', 'Drain']","['chocolate', 'chip', 'snickerdoodle', 'thumbprint', 'Sugar', 'Disk']","['Billard', 'Pistole', 'rund', 'rund']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['Tramp', 'Hobby', 'Imprint', 'Approval', 'approval']","['Scales', 'Dinglehopper', 'Ariel', 'Atlantica']","['Grijs', 'Staart', 'Knaagdier', 'Riool']","['dove', 'dial', 'Suds', 'Bar']","['WKRP', 'Curie', 'short-wave', 'walkie', 'FM', 'FM']","['Precious', 'Bronze', 'Aluminum', 'Metal']","['glass', 'Microsoft', 'shopping', 'Rear', 'X', 'curtain']","['Inflated', 'Liquid', 'HYUNA', 'POP', 'fizzy', 'bath']","['Mines', 'Gimli', 'Dopey', 'Tyrion', 'Short', 'Beards']","['Lobe', 'Boucle', ""L'ou\\u00efe"", 'Ou\\u00efe']","['Fastener', 'Cork', 'driver', 'Driver']","['SFR', 'Vigilance', 'couleur', 'M\\u00e9canique', 'M\\u00e9canique', 'couleur']","['Cat', 'Punch', 'Dick', 'Takeout', 'Lunch', 'Mail']","['aang', 'barn', 'Viento', 'remolino']"
Mystery Word,Wind,Boucle,Loup,Baggage,Vase,Grave,Pepper,Flute,Karate,Tomato,Grotte,Orage,Flame,Cactus,Present,Dance,Mafia,Bomb,Tie,Fork,Guard,Watch,Vacation,Ship,Pit,Baker,Poule,Mozart,Spy,Tapis,Appetizer,Mountain,Port,Parachute,Station,Prison,Dentist,Dance,Ramses,Hole,Castle,Marriage,Rum,Souris,Barbecue,Shears,Shark,Ship,Sewer,Cookie,Kugel,Guillotine,Stamp,Mermaid,Rat,Soap,Radio,Metal,Window,Bubble,Dwarf,Oreille,Screw,Orange,Box,Tornado
Guess,Wind,saut,Loup,Baggage,Terre,grave,Pepper,flute,Karate,tomato,Grotte,Orage,Ash,Cactus,Present,Dance,Mafia,bomb,tie,Fork,Guard,Watch,Present,ship,Pit,French,Poule,Mozart,spy,tapis,,mountain,Port,Battle,Station,Prison,Dentist,Dance,Ramses,hole,Castle,Marriage,,Souris,Kangaroo,Shears,shark,ship,Sewer,Cookie,Kugel,,Stamp,mermaid,rat,Soap,Radio,Metal,window,Bubble,DWARF,Oreille,,Orange,Box,wind
