ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62
Table Number,424294232,424221787,424217370,424185755,424015641,423942756,423806163,423803653,423741996,423699703,423616458,423544967,423336881,423057840,423022817,422721709,422510456,422483493,422451241,422372568,422107292,422105110,422019795,421988915,421820261,421810395,421736125,421675106,421549389,421470941,421448482,420914272,420414171,420382586,420278007,419294899,418914057,418688067,418613655,418252645,417954925,417918992,417516457,417230388,417204012,416516806,416390940,416385735,416276505,415379476,412907496,411179061,409591993,405054016,381826421,357991900,357001162,350584338,321888448,319065151,317609821,313533300
Move,9,11,6,9,27,28,13,20,15,18,27,43,65,24,18,44,31,63,57,54,5,30,46,37,76,10,60,94,48,51,72,10,108,100,72,102,68,8,71,7,56,36,39,117,74,74,49,65,42,19,11,48,18,432,378,274,1448,2150,2267,215,1216,2454
Clues,"['crime', 'Play', 'Skit', 'movie', 'Actor', 'Act']","['academia', 'elementary', 'fish', 'Grade', 'Kindergarten', 'learning']","['lava', 'hard', 'music', 'Climbing', 'stone', 'Stone']","['vis', 'planter', 'charpentier', 'Fakir', 'girofle', 'Girofle']","['Neid', 'Kanarienvogel', 'Honig', 'Briefkasten', 'Farbe', 'Sonne']","['Pane', 'SiO2', 'Bulletproof', 'Drinking', 'mirror', 'Mirror']","['Kobe', 'Position', 'protect', 'watch', 'Shooting', 'Point']","['gun', 'sound', 'deafening', 'bump', 'wispy', 'haircut']","['Small', 'Insular', 'Tasmania', 'Madripoor']","['Kapit\\u00e4n', 'Dienstkleidung', 'Milit\\u00e4r', 'Polizei', 'Kleidung', 'Kleidung']","['Pi', 'Gelato', 'sweets', 'tiramisu', 'tiramisu', 'Icecream']","['Thor', 'Storm', 'Clap', 'Loud', 'Loud', 'Clap']","['Cosby', 'Charges', 'Clinton', 'William', 'gates', 'Cheque']","['equal', 'Tuxedo', 'Knot', 'Suit', 'bow', 'Bow']","['Lid', 'Song', 'Letter', 'Blanket', 'Protection', 'Protect']","['Painting', 'Bag', 'easel', 'blank', 'Fabric', 'Campaigning']","['Macadamia', 'Scrat', 'squirrel', 'Squirrel']","['Read', 'food', 'Meal', 'Restaurant', 'Drinks', 'Cafe']","['cell', 'Lens', 'Film', 'obscura', 'Obscura']","['Fair', 'love', 'Moon', 'Repulsion', 'magnetic', 'Magnetic']","['rubbing', 'isopropyl', 'Wine', 'Scotch']","['Fifth', 'Spinning', 'Barrow', 'Circular', 'transportation', 'method']","['Brad', 'Fall', 'Pluot', 'Bottomless', 'Avocado', 'Trap']","['Night', 'Private', 'bludgeon', 'billy', 'Golf', 'Membership']","['Canson', 'photosynth\\u00e8se', 'Page', 'automne', 'automne', 'automne']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Sticks', 'butter', 'Dough', 'Naan', 'bun', 'Sandwich']","['Change', 'Money', 'shekel', 'quarter', 'sixpence', 'Mint']","['Odeur', 'Suspense', 'Souffle', 'Menthe']","['Bing', 'Blossom', 'Pop', 'Red', 'lips', 'chelan']","['Drehbuchautor', 'pulp', 'F\\u00fc\\u00dfe', 'Django', 'Quentin', 'Quentin']","['tooth', 'doctor', 'teeth', 'teeth']","['Daryl', 'Siren', 'Copenhagen', 'nereid', 'Splash', 'Splash']","['Nirvana', 'Perforation', 'mend', 'watering', 'Tee']","['Monster', 'Snickerdoodle', 'maryland', 'Biscotti', 'Gingersnap']","['Blablacar', 'Chauffeur', 'Diefenthal', 'th\\u00e9rapie', 'griver', 'Driver']","['Satay', 'Monkey', 'Jelly', 'Butter', 'Butter', 'Butter']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Clavier', 'Nuisible', 'verte', 'chat', 'minis', 'mini']","['Australia', 'aussie', 'Grill', 'Grill']","['slip', 'yellow', 'Curved', 'Monkey', 'plantain', 'plantain']","['Lion', 'Badge', 'Honor', 'Silver', 'Trophy', 'Prize']","['waitress', 'bartender', 'Discord', 'infrastructure', 'Gaming', 'Internet']","['Egyptian', 'Sarcophagus', 'Tomb', 'Tutankhamun', 'pyramid', 'pyramid']","['chocolate', 'chip', 'snickerdoodle', 'thumbprint', 'Sugar', 'Disk']","['calm', 'tranquility', 'Green', 'hippies', 'dove', 'Dove']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['OneDrop', 'Offbeat', 'Genre', 'Wailers', 'Marley', 'Jamaica']","['Fancy', 'Chocolate', 'Pig', 'pig']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['Scales', 'Dinglehopper', 'Ariel', 'Atlantica']","['Grijs', 'Staart', 'Knaagdier', 'Riool']","['Bouquet', 'Petal', 'Red', 'red']","['flea', 'ringmaster', 'Trapeze', 'Tent']","['Mines', 'Gimli', 'Dopey', 'Tyrion', 'Short', 'Beards']","['precipitation', 'protection', 'Foldable', 'Under', 'Rihanna', 'Rihanna']","['Cantine', 'Hebdomadaire', 'Restaurant', 'Jour']","['Molars', 'Specialist', 'doctor', 'Repairer', 'molar', 'Molar']","['aang', 'barn', 'Viento', 'remolino']","['Turner', 'corsaire', 'Rhum', 'Tipiak', 'Gallion', 'Hook']","['tsunami', 'sine', 'stadium', 'Swell', 'Hokkusai', 'sound']"
Mystery Word,Scene,School,Rock,Clou,Gelb,Glass,Guard,Bang,Island,Uniform,Dessert,Thunder,Bill,Tie,Cover,Canvas,Nut,Menu,Camera,Attraction,Alcohol,Wheel,Pit,Club,Feuille,Poule,Bread,Coin,Haleine,Cherry,Tarantino,Dentist,Mermaid,Hole,Cookie,Taxi,Peanut,Rum,Souris,Barbecue,Banana,Medal,Server,Mummy,Cookie,Peace,Kette,Reggae,Truffle,Oasis,Guillotine,Mermaid,Rat,Rose,Circus,Dwarf,Umbrella,Menu,Dentist,Tornado,Pirate,Wave
Guess,Murder,school,Rock,Marteau,Gelb,Glass,,Bang,Island,Uniform,Dessert,Marvel,Bill,Tie,Love,Canvas,Nut,Menu,Camera,vampire,Alcohol,wheel,Pit,Club,feuille,Poule,bread,Coin,Haleine,,Tarantino,Dentist,Nymph,hole,cookie,Taxi,Peanut,,Souris,Kangaroo,Banana,Medal,server,mummy,Cookie,peace,Kette,Reggae,truffle,,,mermaid,rat,flower,circus,DWARF,Umbrella,Menu,dentist,wind,Pirate,Wave
