ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80,Scrapnumber81
Table Number,426845729,426728237,426602822,426381752,426288467,426224659,426223636,426196897,426192167,426100952,426070803,425956148,425841916,425847791,425836560,425443067,425204239,425181379,425188869,425175907,425165350,425132870,425100126,424858347,424724488,424686480,424633906,424472646,424454249,424414736,424294232,424247341,423986418,423828332,423806163,423735076,423672931,423562611,423182291,423101107,422947871,422750949,422372568,422352998,422167135,422121672,422117089,421988915,421810395,421736125,421702805,421549329,421207764,421090546,420914272,420678564,419646476,418887349,418688067,418633062,418252645,417994070,417204012,416452676,416390940,416383625,416276505,415621306,415379476,414619799,412907496,405054016,402108912,374138794,359973908,358827793,357991900,350584338,349338828,346689693,313533300
Move,7,5,9,9,8,19,31,19,7,18,27,18,25,24,9,49,49,77,34,8,46,27,29,17,36,47,43,57,46,91,84,48,26,68,43,102,57,109,27,42,67,60,84,43,96,36,78,43,10,87,58,21,77,101,10,56,57,43,8,36,7,118,80,86,49,86,57,47,19,18,11,517,395,778,3085,1216,274,2193,2963,1245,2512
Clues,"['Cawcaw', 'Cock', 'Cock', 'Cock']","['hammer', 'cry', 'Ucrania', 'Musolini']","['Train', 'city', 'groomed', 'bank', 'transportation', 'area']","['surge', 'Eye', 'Rain', 'Thunder', 'Thunder', 'Thunder']","['burning', 'Lighter', 'Lover', 'Candle', 'Craft']","['Drachma', 'Pound', 'Stockmarket', 'Shares', 'Euro', 'Dollar']","['Eisenwaren', 'Zieher', 'D\\u00fcbel', 'locker', 'D\\u00fcbel', 'locker']","['gear', 'sinker', 'Worm', 'gillnetting', 'Compliments', 'compliments']","['apache', 'aircraft', 'Pad', 'Chinook']","['Harvest', 'Vehicle', 'Pulling', 'Machine', 'Deere', 'deere']","['tyranasaurus', 'taradactal', 'diplodosaurus', 'triceratops']","['Tapis', 'Urne', 'bijoux', 'Contenant', 'rangement', 'Conserve']","['Hawa\\u00efenne', 'ananas', 'Napolitaine', 'Calzone', 'calzone']","[""jacob's"", 'snake', 'and', 'up', 'steps', 'steps']","['Filmfigur', 'Bund', 'Anf\\u00fchrer', 'Gladiator', 'Sklavenaufstand', 'Thrakier']","['Signal', 'Umzug', 'blasinstrumet', 'Mittelalter', 'Tonfolge', 'Blaskapelle']","['Tailor', 'Tie', 'smart', 'buisness', 'three', 'piece']","['Titicaca', 'Loch', 'Tahoe', 'Pond', 'Water']","['slow', 'slug', 'French', 'shell', 'shell']","['Seigneur', 'Seigneurs', 'Pr\\u00e9cieux', 'Precieux', 'Alliance']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['Hook', 'lacoste', 'toothy', 'Irwin', 'green', 'dundee']","['Gousse', 'ours', 'dracula', 'Echalotte', 'ouille', 'ciboulette']","['Tankini', 'Bikini', 'Model', 'Model']","['Roquefort', 'Salers', 'livarot', 'raclette', 'Kiri', 'Camembert']","['Chutes', 'ranking', 'rescue', ""JACOB'S"", 'firefighter', 'rungs']","['of', 'materials', 'Clinton', 'Crosby', 'Buffalo', 'Bootstrap']","['Mason', 'Law', 'district', 'defender']","['Sonne', 'Sonnenblume', 'Farbe', 'Farbe']","['choo', 'caboose', 'tracks', 'rails', 'Locomotive', 'locomotive']","['Shawshank', 'break', 'Slammer', 'Warden', 'punishment', 'Punishment']","['And', 'Bones', 'Pirate', 'Alcohol', 'bundaberg', 'distillery']","['Patron', 'Dirigeant', 'Maitre', 'Rang']","['M\\u00e9lange', 'Ca\\u00efpirinha', 'Ap\\u00e9ro', 'Mojito']","['Naenae', 'dominatrix', 'slap', 'Lash', 'horse', 'Horse']","['derby', 'Kickflip', 'Ice', 'Riedell', 'roller', 'Roller']","['221B', 'Chef', 'Occupation', 'Leavened', 'candle', 'butcher']","['relax', 'Comfortable', 'Chaise', 'Upholstery', 'F.R.I.E.N.D.S', 'potato']","['plongeon', '\\u00c9lastique', 'Bondir', 'vide', 'bond', 'Bond']","['Water', 'Connection', 'Tube', 'Tube']","['tomb', 'cemetery', 'Serious', 'Buried', 'buried', 'serious']","['Lyft', 'Medallion', 'Yellow', 'fare', 'Cab', 'cab']","['deciduous', 'branch', 'Fall', 'Konoha', 'maple', 'photosynthesis']","['Face', 'Carrier', 'Offwithhis...', 'Topspot']","['Hohlk\\u00f6rper', 'Fall', 'Klemptner', 'Tunnel', 'Abfluss', 'Kanal']","['Illness', 'Infected', 'Corona', 'Flu']","['Shortcake', 'Shortcake', 'shortcake', 'Shortcake']","['Baaaa', 'Shear', 'Lamb', 'Wool', 'Lamb', 'Wool']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Detect', 'Cam', 'Rosenbergs', '006', 'Disguise', 'glass']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Fencing', 'Sabre', 'katana', 'samurai', 'Knight', 'Weapon']","['popeye', 'Mario', 'water', ""Sherlock's"", 'Lead', 'Hamlin']","['Brad', 'prune', 'Center', 'lane', 'bull', 'Racetrack']","['tooth', 'doctor', 'teeth', 'teeth']","['Kitana', 'Sabre', 'rapier', 'scimitar', 'Big', 'Knife']","['Dugong', 'Siren', 'Fictional', 'Ariel']","['woofer', 'Pelosi', 'McCarthy', 'Tweeter', 'tweeter', 'McCarthy']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Travelling', 'Time', 'summer', 'holiday', 'Getaway', 'Fiji']","['Australia', 'aussie', 'Grill', 'Grill']","['Starks', 'solstice', 'Snow', 'Season', 'skiing', 'Cold']","['tooth', 'doctor', 'Braces', 'Orthodontist', ""Teeth's"", 'Healer']","['Eisenbahn', 'Bergdurchbruch', 'Karpal', 'dunkledurchfahrt', 'Durchfahrt', 'Durchfahren']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['knight', 'Gravedigger', 'Scoop', 'digging', 'Spade', 'Spade']","['Teacher', 'College', 'Emeritus']","['punch', 'Puppet', 'Compression', 'ankle', 'darn', 'fuzzy']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['hardware', 'rotate', 'Philips', 'Driver']","['Darkening', 'primrose', 'Dusk', 'good', 'Afternoon', 'twilight']","['toothpaste', 'Toilet', 'underground', 'Undergound']","['Inline', 'Rink', 'Avril', 'Boi', 'ice', 'kwan']","['de-pan', 'a-becs', 'Pain', '350g']","['Mines', 'Gimli', 'Dopey', 'Tyrion', 'Short', 'Beards']","['Macron', 'Sarkozy', 'Cammenbert', 'R\\u00e9publique']","['Drawing', 'Sitting', 'chamber', 'Parlor', 'Living']","['-de-nuit', 'dancing', 'Discotheque', 'de-vitesse']","['Jaws', 'Dododododo', 'cheat', 'Predator', 'Hammerhead', 'Hammerhead']"
Mystery Word,Rooster,War,Metro,Storm,Flame,Currency,Schraube,Fishing,Helicopter,Tractor,Dinosaur,Bo\u00eete,Pizza,Ladder,Spartacus,Fanfare,Suit,Lake,Snail,Anneau,Nombril,Crocodile,Ail,Swimsuit,Fromage,Ladder,Bill,Attorney,Gelb,Train,Prison,Rum,Chef,Cocktail,Whip,Skate,Baker,Couch,Saut,Hose,Grave,Taxi,Leaf,Head,Rohr,Virus,Strawberry,Sheep,Poule,Spy,Dinosaur,Sword,Pipe,Pit,Dentist,Sword,Mermaid,Speaker,Rum,Vacation,Barbecue,Winter,Dentist,Tunnel,Kette,Shovel,Professor,Sock,Oasis,Arrow,Guillotine,Screw,Evening,Tube,Skate,Fl\u00fbte,Dwarf,Pr\u00e9sident,Room,Bo\u00eete,Shark
Guess,Mother,strike,,hurricane,Flame,Currency,Schraube,fishing,Helicopter,Tractor,dinosaur,Boite,Pizza,ladder,Spartacus,Fanfare,Suit,lake,Snail,Anneau,Nombril,Crocodile,Ail,beach,fromage,ladder,bill,Attorney,Gelb,train,jail,Rum,chef,COCKTAIL,whip,Skate,baker,Couch,saut,Canal,Grave,taxi,Leaf,Head,Rohr,virus,Strawberry,sheep,Poule,Spy,Dinosaur,sword,pipe,Pit,Dentist,Katana,Mermaid,Speaker,,Vacation,Kangaroo,Winter,Dentist,Tunnel,Kette,shovel,Professor,sock,,compass,,screw,evening,basin,Skate,Flute,DWARF,President,Room,bo\u00eete,Shark
