ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75
Table Number,423530293,423469336,423411699,423228212,423101107,422947871,422884582,422758859,422750359,422700764,422619886,422569049,422483493,422392138,422372568,422352998,422342689,422242200,422151576,422121672,422101259,422080187,421992093,421981250,421943208,421813267,421810395,421785061,421675106,421549389,421472241,421448482,421226618,421202194,421124734,420914272,420541848,420382586,420044704,420032970,420035270,419863389,419752341,419646476,419648000,419632266,419327971,418688067,418488028,418396121,418252645,418099067,417519592,417280097,417101519,416734430,416707418,416390940,415744082,415379476,412907496,412823159,411179061,405592455,402108912,356959263,348838927,344838144,338553253,337346134,337138645,331907183,330741642,328236739,324381970
Move,18,10,9,21,5,6,11,19,18,31,31,48,36,57,36,10,18,24,16,7,29,18,53,22,36,31,10,28,57,38,30,54,38,73,50,10,78,92,67,44,32,111,41,28,81,83,63,8,21,82,7,92,91,41,86,60,57,49,37,19,11,89,48,632,357,850,1185,986,1271,2785,744,745,1593,2392,1329
Clues,"['Tawny', 'Barn', 'Bird', 'Snow', 'Night', 'Predator']","['coalition', 'survivor', 'Team', 'War']","['Sentir', 'Cleopatre', 'Museau', 'Pif', 'Pied', 'mouchoir']","['Flammes', 'Sinistre', 'feu', 'Feu']","['Disc', 'Jokeys', 'Hamm', 'Frequency']","['comet', 'Guardians', 'Andromeda', 'Milkyway', 'universe', 'Universe']","['Cargo', 'Load', 'starboard', '-au-Prince', 'Salut', 'Liquor']","['bat', 'natural', 'Spelunking', 'Cavern', 'Stalactite', 'Dank']","['arm', 'crevice', 'Shaft', 'Bottomless', 'Hole', 'Peach']","['grinder', 'Salt', 'Sgt.', 'Mint', 'vegetable', 'shishito']","['mom', 'Smell', 'Headache', 'Headache']","['Bee', 'Wasp', 'horsefly', 'owie']","['harvester', 'Vehicle', 'Ursus', 'Mud', 'farm', 'Agribusiness']","['Clasp', 'Fastener', 'power', 'control', 'Shirt', 'Shirt']","['hive', 'ants', 'Spelling', 'Queen', 'Hornet', 'hornet']","['Nero', 'Ceasar', 'King', 'Newcloses']","['Malaria', 'Zika', 'Vampire', 'Anopheles', 'blood', 'Blood']","['Incendie', 'Sonnerie', 'vigilance', 'secours', 'Cambriolage', 'Cambriolage']","['amphore', 'fange', 'Bouquet', 'contenant']","['written', '1944', 'Past', 'Past']","['wrist', 'timepiece', 'Swatch', 'Timex']","['Kid', 'Judo', 'Chop', 'aftershave', 'Belt', 'Belt']","['Poplar', 'Larch', 'wood', 'oak']","['Getaway', 'Leisure', 'onleave', 'Cruise']","['Splash', 'Dead', 'Of', 'Radiance', 'Swimming', 'Swimming']","['half', 'moon', 'phase', 'kitchen', 'scythe', 'shape']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Haftraum', 'Gef\\u00e4ngnis...', 'Ei...', 'Ei']","['Zapata', 'brim', 'mariachi', 'oversized', 'Mexico', 'Mexican']","['Cuisson', 'Couvercle', 'Pates', 'R\\u00e9cipient']","['Pandora', 'Wrist', 'armband', 'wristband', 'jewellery', 'Jewellery']","['unterirdisch', 'Gew\\u00f6lbe', 'Untergeschoss', 'Helen', 'Wein', 'Wein']","['Glass', 'curtain', 'Sil', 'porthole', 'Microsoft', 'Microsoft']","['Sovereign', 'Penguin', 'Groove', 'scepter', 'Ruler', 'Ruler']","['Costume', 'Pompier', 'Habit', 'Identique']","['tooth', 'doctor', 'teeth', 'teeth']","['gold', 'jewellery', 'diamond', 'Locket', 'pendant', 'accessory']","['Profits', '25', 'Accounting', 'fourth', 'four']","['Article', 'Magazine', 'tribune', 'Printer', 'Column']","['Wound', 'Woodcutter', 'Weapon', 'hatchet', 'Firewood', 'firewood']","['Bacardi', 'Spirits', 'Ale', 'Pirate\\u2019s', 'Butter', 'Beverage']","['racket', 'bracelet', 'Sport', 'Agassi', 'Court', 'Swiatek']","['Scenariusz', 'Aktorzy', 'Kino', 'Aktor', 'Rezyser', 'Producent']","['Scrabble', 'this', 'Minecraft', 'Cluedo']","['Huron', 'District', 'brady', 'Erie', 'Water', 'Water']","['blaze', 'Calgary', 'Burn', 'flickering', 'Eternal', 'Eternal']","['guppy', 'trout', 'Walleye', 'Halibut']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['lune', 'bronzage', 'jaune', 'rayons']","['Scheune', 'Landhaus', 'Mistgabel', 'Shawn', 'Misthaufen', 'Landwirtschaft']","['Australia', 'aussie', 'Grill', 'Grill']","['indice', 'Sol', 'Serrure', 'Porte']","['cockpit', 'Captain', 'Aviator', 'palm', 'B52', 'license']","['Vogelbeobachter', 'Theorie', 'Evolution', 'Evolution']","['tall', 'Seeds', ""david's"", 'Gogh', 'oil', 'Oil']","['crossroad', 'Turn', 'Connection', 'connection']","['Rumpelstilzchen', 'Spinnen', 'Stall', 'Sterne']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['Sticky', 'Goop', 'Hair', 'Hair']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['Guitare', 'Escalade', 'Pendu', 'Pendu', 'Pendu']","['Scales', 'Dinglehopper', 'Ariel', 'Atlantica']","['Tap', 'Toe', 'Wrestling', 'High', 'Platform', 'Flip']","['Indian', 'motion', 'sea', 'Bonnie', 'atlantic', 'Atlantic']","['toad', 'Spanking-Rod', 'sugar', 'Corso', 'Abel', 'Abel']","['SFR', 'Vigilance', 'couleur', 'M\\u00e9canique', 'M\\u00e9canique', 'couleur']","['zika', 'dengue', 'Malaria', 'malaria']","['gift', ""Pandora's"", 'cardboard', 'Turtle', 'Case', 'Pizza']","['Eat', 'dinner', 'lunch', 'Supper', 'supper']","['ciemnoczerwona', 'drylowana', 'Czerwona', 'Smak', 'Znienawidzony', 'Owoc']","['Circus', 'Pup', 'Teepee', 'Coleman', 'Camping', 'camping']","['Endroit', 'Wagon', 'Train', 'Arret']","['red', 'Greenhouse', 'soup', 'Cherry', 'salad']","['Homme', 'Carnavalet', 'exposition', 'histoire', 'liere', 'orsay']"
Mystery Word,Owl,Alliance,Nez,Incendie,Radio,Galaxy,Port,Cave,Pit,Pepper,Perfume,Sting,Tractor,Button,Bee,Emperor,Mosquito,Alarme,Vase,History,Watch,Karate,Tree,Vacation,Pool,Crescent,Poule,Zelle,Sombrero,Casserole,Bracelet,Keller,Window,Emperor,Uniforme,Dentist,Necklace,Quarter,Newspaper,Axe,Rum,Tennis,Film,Game,Lake,Flame,Fish,Rum,Soleil,Bauernhof,Barbecue,Cl\u00e9,Pilot,Darwin,Sunflower,Junction,Stroh,Kette,Gel,Oasis,Guillotine,Corde,Mermaid,Heel,Ocean,Cane,Orange,Mosquito,Box,Meal,Cherry,Tent,Gare,Tomato,Mus\u00e9e
Guess,Owl,Alliance,Nez,Incendie,Radio,galaxy,Port,cave,pit,Pepper,Henna,Sting,tractor,Bracelet,Bee,Ruler,Virus,Alerte,Vase,,watch,Karate,tree,Vacation,,,Poule,Zelle,Sombrero,Casserole,jewellery,Keller,window,Monarchy,Uniforme,Dentist,necklace,quarter,Newspaper,Knife,Beer,tennis,Film,Game,lake,flame,Fish,,Soleil,Bauernhof,Kangaroo,Empreinte,Plane,,Sunflower,Corner,Sroh,Kette,Jelly,,,Corde,mermaid,heel,,Cane,Orange,Mosquito,Box,Meal,Wi\u015bnia,Tent,Gare,tomato,Mus\u00e9e
