ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80,Scrapnumber81
Table Number,427215223,426942104,426726475,426602822,426224659,426173728,426148963,426075043,425963122,425890731,425632837,425578590,425511377,425434958,425346001,425283639,425165350,425109990,425051680,424963172,424914928,424858347,424831564,424818463,424818411,424747601,424740220,424686480,424485297,424472569,424425663,424300607,424284215,424247341,424185755,424078780,423852879,423805963,423765359,423741996,423677151,423531913,423429168,423411699,423246087,423184289,423101107,423074764,422908962,422633794,422121672,422107292,422090899,422023905,421989754,421810395,421736125,421702805,421549329,420992843,420914272,420035270,418887349,418688067,418633062,418252645,417580076,416516806,416390940,415621306,415379476,414619799,412907496,411828076,405054016,396307534,381777020,358827793,331907183,320452280,314360735
Move,9,13,15,27,46,36,49,38,12,28,34,58,74,63,57,55,47,24,104,48,18,29,53,72,51,94,14,66,92,10,38,46,82,60,64,100,76,65,84,30,55,37,77,75,76,100,48,75,73,31,43,10,32,41,30,10,96,58,21,45,10,57,49,8,36,7,50,83,49,47,19,18,11,91,527,211,464,1216,763,1998,2368
Clues,"['Pistol', 'Illegal', 'halberd', 'Sword', 'defense', 'Lethal']","['Spinner', 'air', 'Bottlenose', 'Kick', 'Animal', 'Miamifootball']","['Feeding', 'Lactate', 'Chocolate', 'Fluid']","['teaser', 'movie', 'previews', 'Prowler', 'film', 'transportation']","['Pinocchio', 'Wooden', 'Toy', 'Barbie', 'Bibibo', 'Bibibo']","['\\u3061\\u3093\\u307f', '\\u30c1\\u30e7\\u30a6\\u30b6\\u30e1', '\\u3057\\u3063\\u3053\\u304f', '\\u3053\\u3046\\u304d\\u3085\\u3046\\u3057\\u3087\\u304f\\u3056\\u3044', '\\u3064\\u3076\\u3064\\u3076', '\\u3064\\u3076\\u3064\\u3076']","['Breen', 'Fuck', 'Gun', 'Head', 'Western', 'Game']","['cumulonimbus', 'stratocumulus', 'synchronize', 'Nine', 'cumulus', 'Cumulus']","['Oasis', 'Sand', 'storm', 'forbidden', 'Dry', 'Challenging']","['Blasphemers', 'Boulder', 'Jewel', 'age']","['Thin', 'seitti', 'needle', 'Needle', 'needle']","['Castle', 'royal', 'Taj', 'Building', 'Versailles', 'Versailles']","['Lumiere', 'Filament', 'led', 'Cloque']","['knot', 'gentleman', 'windsor', 'rope', 'Neck', 'Neck']","['Polished', 'Silvery', 'reflection', 'reflector', 'reflection']","['orb', 'Wrecking', 'Spherical', 'billiard', 'bouncy', 'Bouncy']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['deprivation', 'Calories', 'Culture', 'Light', 'Atkins', 'Atkins']","['Westerheversand', 'Landzunge', 'Pilsum', 'Seezeichen', 'Ostfriese', 'K\\u00fcstenbauwerk']","['Foos', 'Ping-pong', 'chain', 'Tennis', 'foot', 'bouncy']","['Otto', 'Atom', 'Energie', 'Inneres', 'Samen', 'Fusion']","['Clowns', 'Elephants', 'Tightrope', 'Walker']","['Antre', 'Caverne', 'Souterrain', 'Naturel']","['flame', 'Alarm', 'Burn', 'marshal', 'extinguisher', 'Extinguisher']","['Polenta', 'Feast', 'Dinner', 'brunch', 'Brunch']","['chariot', 'trident', 'Ame', 'Mauvais', 'Mephisto', 'Mephisto']","['Frontman', 'Feyd', 'Bee', 'Wrestler']","['Aladdin', 'Pixar', 'lighter', 'Luxo', 'chandalier', 'oil']","['Parkhaus', 'Eventim', 'entwerten', 'Museumseintritt', 'eintritskarte', 'Fahrkarte']","['Suitcase', 'XS', 'Luggage', 'Luggage']","['pepperoni', 'Pie', 'Delivery', 'slice']","['Oil', 'flavorful', 'mushroom', 'Funghi', 'Pig', 'Pig']","['Boisson', 'assoiff\\u00e9s', 'Pression', 'Hectopascal', 'Ezekiel']","['Monkey', 'Crescent', 'Peel', 'Slip', 'Fruit', 'Fruit']","['oeuvre', ""D'honneur"", 'Joconde', 'craie', 'p\\u00e9riodique', 'P\\u00e9riodique']","['Beach', 'Loving', 'Season', 'Hot', 'Vacation', 'heatwave']","['Jackson', 'Old', 'subject', 'ancient', 'past', 'past']","['shitake', 'edible', 'Boi', 'Bolete', 'Toad']","['Food', 'Choice', 'bill', 'diner', 'Options', 'options']","['Twang', 'Bullseye', 'direction', 'hawkeye']","['hotel', 'banquets', 'gown', 'venue', 'Space', 'festive']","['Scattergories', 'jenga', 'fun', 'entertainment', 'Monopoly', 'monopoly']","['District', 'Tahoe', 'Boating', 'Loch', 'Water', 'Water']","['Cordon', 'ombilic', 'Centre', 'Centre', 'Monde', 'Monde']","['Obama', 'Truman', 'Putin', 'Vice', 'Mr.', 'Lincoln']","['Pioche', 'hydraulique', 'Balayette', 'G\\u00e2teau', 'Tarte', 'tarte']","['Milk', 'Beef', 'Lactose', 'Creamy']","['scheitern', 'Bankrott', 'gescheitert', 'Versagen', 'Niederlage', 'Niederlage']","[""Henri'Sanson"", 'die', 'magic', 'death', 'Death']","['Hereford', 'Moo', 'dairy', 'heifer', 'Bovine', 'Milk']","['Times', 'Obituary', 'Press', 'print']","['Quest', 'Spiral', 'Andromeda', 'Hoag']","['poo', 'cow', 'waste', 'fertilizer', 'Beetle', 'Crap']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['Emplacement', 'Caveau', 'Tombes', 'Tombes']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['double', 'Nonidentical', '2', 'Minnesota', 'Fraternal', 'Fraternal']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Fencing', 'Sabre', 'katana', 'samurai', 'Knight', 'Weapon']","['Airtight', 'Top', 'Container', 'Eye']","['tooth', 'doctor', 'teeth', 'teeth']","['Archimedes', 'D.I.Y', 'Twist', 'Tighten', 'fastener', 'spin']","['desert', 'flame', 'Pacino', 'Kilmer', 'Sun', 'Stovetop']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Travelling', 'Time', 'summer', 'holiday', 'Getaway', 'Fiji']","['Australia', 'aussie', 'Grill', 'Grill']","['Kookpot', 'Doos', 'Potten', 'Keuken']","['Color', 'bowser', 'Georgia', 'Fuzz', 'butt', 'Butt']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['punch', 'Puppet', 'Compression', 'ankle', 'darn', 'fuzzy']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['Freefall', 'Ripcord', 'Pants', 'skydiving']","['dining', 'extra', '20%', 'Gratuity']","['drunks', 'alcohol', 'Drinks', 'Tender', 'Cheers', 'Legal']","['Shhhhhhh', 'Dewey', 'Reading', 'Public']","['de-pan', 'a-becs', 'Pain', '350g']","['Spreadsheet', 'Dining', 'Shelve', 'Periodic', 'Dinner', 'Dinner']","['Beaujolais', 'bordeaux', 'Santerre', 'Pinot', 'Piasse']","['Vesuvius', 'Mountain', 'pompeii', 'eruption', 'Lava', 'Lava']"
Mystery Word,Weapon,Dolphin,Milk,Trailer,Doll,Caviar,Bang,Cloud,Desert,Stone,Thread,Palace,Ampoule,Tie,Mirror,Ball,Nombril,Diet,Leuchtturm,Ball,Kern,Circus,Grotte,Fire,Meal,Diable,Sting,Lamp,Ticket,Baggage,Pizza,Truffle,Bar,Banana,Tableau,Summer,History,Mushroom,Menu,Arrow,Ballroom,Game,Lake,Nombril,President,Pelle,Cow,Misserfolg,Guillotine,Cow,Newspaper,Galaxy,Dung,Ski,Cimeti\u00e8re,Poule,Twins,Dinosaur,Sword,Lid,Dentist,Screw,Heat,Rum,Vacation,Barbecue,Lid,Peach,Kette,Sock,Oasis,Arrow,Guillotine,Parachute,Tip,Bar,Library,Fl\u00fbte,Table,Vin,Volcano
Guess,Weapon,helicopter,Milk,Trailer,Doll,caviar,Bang,Cloud,desert,Stone,net,Palace,Ampoule,tie,,Ball,Nombril,Diet,Leuchtturm,Ball,Kern,Circus,grotte,fire,Meal,Pose\u00efdon,Queen,Light,Ticket,bag,Pizza,Truffle,Bi\u00e8re,banana,doigt,Summer,History,mushroom,,Arrow,Ballroom,Game,Lake,Nombril,President,pelle,Cow,aufgabe,King,Cow,newspaper,galaxy,Dung,skate,tombe,Poule,Twin,Dinosaur,sword,lid,Dentist,Wrench,Hot,,Vacation,Kangaroo,Lid,Green,Kette,sock,,compass,,parachute,Tip,bar,Library,Flute,Table,Vin,Volcano
