ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74
Table Number,438684700,438405741,438336766,438276362,438150179,438073560,437726439,437709858,437590389,437550933,437498610,437416487,437408730,437329187,437301101,437161194,436915384,436816613,436788745,436711183,436603406,436597490,436511555,436468334,436446929,436322637,436197848,436158742,436148149,436036993,435966318,435829088,435803130,435781132,435550855,435366714,435357723,434974083,434748129,434714959,434274108,433783593,433721772,433702939,433685822,433612231,433551934,432934371,432865949,432632784,432637374,432620929,431566021,431356594,430526833,429314903,429213142,427449286,426998428,425815125,425165350,422108223,422023905,421702805,421549329,396307534,363390977,350481361,346689693,338553253,337138645,336562502,330741642,318673641
Move,31,9,9,27,7,20,27,15,11,28,55,24,54,36,26,35,49,17,30,83,37,38,75,63,69,42,64,45,46,36,58,54,28,10,93,32,109,43,43,40,45,89,84,49,94,37,12,85,20,21,22,55,109,8,15,55,28,18,91,37,47,89,41,58,45,241,1016,3599,1520,1391,778,1259,2059,2994
Clues,"['ringe', 'komitee', 'Fackelflamme', 'Antike', 'Sportwettbewerb', 'Wettbewerb']","['Crevette', 'shaker', 'saucisse', 'Da\\u00efquiri', 'Boisson', 'boisson']","['Chapeau', 'bristol', 'Papier', 'D\\u00e9m\\u00e9nagement', 'Invitation', 'invitation']","['Millionen', 'Spieluhr', 'summen', 'Klangfolge', 'Tonfolge', 'Tonfolge']","['westph\\u00e4lischer', 'Ruhe', 'Eierkuchen', 'Kriegspendant']","['99.7', 'Flu', 'pitch', 'illness', 'symptom', 'symptom']","['Harmonic', '14', 'Younger', 'Scale', 'underage', 'Underage']","['wonka', 'sweet', 'Crush', 'Game']","['Bergling', 'Levels', 'Dj', 'Brother']","['jack', 'Malibu', 'Bacardi', 'Molasses', 'Pirate', 'Pirate']","['poings', 'Rocky', 'Evander', 'Hollyfield', 'Eponge', 'Upercut']","['Echo', 'The', 'Sea', 'Bottlenose', 'Mammal', 'Mammal']","['Ammunition', 'Champion', 'Buckle', 'Leather', 'waist', 'Waist']","['Pulse', 'less', 'Chest', 'Muscle', 'Myocardium', 'cardiovascular']","['Of', 'The', 'Long', 'Ago', 'Andromeda', 'Cluster']","['emergency', '\\u3060\\u3044\\u304f', '\\u3067\\u305e\\u3081\\u3057\\u304d', '\\u3067\\u305e\\u3081\\u3057\\u304d']","['George', 'Jumanji', 'book', 'rambo', 'Tarzan']","['R\\u00fcstung', 'Mittelalter', 'Burg', 'Lancelot']","['shelves', 'shhhhh', 'Public', 'reference', 'Shhhh', 'shhhh']","['caoutchouc', 'Couette', 'Chouchou', 'Cheveux', 'chouchou', 'Cheveux']","['Israel', 'torn', 'Alliances', 'Stars', 'fighting', 'Infantry']","['Spectacle', 'Musique', 'Humour', 'Th\\u00e9\\u00e2tre', 'th\\u00e9atre', 'humoristique']","['Kenny', 'D', 'quill', 'Box', 'opener', 'grade']","['Ausdauersport', 'Mehrkampf', 'Laufen', 'Olympia', 'Schwimmen', 'Schwimmen']","['Wagen', 'Leitung', 'draufstehen', 'Schrumpf', 'Garten', 'Garten']","['fete', 'annual', 'turn', 'older', 'maternity', 'reminiscence']","['Eider', 'Mare', 'Daffy', 'Colvert', 'Daisy', 'Coin-coin']","['intime', '\\u00e9dition', 'R\\u00e9dacteur', 'Bord', 'Mickey', 'Nouvelle']","['Harvest', 'meal', 'Crop', 'Semolina', 'grain', 'grain']","['Menthol', 'Burn', 'Puff', 'Butt', 'smoke', 'smoke']","['Sense', 'Comic', 'Joke', 'Comedian', 'Joke', 'Comedy']","['Round', 'Enclose', 'Shape', 'Ring', 'Shape', 'Ring']","['Gnome', 'Fence', 'Plants', 'overthewall']","['Repousse', 'Nu', 'pinceau', 'Crin', 'Incarn\\u00e9', 'Incarn\\u00e9']","['Granary', 'wheat', 'farm', 'Particles', 'seed', 'Seed']","['Pungent', 'Gilroy', 'Vampire', 'Bad', 'Breath', 'Breath']","['broiled', 'Torch', 'burning', 'Karlach', 'eternal', 'Eternal']",[],"['Andreas', 'Fuji', 'Kilimanjaro', 'Kilimanjaro']","['Pascal', 'Coloretto', 'pigmentacion', 'Camufla', 'reptil', 'Reptil']","['August', 'Schoolbreak', 'season', 'July', 'Time', 'Juli']","['Einstein', 'intelligent', 'Brightest', 'Sheldon', 'sheldon']","['180', 'tent', 'Scalene', 'three', 'Pythagoras', 'Phytgoras']","['Piccolo', 'Woodwind', 'champagne', 'toasts', 'orchestral', 'wind']","['Glacier', 'Fonte', 'Salade', 'Titanic', 'titanic', 'Titanic']","['McDonalds', 'Oil', 'ketchup', 'potato', 'Poutine', 'Sliced']","['Couleur', 'couleurs', 'Transparent', 'Lezard', 'l\\u00e9zard', 'L\\u00e9zard']","['peignoir', 'nana', 'tissu', 'Protection', 'Plage', 'Toilette']","['mutton', 'chops', 'animal', 'child', 'young', 'Gamey']","['Striped', 'Pollinator', 'allergy', 'sting']","['Annoying', 'Insect', 'Bug', 'wings']","['dinner', 'Road', 'split', 'river', 'utensil', 'Utensil']","['Gurt', 'leereHand', 'Judo', 'Kampf', 'Schwarzer-G\\u00fcrtel', 'Kid']","['Chill', 'relax', 'Bloody', 'rest']","['0', 'X', 'browser', 'Browser']","['fiorentina', 'mannaia', 'venditore', 'carne']","['Igneous', 'Dwayne', 'Stone', 'pebble', 'classic', 'Roll']","['Stone', ""Georgia's"", 'Color', 'Fruit', 'fruit', 'Fruit']","['Boule', 'Cochonnet', 'cochonnet']","['Disaster', 'Spin', 'shelter', 'alley']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['Solstice', 'season', 'Break', 'Sweltering', 'beach', 'olaf']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Railroad', 'rail', 'Subway', 'Transportation', 'transit', 'Transport']","['Dance', 'Hop', 'Comfy', 'wear', 'Foot', 'foot']","['Drop', 'Helios', 'Bright', 'glare', 'Sky']","['Podium', 'award', 'Bronze', 'Bronze']","['Souffler', 'souffle', 'Anniversaire', 'anniversaire']","['Hilarious', 'Frivolity', 'Levity', 'Indulge', 'Comedy', 'comedy']","['Wie\\u017ce', 'Budynek', 'W', 'Zdunowie', 'Kultury', 'Nauki']","['D\\u00f4me', 'Rungis', 'Gastronomique', 'Repas', 'Bistrot', 'Manger']","['Sofa', 'Divan', 'Entr\\u00e9e', 'Fauteuil']","['supernova', 'Chandon', 'Flute', 'Region', 'Region']"
Mystery Word,Olympiade,Cocktail,Carton,Melodie,Frieden,Fever,Minor,Candy,Avicii,Rum,Boxe,Dolphin,Belt,Heart,Galaxy,Ladder,Jungle,Ritter,Library,\u00c9lastique,War,Com\u00e9die,Letter,Triathlon,Schlauch,Birthday,Canard,Journal,Wheat,Cigarette,Humor,Circle,Garden,Poil,Grain,Garlic,Flame,Professor,Mountain,Chameleon,Summer,Genius,Triangle,Flute,Iceberg,Fries,Cam\u00e9l\u00e9on,Serviette,Lamb,Bee,Fly,Fork,Karate,Sunday,Safari,Butcher,Rock,Peach,P\u00e9tanque,Tornado,Nombril,Summer,Ski,Dinosaur,Metro,Sock,Sun,Medal,Bougie,Humor,Palace,Restaurant,Canap\u00e9,Champagne
Guess,,Cocktail,Carton,,Frieden,Fever,Minor,candy,Avicii,Rum,Coup,Dolphin,Belt,heart,Galaxy,ladder,Jungle,Ritter,,Ruban,War,Concert,Letter,Zehnkampf,Spannung,Year,Canard,journal,grain,Cigarette,humor,Cage,Garden,Poil,Flour,garlic,Fire,,Earthquake,C,Summer,Genius,triangle,Flute,Iceberg,Fries,Blanc,Serviette,,Bee,mosquito,Fork,Karate,igiveup,moonballer,mannaiaLa,Rock,Peach,,tornado,Nombril,Summer,skate,Dinosaur,train,sock,Sun,Ceremony,Bougie,Humor,pa\u0142ac,Restaurant,Canap\u00e9,Champagne
