ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80,Scrapnumber81,Scrapnumber82,Scrapnumber83
Table Number,426577636,426305632,426257197,426224659,426196897,426192167,426173728,426148963,426070803,426052578,425956148,425890731,425841916,425836560,425756598,425640011,425469782,425443067,425204239,425175907,425165350,425132870,425102131,425082962,424956812,424858347,424818411,424724488,424591849,424537801,424482798,424454249,424347318,424325839,424318998,424294232,424247341,423986418,423902314,423828332,423806163,423672931,423562611,423397707,423182291,422947871,422758859,422750359,422750949,422167135,421988915,421810395,421702805,421549329,421118799,421090546,420958819,420914272,420678564,419946110,419646476,418887349,418688067,418633062,418252645,417994070,417204012,416452676,416390940,416383625,416276505,415621306,415379476,415311507,414619799,412907496,374138794,359973908,358827793,357991900,350584338,346689693,321888448
Move,11,9,6,19,19,7,9,18,27,33,18,14,25,9,6,27,18,49,49,8,46,27,30,38,43,17,34,36,30,47,36,46,74,28,113,84,48,26,64,68,43,57,109,103,27,67,49,48,60,96,43,10,58,21,123,101,80,10,56,70,57,43,8,36,7,118,80,86,49,86,57,47,19,97,18,11,778,3085,1216,274,2193,1245,2300
Clues,"['Beautiful', 'Scaly', 'Siren', 'Ariel', 'ariel', 'Ariel']","['crowbar', 'Wrench', 'spanner', 'Idiot', 'Utensil', 'hammer']","['Connectivity', 'Issues', 'Data', 'Platter', 'Waitress', 'Waitress']","['Drachma', 'Pound', 'Stockmarket', 'Shares', 'Euro', 'Dollar']","['gear', 'sinker', 'Worm', 'gillnetting', 'Compliments', 'compliments']","['apache', 'aircraft', 'Pad', 'Chinook']","['\\u304b\\u307c\\u3061\\u3083', '\\u30df\\u30cd\\u30e9\\u30eb', '\\u30d8\\u30eb\\u30b7\\u30fc', '\\u30b5\\u30e9\\u30c0', '\\u30ab\\u30e9\\u30d5\\u30eb', '\\u30df\\u30c3\\u30af\\u30b9']","['Barry', 'Pan', 'photography', 'mob', 'Bulb', 'Superhero']","['tyranasaurus', 'taradactal', 'diplodosaurus', 'triceratops']","['Happy', 'Celebrate', 'candles', 'presents']","['Tapis', 'Urne', 'bijoux', 'Contenant', 'rangement', 'Conserve']","['Expose', 'Camera', 'Streak', 'lightning']","['Hawa\\u00efenne', 'ananas', 'Napolitaine', 'Calzone', 'calzone']","['Filmfigur', 'Bund', 'Anf\\u00fchrer', 'Gladiator', 'Sklavenaufstand', 'Thrakier']","['9V', 'Charge', 'Dead', 'Charger', 'Interstate', 'Interstate']","['twister', 'whirlwind', 'Chasers', 'Cyclone', 'cyclone', 'Cyclone']","['doctor', 'Maintenance', 'hospital', 'Procedure', 'Mission', 'Surgery']","['Signal', 'Umzug', 'blasinstrumet', 'Mittelalter', 'Tonfolge', 'Blaskapelle']","['Tailor', 'Tie', 'smart', 'buisness', 'three', 'piece']","['Seigneur', 'Seigneurs', 'Pr\\u00e9cieux', 'Precieux', 'Alliance']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['Hook', 'lacoste', 'toothy', 'Irwin', 'green', 'dundee']","['Tall', 'glide', 'Playscape', 'slip', 'Playground', 'Slippery']","['Listen', 'plug', 'Otorinolaryngolog', 'Airports', 'drum', 'lobe']","['Carriage', 'coach', 'Transportation', 'caboose']","['Tankini', 'Bikini', 'Model', 'Model']","['cocktail', 'Seafood', 'Crawfish', 'Prawn', 'Prawn']","['Roquefort', 'Salers', 'livarot', 'raclette', 'Kiri', 'Camembert']","['tool', 'helix', 'Nail', 'Twist', 'Spiral', 'Threads']","['funnies', 'paperboy', 'Journalist', 'Periodical', 'Reporting', 'Daily']","['Helium', 'Schiste', 'pet', 'Naturel', 'Carbonique', 'Carbonique']","['Sonne', 'Sonnenblume', 'Farbe', 'Farbe']","['cin\\u00e9ma', 'train', 'Spectacle', 'spectacle', 'Spectacle']","['Bouquet', 'contain', 'Antique', 'Porcelain', 'fragile', 'Floral']","['Pool', 'tooth', 'Great', 'Bruce', 'Tank', 'Hammerhead']","['Shawshank', 'break', 'Slammer', 'Warden', 'punishment', 'Punishment']","['And', 'Bones', 'Pirate', 'Alcohol', 'bundaberg', 'distillery']","['Patron', 'Dirigeant', 'Maitre', 'Rang']","['Cou', 'Homme', 'lavaliere', 'Soie', 'costume', 'Costume']","['M\\u00e9lange', 'Ca\\u00efpirinha', 'Ap\\u00e9ro', 'Mojito']","['Naenae', 'dominatrix', 'slap', 'Lash', 'horse', 'Horse']","['221B', 'Chef', 'Occupation', 'Leavened', 'candle', 'butcher']","['relax', 'Comfortable', 'Chaise', 'Upholstery', 'F.R.I.E.N.D.S', 'potato']","['histology', 'Sniffle', 'Paper', 'Thin', 'Wad', 'sneeze']","['plongeon', '\\u00c9lastique', 'Bondir', 'vide', 'bond', 'Bond']","['tomb', 'cemetery', 'Serious', 'Buried', 'buried', 'serious']","['bed', 'sheet', 'remix', 'casing', 'Album', 'seat']","['heads', 'tails', 'flip', 'gold', 'Monetary', 'Penny']","['Lyft', 'Medallion', 'Yellow', 'fare', 'Cab', 'cab']","['Hohlk\\u00f6rper', 'Fall', 'Klemptner', 'Tunnel', 'Abfluss', 'Kanal']","['Baaaa', 'Shear', 'Lamb', 'Wool', 'Lamb', 'Wool']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Fencing', 'Sabre', 'katana', 'samurai', 'Knight', 'Weapon']","['Perlimpinpin', 'Talc', 'Coca\\u00efne', 'drogue', 'explosif', 'explose']","['Brad', 'prune', 'Center', 'lane', 'bull', 'Racetrack']","['hansel', 'Mitts', 'Hot', 'in-wall', 'convection']","['tooth', 'doctor', 'teeth', 'teeth']","['Kitana', 'Sabre', 'rapier', 'scimitar', 'Big', 'Knife']","['d\\u00e9sert', 'plante']","['Dugong', 'Siren', 'Fictional', 'Ariel']","['woofer', 'Pelosi', 'McCarthy', 'Tweeter', 'tweeter', 'McCarthy']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Travelling', 'Time', 'summer', 'holiday', 'Getaway', 'Fiji']","['Australia', 'aussie', 'Grill', 'Grill']","['Starks', 'solstice', 'Snow', 'Season', 'skiing', 'Cold']","['tooth', 'doctor', 'Braces', 'Orthodontist', ""Teeth's"", 'Healer']","['Eisenbahn', 'Bergdurchbruch', 'Karpal', 'dunkledurchfahrt', 'Durchfahrt', 'Durchfahren']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['knight', 'Gravedigger', 'Scoop', 'digging', 'Spade', 'Spade']","['Teacher', 'College', 'Emeritus']","['punch', 'Puppet', 'Compression', 'ankle', 'darn', 'fuzzy']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['Puma', 'Woman', 'Feline', 'Feline', 'Feline']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['toothpaste', 'Toilet', 'underground', 'Undergound']","['Inline', 'Rink', 'Avril', 'Boi', 'ice', 'kwan']","['de-pan', 'a-becs', 'Pain', '350g']","['Mines', 'Gimli', 'Dopey', 'Tyrion', 'Short', 'Beards']","['Macron', 'Sarkozy', 'Cammenbert', 'R\\u00e9publique']","['-de-nuit', 'dancing', 'Discotheque', 'de-vitesse']","['ache', 'Face', 'Fore', 'Butt', 'cranium', 'Cranium']"
Mystery Word,Mermaid,Tool,Server,Currency,Fishing,Helicopter,Vegetable,Flash,Dinosaur,Birthday,Bo\u00eete,Flash,Pizza,Spartacus,Battery,Tornado,Operation,Fanfare,Suit,Anneau,Nombril,Crocodile,Slide,Ear,Train,Swimsuit,Shrimp,Fromage,Screw,Newspaper,Gaz,Gelb,Billet,Vase,Shark,Prison,Rum,Chef,Cravate,Cocktail,Whip,Baker,Couch,Tissue,Saut,Grave,Cover,Coin,Taxi,Rohr,Sheep,Poule,Dinosaur,Sword,Poudre,Pit,Oven,Dentist,Sword,Cactus,Mermaid,Speaker,Rum,Vacation,Barbecue,Winter,Dentist,Tunnel,Kette,Shovel,Professor,Sock,Oasis,Cougar,Arrow,Guillotine,Tube,Skate,Fl\u00fbte,Dwarf,Pr\u00e9sident,Bo\u00eete,Head
Guess,Mermaid,tool,Broken,Currency,fishing,Helicopter,,Flash,dinosaur,Birthday,Boite,Flash,Pizza,Spartacus,Battery,whirlwind,Operation,Fanfare,Suit,Anneau,Nombril,Crocodile,,ear,Train,beach,lobster,fromage,Screwdriver,Newspaper,Gaz,Gelb,Horaire,vase,Shark,jail,Rum,chef,cravate,COCKTAIL,whip,baker,Couch,Tissue,saut,Grave,cover,coin,taxi,Rohr,sheep,Poule,Dinosaur,sword,poudre,Pit,Oven,Dentist,Katana,cactus,Mermaid,Speaker,,Vacation,Kangaroo,Winter,Dentist,Tunnel,Kette,shovel,Professor,sock,,,compass,,basin,Skate,Flute,DWARF,President,bo\u00eete,Head
