ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76
Table Number,436311655,436046659,435968850,435897957,435851576,435760057,435565655,435550855,435449524,435220141,435063066,434999611,434974083,434945555,434711129,434682630,434646512,434633301,434580440,434499196,434461621,434420688,434417547,434380370,434296671,434221056,434193186,434158232,434093917,434011016,433818178,433783593,433249169,433197493,433108514,432865949,432846587,432673202,432580462,432500062,432422395,432251236,431427708,431356594,431028987,431028877,430855433,430770636,430526833,430480985,430082506,429726272,429726562,429314903,429213142,428958502,427550047,427550737,427186060,426998428,425808190,425175907,425165350,423771261,422023905,421702805,419846121,415621306,396307534,387173467,381826421,353362991,349338828,346689693,336562502,312175859
Move,18,21,12,20,27,38,18,28,37,27,27,37,43,27,28,32,63,38,40,44,27,72,84,25,57,72,47,38,54,40,45,33,30,48,10,20,49,54,21,90,90,55,42,8,96,77,39,56,15,76,84,30,67,55,28,37,68,74,44,91,82,73,47,400,41,58,65,114,235,891,465,1267,3358,1459,1241,1638
Clues,"['JohnDeere', 'vehicle', 'Harvester', 'Pulls', 'plow', 'plow']","['vibrisses', 'Gracias', 'Mario', 'Hitler', 'Dal\\u00ed', 'Novembre']","['\\u00c9leszt\\u0151', 'Perec', 'Sherlock', 'Lap\\u00e1t', 'Lap\\u00e1t', 'lap\\u00e1t']","['Depot', 'firehouse', 'main', 'Shipment', 'wagon', 'sli']","['Caillou', 'Roc', 'Ciseaux', 'Abb\\u00e9', 'saint', 'Ponce']","['Saucisse', 'Sang', 'Boyaux', 'Charcuterie']","['mulard', 'Pond', 'Daffy', 'flock', 'Mallard', 'swan']","['humor', 'laughs', 'Central', 'situation', 'Laughter', 'Seinfeld']","['Legomaterial', 'M\\u00fclltrennung', 'Pamela', 'Meeresverschmutzung', 'Polyethylen', 'Kunststoffflaschen']","['colour', 'Nutella', 'brown', 'Eyes', 'Eyes', 'Eyes']","['Charcoal', 'sauce', 'texas', 'Grill', 'Summer', 'cookout']","['Gunpowder', 'Pirates', 'shooter', 'Artillery', 'large', 'Brand']",[],"['clementine', 'Color', 'citris', 'Sevilla', 'Pumpkin', 'PUMPKIN']","['toss', 'military', 'weapon', 'Weapon']","['Conventional', 'Microwave', 'Turkey', 'Baker']","['Indien', 'Pacifique', 'Pacifique', 'pacifique', 'Eleven', 'Eleven']","['syndicated', 'Limited', '7', 'episodic', 'Sequence', 'sequels']","['Spell', 'Phoenix', 'Sorcerer', 'Casting', 'Magic', 'Magic']","['bamboo', 'Berry', 'Hay', 'Luffy', 'Hat', 'Hat']","['ongles', 'coiffure', 'Froid', 'Statique']","['funeral', 'Mausoleums', 'gates', 'burial', 'tombstones', 'headstones']","['Solstice', 'vacations', '42', 'August', 'spring', 'vacation']","['Jamba', 'pressed', 'Tropical', 'Breakfast', ""Welch's"", 'Cranapple']","['Hair', 'Dali', 'Horseshoe', 'Selleck', 'Movember', 'Movember']","['Tartine', 'LEVAIN', 'Brioche', 'Seigle', 'four', 'aliment']","['106.9', 'Broadcast', 'Gaga', 'Music', 'Silence', 'silence']","['d\\u00e9', 'gla\\u00e7on', 'M\\u00e8tre', 'Prisme', 'Bouillon', 'Bouillon']","['watering', 'gardening', 'Garden', 'Flexible', 'Supression', 'Fire']","['Oahu', 'Tasmania', 'archipelago', 'Japan', 'atoll']","['Gust', 'Hurricane', 'sails', 'Breeze', 'toots', 'Breaker']","['Asian', 'Ambulance', 'Building', 'Emergency', 'checkup']","['Scavenger', 'Scabbers', 'Remy', 'Rodent', 'Rodent', 'rodent']","['Flakes', 'Canned', 'Fish', 'Bluefin', 'Sashimi']","['semoule', 'tajine', 'Food', 'Magrebe']","['mutton', 'chops', 'animal', 'child', 'young', 'Gamey']","['Has', 'Broken', 'Breath', 'Wood', 'Good', 'Sunrice']","['T\\u00e9nu', 'Aboutissement', 'conclusion', 'Epilogue', 'Dernier', '\\u00c9troit']","['Roux', 'Rus\\u00e9e', 'Shipper', 'DORA']","['Tanz', 'Standardtanz', 'Stil', 'Argentinien']","['hump', 'Arab', 'Mammal', 'Dromedary', 'dromedary']","['kansas', 'oil', 'helianthus', 'fibonacci', 'Seeds', 'Tall']","['cocotte', 'batterie', 'Tefal', 'Cuisine', 'Po\\u00eale', 'Po\\u00eale']","['Chill', 'relax', 'Bloody', 'rest']","['Poker', 'ante', 'gambling', 'Win']","['basketball', 'point', 'security', 'soldier', 'fencing', 'body']","['Pirate', 'Bird', 'Repeats', 'Birds']","['period', 'Final', 'fraction', 'Fourth', 'viertel', 'Divide4']","['0', 'X', 'browser', 'Browser']","['Tom', 'Mulot', 'agneau', 'Verte', 'jerry', 'Chauve']","['cinematic', 'towed', 'preview', 'doublewide', 'hitch', 'semi']","['Church', 'Vatican', 'Christian', 'Head', 'Pius', 'xII']","['Louvre', 'Met', 'Art', 'Exhibition', 'Displays', 'Exploratorium']","['fiorentina', 'mannaia', 'venditore', 'carne']","['Igneous', 'Dwayne', 'Stone', 'pebble', 'classic', 'Roll']","['hard', 'floor', 'grout', 'ceramic', 'Ceramic', 'grout']","['Breast', 'Thorax', 'torso', 'nut', 'treasure', 'Treasure']","['space', 'Apollo', 'Gagarin', 'Cosmos', 'Laika', 'ISS']","['Wrist', 'Orchestra', 'rubber', 'concert', 'Sublime', 'Garbage']","['Boule', 'Cochonnet', 'cochonnet']","['salt', 'Excel', 'Reserve', 'Periodic', 'end', 'Dining']","['Ladybug', 'Insecte', 'bondieu', 'Voiture', 'Rouge']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['Milchshake', 'Ausrutschgefahr', 'Split', 'Minions', 'Minion']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Kinder', 'Klang', 'gleichschenklig', 'Geometrisch', 'Musikinstrument', 'Musikinstrument']","['Cold', 'solstice', 'white', 'Flake', 'Freezing', 'Princess']","['Stewardess', 'Pilot', 'Delta', 'Flock', 'travel', 'air']","['Tenor', 'Traviata', 'Aria', 'Sydney', 'Pavarotti', 'Tenors']","['Mankini', 'costume', 'bikini', 'Bikini']","['covering', 'snuggie', 'Linus', 'Linus']","['Squid', 'Goliath', 'Goliath', 'Beanstalk', 'Beanstalk']","['BGA', 'G', '-vid\\u00e9o', '-desoci\\u00e9t\\u00e9']","['Abou-Simbel', 'Monast\\u00e8re', 'Cambodge', 'Bouddha', 'Eglise', 'Protestante']","['W\\u0142adzy', 'Z\\u0142oty', 'Tytanowy', 'Obr\\u0105czka']"
Mystery Word,Tractor,Moustache,Baker,Station,Pierre,Boudin,Duck,Comedy,Plastik,Hazel,Barbecue,Cannon,Professor,Orange,Grenade,Oven,Oc\u00e9an,Series,Wand,Straw,Gel,Cemetery,Summer,Juice,Mustache,Pain,Radio,Cube,Hose,Island,Wind,Hospital,Rat,Tuna,Couscous,Lamb,Morning,Fin,Renard,Tango,Camel,Sunflower,Casserole,Sunday,Bet,Guard,Parrot,Quarter,Safari,Souris,Trailer,Pope,Museum,Butcher,Rock,Tile,Chest,Astronaut,Band,P\u00e9tanque,Table,Coccinelle,Nombril,Banane,Ski,Dinosaur,Triangel,Winter,Flight,Opera,Swimsuit,Blanket,Giant,Jeu,Temple,Ring
Guess,Tractor,Moustache,Baker,Tank,Pierre,Boudain,duck,Comedy,Plastik,hazelnut,barbeque,cannon,,Orange,missile,oven,\u00c9t\u00e9,series,Wand,Straw,\u00c9lectricit\u00e9,Graveyard,Summer,juice,Moustache,pain,Radio,Cube,hose,Island,Wind,Hospital,rat,Tuna,couscous,,morning,Fin,Renard,Tango,camel,Sunflower,Betterave,igiveup,Bet,guard,parrot,Quarter,moonballer,Souris,Trailer,pope,Museum,mannaiaLa,Rock,Wood,Chest,Astronaut,Band,,Table,Coccinelle,Nombril,Bannane,skate,Dinosaur,Triangel,snow,flight,Opera,swimsuit,blanket,Game,jeu,temple,Ring
