ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79
Table Number,438066759,437999675,437940706,437803260,437753465,437694099,437656033,437443945,437352660,437240745,437211072,437143457,437137897,437082915,436915384,436802890,436788745,436711183,436673457,436603406,436510965,436263978,436240243,436228408,436197848,435980337,435824775,435781132,435730771,435220141,434974083,434963829,434945555,434748129,434733575,434711129,434461621,434221056,434210194,434193186,434158232,434048553,433702939,433614896,433551934,433545989,433342815,433344515,432865949,432648572,432367473,431566021,431356594,430790870,430581110,430526833,429716161,429314903,429213142,428958502,427868633,426998428,425165350,422108223,422023905,421702805,421549329,411382679,381777020,359973908,357991900,353362991,338553253,337346134,337138645,322628136,321888448,318673641,313533300
Move,17,9,10,31,25,18,20,53,5,39,28,28,47,50,49,63,30,64,55,37,85,48,41,27,45,59,70,10,50,64,43,71,54,35,57,50,44,110,75,93,65,26,49,69,12,93,46,50,20,50,93,100,8,65,91,15,73,55,28,50,38,91,47,89,41,58,45,465,681,3290,292,1317,1391,3022,778,3578,2454,2994,2805
Clues,"['Police', 'Surgeon', 'Paramedics', 'Critical', 'urgent']","['Crown', 'Henry', 'Luther', 'Lord', 'Midas', 'castle']","['Mortar', 'Artillery', 'Pachalbel', '1812']","['Ville', 'Arnaque', 'Oiseau', 'Oiseau']","['Nusi\\u0161luostymui', '\\u0161luostytis', 'nosiai', 'Popierin\\u0117', 'Popierin\\u0117']","['Bulb', 'Italian', 'Naan', 'clove', 'Clove']","['Nixon', 'Premier', 'Kennedy', 'Eisenhower', 'BOSS', 'Chief']","['Linsen', 'B\\u00fcgel', 'Sehhilfe', 'Monokel']","['Doogie', 'Howser', 'cardiologist', 'who']","['hunt', 'sexy', 'News', 'Channel']","['Tool', 'Separation', 'Scrissors', 'Sheep']","['oil', '-der', 'Sea', 'Bell']","['ICU', 'Maintenance', 'Surgeon', 'Surgery', 'Mission', 'Mission']","['Language', 'Southern', 'foreign', 'foreign']","['George', 'Jumanji', 'book', 'rambo', 'Tarzan']","['Erdapfel', 'Grundmahrungsmittel', 'Puffer', 'Brei']","['shelves', 'shhhhh', 'Public', 'reference', 'Shhhh', 'shhhh']","['R\\u00e9gurgit\\u00e9', 'doux', 'Apiculteur', 'lune', 'sucre', 'Propolys']","['Ascetic', 'Ninja', 'solitaire', 'old', 'Recluse', 'Loner']","['Israel', 'torn', 'Alliances', 'Stars', 'fighting', 'Infantry']","['Uniforme', 'Gala', 'Complet', 'Complet']","['Prison', 'Elephant', 'zoo', 'Nick', 'jail', 'Enclosure']","['meurtre', 'Champignon', 'Mortel', 'Arsenic', 'Arsenic']","['Melone', 'Finger...', 'Haare', 'Zylinder', 'Basecap', 'pizza']","['Bip', 'Debout', 'Feu', 'Alerte', 'Mercredi', 'Matin']","['Vision', 'Pont', 'Passage', 'Souterrain']","['Lasso', 'Rope', 'Lash', 'Flog', 'Smart', 'Cool']","['Repousse', 'Nu', 'pinceau', 'Crin', 'Incarn\\u00e9', 'Incarn\\u00e9']","['speedo', 'Waterwear', 'Shorts', 'Monokini']","['Finance', 'robbery', 'heist', 'money', 'teller', 'Teller']",[],"['Card', 'Mako', 'Scary', 'Carnivorous']","['7am', 'Alert', 'danger', 'Shock', 'Ring', 'Snooze']","['Board', ""Ship's"", 'Constant', 'Walk']","['tsunami', 'Ocean', 'surfing', 'Surfing']","['slug', 'box', 'uppercut', 'Jab']","['Pulpeuse', 'Haleine', 'L\\u00e8vres', 'Bisous']","['Girophare', 'fonctionnaire', 'camion', 'Camion', 'Incendie', 'incendie']","['Clavicule', 'Femur', 'Cubitus', 'epiniere', 'calcium', 'hum\\u00e9rus']","['Cowboys', 'rodeo', 'Manifest', 'Movie', 'Saloon', 'Spaghetti']","['Dr\\u00f4le', 'noir', 'lol', 'Ironie', 'Foresti', 'Coluche']","['Princess', 'Castle', 'Home', 'Structure']","['Piccolo', 'Woodwind', 'champagne', 'toasts', 'orchestral', 'wind']","['anbaggern', 'Club', 'tanzen', 'tanzen']","['Couleur', 'couleurs', 'Transparent', 'Lezard', 'l\\u00e9zard', 'L\\u00e9zard']","['Tail', 'Swammerdami', 'Constellation', 'Sub-zero', 'Arachnid', 'Arachnid']","['Surf', 'splash', 'splish', 'Surfing', 'Billow', 'Billow']","['Morning', 'Washing', 'rain', 'bath', 'Quick', 'rinse']","['mutton', 'chops', 'animal', 'child', 'young', 'Gamey']","['Storming', 'Forecast', 'Meteorology', 'Atmosphere', 'Snow']","['Compagnons', 'Hymne', 'Refrain', 'Comptine', 'ritournelle', 'ritournelle']","['Serbisch', 'Mutter...', 'Zeichen', 'Spanisch', '\\u00dcbersetzer', 'Lateinisch']","['Chill', 'relax', 'Bloody', 'rest']","['siblings', 'identical', 'identical', 'Identical']","['Egret', 'Humming', 'crow', 'magpie', 'Parakeet', 'beaked']","['0', 'X', 'browser', 'Browser']","['Bough', 'division', 'Manager', 'limb', 'Limb']","['fiorentina', 'mannaia', 'venditore', 'carne']","['Igneous', 'Dwayne', 'Stone', 'pebble', 'classic', 'Roll']","['Picasso', 'Blue', 'Full', 'Stop', 'tampons', 'blood']","['Paard', 'Zwaard', 'Middeleeuwen', 'Vechten']","['Boule', 'Cochonnet', 'cochonnet']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['Solstice', 'season', 'Break', 'Sweltering', 'beach', 'olaf']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Railroad', 'rail', 'Subway', 'Transportation', 'transit', 'Transport']","['Smirnoff', 'Disinfectant', 'Patron', 'whiskey', 'ethanol']","['Johnny', 'Nic', 'Nicolas', 'Nicolas']","['Gnomes', 'Episode', 'wine', 'Nalgene', 'Baby', 'Tube']","['Dinner', 'Breakfast', 'Happy', ""Kid's"", 'Brunch', 'Supper']","['sherry', 'wine', 'shipyard', 'storm']","['Hilarious', 'Frivolity', 'Levity', 'Indulge', 'Comedy', 'comedy']","['saw', 'grain', 'grind', 'grind', 'Grind']","['Wie\\u017ce', 'Budynek', 'W', 'Zdunowie', 'Kultury', 'Nauki']","['worm', 'Shell', 'wrapped', 'chrysalis', 'Chrysalis']","['Heir', 'Royal', 'Queen\\u2019s', 'Daughter', 'Queen', 'Daughter']","['supernova', 'Chandon', 'Flute', 'Region', 'Region']","['Autumn', 'Flavor', 'Spring', 'hunting', 'Silly', 'Equinox']"
Mystery Word,Emergency,King,Cannon,Pigeon,Napkin,Garlic,President,Brille,Doctor,Fox,Shears,Shell,Operation,Accent,Jungle,Kartoffel,Library,Miel,Hermit,War,Costume,Cage,Poison,Hut,Alarme,Tunnel,Whip,Poil,Swimsuit,Bank,Professor,Shark,Alarm,Plank,Wave,Punch,Bouche,Pompier,Os,Western,Humour,Palace,Flute,Disco,Cam\u00e9l\u00e9on,Scorpion,Wave,Shower,Lamb,Weather,Chanson,Sprache,Sunday,Twins,Bird,Safari,Branch,Butcher,Rock,Period,Knight,P\u00e9tanque,Nombril,Summer,Ski,Dinosaur,Metro,Alcohol,Cage,Bottle,Meal,Port,Humor,Mill,Palace,Cocoon,Princess,Champagne,Season
Guess,emergency,king,cannon,Vegas,handkerchief,Garlic,President,Brille,Doctor,Model,Shear,Shell,Room,Italian,Jungle,Apfel,,Miel,Monk,War,Costume,Cage,Poison,Hut,r\u00e9veil,Tunnel,Whip,Poil,Swimsuit,Bank,,shark,alarm,Bridge,wave,punch,Bouche,Policier,os,Western,Humour,Moat,Flute,Flirten,Blanc,scorpion,Wave,shower,,Weather,Chanson,Sprache,igiveup,Brother,Bird,moonballer,Branch,mannaiaLa,Rock,woman,Knight,,Nombril,Summer,skate,Dinosaur,train,Alcohol,Cash,Bottle,Meal,barrel,Humor,dust,pa\u0142ac,Tape,prince,Champagne,Season
