ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65
Table Number,429608815,429464662,429379635,429314903,429277775,429060628,428772845,428769612,428690569,428694043,428663585,428640755,428551331,428304693,428266021,428236413,428239312,428173693,428120636,427909939,427716050,427686038,427407235,427332531,427307931,427268056,427173609,427028100,426921218,426436862,426005488,425492107,425326888,425165350,425120033,424740220,423741996,423677151,423262633,423022817,422090899,422023905,421810395,421702805,420992843,420914272,418688067,418252645,417255169,416390940,415379476,414619799,412907496,374138794,358827793,353362991,348302073,336562502,331907183,330741642,324806575,324381970,321888448,319065151,312552889
Move,9,13,18,54,9,6,32,9,27,25,14,29,62,25,19,76,37,28,49,32,111,64,31,56,42,74,86,47,25,92,75,105,56,47,49,44,46,81,109,82,45,41,10,58,55,10,8,7,187,49,19,18,11,826,1282,1088,1821,1160,784,1775,1380,1379,2404,232,1798
Clues,"['Schlafen', 'Wohnzimmer', 'R\\u00e9camiere', 'Simpsons', 'chaiselongue', 'Scheselong']","['Aid', 'Beatles', 'Nirvana', 'Group', 'Music', 'Musical']","['Nighttime', 'Kirby', 'fantasy', 'Weaver', 'sleep', 'Sleep']","['fiorentina', 'mannaia', 'venditore', 'carne']","['Lustre', 'whiteish', 'Jam', 'diver', 'Clutch', 'Clutch']","['Bohemian', 'Rhapsody', 'Herrscherin', 'Verstorben', 'Elisabeth', 'London']","['Piqure', 'rock', 'arachnide', 'venin', 'Venimeux']","['Algebra', 'fiction', 'astronomy', 'Chemistry', 'Astronomy', 'Chemistry']","['big', 'man', 'Mahout', 'Brother', 'Proboscis', 'Grey']","['Paper', 'Admittance', 'Golden', 'Booth', 'to', 'ride']","['In', 'creek', 'Stalagmites', 'Bat']","['Headless', 'France', 'Decapitator', 'execution', 'Executioner', 'Antoinette']","['Paper', 'Toilet', 'Handkerchief', 'Handkerchief', 'Handkerchief']","['Yum', 'See\\u2019s', 'Treat', 'Candy', 'fondue', 'Cacao']","['Rotate', 'rotor', 'blade', 'machine', 'Generate', 'generator']","['Glee', 'clobber', 'fraternity', 'Med', 'Putter', 'putter']","['Mozart', 'Edison', 'brainy', 'Brain', 'brainiac', 'brainiac']","['Schwebebahn', 'K\\u00fchlschrank', 'hufeisen', 'Kompassnadel', 'Anziehung', 'Eisen']","['Mario', 'Cobbler', 'Georgia', 'nectarine']","['Greve', 'Insurrection', 'Changement', 'Manifestation', 'Danton', 'Octobre']","['Rampenlicht', 'Erhoben', 'Theater', 'Schauspiel', 'Vorhang', 'Auftritt']","['Sacred', 'Shrine', 'Gods', 'Body', 'worship', 'Worship']","['Rubbing', 'Racefuel', 'Beer', 'Whiskey']","['Action', 'Objectif', 'Tournage', 'Surveillance', 'Bobine', 'Bobine']","['punch', 'japan', 'Miyagi', 'Larusso']","['Korean', 'Crunchy', 'Rabbit', 'Top', 'bunny', 'bunny']","['captain', 'Up', 'Fish', 'Neverland', 'Sinker', 'Curved']","['baa', 'Counting', 'ewe', 'Animal', 'Shearing', 'shearing']","['of', 'Monument', 'liberty', 'Liberty']","['oeuf', 'Banquise', 'antarctique', 'empereur', 'Amputation', 'maladroit']","['Perdu', 'Foss\\u00e9', 'B\\u00e9ant', 'Golf', 'poin\\u00e7onneur', 'normand']","['Gas', 'Yellow', 'Dijon', 'Colonel', 'relish', 'stoneground']","['Block', 'Jail', 'unit', 'lives', 'vacuole', 'ribosome']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['lighter', 'candle', ""candle's"", ""torch's"", 'moth', 'to']","['Seedling', 'Brussel', 'Mung', 'Grow']","['Horse', 'donkey', 'Bike', 'bicycle']","['Lager', 'Ale', 'yellowish', 'Alcohol', 'kolsch', 'hefeweizen']","['Bateau', 'Taon', 'ts\\u00e9-ts\\u00e9', 'insecte', 'sale', 'Ts\\u00e9ts\\u00e9']","['Brim', 'Oversized', 'Hat', 'Head', 'Mexican', 'Mexican']","['Hazy', 'Clear', 'Stormy', 'cloudy', 'Blue', 'blue']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Barbie', 'ken', 'Bratz', 'bratz']","['tooth', 'doctor', 'teeth', 'teeth']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Australia', 'aussie', 'Grill', 'Grill']","['Scoop', 'Ware', 'Dig', 'Spade', 'Spade', 'Spade']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['feather', 'Bolster', 'case', 'case']","['hygin\\u00e9nik', '-de-table', 'Nana', 'hygi\\u00e9nique']","['Sharkboy', 'magma', 'aa', 'hot']","['Damien', 'Chanson', 'Blanc', 'Marteau', 'dents', 'mer']","['Sommeil', 'Imagination', 'D\\u00e9sir', 'id\\u00e9al', 'Cauchemar', 'Nuit']","['Hut', ""Domino's"", 'Hawaiian', 'Pepperoni', 'Pepperoni', 'Pepperoni']","['PC', 'MAC', 'Chromebook', 'Machine']","['Titus', 'Alabama', 'Ganesh', 'Ivory', 'Dumbo', 'Dumbo']","['apiculteur', 'produit', 'pops', 'ruche', 'pot', 'acacia']","['Frying', 'Sauce', 'Tinkerbell', 'Wok', 'teflon', 'Skillet']","['Grundfos', 'Xylem', '...it', 'Louder']","['Indiana', 'Cool', 'Miracle', 'Egg', 'Crack']"
Mystery Word,Sofa,Band,Dream,Butcher,Pearl,Queen,Scorpion,Science,Elephant,Ticket,Cave,Guillotine,Tissue,Chocolate,Turbine,Club,Genius,Magnet,Peach,R\u00e9volution,B\u00fchne,Temple,Alcohol,Cam\u00e9ra,Karate,Carrot,Hook,Sheep,Statue,Manchot,Trou,Mustard,Cell,Nombril,Flame,Sprout,Ride,Beer,Mouche,Sombrero,Sky,Ski,Poule,Dinosaur,Doll,Dentist,Rum,Barbecue,Shovel,Kette,Oasis,Arrow,Guillotine,Pillow,Serviette,Lava,Requin,R\u00eave,Pizza,Ordinateur,Elephant,Miel,Pan,Pump,Whip
Guess,Couch,Band,dream,mannaiaLa,Pearl,,,Plot,Elephant,Ticket,Cave,Guillotine,,chocolate,turbine,Club,genius,Magnet,peach,R\u00e9volution,B\u00fchne,Temple,Alcohol,Vid\u00e9o,Karate,,Hook,Sheep,,Manchot,trou,,Cell,Nombril,wick,Sprout,Mule,Beer,Mouche,bolero,Fog,skate,Poule,Dinosaur,Doll,Dentist,,Kangaroo,Shovel,Kette,,compass,,pillow,serviette,lava,Requin,R\u00eave,Pizza,Ordinateur,elephant,Miel,pan,Pump,Whip
