ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72
Table Number,426581828,426577900,426382662,426312752,426100952,425836560,425747479,425508275,425498441,425416304,425260995,425265204,425251048,425226140,425165350,425102131,425109990,425047724,424963172,424911585,424871586,424818463,424794440,424695140,424475694,424414736,424300607,424302996,424160291,424048625,423902314,423828332,423805963,423806163,423674541,423357330,423182291,423156122,423101107,422352998,422107292,422090899,421988915,421810395,421702805,421549329,421471641,420992843,420914272,420678564,420424922,419646476,418688067,418633062,418252645,417994070,417255169,417204012,416452676,416390940,416383625,415621306,415379476,414619799,412907496,405054016,374138794,359973908,358827793,357991900,341401520,320452280
Move,8,12,14,24,18,9,24,36,39,81,13,27,49,11,46,36,18,24,48,44,45,63,55,56,49,100,46,70,78,31,73,68,57,43,45,37,27,58,42,43,10,32,43,10,58,21,85,45,10,56,110,57,8,36,7,118,141,80,86,49,86,47,19,18,11,522,778,3085,1216,274,1757,1998
Clues,"['Beh\\u00e4lter', 'Material', 'verschicken', 'Kiste', 'Pappe', 'Pappe']","['Sicily', 'Gangster', 'Italian', 'Triad', 'Hit', 'Man']","['durum', 'Flour', 'Whole', 'Grain']","['Hallmark', 'Shark', 'paper', 'fold', 'Credit']","['Harvest', 'Vehicle', 'Pulling', 'Machine', 'Deere', 'deere']","['Filmfigur', 'Bund', 'Anf\\u00fchrer', 'Gladiator', 'Sklavenaufstand', 'Thrakier']","['Shakespeare', 'Rideaux', 'Hamlet', 'Granada', 'Granada']","['Dinglehopper', 'Cutlery', 'Trident', 'Utensil', 'Road', 'tines']","['Schwammerl', 'Schimmel', 'Mykotoxin', 'Champignon', 'Pfifferling', 'Shiitake']","['Inconceivable', 'Peach', 'Fiona', 'Ariel', 'Pea', 'Diane']","['\\u3044\\u3061\\u3054', '\\u30d1\\u30a4\\u30ca\\u30c3\\u30d7\\u30eb', '\\u304f\\u3060\\u3082\\u306e', '\\u30d7\\u30ea\\u30f3', '\\u3057\\u3087\\u304f\\u3058\\u306e\\u3057\\u3081', '\\u3057\\u3087\\u304f\\u3054']","['cardiac', 'breaker', 'beat', 'pacemaker', 'Attack', 'Valve']","['trump', 'Lincoln', 'USA', 'clinton', 'Clinton', 'Clinton']","['Filmmonster', 'Japan', 'Ungeheuer', 'Film']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['monopoly', 'ps4', 'mancala', 'senet', 'Competition', 'Play']","['davenport', 'chair', 'Comfortable', 'Psychology', 'lounge', 'lounge']","['Bosc', 'Anjou', 'Pome', 'Sweet', 'Ripe', 'Juicy']","['Foos', 'Ping-pong', 'chain', 'Tennis', 'foot', 'bouncy']","['Tanzen', 'Beethoven', 'Noten', 'Disko']","['Tokio', 'comicbook', 'drawing', 'naruto', 'ONEPIECE', 'japan']","['Mary', 'sheep', 'newborn', 'veal', 'Chop', 'Chop']","['Cowbell', 'Dengue', 'Cabin', 'Symptom', 'Jungle', 'Flu']","['Betriebssystemhersteller', 'XP', 'Betriebssystem', 'Gates', 'office', 'Windows']","['john', 'wayne', 'Union', 'Beef', 'Spaghetti', 'Civilization']","['punch', 'iaaaa', 'animal', 'bray', 'Mule', 'Mule']","['Oil', 'flavorful', 'mushroom', 'Funghi', 'Pig', 'Pig']","['Smee', 'Sinker', 'Crane', 'Lanyard', 'uppercut', 'punch']","['Cartoon', 'Geisha', 'Drawn', 'Story', 'Comics', 'Asia']","['Pins', 'Ball', 'Sphere', '300', 'Alley', 'alley']","['Lorgnons', 'binocle', 'Vision', 'monocle', 'Jumelles', 'serpent']","['M\\u00e9lange', 'Ca\\u00efpirinha', 'Ap\\u00e9ro', 'Mojito']","['Tractor', 'Caboose', 'Movie', 'follower', 'Bike']","['Naenae', 'dominatrix', 'slap', 'Lash', 'horse', 'Horse']","['Ruler', 'Royalty', 'charles', 'queen', 'male', 'monarch']","['Cubes', 'Sculpture', 'Frozen', 'Water']","['plongeon', '\\u00c9lastique', 'Bondir', 'vide', 'bond', 'Bond']","['lactose', '1%', 'Cow', 'mammals', 'White', 'white']","['Water', 'Connection', 'Tube', 'Tube']","['Face', 'Carrier', 'Offwithhis...', 'Topspot']","['Quest', 'Spiral', 'Andromeda', 'Hoag']","['poo', 'cow', 'waste', 'fertilizer', 'Beetle', 'Crap']","['Baaaa', 'Shear', 'Lamb', 'Wool', 'Lamb', 'Wool']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Fencing', 'Sabre', 'katana', 'samurai', 'Knight', 'Weapon']","['fruit', 'wrath', 'Gilbert', 'violet', 'vine', 'Vine']","['Airtight', 'Top', 'Container', 'Eye']","['tooth', 'doctor', 'teeth', 'teeth']","['Kitana', 'Sabre', 'rapier', 'scimitar', 'Big', 'Knife']","['Rust', 'Songtitel', 'Gorkipark', 'kreml', 'Zwiebelt\\u00fcrme', 'Moskwa']","['Dugong', 'Siren', 'Fictional', 'Ariel']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Travelling', 'Time', 'summer', 'holiday', 'Getaway', 'Fiji']","['Australia', 'aussie', 'Grill', 'Grill']","['Starks', 'solstice', 'Snow', 'Season', 'skiing', 'Cold']","['Budweiser', 'Bells', 'Ale', 'Brewery', 'Hefeweizen', 'Keg']","['tooth', 'doctor', 'Braces', 'Orthodontist', ""Teeth's"", 'Healer']","['Eisenbahn', 'Bergdurchbruch', 'Karpal', 'dunkledurchfahrt', 'Durchfahrt', 'Durchfahren']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['knight', 'Gravedigger', 'Scoop', 'digging', 'Spade', 'Spade']","['punch', 'Puppet', 'Compression', 'ankle', 'darn', 'fuzzy']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['copy', 'Vampire', 'reflect', 'Reflect']","['toothpaste', 'Toilet', 'underground', 'Undergound']","['Inline', 'Rink', 'Avril', 'Boi', 'ice', 'kwan']","['de-pan', 'a-becs', 'Pain', '350g']","['Mines', 'Gimli', 'Dopey', 'Tyrion', 'Short', 'Beards']","['Air', 'Paper', 'Flood', 'Prairie', 'Level', 'Surface']","['Beaujolais', 'bordeaux', 'Santerre', 'Pinot', 'Piasse']"
Mystery Word,Karton,Mafia,Wheat,Card,Tractor,Spartacus,Th\u00e9\u00e2tre,Fork,Pilz,Princess,Dessert,Heart,President,Godzilla,Nombril,Game,Couch,Pear,Ball,Musik,Manga,Lamb,Fever,Microsoft,Western,Donkey,Truffle,Hook,Manga,Bowling,Lunettes,Cocktail,Trailer,Whip,King,Ice,Saut,Milk,Hose,Head,Galaxy,Dung,Sheep,Poule,Dinosaur,Sword,Grape,Lid,Dentist,Sword,Moskau,Mermaid,Rum,Vacation,Barbecue,Winter,Beer,Dentist,Tunnel,Kette,Shovel,Sock,Oasis,Arrow,Guillotine,Mirror,Tube,Skate,Fl\u00fbte,Dwarf,Plane,Vin
Guess,Karton,Mafia,what,card,Tractor,Spartacus,Th\u00e9\u00e2tre,fork,Pilz,princess,tart,heart,President,Godzilla,Nombril,Game,Couch,Pear,Ball,Musik,Manga,lamb,Fever,Microsoft,Western,donkey,Truffle,Hook,Manga,bowling,Lunettes,COCKTAIL,Trailer,whip,King,Ice,saut,milk,Canal,Head,galaxy,Dung,sheep,Poule,Dinosaur,sword,Grape,lid,Dentist,Katana,Moskau,Mermaid,,Vacation,Kangaroo,Winter,beer,Dentist,Tunnel,Kette,shovel,sock,,compass,,Mirror,basin,Skate,Flute,DWARF,Plane,Vin
