ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61
Table Number,442404592,442391799,442066014,441939004,441732341,441713519,441714913,441554029,441478666,441333609,440981708,440978972,440922135,440750167,440327498,440285367,440183793,440141738,440060482,440019776,439927155,439782594,439489789,439393251,439070231,438888660,438870237,438760464,438456338,438404231,438407321,438312191,438257436,438048273,437940706,437699792,437590389,436788745,435897957,435781132,434974083,434945555,434371600,433551934,432865949,431356594,430526833,429314903,429213142,427868633,425815125,422107292,393621459,359973908,348838927,348302073,343894377,341401520,336562502,322726720,318673641
Move,16,87,8,19,31,65,15,60,44,47,45,7,25,51,30,60,28,79,45,56,40,55,37,37,63,57,67,31,63,94,73,90,117,46,52,63,44,61,114,10,43,101,38,12,20,8,18,55,28,59,42,50,679,3338,1311,1994,1819,2124,1284,942,3044
Clues,"['cardboard', 'gift', 'cube', 'cube']","['orange', 'Lint', 'Gazee', 'innie', 'innie', 'Innie']","['-cake', 'Cook', 'frying-', 'Frying', 'Frying-']","['vacuum', 'plush', 'Carpet', 'Bearskin', 'Persian', 'Persian']","['Meta', 'Freundschaftsanfragen', 'Socialmedia', 'Zuckerberg', 'Netzwerk', 'Zuckerbetg']","['coins', 'Valuables', 'Trove', 'Loot', 'pirate', 'Pirates']","['cloth', 'prosecution', 'Tie', 'Black']","['bikini', 'Cruel', 'virgo', 'period', 'Solstice', 'Sweltering']","['P\\u00eache', 'Courant', 'Affluents', 'Diamant', 'Lit', 'Ruisseau']","['SYLVESTER', 'Fraidy', 'Whiskers', 'purr', 'allergenic', 'Siamese']","['Rince', 'linge', 'Coul\\u00e9e', 'fusion', 'Magma', 'magma']","['Melted', 'Burn', 'Wax', 'Wax']","['habitation', 'Zoiso', 'Douillet', 'printemps', 'Laurenci\\u00e8re']","['Lap', 'Tissue', 'Dinner', 'Handkerchief']","['pirate', 'sinker', 'disney', 'Hand', 'Captain', 'Captain']","['Roofing', 'Decor', 'Slab', 'Bathroom', 'Ceramic', 'Ceramic']","['Iron', 'Grendel', 'Goliath', 'Gargantuan', 'Big', 'Big']","['Vosges', 'Ailefroide', 'Pelee', 'Rocheuses', 'russe', 'Jura']","['Radio', 'Jazz', 'Rocknroll', 'Instruments', 'Symphonie', 'Instrument']","['weighing', 'machine', 'Gemini', 'weight', 'Weigh', 'Music']","['Chiquita', 'peel', 'Slip', 'Split', 'split']","['Triangle', 'ramesses', 'egypt', 'Giza', 'Scheme', 'Pharoah']","['Estuary', 'e', 'Watch', 'Hudson', 'Green', 'Green']","['Sahara', 'Water', 'Humps', 'Humps']","['Process', 'surgery', 'incision', 'docter', 'Hasbro', 'Appendectomy']","['Pupille', 'Schwertlilie', 'Auge', 'M\\u00e4dchenname', 'Augeninneres', 'Vorname']","['Liverpool', 'starr', 'Paul', 'John', 'Zebrastreifen', 'England']","['Partnerzuneigung', 'Gr\\u00fcnrot', '....resonanztomografie', 'absto\\u00dfen']","['metal', 'Proofvest', 'output', 'Bill', 'proof', 'Ammo']","['epilogue', 'ach\\u00e8vement', 'D\\u00e9nouement', 'Clap', 'd\\u00e9but', 'd\\u00e9but']","['Netflix', 'Encha\\u00eenement', '\\u00c9pisode', 'Streaming', 'Tueur', 'Fourrier']","['beginning', 'Daybreak', 'breakfast', 'sunup', 'Sunrise', 'sunrise']","['year', 'Trogdor', 'Puff', 'Barney', 'lizard', 'slay']","['Sailor', 'Thief', 'Eyepatch', 'Pegleg', 'Swashbuckler', 'Buccaneer']","['Morning', 'Chicken', 'male', 'bird']","['Gimli', 'Grumpy', 'Bashful', 'Sneezy', 'Sleepy', 'Sleepy']","['Waschen', 'reinigend', 'Lauge', 'Lauge']","['Microsoft', 'system', 'skylight', 'awning', 'curtains', 'glass']","['cauda', 'toe-biter', 'Arthropod', 'Stinger', 'Zodiac', 'stilllovingyou']","['Repousse', 'Nu', 'pinceau', 'Crin', 'Incarn\\u00e9', 'Incarn\\u00e9']",[],"['rooster', 'fields', 'Animal', 'Paddocks', 'Barn', 'Barn']","['Tool', 'Leaves', 'Fork', 'Garden', 'Handle', 'Outside']","['Couleur', 'couleurs', 'Transparent', 'Lezard', 'l\\u00e9zard', 'L\\u00e9zard']","['mutton', 'chops', 'animal', 'child', 'young', 'Gamey']","['Chill', 'relax', 'Bloody', 'rest']","['0', 'X', 'browser', 'Browser']","['fiorentina', 'mannaia', 'venditore', 'carne']","['Igneous', 'Dwayne', 'Stone', 'pebble', 'classic', 'Roll']","['Ondergronds', 'Auto', 'Trein', 'Boog']","['Hawaii', 'Paris', 'Suitcase', 'Cruise']","['Stylish', 'Horse', 'zipper', 'bug']","['Carr\\u00e9', 'eternuer', 'branlette', 'tissu', 'tissu']","['brain', 'Pith', 'Kaldra', 'Cranium', 'protector', 'Protector']","['Daffy', 'Cygne', 'Jars', 'bleu', 'journal', 'Journal']","['quatre', 'anglais', 'Cuisson', 'Pizza', 'Micro', 'Onde']","['Of', 'Earth', 'Softener', 'Shaker']","['Cranberries', 'Romero', 'Corpse', 'Animated', 'Brain', 'Eater']","['bique', 'Chabichou', 'Valen\\u00e7ay', 'fromage', 'Seguin', 'seguin']","['Minnie', 'Present', 'Violin', 'String', 'Tie', 'Arrow']","['Amiga', 'Dell', 'Reboot', 'OK', 'OK']"
Mystery Word,Box,Navel,Pan,Rug,Facebook,Treasure,Suit,Summer,Rivi\u00e8re,Cat,Lave,Candle,Nid,Napkin,Hook,Tile,Giant,Montagne,Musique,Scale,Banana,Pyramid,Bay,Camel,Operation,Iris,Beatles,Magnet,Bullet,Fin,S\u00e9rie,Morning,Dragon,Pirate,Rooster,Dwarf,Seife,Window,Scorpion,Poil,Professor,Farm,Rake,Cam\u00e9l\u00e9on,Lamb,Sunday,Safari,Butcher,Rock,Tunnel,Vacation,Fly,Mouchoir,Helmet,Canard,Four,Salt,Zombie,Ch\u00e8vre,Bow,Computer
Guess,box,Filter,pan,Rug,Facebook,Treasure,tie,Summer,rivi\u00e8re,Cat,Lave,,Nid,Napkin,Reel,,Giant,Montagne,musique,Scales,banana,Pyramid,River,Desert,hospital,Iris,Beatles,Magnet,Metal,Fin,s\u00e9rie,Dawn,dragon,Pirate,rooster,Dwarf,Seife,Window,scorpion,Poil,,Chicken,Rake,Blanc,,igiveup,,mannaiaLa,Rock,Tram,Vacation,Fly,mouchoir,Helmet,Canard,Four,salt,Zombie,Ch\u00e8vre,Bow,Computer
