ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57
Table Number,424289306,424185564,423949761,423843174,423677151,423661597,423228212,423210546,422912950,422619886,422613922,422598146,422483493,422451241,422175536,422117089,422118445,422108223,422029809,421989754,421810395,421675106,421538607,421493786,421472241,421450568,421279038,421226618,420914272,420771039,420382586,420346281,420084366,419946110,418688067,418613655,418252645,418088593,417293768,417204012,417101519,416734430,416390940,415379476,415154373,414945547,414750826,412907496,411833568,411179061,396307534,387173467,366888891,348838927,348302073,319065151,313533300
Move,60,6,51,19,12,29,42,47,63,47,29,63,54,41,60,35,31,9,30,20,10,75,82,24,30,89,57,47,10,36,100,58,83,39,8,71,7,24,73,74,104,60,49,19,43,82,51,11,104,48,185,731,911,1185,1745,215,2435
Clues,"['b\\u00e2tons', 'pistes', 'Puff', 'Tir-fesse']","['bean', 'germinate', 'Grow', 'Little', 'Professor', 'Herbology']","['Space', 'apollo', 'Nasa', 'nasa']","['Onion', 'Zucchini', 'patch', 'plant', 'cauliflower', 'parsnip']","['Birthday', 'Wedding', 'interview', 'attire', 'Vest', 'Slacks']","['Paiement', 'spectacle', 'Train', 'Ticket']","['cumulonimbus', 'Gronde', 'Tonnerre', 'Temp\\u00eate']","['Everlasting', 'Fangs', 'Transylvanian', 'Bloodsucker', 'blood', 'Morbius']","['\\u3053\\u304d\\u3085\\u3046', '\\u306b\\u304a\\u3044', '\\u3076\\u305f', '\\u304f\\u3057\\u3083\\u307f', '\\u3074\\u306e\\u304d\\u304a', '\\u30d4\\u30ce\\u30ad\\u30aa']","['Japanese', 'tortoise', 'Turtles', 'Mutant']","['Mohair', 'Pull', 'Alpaga', 'cachemire', 'cachemire', 'Alpaga']","['Shortbread', 'monster', 'HTTP', 'Biscotti', 'Dough', 'dough']","['Shield', 'parasol', 'Rihanna', 'Shade', 'sunshade', 'Rihanna']","['riding', 'Lash', 'It', 'Rod', 'Dole']","['Informatique', 'Restaurant', 'gar\\u00e7on', 'Barman', 'M\\u00e9tier', 'M\\u00e9tier']","['Lozenge', 'taste', 'Dialect', 'Tastebuds']","['Quiver', 'Projectile', 'Bow', 'Straight', 'Pointy', 'Symbol']","['beach', 'shore', 'Castle', 'tatooine', 'Dune', 'glitter']","['soup', 'swatter', 'Fishing', 'Ball', 'soaring', 'sky']","['ense', 'a-salade', 'Osier', 'Contenant']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Condiment', 'Relish', 'dijon', 'Hotdog', 'Dijon', 'Hotdog']","['Priser', 'plantation', 'pipe', 'Succ\\u00e8s', 'Chiquer', 'Chiquer']","['Starter', 'Soup', 'Dumpling', 'Sashimi', 'light', 'snack']","['Pandora', 'Wrist', 'armband', 'wristband', 'jewellery', 'Jewellery']","['photo', 'obscura', 'lens', 'Kodak', 'Kodak', 'kodak']","['Chifrudo', 'Inferno', 'Belzebu', 'Mefist\\u00f3feles', 'satan', 'evil']","['Fat', 'Tower', 'Gotham', 'navigation', 'Bacon', 'Light']","['tooth', 'doctor', 'teeth', 'teeth']","['Mother', 'Dead', 'Corpse', 'Wrapped', 'Wrapped', 'Wrapped']","['Nirvana', 'Perforation', 'mend', 'watering', 'Tee']","['Cockatiel', 'Polly', 'Repeat', 'exotic']","['Shaving', 'Gandalf', 'Goatee', 'Santa', 'Face', 'Face']","['Ivoire', 'attaque', 'bouclier', 'Grattage', 'protection', 'Protection']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Clavier', 'Nuisible', 'verte', 'chat', 'minis', 'mini']","['Australia', 'aussie', 'Grill', 'Grill']","['master', 'index', 'stock', 'Wild', 'greeting']","['Dead', 'Finale', 'the', 'Finish', 'Omega']","['chocolate', 'chip', 'snickerdoodle', 'thumbprint', 'Sugar', 'Disk']","['spike', 'Rhino', 'Amalthea', 'Pointy', 'Rainbows', 'rainbows']","['crossroad', 'Turn', 'Connection', 'connection']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['Billard', 'Pistole', 'rund', 'rund']","['shows', 'world', 'Episodic', 'Unparalleled', 'Television']","['Rapier', 'Epee', 'Sabre', 'Saber']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['Alium', 'Magrat', 'Wild', 'Breath', 'Breath']","['Scales', 'Dinglehopper', 'Ariel', 'Atlantica']","['Lumber', 'wood', 'Bunyan', 'Sharp', 'Chop', 'Chops']","['hay', 'Agriculture', 'Silo', 'Grind', 'Plowing', 'Animal']","['glass', 'Microsoft', 'shopping', 'Rear', 'X', 'curtain']","['SFR', 'Vigilance', 'couleur', 'M\\u00e9canique', 'M\\u00e9canique', 'couleur']","['Chou', 'Chocolat', 'Fermeture', 'Zip', 'Foudre', 'Orage']","['aang', 'barn', 'Viento', 'remolino']","['third', 'interval', 'Moon', 'Stop', 'dot', 'Dot']"
Mystery Word,Ski,Sprout,Astronaut,Vegetable,Suit,Billet,Orage,Vampire,Nose,Ninja,Laine,Cookie,Umbrella,Whip,Serveur,Tongue,Arrow,Sand,Fly,Panier,Poule,Mustard,Tabac,Appetizer,Bracelet,Camera,Devil,Beacon,Dentist,Mummy,Hole,Parrot,Beard,D\u00e9fense,Rum,Souris,Barbecue,Card,End,Cookie,Unicorn,Junction,Kette,Oasis,Kugel,Series,Sword,Guillotine,Garlic,Mermaid,Axe,Farm,Window,Orange,\u00c9clair,Tornado,Period
Guess,ski,seed,rocket,Vegetable,,Billet,Orage,Vampire,nose,Ninja,Laine,Cookie,Umbrella,Whip,Serveur,Tongue,Arrow,sand,,Panier,Poule,Pickle,,,jewellery,camera,Devil,Beacon,Dentist,Frankenstein,hole,Parrot,Beard,taureau,,Souris,Kangaroo,,End,Cookie,horn,Corner,Kette,,Kugel,series,Sword,,garlic,mermaid,tree,Horse,window,Orange,\u00c9clair,wind,quarter
