ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80
Table Number,438145639,438127053,437753465,437726439,437709858,437699792,437672402,437443945,437352660,437316592,437211072,437143457,437020860,436802890,436788745,436711183,436673457,436667439,436603406,436510965,436491063,436318845,436284952,436263978,436240243,436228408,436197848,435943395,435824775,435781132,435565655,435357723,435220141,435103247,434974083,434963829,434748129,434733162,434711129,434461621,434380370,434210194,434158232,434048553,433702939,433551934,433342815,432865949,432648572,432580462,432367473,431566021,431522727,431356594,430790870,430770636,430581110,430526833,429735529,429314903,429213142,428958502,427868633,426998428,425165350,422108223,422107292,422023905,421702805,421549329,411382679,381777020,359973908,357991900,353362991,341401520,337138645,322628136,321888448,318673641
Move,11,14,25,18,10,13,13,53,5,103,28,28,30,63,30,64,55,38,37,85,65,46,25,48,41,27,45,42,70,10,36,91,64,97,43,71,35,113,50,44,61,75,65,26,49,12,46,20,50,37,93,100,61,8,65,65,91,15,87,55,28,50,38,91,47,89,30,41,58,45,465,681,3290,292,1317,2050,778,3578,2454,2994
Clues,"['Cocu', 'Rhinoc\\u00e9ros', 'Auroch', 'K\\u00e9ratine']","['dog', 'follow', 'DeSantis', 'boot', 'last', 'bread']","['Nusi\\u0161luostymui', '\\u0161luostytis', 'nosiai', 'Popierin\\u0117', 'Popierin\\u0117']","['Charm', 'Cosmetic', 'Livestrong', 'Hand', 'Gold', 'Tennis']","['canned', 'Bluefin', 'fish', 'Fish']","['golf', 'Rabbit', 'Vertical', 'Tunnel', 'Black', 'Black']","['Tiffany', 'Light', 'shade', 'rub', 'Post', 'Street']","['Linsen', 'B\\u00fcgel', 'Sehhilfe', 'Monokel']","['Doogie', 'Howser', 'cardiologist', 'who']","['Silvered', 'reflection', 'makeup', 'compact']","['Tool', 'Separation', 'Scrissors', 'Sheep']","['oil', '-der', 'Sea', 'Bell']","['Britney', 'Leister', 'Sharp', 'Asparagus', 'Javelin', 'Javelin']","['Erdapfel', 'Grundmahrungsmittel', 'Puffer', 'Brei']","['shelves', 'shhhhh', 'Public', 'reference', 'Shhhh', 'shhhh']","['R\\u00e9gurgit\\u00e9', 'doux', 'Apiculteur', 'lune', 'sucre', 'Propolys']","['Ascetic', 'Ninja', 'solitaire', 'old', 'Recluse', 'Loner']","['sheep', 'sweater', 'Alpaca', 'Merino']","['Israel', 'torn', 'Alliances', 'Stars', 'fighting', 'Infantry']","['Uniforme', 'Gala', 'Complet', 'Complet']","['Teller', 'trickster', 'Psychics', 'Copperfield', 'Tricks', 'Tricks']","['estate', 'Caesars', 'Sultan', 'Palatino', 'Buckingham', 'Buckingham']","['waltz', 'disco', 'tango', 'cha-cha', 'ballet', 'ballet']","['Prison', 'Elephant', 'zoo', 'Nick', 'jail', 'Enclosure']","['meurtre', 'Champignon', 'Mortel', 'Arsenic', 'Arsenic']","['Melone', 'Finger...', 'Haare', 'Zylinder', 'Basecap', 'pizza']","['Bip', 'Debout', 'Feu', 'Alerte', 'Mercredi', 'Matin']","['Procedure', 'Desert', 'Storm', 'Colonoscopy', 'Appendectomy', 'Appendectomy']","['Lasso', 'Rope', 'Lash', 'Flog', 'Smart', 'Cool']","['Repousse', 'Nu', 'pinceau', 'Crin', 'Incarn\\u00e9', 'Incarn\\u00e9']","['box', 'link', 'diode', 'station', 'connection', 'Connection']","['Africa', 'expedition', 'Jumanji', 'photographs', 'tour', 'Tour']","['Finance', 'robbery', 'heist', 'money', 'teller', 'Teller']","['Brain', 'sportswear', 'skull', 'Director', 'board', 'leader']",[],"['Card', 'Mako', 'Scary', 'Carnivorous']","['Board', ""Ship's"", 'Constant', 'Walk']","['Coconut', 'Reader', 'frond', 'oil', 'Oil', 'Frond']","['slug', 'box', 'uppercut', 'Jab']","['Pulpeuse', 'Haleine', 'L\\u00e8vres', 'Bisous']","['Tiny', 'Shells', 'Coastal', 'dunes', 'Granules', 'Erosion']","['Clavicule', 'Femur', 'Cubitus', 'epiniere', 'calcium', 'hum\\u00e9rus']","['Dr\\u00f4le', 'noir', 'lol', 'Ironie', 'Foresti', 'Coluche']","['Princess', 'Castle', 'Home', 'Structure']","['Piccolo', 'Woodwind', 'champagne', 'toasts', 'orchestral', 'wind']","['Couleur', 'couleurs', 'Transparent', 'Lezard', 'l\\u00e9zard', 'L\\u00e9zard']","['Surf', 'splash', 'splish', 'Surfing', 'Billow', 'Billow']","['mutton', 'chops', 'animal', 'child', 'young', 'Gamey']","['Storming', 'Forecast', 'Meteorology', 'Atmosphere', 'Snow']","['Voyage', 'Multichambres', 'Dormir', 'Holydayinn']","['Compagnons', 'Hymne', 'Refrain', 'Comptine', 'ritournelle', 'ritournelle']","['Serbisch', 'Mutter...', 'Zeichen', 'Spanisch', '\\u00dcbersetzer', 'Lateinisch']","['Stradivarius', 'Classique', 'Archet', 'Musique', 'Cordes', 'Instrument']","['Chill', 'relax', 'Bloody', 'rest']","['siblings', 'identical', 'identical', 'Identical']","['Man', 'Lyrics', 'Beat', 'melody', 'sing', 'T\\u00f6ne']","['Egret', 'Humming', 'crow', 'magpie', 'Parakeet', 'beaked']","['0', 'X', 'browser', 'Browser']","['Snooker', 'Swimming', 'swim', 'Billards']","['fiorentina', 'mannaia', 'venditore', 'carne']","['Igneous', 'Dwayne', 'Stone', 'pebble', 'classic', 'Roll']","['Picasso', 'Blue', 'Full', 'Stop', 'tampons', 'blood']","['Paard', 'Zwaard', 'Middeleeuwen', 'Vechten']","['Boule', 'Cochonnet', 'cochonnet']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['Solstice', 'season', 'Break', 'Sweltering', 'beach', 'olaf']","['Yellow', 'Tall', 'solar', 'seeds']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Railroad', 'rail', 'Subway', 'Transportation', 'transit', 'Transport']","['Smirnoff', 'Disinfectant', 'Patron', 'whiskey', 'ethanol']","['Johnny', 'Nic', 'Nicolas', 'Nicolas']","['Gnomes', 'Episode', 'wine', 'Nalgene', 'Baby', 'Tube']","['Dinner', 'Breakfast', 'Happy', ""Kid's"", 'Brunch', 'Supper']","['sherry', 'wine', 'shipyard', 'storm']","['Turn', 'Bang', 'You', 'Cabinet', 'Up', 'Driver']","['Wie\\u017ce', 'Budynek', 'W', 'Zdunowie', 'Kultury', 'Nauki']","['worm', 'Shell', 'wrapped', 'chrysalis', 'Chrysalis']","['Heir', 'Royal', 'Queen\\u2019s', 'Daughter', 'Queen', 'Daughter']","['supernova', 'Chandon', 'Flute', 'Region', 'Region']"
Mystery Word,Corne,Heel,Napkin,Bracelet,Tuna,Hole,Lamp,Brille,Doctor,Mirror,Shears,Shell,Spear,Kartoffel,Library,Miel,Hermit,Wool,War,Costume,Magician,Palace,Dance,Cage,Poison,Hut,Alarme,Operation,Whip,Poil,Junction,Safari,Bank,Head,Professor,Shark,Plank,Palm,Punch,Bouche,Sand,Os,Humour,Palace,Flute,Cam\u00e9l\u00e9on,Wave,Lamb,Weather,H\u00f4tel,Chanson,Sprache,Violon,Sunday,Twins,Music,Bird,Safari,Pool,Butcher,Rock,Period,Knight,P\u00e9tanque,Nombril,Summer,Sunflower,Ski,Dinosaur,Metro,Alcohol,Cage,Bottle,Meal,Port,Screw,Palace,Cocoon,Princess,Champagne
Guess,Corne,Heel,handkerchief,Bracelet,Tuna,,Diamond,Brille,Doctor,mirror,Shear,Shell,spear,Apfel,,Miel,Monk,wool,War,Costume,Magician,Font,dance,Cage,Poison,Hut,r\u00e9veil,Reflection,Whip,Poil,Railway,safari,Bank,Head,,shark,Bridge,,punch,Bouche,Sand,os,Humour,Moat,Flute,Blanc,Wave,,Weather,Hotel,Chanson,Sprache,violon,igiveup,Brother,Song,Bird,moonballer,Pool,mannaiaLa,Rock,woman,Knight,,Nombril,Summer,Sunflower,skate,Dinosaur,train,Alcohol,Cash,Bottle,Meal,barrel,Screw,pa\u0142ac,Tape,prince,Champagne
