ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73
Table Number,439491304,439489789,439393461,439363980,439344852,439186689,438687468,438675866,438672980,438439113,438331449,437987573,437940706,437745577,437699323,437672402,437408730,437329187,437310566,437316156,437272404,437269965,437082915,436881826,436816613,436788745,436761122,436697736,436522657,436197848,436158742,436046659,436036993,435897957,435870174,435781132,435579708,435565655,435497737,435409048,435313280,434974083,434907564,434748129,434570336,434312129,433614896,433551934,433475291,432865949,432727733,431356594,431158106,430770636,430526833,429716161,429336057,429314903,429213142,425815125,425165350,422023905,421549329,420552674,393621459,382303145,374138794,366888891,356959263,336562502,320452280,314360735,312552889
Move,5,9,6,15,9,9,16,15,36,74,5,18,15,33,23,38,83,54,75,49,46,45,73,54,39,43,91,73,83,91,73,75,45,66,66,10,19,55,50,124,74,43,118,51,83,42,107,12,64,20,102,8,127,75,15,91,85,55,28,37,47,41,45,168,647,296,970,1004,1008,1259,2096,2457,1888
Clues,"['standup', 'Show', 'laugh', 'Laugh']","['transistor', 'Intersection', 'Highways', 'Train', 'crossing', 'crossing']","['Final', 'point', 'Terminate', 'Finish', 'Roll', 'Credits']","['Gun', 'barrier', 'Amtrak', 'infrastructure']","['Mari\\u00e9', 'Masque', 'Cravate', 'Costard', 'D\\u00e9guisement', 'carnaval']","['Batterie', 'aaa', 'Pi\\u00e8ce', 'face', 'face', 'Face']","['Api', 'Reinette', 'Cidre', 'Blanche-Neige']","['Neil', 'Armstrong', 'Space', 'Human']","['roquefort', 'machaon', 'M\\u00e9tamorphose', 'Film', 'transformation', 'l\\u00e9pitopt\\u00e8re']","['Slow', 'mail', 'escargot', 'shelled', 'lugubrious', 'slimy']","['prescription', 'drugstore', 'Pharmaceutically', 'Prescribed']","['Rio', 'Fasching', 'Helau', 'Rosenmontag', 'K\\u00f6lle', 'K\\u00f6lle']","['Tsunami', 'Surfing', 'sound', 'light']","['fluffy', 'ice', 'Blizzard', 'Flake', 'Ball', 'Man']","['Afteuse', 'Temp\\u00e9rature', 't\\u00eate', 'chaleur']","['parking', 'speeding', 'Boleto', 'Access', 'To', 'Ride']","['Heat', 'pressure', 'air', 'bike', 'Compressor', 'Compressor']","['Slam', 'Key', 'combination', 'Combination', 'Security', 'security']","['Ticket', 'Prep', 'Worms', 'Supper', 'Prefixe', 'Entree']","['Camper', 'Sea', 'Turtle\\u2019s', 'Turtle']","['CIA', 'undercover', 'Bond', 'Hale', '007', '007']","['Evil', 'underground', 'Vegetable', 'Bridge', 'programming', 'Ginger']","['Bath', 'blow', 'Pop', 'Enclosed']","['covering', 'Flip', 'cover', 'Cap', 'Cap', 'Cap']","['Leistungssteigernd', 'Leistungssteigerung', 'Sport', 'Sport']","['Peak', 'Kilimanjaro', 'Doom', 'Toberone', 'climbing', 'landform']","['Canope', 'Ming', 'Cruche', 'Bouillasse', 'Porcelaine', 'soliflore']","['Shuffle', 'Foraged', 'Booja', 'Ganache', 'Pig', 'Fungi']","['Novocaine', 'Oral', 'crown', 'career', 'hygiene', 'Drill']","['Rheoboham', 'plastique', 'Flasque', 'Flacon', 'Vin', 'Champagne']","['Ordonnance', 'sanofi', 'Tylenol', 'traitement', 'Prescription', 'Prescription']","['Camping', 'Vierges', 'Vanessa', 'ange', 'ciel', 'Ciel']","['allergy', 'Reese', 'Almond', 'crunchy', 'Snoopy', 'Snoopy']","['Clam', 'jam', 'opalescent', 'ham', 'Necklace', 'necklace']","['scell\\u00e9s', 'Casier', 'Antivol', 'coffre', 'coffre', 'coffre']","['Repousse', 'Nu', 'pinceau', 'Crin', 'Incarn\\u00e9', 'Incarn\\u00e9']","['NDW', 'Susanne', 'Kerner', 'Schwurblerin', 'Luftballons', 'Luftballons']","['hamburger', 'Side', 'Chips', 'burns', ""McDonald's"", 'McDonald\\u2019s']","['Ciara', 'Spritz', 'Spray', 'fragrance']","['plantation', 'Road', 'Kodiak', 'Chewing', 'Pipe', 'Pipe']","['Bee', 'Viscous', 'colony', 'Moon', 'milk', 'Comb']",[],"['Sicilian', 'Don', 'Gang', 'Italian', 'italian', 'gang']","['Veal', 'Pork', 'Jerky', 'burger']","['Finish', 'dead', 'Start', 'Bottom', 'Conclusion', 'Conclusion']","['Baarmoederslijmvlies', 'Klaar', 'Maandelijks', 'Termijn', 'Tijd', 'Tijd']","['Hals', 'Semmel', 'Kn\\u00f6del', 'Fleisch']","['Couleur', 'couleurs', 'Transparent', 'Lezard', 'l\\u00e9zard', 'L\\u00e9zard']","['Skulpturenfestival', 'Baumaterial', 'dornbonbon', 'uhr', 'Bodenart', 'K\\u00fcste']","['mutton', 'chops', 'animal', 'child', 'young', 'Gamey']","['twig', 'Egg', 'Birds', 'sniper', 'Quick', 'Birb']","['Chill', 'relax', 'Bloody', 'rest']","['airport', 'Airbus', 'Cessna', 'two-dimensional', 'Level', 'Propeller']","['cutter', 'Cardboard', 'Toy', '\\u00fcberraschungs', 'packaging', 'Carton']","['0', 'X', 'browser', 'Browser']","['Shallot', ""Shrek's"", 'rings', 'Vidalia', 'Vidalia']","['Settings', 'Mains', 'Tasting', 'restaurant', 'restaurant']","['fiorentina', 'mannaia', 'venditore', 'carne']","['Igneous', 'Dwayne', 'Stone', 'pebble', 'classic', 'Roll']","['Disaster', 'Spin', 'shelter', 'alley']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['Railroad', 'rail', 'Subway', 'Transportation', 'transit', 'Transport']","['Blackpink', 'Tour', 'singer', 'audience', 'Live', 'Music']","['Airwolf', 'Voler', 'rotor', 'apache', 'bite']","['lwiatka', 'Czlekoksztaltne', 'Abu', 'Banan']","['black', 'cab', 'yellow', 'yellow']","['conductor', 'Encore', 'performance', 'music', 'Music', 'Music']","['sandhill', 'origami', 'Marion', 'Egret', 'Neck', 'stretch']","['D\\u00f4me', 'Rungis', 'Gastronomique', 'Repas', 'Bistrot', 'Manger']","['Collection', 'Napa', 'casse-tete', 'Th\\u00e9\\u00e2tre', 'theatre']","['eat', 'Oesophagus', 'Asophagus', 'neck', 'Neck', 'Neck']","['Odds', 'parlay', 'Midler', 'Stake', 'Horse']"
Mystery Word,Comedy,Junction,End,Rail,Costume,Pile,Pomme,Astronaut,Papillon,Snail,Medicine,Karneval,Wave,Snow,Fi\u00e8vre,Ticket,Pump,Lock,Meal,Shell,Spy,Root,Bubble,Lid,Doping,Mountain,Vase,Truffle,Dentist,Bouteille,M\u00e9dicament,Paradis,Peanut,Pearl,Cadenas,Poil,Nena,Fries,Perfume,Tobacco,Honey,Professor,Mafia,Beef,End,Period,Klo\u00df,Cam\u00e9l\u00e9on,Sand,Lamb,Nest,Sunday,Plane,Box,Safari,Onion,Menu,Butcher,Rock,Tornado,Nombril,Ski,Metro,Concert,H\u00e9licopt\u00e8re,Monkey,Taxi,Concert,Crane,Restaurant,Pi\u00e8ce,Throat,Bet
Guess,Comedy,Traffic,end,Railroad,costume,Pile,Pomme,astronaut,papillon,Snail,medicine,karneval,Wave,Snow,Soleil,Ticket,Steam,Door,Meal,Shell,agent,Root,Bubble,Switch,Sport,mountain,vase,truffles,dentist,Bouteille,m\u00e9dicament,Paradis,Nut,,Judiciaire,Poil,Nena,fries,Perfume,,honey,,mafia,Meat,Line,Menstruation,,Blanc,sand,,Nest,igiveup,Plane,box,moonballer,Onion,Plate,mannaiaLa,Rock,tornado,Nombril,skate,train,Concert,H\u00e9licopt\u00e8re,Monkey,taxi,Concert,crane,Restaurant,Pi\u00e8ce,Swallow,Bet
