ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56
Table Number,423484444,423228212,423184289,423074764,422862626,422758859,422750359,422700764,422651040,422619886,422601044,422399318,422352998,422170940,422167135,422121672,422080187,421943208,421810395,421675106,421607157,421549389,421472241,421448482,421204617,420992843,420914272,420541848,420364715,420084366,419913052,418688067,418333139,418252645,417994070,417954925,417945159,417918992,417601972,416734430,416707418,416472947,416452676,416390940,415744082,415379476,415298813,414888555,414619799,412907496,412823159,402108912,382303145,348838927,348302073,324381970
Move,86,7,9,11,18,19,18,31,27,31,5,64,10,36,59,7,18,30,10,57,86,33,30,54,36,20,10,78,46,74,98,8,97,7,82,50,56,24,83,60,57,15,48,49,37,19,52,87,12,11,89,357,256,1185,1731,1329
Clues,"['megamind', 'Station', '-politan', 'city', 'PCS', 'Polis']","['pollution', 'Pvc', 'Mati\\u00e8re', 'Polypropyl\\u00e8ne']","['t\\u00e9nu', 'D\\u00e9nouement', 'Mince', 'aboutissement', 'terminus', 'G\\u00e9n\\u00e9rique']","['Goldsucher', 'Sieben', 'Halbling', 'Dwalin', 'Schneewittchen', 'Schneewittchen']","['worm', 'Braeburn', 'Juice', 'fruit', 'macintosh', 'McIntosh']","['bat', 'natural', 'Spelunking', 'Cavern', 'Stalactite', 'Dank']","['arm', 'crevice', 'Shaft', 'Bottomless', 'Hole', 'Peach']","['grinder', 'Salt', 'Sgt.', 'Mint', 'vegetable', 'shishito']","['Superpos\\u00e9s', 'baldaquin', 'Chambre', 'Sommeil', 'Matelas', 'Matelas']","['mom', 'Smell', 'Headache', 'Headache']","['Pieds', 'Tissu', 'protection', 'panard']","['avocado', 'wartime', ""George's"", 'Pin', 'thrown', 'thrown']","['Nero', 'Ceasar', 'King', 'Newcloses']","['Flowers', 'display', 'Ming', 'Ming']","['Marzipan', 'Klassik', 'Zauberfl\\u00f6te', 'Zauberfl\\u00f6te', 'Kugel', 'Kugeln']","['written', '1944', 'Past', 'Past']","['Kid', 'Judo', 'Chop', 'aftershave', 'Belt', 'Belt']","['forest', 'precipitation', 'Umbrella', 'Wet', 'Drizzle', 'Weather']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Zapata', 'brim', 'mariachi', 'oversized', 'Mexico', 'Mexican']","['Sauce', 'Gala', 'Adam', 'Macintosh', 'Macintosh', 'Macintosh']","['Squelette', 'Tete', 'D\\u2019oeuf', 'Bo\\u00eete']","['Pandora', 'Wrist', 'armband', 'wristband', 'jewellery', 'Jewellery']","['unterirdisch', 'Gew\\u00f6lbe', 'Untergeschoss', 'Helen', 'Wein', 'Wein']","['cumin', 'curry', 'Sporty', 'Posh', 'herb', 'pumpkin']","['course', 'mini', 'putt', 'Putt-putt']","['tooth', 'doctor', 'teeth', 'teeth']","['gold', 'jewellery', 'diamond', 'Locket', 'pendant', 'accessory']","['Stop', 'Post', 'Train', 'Depot', 'Police', 'police']","['Di', 'Disney', 'Queen', 'Tiara', 'Diana', 'Diana']","['Halloween', 'Ruse', 'prank', 'Magician', 'Joke', 'Ortreat']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Transport', 'pennyfarthing', 'Bmx', 'race', 'Race']","['Australia', 'aussie', 'Grill', 'Grill']","['boa', 'weight', 'Duster', 'Wing', 'bird', 'man']","['allotment', 'verdant', 'Flower', 'Hoe', 'Eden', 'Vegetable']","['Tub', 'Room', 'Clean', 'Lather', 'soap', 'water']","['Crime', 'Investigation', 'Movie', 'Clips', 'Play', 'Musical']","['Gallertmasse', 'K\\u00f6rperfl\\u00fcssigkeit', 'Kochwurst', 'Blunze']","['crossroad', 'Turn', 'Connection', 'connection']","['Rumpelstilzchen', 'Spinnen', 'Stall', 'Sterne']",[],"['Sprache', 'Musik', 'Noten', 'Fanfare', 'Sangesweise', 'liedaufbau']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['Sticky', 'Goop', 'Hair', 'Hair']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['meeting', 'Two', 'bondi', 'Bondi']","['Liberty', 'Sculpture', 'Sculpture', 'Liberty']","['see-through', 'spectacles', 'Window', 'Transparent', 'looking', 'menagerie']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['Guitare', 'Escalade', 'Pendu', 'Pendu', 'Pendu']","['Indian', 'motion', 'sea', 'Bonnie', 'atlantic', 'Atlantic']","['Naruto', 'tagiatelle', 'Kluchy', 'Zupka']","['SFR', 'Vigilance', 'couleur', 'M\\u00e9canique', 'M\\u00e9canique', 'couleur']","['Masse', 'Bricolage', 'Outil', 'Taper', 'Taper', 'Outil']","['Homme', 'Carnavalet', 'exposition', 'histoire', 'liere', 'orsay']"
Mystery Word,Metro,Plastique,Fin,Zwerg,Apple,Cave,Pit,Pepper,Lit,Perfume,Chaussette,Grenade,Emperor,Vase,Mozart,History,Karate,Rain,Poule,Sombrero,Apple,Cr\u00e2ne,Bracelet,Keller,Spice,Golf,Dentist,Necklace,Station,Princess,Trick,Rum,Bicycle,Barbecue,Feather,Garden,Bath,Scene,Blutwurst,Junction,Stroh,Trailer,Melodie,Kette,Gel,Oasis,Junction,Statue,Glass,Guillotine,Corde,Ocean,Noodle,Orange,Marteau,Mus\u00e9e
Guess,metro,Plastique,Fin,Zwerge,Apple,cave,pit,Pepper,Lit,Henna,Chaussette,Grenade,Ruler,collection,Mozart,,Karate,Rain,Poule,Sombrero,Apple,Cr\u00e2ne,jewellery,Keller,Spice,Golf,Dentist,necklace,station,Princess,Trick,,Bicycle,Kangaroo,Feather,garden,Bath,,Blut,Corner,Sroh,,klang,Kette,Jelly,,Date,Supercalifragilisticexpialidocious,Glass,,Corde,,Ramen,Orange,marteau,Mus\u00e9e
