ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70
Table Number,439291378,439186689,438915814,438839712,438675866,438614963,438502160,438407321,438312191,438066759,437944176,437940706,437819283,437756484,437748209,437745577,437699792,437672402,437316156,437269965,437232307,437161194,437051974,436915384,436667439,436522657,436459905,436046659,435897957,435803130,435781132,435579708,435565655,435500926,435313280,435063066,434974083,434570336,434312129,434293945,433818178,433551934,432865949,432727733,431632592,431356594,430770636,430526833,429336057,429314903,429213142,425815125,425165350,422023905,421549329,420552674,417255169,405054016,393621459,387173467,374138794,366888891,356959263,350584338,349338828,348302073,337138645,336562502,313533300,312175859
Move,18,9,25,48,15,28,84,18,9,94,45,15,73,64,36,33,38,38,43,45,72,59,58,57,53,83,50,75,66,35,10,19,55,95,74,83,43,83,42,72,100,12,20,102,49,8,75,15,85,55,28,37,47,41,45,168,491,762,647,900,970,1004,1008,2521,3527,1944,778,1259,2823,1643
Clues,"['Tribal', 'Tin-tin', 'encre', 'piercing', 'peau', 'Peau']","['Batterie', 'aaa', 'Pi\\u00e8ce', 'face', 'face', 'Face']","['Warlock', 'Stick', 'Wizard', 'Instrument']","['my', 'keg', 'Little', 'Shetland', 'Shetland', 'Little']","['Neil', 'Armstrong', 'Space', 'Human']","['foyer', 'Enclosure', 'Place', 'Space', 'walls', 'hotel']","['Quickstep', 'Blitz', 'Glitterjurk', 'tango', 'Foxtrot', 'stijldans']","['Tourelle', 'Naheulbeuk', 'm\\u00e9di\\u00e9val', 'Dragon', 'dragon', 'dragon']","['Heist', 'Teller', 'establishment', 'piggy', 'snow', 'river']","['Scampi', 'prawns', 'Pleopods', 'pink', 'Crustacean']","['\\u00e9lectronique', 'insecte', 'saute', 'Metro', 'talitre', 'Sauteuse']","['Tsunami', 'Surfing', 'sound', 'light']","['raconter', 'Prof', 'Antiquit\\u00e9', 'G\\u00e9o', 'Conte', 'Soir']","['Hem', 'Clothing', 'Joint', 'thread', 'Sow']","['Headgear', 'Top', 'Sombrero', 'Sombrero', 'Fedora', 'fedora']","['fluffy', 'ice', 'Blizzard', 'Flake', 'Ball', 'Man']","['leaf', 'Green', 'Fortune', 'trefoil', 'lucky', 'luck']","['parking', 'speeding', 'Boleto', 'Access', 'To', 'Ride']","['Canteen', 'Water', 'Whiskey', 'Whiskey']","['Evil', 'underground', 'Vegetable', 'Bridge', 'programming', 'Ginger']","['Augenleiden', 'Sehbeeintr\\u00e4chtigung', 'Albino', 'Schwarzbraun', 'Sonnenbrille', 'Sonnenbrille']","['\\u306b\\u307b\\u3093', '\\u30d5\\u30a1\\u30a4\\u30ca\\u30eb\\u30d5\\u30a1\\u30f3\\u30bf\\u30b8\\u30fc', '\\u30cf\\u30ea\\u30fc\\u30dd\\u30c3\\u30bf\\u30fc', 'SMBC']","['Love', 'life', 'canoe', 'kayak', 'rubber', 'sailing']","['Grumpy', 'Symbol', 'x', 'Jesus', 'plus']","['Gallery', 'sandwich', 'Planter\\u2019s', ""Planter's""]","['Novocaine', 'Oral', 'crown', 'career', 'hygiene', 'Drill']","['Sense', 'taste', 'Twisters', 'tastebuds', 'Mother', 'Red']","['Camping', 'Vierges', 'Vanessa', 'ange', 'ciel', 'Ciel']","['Clam', 'jam', 'opalescent', 'ham', 'Necklace', 'necklace']","['Poisonous', 'stinger', 'Stinger', 'stinger']","['Repousse', 'Nu', 'pinceau', 'Crin', 'Incarn\\u00e9', 'Incarn\\u00e9']","['NDW', 'Susanne', 'Kerner', 'Schwurblerin', 'Luftballons', 'Luftballons']","['hamburger', 'Side', 'Chips', 'burns', ""McDonald's"", 'McDonald\\u2019s']","['tare', 'Measure', 'chromatic', 'Measurement', 'fish', 'Fish']","['Bee', 'Viscous', 'colony', 'Moon', 'milk', 'Comb']","['Cluck', 'barbie', 'Baby', 'Egg', 'female', 'Immature']",[],"['Finish', 'dead', 'Start', 'Bottom', 'Conclusion', 'Conclusion']","['Baarmoederslijmvlies', 'Klaar', 'Maandelijks', 'Termijn', 'Tijd', 'Tijd']","['Gelb', 'Krummfrucht', 'Minions', 'Kaliumbombe', 'Chiquita', 'Affenfutter']","['Recyclable', 'Milk', 'Juice', 'container', 'Container', 'container']","['Couleur', 'couleurs', 'Transparent', 'Lezard', 'l\\u00e9zard', 'L\\u00e9zard']","['mutton', 'chops', 'animal', 'child', 'young', 'Gamey']","['twig', 'Egg', 'Birds', 'sniper', 'Quick', 'Birb']","['Money', 'Country', 'Exchange', 'Dollars']","['Chill', 'relax', 'Bloody', 'rest']","['cutter', 'Cardboard', 'Toy', '\\u00fcberraschungs', 'packaging', 'Carton']","['0', 'X', 'browser', 'Browser']","['Settings', 'Mains', 'Tasting', 'restaurant', 'restaurant']","['fiorentina', 'mannaia', 'venditore', 'carne']","['Igneous', 'Dwayne', 'Stone', 'pebble', 'classic', 'Roll']","['Disaster', 'Spin', 'shelter', 'alley']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['Railroad', 'rail', 'Subway', 'Transportation', 'transit', 'Transport']","['Blackpink', 'Tour', 'singer', 'audience', 'Live', 'Music']","['pecs', 'Parton', 'Mimic', 'Mimic', 'Pectorals', 'Pectoral']","['Pitchfork', 'Hades', 'Satan', 'Evil']","['Airwolf', 'Voler', 'rotor', 'apache', 'bite']","['Thread', 'Cleopatras', 'Blood', 'Nurse', 'Beedrill', 'Haystack']","['black', 'cab', 'yellow', 'yellow']","['conductor', 'Encore', 'performance', 'music', 'Music', 'Music']","['sandhill', 'origami', 'Marion', 'Egret', 'Neck', 'stretch']","['Saison', 'Soleil', 'Piscine', 'Periode']","['Vault', 'NatWest', 'Gringotts', 'Barclays', 'Money']","['monument', 'valley', 'Indien', 'Spaghetti', 'Film', 'Film']","['Wie\\u017ce', 'Budynek', 'W', 'Zdunowie', 'Kultury', 'Nauki']","['D\\u00f4me', 'Rungis', 'Gastronomique', 'Repas', 'Bistrot', 'Manger']","['Profession', 'spaceman', 'moonwalker', 'Borman', 'Aldrin', 'Aldrin']","['Pustynny', 'Krab', 'Tw\\u00f3j', 'Zodiak']"
Mystery Word,Tatouage,Pile,Wand,Pony,Astronaut,Room,Ballroom,Donjon,Bank,Shrimp,Puce,Wave,Histoire,Seam,Hat,Snow,Clover,Ticket,Flask,Root,Heino,Series,Boat,Cross,Peanut,Dentist,Tongue,Paradis,Pearl,Scorpion,Poil,Nena,Fries,Scale,Honey,Chick,Professor,End,Period,Banane,Carton,Cam\u00e9l\u00e9on,Lamb,Nest,Currency,Sunday,Box,Safari,Menu,Butcher,Rock,Tornado,Nombril,Ski,Metro,Concert,Chest,Devil,H\u00e9licopt\u00e8re,Needle,Taxi,Concert,Crane,\u00c9t\u00e9,Bank,Western,Palace,Restaurant,Astronaut,Scorpion
Guess,tatouage,Pile,Wand,,astronaut,Lobby,lynlyhop,Chateau,bank,,Puce,Wave,Histoire,Needle,,Snow,Clover,Ticket,Bottle,Root,Farbenblindheit,otter,Boat,sign,,dentist,tongue,Paradis,,Snake,Poil,Nena,fries,weight,honey,Chick,,Line,Menstruation,Banane,Carton,Blanc,,Nest,Currency,igiveup,box,moonballer,Plate,mannaiaLa,Rock,tornado,Nombril,skate,train,Concert,Breast,Devil,H\u00e9licopt\u00e8re,Needle,taxi,Concert,crane,\u00c9t\u00e9,Bank,Western,pa\u0142ac,Restaurant,astronaut,Scorpio
