ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70
Table Number,425814687,425549872,425443067,425434958,425391522,425251048,425188869,425126523,425051680,424964507,424938682,424911585,424829121,424693991,424669522,424488106,424318998,424078780,424032492,423976877,423677151,423672931,423532573,423443281,423228212,423156122,423113974,422914441,422908962,422866724,422785803,422754186,422711163,422372568,422118445,422029809,422019795,421810395,421702805,421540742,421448482,421090546,421034051,420914272,420699835,420552674,420364715,420079171,420044704,420032970,419089288,418688067,418633062,418252645,417918992,417255169,416390940,415379476,414619799,414421224,412907496,389157129,359973908,358827793,357991900,357001162,350481361,348302073,319065151,314877288
Move,55,26,9,9,30,6,8,6,27,25,35,7,27,66,20,25,86,37,26,45,30,31,24,38,78,47,64,62,40,32,73,66,54,75,49,56,64,10,58,84,81,92,101,10,74,37,110,100,103,51,120,8,36,7,36,123,49,19,18,79,11,922,3073,1197,274,1461,3347,1770,215,3246
Clues,"['dirt', 'soup', 'Cat', 'Tongue', 'reclining', 'ablution']","['Power', 'Engine', 'Wind', 'Wind']","['Stinkt', 'Presse', 'Vampirvertreiber', 'Garlic', 'Zwiebelgew\\u00e4chs', 'Zwiebelgew\\u00e4chs']","['Artemis', 'apollo', 'Sun', 'Harvest', 'Ganymede', 'space']","['Hole', 'Club', 'Nineteen', 'Putter', 'birdy', 'par']","['Sliced', 'Toast', 'bake', 'wheat', 'Money', 'Crust']","['oyster', 'round', 'necklace', 'shell', 'Harbour']","['shelter', 'patio', 'wetness', 'shield', 'Accessory', 'Protect']","['Weiche', 'Spurweite', 'Gleis', 'Antiknirsch', 'Z\\u00e4hneknirschen', 'eisenbahnstrang']","['water', 'groeien', 'Begin', 'Man', 'Plant', 'Plant']","['John', 'Deere', 'Farm', 'Vehicle']","['Schutzgeld', 'Pate', 'Sizilien', 'Ndrangheta']","['Crawler', 'keeper', 'master', 'Cellar', 'Dragons', 'dragons']","['Apolo', 'Menguante', 'Sailor', '.']","['Klempner', 'toad', 'Adorf', 'Digital', 'playstation', 'Luigi']","['beach', 'lifeguard', 'speedo', 'Monokini']","['Color', 'camouflage', 'Camo', 'Colourful', 'Lizard', 'Iguana']","['Squeezed', 'Drink', 'Steroids', 'Orange', 'Tropical', 'carrot']","['Insegna', 'Superiori', 'Scuola', 'Maestro']","['Small', 'Fish', 'Can', 'Tinned', 'canned', 'Topping']","['Egyptian', 'Akhenaten', 'Khufu', 'Egypt', 'king', 'King']","['Play', 'Football', 'Catan', 'Hanabi', 'Board', 'Board']","['Jason', 'Myth', 'Snakes', 'Hair', 'Hard']","['wood', 'chop', 'lumberjack', 'executioner']","['Spectacle', 'sc\\u00e8ne', 'Philarmonique', 'acoustique']","['draw', 'Henna', 'sleeve', 'skin', 'Ink', 'Inked']","['\\u30c9\\u30eb', '\\u30ea\\u30e9', '\\u30a6\\u30a9\\u30f3', '\\u30bb\\u30f3\\u30c8']","['Th\\u00e9\\u00e2tre', 'esp\\u00e8ces', 'Unit\\u00e9', 'Ecu', 'monnaie', 'Monnaie']","[""Tim'Cook"", 'pie', 'Newton', 'an', 'Red']","['Held', 'forearm', 'Armor', 'Armor']","['hand', 'Apple', 'American', 'circle', 'crust', 'Cobbler']","['Charcoal', 'Brisket', 'Ribs', 'cookout', 'cookout']","['salut', 'Brel', 'Amsterdam', 'Amsterdam']","['Bleat', 'Gamey', 'Spring', 'baby', 'baaa', 'Young']","['Largest', 'Water', 'Artic', 'Indian', 'Saltwater', 'Immense']","['Faux', 'Animal', 'murder', 'peta', 'hairy', 'coat']","['Bed', 'Empty', 'Wooden', 'Avian', 'Eggs', 'Twigs']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Killer', 'schwarz', 'kampfer', 'Dudikoff', 'Turtles', 'Turtles']","['\\u00c4hre', '450', 'Gluten', 'Wei\\u00dfbier', 'Bier', 'Bier']","['Backdraft', 'policeman', 'Ladder', 'rescuer', 'Water', '911']","['Cardgame', 'Sound', 'Loud', 'hair', 'Noise', 'Noise']","['tooth', 'doctor', 'teeth', 'teeth']","['Pooh', 'well', 'Monster', 'Bees']","['light', 'house', 'Brazier', 'guide', 'Lighthouse', 'lighthouse']","['wash', 'bathing', 'Porous', 'absorbent', 'Absorbent', 'Absorbent']","['pluvieux', 'montgolfi\\u00e8re', 'Septi\\u00e8me', 'Firmament', 'Haut', 'Mardi']","['Beach', 'Paper', 'glass', 'Grains', 'grain']","['Venasaur', 'Ivysaur', 'idea', 'wattage', 'Onion', 'Tulip']","['kodak', 'Aperture', 'obscura', 'snap', '35mm', 'Lens']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Travelling', 'Time', 'summer', 'holiday', 'Getaway', 'Fiji']","['Australia', 'aussie', 'Grill', 'Grill']","['Lion', 'Badge', 'Honor', 'Silver', 'Trophy', 'Prize']","['Trail', 'road', 'Guide', 'Bannister', 'Gun', 'Train']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['Slip', 'And', 'Diagonal', 'Transportation', 'PowerPoint', 'Tube']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['wrench', 'Ape', 'Powerlines', 'Luffy', 'Kong']","['Broadway', 'Orpheum', 'Place', 'Guthrie', 'Guthrie', 'Guthrie']","['roche', 'liquide', 'Volcan', 'Crache']","['Mines', 'Gimli', 'Dopey', 'Tyrion', 'Short', 'Beards']","['Text', 'Thick', 'Paperback', 'Fiction', 'Log', 'Face']","['Azkaban', 'Folsom', 'Jail', 'Jail']","['Piece', 'lithium', 'Varta', 'Duracell', 'Face', 'face']","['aang', 'barn', 'Viento', 'remolino']","['\\u306a\\u3064\\u3081\\u305d\\u3046\\u305b\\u304d', 'beat', '\\u30b7\\u30e5\\u30fc\\u30c8\\u30b6\\u30e0\\u30fc\\u30f3', '\\u307f\\u304c\\u304f\\u3063\\u304d\\u3083\\u306a\\u3044', '\\u3075\\u308b\\u3048\\u308b\\u305e']"
Mystery Word,Bath,Turbine,Knoblauch,Moon,Golf,Bread,Pearl,Umbrella,Schiene,Seed,Tractor,Mafia,Dungeon,Moon,Mario,Swimsuit,Chameleon,Juice,Professor,Sardine,Pharaoh,Game,Medusa,Axe,Concert,Tattoo,Currency,Pi\u00e8ce,Apple,Shield,Pie,Barbecue,Port,Lamb,Ocean,Fur,Nest,Poule,Dinosaur,Ninja,Weizen,Firefighter,Bang,Dentist,Honey,Beacon,Sponge,Ciel,Sand,Bulb,Camera,Rum,Vacation,Barbecue,Medal,Rail,Kette,Oasis,Arrow,Slide,Guillotine,Monkey,Theater,Lave,Dwarf,Book,Prison,Pile,Tornado,Heart
Guess,rough,Diesel,Knoblauch,Moon,Golf,Bread,Pearl,rain,Schiene,Zaad,Tractor,Mafia,dungeon,moon,Mario,swim,chameleon,Juice,Professor,Anchovies,Pharoah,games,Medusa,Axe,Orchestre,tattoo,currency,pi\u00e8ce,apple,,pie,barbaque,artiste,Lamb,Ocean,fur,Nest,Poule,Dinosaur,Ninja,Mehl,,Snap,Dentist,Honey,beacon,sponge,Ciel,Sand,Sunlight,camera,,Vacation,Kangaroo,Medal,Rail,Kette,,compass,Slide,,Monkey,Theater,Lave,DWARF,Book,Prison,Batterie,wind,cat
