ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63
Table Number,430315906,430056297,429848375,429770810,429608815,429512419,429452838,429397094,429314903,429208776,429141490,429062817,428864838,428772845,428773382,428642471,428349091,428270891,428266021,428120636,427975626,427907384,427724491,427550737,427555732,427330601,427307931,427186060,427169076,427118168,426601823,426465302,426381752,426305632,426117805,425756598,425739621,425165350,424858347,424740220,424325839,424151707,423803653,422619886,422023905,421810395,421702805,421348499,420914272,420552674,418688067,418252645,416390940,415379476,414619799,412907496,381777020,359973908,346689693,336562502,328236739,324381970,322628136
Move,13,9,21,18,37,14,61,10,55,64,67,63,29,48,46,87,37,31,25,66,30,78,27,31,25,47,47,12,30,25,75,64,65,65,63,49,64,47,49,51,65,83,69,152,41,10,58,57,10,94,8,7,49,19,18,11,536,3145,1381,1166,2508,1385,3449
Clues,"['Balls', 'Fire', 'Pluie', 'Orage', 'bulletin', 'temps']","['Loud', 'Orchestra', 'encore', 'Band', 'Gig', 'Symphony']","['Zeal', 'Oberammergau', 'Fruit', 'fruit']","['light', 'watts', 'Tesla', 'static', 'Tesla', 'Static']","['H\\u00e4morrhoiden', 'gef\\u00fcllt', 'Bezug', 'Kopf', 'Stecknadelaufbewahrung', 'Sitz']","['bones', 'Bacardi', 'barrel', 'Spiced']","['Florian', 'Rot', 'Brandrettung', 'freiwillige', 'Schlauch', 'Schlauch']","['Normande', 'Ferme', 'B\\u0153uf', 'Pr\\u00e9s']","['fiorentina', 'mannaia', 'venditore', 'carne']","['gambling', 'blackjack', 'Bellagio', 'gamble', 'poker', 'Royale']","['\\u043a\\u0430\\u043f\\u0443\\u0441\\u0442\\u0430', '\\u043d\\u0435\\u0411\\u0430\\u0440\\u0430\\u043d', '\\u0418\\u0434\\u0435\\u0442', '\\u0414\\u0435\\u0440\\u0435\\u0437\\u0430', '\\u0420\\u043e\\u0433\\u0430\\u0442\\u0430\\u044f', '\\u0420\\u043e\\u0433\\u0430\\u0442\\u0430\\u044f']","['Attrapeur', 'Lapin', 'tueur', 'animaux']","['Holmes', 'investigator', 'Columbo', 'Clues', 'Conan', 'conan']","['Mus\\u00e9e', '123', 'Corcovado', 'figurine', 'ouvrage']","['ruby', 'Gem', 'saphire', 'Singer', 'Uncommon', 'amethyst']","['Oil', 'Flat', 'base', 'spread', 'tent', 'tent']","['Steinzeit', 'Energie', 'Flackernd', 'hei\\u00df', 'Kamin', 'Marshmellos']","['Howitzer', 'fodder', 'round', ""frigate's"", 'Artillery', 'artillery']","['Illuminate', 'Feather', 'on', 'off', ""R'hllor"", 'dark']","['ellipse', 'Shape', 'Pi', 'Pi']","['Purrain', 'Saligot', 'engrais', 'puanteur']","['lethal', 'Snake', 'toxic', 'Death', 'Tetrodotoxin', 'Mushroom']","['tis', 'the', 'Series', 'Episodes', 'Vivaldi', 'Four']","['Flesh', 'Chopper', 'Pig', 'Sticker', 'Pudge', 'DoTA']","['beach', 'bikini', 'pool', 'apparel', 'clothing']","['Psychiatrique', 'Hospice', 'CHU', 'Clinique']","['moroccan', 'pearl', 'Yellow', 'Granules']","['mattress', 'Feather', 'Rest', 'head', 'Head', 'Head']","['unicorn', 'horse', 'Express', 'Equestrian']","['Chocolate', 'Munk', 'Ruffles', 'Cheetos']","['Mokykla', 'Schoolboy', 'Kostiumas', 'R\\u016bbas']","['Fools', 'Gang', 'Links', 'Bicycle', 'Reaction', 'daisy']","['Jump', 'Season', 'autumn', 'leaf', 'Break', 'Break']","['Pounder', 'months', '25', 'basketball', 'fourth', 'fourth']","['Tochigi', 'fruit', 'Kaylee', 'Shortcake', 'Field', 'blonde']","['Cards', 'Bang', 'Superhero', 'Lightning', 'Running', 'Naked']","['Over', 'Nut', 'Sex', 'Driver', 'Driver', 'Driver']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['Opener', 'Cap', 'Baby', 'Rum']","['Plank', 'School', 'Directors', 'Game']","['coming', 'february', 'Frosty', 'Stark', 'Snow', 'Icy']","['Lestat', 'Werewolfs', 'Helsing', 'Coffin', 'Buffy', 'Buffy']","['tuxedo', 'bird', 'Skipper', 'Kowalski', 'flightless', 'Sphenisciformes']","['Box', 'Lawsuit', 'Closed', 'Murder']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Wet', 'Bow', 'Clouds', 'Pouring']","['tooth', 'doctor', 'teeth', 'teeth']","['japanese', 'cupid', 'courtesy', 'ribbon', 'David', 'Archer']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Australia', 'aussie', 'Grill', 'Grill']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['Tomato', 'Cola', 'Bomb', 'Blossom']","['Clown', 'Cow', 'key', 'lime', 'Circle', 'Pastry']","['cinqui\\u00e8me', 'dan', 'orion', 'securit\\u00e9']","['Biogaran', 'Constipation', 'Paracetamol', 'Ibuprof\\u00e8ne', 'Rem\\u00e8de', 'Pharmacie']","['Gift', 'carton', 'tool', 'Office', 'PO']","['Monde', 'Cordon', 'Bouton', 'ombilical', 'Ventre', 'ventre']","['treehouse', 'Egg', 'Tree', 'Twigs', 'thermostat']"
Mystery Word,M\u00e9t\u00e9o,Concert,Passion,Electricity,Kissen,Rum,Feuerwehr,Vache,Butcher,Casino,Goat,Chasseur,Detective,Statue,Jewel,Canvas,Feuer,Cannon,Light,Circle,Fumier,Poison,Season,Butcher,Swimsuit,H\u00f4pital,Couscous,Pillow,Pony,Chip,Uniform,Chain,Spring,Quarter,Strawberry,Flash,Screw,Nombril,Bottle,Board,Winter,Vampire,Penguin,Case,Ski,Poule,Dinosaur,Rain,Dentist,Bow,Rum,Barbecue,Kette,Oasis,Arrow,Guillotine,Cherry,Pie,Ceinture,M\u00e9dicament,Box,Nombril,Nest
Guess,meteorite,Concert,Passion,electricity,Kissen,wine,Feuerwehr,Vache,mannaiaLa,Casino,Goat,Chasseur,detective,Statue,Jewel,Paint,Feuer,cannon,light,Oval,Fumier,Poison,seasons,pork,Swimsuit,H\u00f4pital,couscous,Pillow,Pony,Chip,Uniform,gold,Fall,quater,Strawberry,Flash,nail,Nombril,Can,Walk,Winter,Vampire,penguin,case,skate,Poule,Dinosaur,rain,Dentist,Bow,,Kangaroo,Kette,,compass,,Cherry,Pie,Ceinture,Medicament,Box,nombril,nest
