ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58
Table Number,422785803,422703833,422601044,422510456,422403936,422344654,422150104,422117089,422090899,421981250,421816177,421810395,421538607,421518328,421472241,421124734,421118799,421090546,420914272,420915251,420856746,420783518,420699835,420552674,420424922,420244691,420044704,420021280,419934667,419916958,419815049,419715328,419646476,419632266,419528476,419457079,419009723,418688067,418252645,417580076,417280097,416707418,416596102,416472947,416390940,415744082,415416434,415379476,414619799,414257702,412947977,412907496,411179061,358827793,348838927,344838144,338553253,319065151
Move,9,8,5,9,14,27,12,21,14,15,24,10,54,55,30,35,47,37,10,26,80,67,36,18,45,32,51,50,28,91,66,57,21,73,95,105,59,8,7,34,35,52,64,15,49,37,91,19,12,104,114,11,38,1140,1185,979,1262,198
Clues,"['Mirror', 'Gaze', 'Gorgon', 'petrify', 'stone', 'stone']","['Speeding', 'Entry', 'Ride', 'Ride', 'Ride']","['Pieds', 'Tissu', 'protection', 'panard']","['keyboard', 'CPU', 'iMac', 'Monitor']","['Tiara', 'Diadem', 'head', 'monarch', 'sovereignty', 'cap']","['All', 'Discovery', 'Fliegen', 'Voyager', 'Voyager', 'Voyager']","['nightmare', 'sweet', 'Sleep', 'Catcher', 'Catcher', 'Sleep']","['agent', 'Rosenbergs', 'Mission', 'I']","['Tony', 'Orange', 'blake', 'shirkhan', 'Tigger', 'Stripes']","['Jack', 'Credit', 'Master', 'Deck']","['Phonetics', 'Newfie', 'dialect', 'language', 'hyundai', 'voice']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['\\u00c9quitation', 'selle', 'Cheval', 'shetland', 'Shetland', 'Shetland']","['central', 'hilarious', 'drama', 'funny', 'Improv', 'genre']","['Pandora', 'Wrist', 'armband', 'wristband', 'jewellery', 'Jewellery']","['Chargeur', 'Stockage', 'Rechargeable', 'Pile']","['trump', 'swing', 'Birdie', 'Putt', 'persique', 'caddie']","['Tea', 'Sweet', 'Fuzz', 'princess', 'Mario', 'pink']","['tooth', 'doctor', 'teeth', 'teeth']","['Lame', 'Couperet']","['beach', '\\u30d3\\u30fc\\u30c1', '\\u3057\\u304c\\u3044\\u305b\\u3093', '\\u3072\\u3088\\u3051', '\\u3072\\u3088\\u3051']","['Pandora', 'Charm', 'Watch', 'Necklace', 'Medical', 'Gold']","['lungcancer', 'Signals', 'Fireplace', 'Ash']","['chineese', 'kung', 'fu', 'monochrome', 'bear', 'bear']","['T\\u00e4ufling', 'Sizilien', 'brando', 'pferdekopf', 'Filmtitel', 'Taufe']","['fortress', 'keep', 'Citadel', 'Fortification']","['Dawn', 'Rise', 'Good', 'sunrise', 'Good']","['Nugget', 'element', 'Pyrite', 'Bar', 'Winner', 'Ingot']","['Turn', 'Correct', 'Left', 'Left']","['Pan', 'quer', 'Schlangenbeschw\\u00f6rer', 'Block', 'T\\u00f6ne', 'Holz']","['tesla', 'varta', 'Charger', 'Car', 'Cell', 'Assault']","['Pluie', 'Cumulus', 'blanc', 'cummulonimbus', 'cumulonimbus']","['Click', 'Wool', 'Pruning', 'Pruning']","['address', 'postmarked', 'Lick', 'stamp', 'mail', 'Mail']","['Matelot', 'Bulle', 'Bain', 'Chocolat', 'Raser', 'apprenti']","['Just', 'Gratuity', 'Tilt', 'money', 'point', 'point']","['billy', 'Animal', 'mountain', 'Cloven', 'Greatest', 'Greatest']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Australia', 'aussie', 'Grill', 'Grill']","['Feest', 'Geschenken', 'Taart', 'Cadeau\\u2019s']","['Mehrzahl', 'Zugspitze', 'Alpen', 'Besteigen']","['Nachtmusik', 'Wunderkind', 'Schokoladenkugel', 'Komponist']","['Amundsen', 'Ross', 'Diktator', 'Pot', 'Nord', 'Plus']",[],"['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['Sticky', 'Goop', 'Hair', 'Hair']","['dames', 'R\\u00e9ussite', 'Damier', 'Jeu', 'Tartakover', 'rat\\u00e9']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['see-through', 'spectacles', 'Window', 'Transparent', 'looking', 'menagerie']","['Doom', 'Building', 'Water', 'Fortune', 'holy', 'Holy']","['Ember', 'prom\\u00e9th\\u00e9e', '\\u00c9tincelle', '\\u00e9tincelle', 'olympique', 'Olympique']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['Urgent', 'Nurse', 'Siren', '911']","['Dindon-de-la', 'Blague', 'Oignon', 'Fait']","['SFR', 'Vigilance', 'couleur', 'M\\u00e9canique', 'M\\u00e9canique', 'couleur']","['lotus', 'ginger', 'Canal', 'Canal']","['Lear', 'chess', 'Burger', 'Henry', 'Monarch', 'Monarch']","['electricity', 'spinning', 'plane', 'drive']"
Mystery Word,Medusa,Ticket,Chaussette,Computer,Crown,Raumschiff,Dream,Spy,Tiger,Card,Accent,Poule,Poney,Comedy,Bracelet,Batterie,Golf,Peach,Dentist,Guillotine,Parasol,Bracelet,Smoke,Panda,Pate,Castle,Morning,Gold,Right,Fl\u00f6te,Battery,Nuage,Shears,Envelope,Mousse,Tip,Goat,Rum,Barbecue,Birthday,Berge,Mozart,Pol,Trailer,Kette,Gel,\u00c9chec,Oasis,Glass,Temple,Flamme,Guillotine,Emergency,Farce,Orange,Root,King,Turbine
Guess,look,Ticket,Chaussette,Computer,Crown,Enterprise,dreams,Spy,Tiger,Card,Accent,Poule,Harnais,Theatre,jewellery,Batterie,Golf,Peach,Dentist,Couteau,sun,pendant,Smoke,Karate,Pate,Castle,Morning,gold,Right,Fl\u00f6te,Battery,Nuage,,Letter,Mousse,Tip,Goat,,Kangaroo,Birthday,Gipfel,Mozart,,,Kette,Jelly,\u00c9chec,,Glass,fall,Dieu,,emergency,Farce,Orange,root,King,engine
