ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62
Table Number,430352086,429982622,429848375,429414027,429314903,429271612,429156372,429135417,429062817,428726434,428690569,428694043,428211444,427975626,427907384,427555732,427186060,427169076,427118168,427028100,426998428,426915397,426817611,426726061,426601823,426381752,426117805,425808190,425739621,425165350,424858347,424829121,424740220,424591849,423741996,423448949,423022817,422023905,421810395,421702805,421348499,420992843,420914272,419846121,418688067,418252645,417255169,416390940,416385735,415379476,414619799,412907496,405592455,387173467,359973908,348302073,343894377,337346134,324806575,323499397,322628136,312552889
Move,8,7,14,14,54,5,38,30,63,93,36,25,27,30,78,25,12,30,25,47,85,84,33,102,75,65,63,27,64,47,49,108,51,68,52,31,82,41,10,58,57,60,10,52,8,7,196,49,112,19,18,11,856,808,3145,1827,1637,2918,1380,3674,3449,1806
Clues,"['Overnight', 'Guests', 'Marriot', 'Hilton', 'lodging', 'inn']","['tiramisu', 'Sahara', 'sweet', 'Mousse']","['Philatelist', 'Envelope', 'postage', 'trample']","['gumshoe', 'Kojak', 'pinkerton', 'Columbo']","['fiorentina', 'mannaia', 'venditore', 'carne']","['Orb', 'Waxing', 'Lunar', 'Lunar']","['Aslan', 'Znamenie', 'Predator', 'D\\u017eungle', 'King', 'Kr\\u00e1\\u013e']","['\\u30b8\\u30c3\\u30bf\\u30ea\\u30f3\\u30b8\\u30f3', '\\u3053\\u3046\\u304b\\u3093', '\\u304d\\u306d\\u3093\\u3073', '\\u306f\\u306a\\u305f\\u3070', '\\u30b5\\u30f3\\u30bf', '\\u3057\\u306a\\u3082\\u306e']","['Attrapeur', 'Lapin', 'tueur', 'animaux']","['\\u00c9quid\\u00e9', 'Petit', 'Shetland', 'Cheval', 'Shetland', 'Cheval']","['Shot', 'GoPro', 'Photography', 'Flash', 'film', 'reporter']","['Paper', 'Admittance', 'Golden', 'Booth', 'to', 'ride']","['Schmal', 'Staat', 'S\\u00fcdamerika', 'Guanako']","['Purrain', 'Saligot', 'engrais', 'puanteur']","['lethal', 'Snake', 'toxic', 'Death', 'Tetrodotoxin', 'Mushroom']","['beach', 'bikini', 'pool', 'apparel', 'clothing']","['mattress', 'Feather', 'Rest', 'head', 'Head', 'Head']","['unicorn', 'horse', 'Express', 'Equestrian']","['Chocolate', 'Munk', 'Ruffles', 'Cheetos']","['baa', 'Counting', 'ewe', 'Animal', 'Shearing', 'shearing']","['aux', 'Blanche', 'gun', 'sabre']","['Ink', 'duster', 'Plume', 'Boa', 'bird', 'peacock']","['Snitch', 'Linguini', 'Splinter', 'mouse', 'Scurry']","['orf\\u00e8vre', 'Saphir', 'bague', 'Or', 'Mercenaries', ""Boucle-d'oreille""]","['Mokykla', 'Schoolboy', 'Kostiumas', 'R\\u016bbas']","['Jump', 'Season', 'autumn', 'leaf', 'Break', 'Break']","['Tochigi', 'fruit', 'Kaylee', 'Shortcake', 'Field', 'blonde']","['Discreet', 'Hip', 'Erlenmeyer', 'Chemistry', 'Pocket', 'bottle']","['Over', 'Nut', 'Sex', 'Driver', 'Driver', 'Driver']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['Opener', 'Cap', 'Baby', 'Rum']","['PsI', 'Stool', 'pub', 'Graph', 'drinks', 'Soap']","['Plank', 'School', 'Directors', 'Game']","['gown', 'late', 'Dinner', 'Time', 'Sunset', 'Meal']","['Bone', 'Protuberance', 'Ram', 'Goat']","[""where's"", 'jerky', 'dinner', 'ground', 'grassfed', 'meat']","['Brim', 'Oversized', 'Hat', 'Head', 'Mexican', 'Mexican']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Wet', 'Bow', 'Clouds', 'Pouring']","['Pursue', 'Shoot', 'Lance', 'SHIELD']","['tooth', 'doctor', 'teeth', 'teeth']","['Gebiss', 'Instandsetzer', 'J\\u00e4hrlich', 'Prophylaktisch', 'Kiefer', 'Mediziner']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Australia', 'aussie', 'Grill', 'Grill']","['Underground', 'Master', 'Dragons', 'Castle', 'oubliette', 'Grandvilla']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['Gebirge', 'Anden', 'Blaue', 'Messner', 'Erhebungen', 'Gipfel']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['Zero', 'Celebration', 'Suit', 'Triplets', 'Annual', 'Annual']","['Sugar.mommy', 'puma', 'Feline', 'Shagagranny', 'Milf', 'Milf']","['Clown', 'Cow', 'key', 'lime', 'Circle', 'Pastry']","['Kraken', 'Encre', 'Poulpe', 'Tentacule', 'tentacule', 'poulpe']","['Static', 'Hydro', 'Ohm', 'Edison']","['Imotep', 'egyptian', 'Brendan.Fraser.GOAT.Chad.Ass.Looking.Hunk.Of.A.Man.To.Ever.Bless.The.Greatest.Mummy.Series.Ever.#Whale', 'Bandages', 'bandaged']","['Titus', 'Alabama', 'Ganesh', 'Ivory', 'Dumbo', 'Dumbo']","['wiggly', 'Silk', 'Underground', 'tequila', 'Compost', 'Earth']","['treehouse', 'Egg', 'Tree', 'Twigs', 'thermostat']","['Aquarium', 'Salmon', 'Go', 'School', 'halibut']"
Mystery Word,Hotel,Dessert,Stamp,Detective,Butcher,Moon,Lion,Present,Chasseur,Poney,Camera,Ticket,Chile,Fumier,Poison,Swimsuit,Pillow,Pony,Chip,Sheep,Arme,Feather,Rat,Bijou,Uniform,Spring,Strawberry,Flask,Screw,Nombril,Bottle,Bar,Board,Evening,Horn,Beef,Sombrero,Ski,Poule,Dinosaur,Rain,Hunter,Dentist,Zahnarzt,Rum,Barbecue,Dungeon,Kette,Berge,Oasis,Arrow,Guillotine,Birthday,Cougar,Pie,Pieuvre,Electricity,Mummy,Elephant,Worm,Nest,Fish
Guess,Hotel,dessert,Stamp,detective,mannaiaLa,Moon,Lion,present,Chasseur,Mule,Camera,Ticket,Chile,Fumier,Poison,Swimsuit,Pillow,Pony,Chip,Sheep,,Quill,rat,Bijou,Uniform,Fall,Strawberry,Flask,nail,Nombril,Can,Bar,Walk,Supper,horn,Beef,bolero,skate,Poule,Dinosaur,rain,Hunter,Dentist,Zahnarzt,,Kangaroo,Dungeon,Kette,,,compass,,Birthday,Cougar,Pie,Pieuvre,electricity,Pharaoh,elephant,worm,nest,Fish
