ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60
Table Number,422978557,422774718,422711163,422601044,422598146,422342689,422252705,422150104,422101259,422090899,421816177,421810395,421518328,421472241,421431496,421366153,421090546,420914272,420915251,420856746,420699835,420650127,420552674,420424922,420382586,420244691,420084366,420044704,420021280,419934667,419752341,419723378,419715328,419646476,419632266,419400127,419215858,418688067,418252645,418099067,417280097,416596102,416472947,416390940,415744082,415416434,415379476,414619799,414257702,412947977,412907496,411179061,405054016,348838927,344838144,343894377,341401520,338553253,336562502,319065151
Move,24,9,5,5,18,9,27,12,22,14,24,10,55,30,36,36,37,10,26,80,36,47,18,45,75,32,65,51,50,28,34,78,57,21,73,52,73,8,7,85,35,58,15,49,37,91,19,12,104,114,11,38,378,1185,979,1526,1591,1262,1088,198
Clues,"['chess', 'Now', 'lol', 'Yahtzee', 'rpg']","['Breeding', 'hottie', 'Muffin', 'Bedazzle', 'Masculine', 'Masculine']","['Abricot', 'Melba', 'Emoticone', 'Fesses']","['Pieds', 'Tissu', 'protection', 'panard']","['Highways', 'X', 'road', 'node', 'intersection', 'Intersection']","['Catan', 'Lamb', 'pasture', 'Wool', 'Wool', 'Wool']","['DEET', 'Pest', 'blood', 'Itch', 'Malaria', 'malaria']","['nightmare', 'sweet', 'Sleep', 'Catcher', 'Catcher', 'Sleep']","['umbrella', 'Petrichor', 'Precipitation', 'precipitatoin']","['Tony', 'Orange', 'blake', 'shirkhan', 'Tigger', 'Stripes']","['Phonetics', 'Newfie', 'dialect', 'language', 'hyundai', 'voice']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['central', 'hilarious', 'drama', 'funny', 'Improv', 'genre']","['Pandora', 'Wrist', 'armband', 'wristband', 'jewellery', 'Jewellery']","['frein', 'roulettes', 'Galoche', 'Roller', 'Candeloro', 'Candeloro']","['Festivals', 'Beaches', 'Time', 'Heatwave', 'Glau', 'Equinox']","['Tea', 'Sweet', 'Fuzz', 'princess', 'Mario', 'pink']","['tooth', 'doctor', 'teeth', 'teeth']","['Lame', 'Couperet']","['beach', '\\u30d3\\u30fc\\u30c1', '\\u3057\\u304c\\u3044\\u305b\\u3093', '\\u3072\\u3088\\u3051', '\\u3072\\u3088\\u3051']","['lungcancer', 'Signals', 'Fireplace', 'Ash']","['Lei', 'Ore', 'Yen', 'Yuan']","['chineese', 'kung', 'fu', 'monochrome', 'bear', 'bear']","['T\\u00e4ufling', 'Sizilien', 'brando', 'pferdekopf', 'Filmtitel', 'Taufe']","['Urgent', 'alert', 'drill', 'Cataclysm', 'Exit']","['fortress', 'keep', 'Citadel', 'Fortification']","['yearly', 'Gifts', 'Happy', 'anniversary', 'Annual', 'Cake']","['Dawn', 'Rise', 'Good', 'sunrise', 'Good']","['Nugget', 'element', 'Pyrite', 'Bar', 'Winner', 'Ingot']","['Turn', 'Correct', 'Left', 'Left']","['Beznogi', 'Bazyliszek', 'Ogrodowy', 'Zwierze', 'Pyton', 'J\\u0119zyk']","['Key', 'Quilt', 'Up', 'Red']","['Pluie', 'Cumulus', 'blanc', 'cummulonimbus', 'cumulonimbus']","['Click', 'Wool', 'Pruning', 'Pruning']","['address', 'postmarked', 'Lick', 'stamp', 'mail', 'Mail']","['Schwarzwei\\u00df', '...minze', 'Speicherstadt', 'niesen']","['Routi\\u00e8re', 'm\\u00e8re', 'Valet', 'Planisph\\u00e8re', 'Sim', 'Menu']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Australia', 'aussie', 'Grill', 'Grill']","['chance', 'porte-bonheur', 'Atout', 'Feuille']","['Mehrzahl', 'Zugspitze', 'Alpen', 'Besteigen']","['Frucht', 'Affenkotelett', 'krumm', 'gelb', 'gebogen', 'gebogen']",[],"['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['Sticky', 'Goop', 'Hair', 'Hair']","['dames', 'R\\u00e9ussite', 'Damier', 'Jeu', 'Tartakover', 'rat\\u00e9']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['see-through', 'spectacles', 'Window', 'Transparent', 'looking', 'menagerie']","['Doom', 'Building', 'Water', 'Fortune', 'holy', 'Holy']","['Ember', 'prom\\u00e9th\\u00e9e', '\\u00c9tincelle', '\\u00e9tincelle', 'olympique', 'Olympique']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['Urgent', 'Nurse', 'Siren', '911']","['build', 'Nail', 'tool', 'Tool']","['SFR', 'Vigilance', 'couleur', 'M\\u00e9canique', 'M\\u00e9canique', 'couleur']","['lotus', 'ginger', 'Canal', 'Canal']","['Toadstool', 'Puffball', 'Fungus', 'Button']","['Bowie', 'Goblin', 'Arthur', 'Burger', 'Sovereign', 'Crown']","['Lear', 'chess', 'Burger', 'Henry', 'Monarch', 'Monarch']","['Soir\\u00e9e', 'Contraire', 'Aube', 'Lait', 'R\\u00e9veil', 'R\\u00e9veil']","['electricity', 'spinning', 'plane', 'drive']"
Mystery Word,Game,Stud,P\u00eache,Chaussette,Junction,Sheep,Mosquito,Dream,Rain,Tiger,Accent,Poule,Comedy,Bracelet,Patin,Summer,Peach,Dentist,Guillotine,Parasol,Smoke,Monnaie,Panda,Pate,Emergency,Castle,Birthday,Morning,Gold,Right,Snake,Button,Nuage,Shears,Envelope,Pfeffer,Carte,Rum,Barbecue,Tr\u00e8fle,Berge,Banane,Trailer,Kette,Gel,\u00c9chec,Oasis,Glass,Temple,Flamme,Guillotine,Emergency,Hammer,Orange,Root,Mushroom,King,King,Matin,Turbine
Guess,game,Stud,p\u00eache,Chaussette,,Sheep,Mosquito,dreams,Rain,Tiger,Accent,Poule,Theatre,jewellery,patin,Summer,Peach,Dentist,Couteau,sun,Smoke,Monnaie,Karate,Pate,alarm,Castle,Birthday,Morning,gold,Right,W\u0105\u017c,house,Nuage,,Letter,Pfeffer,Carte,,Kangaroo,Tr\u00e8fle,Gipfel,banane,,Kette,Jelly,\u00c9chec,,Glass,fall,Dieu,,emergency,Hammer,Orange,root,Mushroom,King,King,Matin,engine
