ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56
Table Number,441544919,441435897,441412491,441357492,441278597,441125330,440978972,440934043,440911834,440715742,440701935,440676504,440543522,440219052,440180942,440061981,440019776,439806043,439782594,439771689,439675484,439571927,439393251,439216173,439093369,438985110,438888660,438834322,438404231,438331449,438048273,437632443,437363897,437000024,436788745,436158742,435781132,434974083,434371600,434312129,433551934,432865949,431356594,430770636,430526833,429726272,429314903,429213142,427868633,421202126,402108912,396307534,381826421,357001162,343894377,321888448
Move,8,9,9,10,10,9,7,14,19,18,7,9,27,28,15,19,44,45,46,49,5,27,32,67,53,65,33,82,75,15,46,58,72,12,55,109,10,43,38,61,12,20,8,93,18,55,55,28,54,81,569,259,507,1649,1813,2504
Clues,"['Cuisson', 'Auschwitz', 'Gaz', 'Petits', 'Chaleur', 'Degr\\u00e9']","['Combat', 'sport', 'Rocky', 'Holyfield', 'Savatte', 'Balboa']","['Cover', 'words', 'magazine', 'Knowledge', 'Library', 'Literature']","['pupu', 'charcuterie', 'Salad', 'Bread']","['braided', 'feathered', 'Style', 'Brunette']","['Totenst\\u00e4tte', 'W\\u00fcste', 'Grabst\\u00e4tte', 'Sphynx', 'Geometrie', 'Geometrie']","['Melted', 'Burn', 'Wax', 'Wax']","['Clap', 'Boom', 'Booming', 'Thor']","['Bus', 'parking', 'KingsCross', 'StPancras', 'Train', 'train']","['Barreau', 'justice', 'Procureur', 'M\\u00e9tier', 'Guacamole', 'guacamole']","['Salle', 'croupier', 'Roulette', 'Royal']","['Coke', 'wine', 'container', 'neck', 'Water', 'rum']","['ATM', 'HSBC', 'vault', 'financial', 'Money', 'mound']","['cages', 'attraction', 'enclosures', 'captivity']","['Hunting', 'Autumn', 'Summer', 'summer']","['Done', 'Conclusion', 'Finish', 'Stop', 'game', 'Times']","['Kafka', 'pest', 'Insect', 'Dictyoptera', 'Indestructible', 'Beetle']","['souffleur', 'Transparent', 'Pied', 'vin', 'Chope', 'Duralex']","['ZOMBIE', 'Cerebellum', 'Smart', 'seizure', 'Pinky', 'Stem']","['Vorname', 'Pflanze', 'Auge', 'Auge', 'Regenbogenhaut', 'Regenbogenhaut']","['Practice', 'Dental', 'Tooth', 'Pain']","['Knot', 'Lasso', 'Throw', 'Binden', 'Noose', 'Noose']","['ice', 'Avian', 'Emperor', 'Gentoo']","['Apfelmus', 'omelett', 'Kaiserschmarrn', 'Rund', 'Eier', 'eier']","['inked', 'dermus', 'Skin', 'Coverup', 'Permanent', 'Permanent']","['Masset-Ferguson', 'Moisson', 'Pelle', 'Moissonneuse', 'Fermier', 'Fermier']","['Holz', 'Tom', 'Blockhaus', 'Garten', 'Wald', 'Wald']","['Body...', 'Head', 'cushion', 'dream', 'sleep']","['lune', 'grandissant', 'viennoiserie', 'Grandissant', 'Lune', 'Viennoiserie']","['surgery', 'function', 'Scalpel', 'Procedure']","['Sailor', 'Thief', 'Eyepatch', 'Pegleg', 'Swashbuckler', 'Buccaneer']","['yacht', 'Dinghy', 'U', 'Row', 'gravy']","['Periodical', 'Printed', 'Typeset', 'Tribune', 'daily', 'Extra']","['ivory', 'hook', 'zipper', 'clasp', 'Belly', 'Up']","['Tea', 'Bra', 'saucer', 'glass', 'measuring', 'measuring']","['dentifrice', 'cathodique', 'Pneu', 'Hit', 'tungst\\u00e8ne', 'Essai']","['Repousse', 'Nu', 'pinceau', 'Crin', 'Incarn\\u00e9', 'Incarn\\u00e9']",[],"['Tool', 'Leaves', 'Fork', 'Garden', 'Handle', 'Outside']","['Superheld', 'Dart', 'Cupido', 'Punt', 'Robin', 'Crossbow']","['Couleur', 'couleurs', 'Transparent', 'Lezard', 'l\\u00e9zard', 'L\\u00e9zard']","['mutton', 'chops', 'animal', 'child', 'young', 'Gamey']","['Chill', 'relax', 'Bloody', 'rest']","['Loft', 'up', 'Stufen', 'climb', 'Rungs', 'rung']","['0', 'X', 'browser', 'Browser']","['Fruit', 'Wine', 'Vineyard', 'Raisins', 'Muscat', 'Seedless']","['fiorentina', 'mannaia', 'venditore', 'carne']","['Igneous', 'Dwayne', 'Stone', 'pebble', 'classic', 'Roll']","['Antwerpen', 'PairiDaiza', 'Dieren', 'Dieren']","['Cockatoo', 'Macaw', 'Pirate', 'Mimic', 'Polly']","['menses', '.', ""Women's"", 'Monthly', 'Dot', 'menstruation']","['RedRidingHood', 'howl', 'flow', 'lone', 'Canine', 'canine']","['Ladder', 'scale', 'Ascend', 'ascend']","['Titicaca', 'Placid', 'Tahoe', 'blue', 'Loch', 'Baikal']","['ring', 'decor', 'wrist', 'wrist']","['Trilby', 'Helmet', 'Head', 'Wear', 'Cranium', 'Clothes']"
Mystery Word,Four,Boxe,Book,Appetizer,Hair,Pyramide,Candle,Thunder,Station,Avocat,Casino,Bottle,Bank,Zoo,Season,End,Cockroach,Verre,Brain,Iris,Dentist,Rope,Penguin,Pfannkuchen,Tattoo,Tracteur,H\u00fctte,Pillow,Croissant,Operation,Pirate,Boat,Newspaper,Button,Cup,Tube,Poil,Professor,Rake,Arrow,Cam\u00e9l\u00e9on,Lamb,Sunday,Ladder,Safari,Grape,Butcher,Rock,Zoo,Parrot,Period,Wolf,Climb,Lake,Bracelet,Hat
Guess,Fours,Boxe,book,Platter,hair,Pyramide,,thunder,Station,Avocat,casino,bottle,bank,Zoo,Season,table,Cockroach,verre,Brain,Iris,cavity,Rope,Penguin,Crepes,Tattoo,tracteur,H\u00fctte,pillow,,operation,Pirate,boat,Newspaper,Button,Cup,tube,Poil,,Rake,Arrow,Blanc,,igiveup,attic,,Grapes,mannaiaLa,Rock,Zoo,parrot,Period,wolf,climb,Lake,Wreath,hat
