ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61
Table Number,423874779,423262633,423216694,423098718,423057840,422947871,422855987,422806547,422750949,422745756,422721709,422403936,422392138,422372568,422342689,422234696,422165649,422150104,422141451,422108223,422019795,421810395,421540742,421472241,421464067,421389015,420992843,420914272,420835072,420414171,420385307,420083461,419916958,419646476,419086033,418688067,418252645,417519592,417293768,416734430,416390940,416385735,416383625,415744082,415379476,415154373,412907496,412823159,411179061,402108912,357001162,353362991,350481361,348838927,346689693,338553253,337138645,331907183,324381970,314360735,312175859
Move,44,18,26,9,6,6,27,28,18,31,26,20,64,36,18,39,72,19,16,9,37,10,56,30,102,54,25,10,64,90,115,58,114,28,44,8,7,91,73,60,49,56,67,37,19,43,11,89,48,357,1442,881,3286,1185,1146,1271,744,745,1329,2335,1609
Clues,"['alligator', 'reptile', 'Lolong', 'Dundee', 'dundee']","['Gronder', 'Brest', 'Zeus', '\\u00c9clair', 'orage', 'Orage']","['\\u0424\\u0443\\u0442\\u0431\\u043e\\u043b\\u044c\\u043d\\u0430\\u044f', '\\u0411\\u0435\\u0442\\u043e\\u043d\\u043d\\u0430\\u044f', '\\u043a\\u0430\\u0440\\u0442\\u043e\\u043d', '\\u0443\\u043f\\u0430\\u043a\\u043e\\u0432\\u043a\\u0430', '\\u041a\\u0430\\u0440\\u0442\\u043e\\u043d\\u043d\\u0430\\u044f', '\\u0423\\u043f\\u0430\\u043a\\u043e\\u0432\\u043e\\u0447\\u043d\\u0430\\u044f']","['biology', 'Laboratory', 'empirical', 'Chemistry', 'Burner', 'Beakers']","['Hero', 'Extinguish', 'rescue', 'volunteer', 'Truck', 'Axe']","['comet', 'Guardians', 'Andromeda', 'Milkyway', 'universe', 'Universe']","['ch\\u00e9rie', 'Jehanne', 'Hematophage', 'Tulle', 'Tulle', 'tulle']","['Goliath', 'Hochgewachsen', 'Mutter', 'Bombastisch', 'riesig', 'Riese']","['sugarcane', 'China', 'Zoo', 'forest', 'mammal', 'mammal']","['Tolkien', 'Rund', 'Kreis', 'frodo']","['Litre', ""Reese's"", 'Measuring', 'Bra', '250', 'Tea']","['Atkins', 'Keto', 'Obese', 'Salads', 'vegetarian', 'restricts']","['Un', 'Watcher', 'Watch', 'Security', 'dog', 'tower']","['hive', 'ants', 'Spelling', 'Queen', 'Hornet', 'hornet']","['Malaria', 'Zika', 'Vampire', 'Anopheles', 'blood', 'Blood']","['golf', 'Foot', 'Soccer', 'Sphere', 'Lonzo', 'Lonzo']","['flute', 'wok', 'Pipes', 'Fried', 'stove', 'bundt']","['Screen', 'Sill', 'Rear', 'Frame', 'Glass', 'Glass']","['Dough', 'baked', 'round', 'biscuit', 'biscuit']","['beach', 'shore', 'Castle', 'tatooine', 'Dune', 'glitter']","['Celebration', 'Battenberg', 'Bundt', 'urinal', 'Cup', 'Piece']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Jahresende', 'Bleigie\\u00dfen', 'Stalone', 'Jahreswechsel', 'naujahr', 'Neujahr']","['Pandora', 'Wrist', 'armband', 'wristband', 'jewellery', 'Jewellery']","['Clap', 'OKC', 'ZEUS', 'spark', 'rolls', 'Rainfall']","['Vernal', 'Thermal', 'Easter', 'Cleaning', 'equinox', 'slinky']","['Byron', 'Botany', 'bark', 'cove']","['tooth', 'doctor', 'teeth', 'teeth']","['Control', 'cube', 'Bond', 'Spirit', 'Soup', 'Soup']","['incandescent', 'hyacinth', 'root', 'Cfl', 'Tulip', 'Tulip']","['Zieher', 'Weinverschluss', 'Amphore', 'Sektverschluss', 'Eiche', 'Eichenrinde']","['surfing', 'tide', 'Greeting', 'hi', 'Hand', 'hand']","['J\\u00e4ger', 'F\\u00f6rster']","['Scrabble', 'this', 'Minecraft', 'Cluedo']","['Femur', 'Skull', 'Brittle', 'Calcium', 'Skeleton', 'Finger']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Australia', 'aussie', 'Grill', 'Grill']","['cockpit', 'Captain', 'Aviator', 'palm', 'B52', 'license']","['Dead', 'Finale', 'the', 'Finish', 'Omega']","['crossroad', 'Turn', 'Connection', 'connection']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['Handwerk', 'Eigent\\u00fcmer', 'Teilchen', 'Morgenstund', 'Fr\\u00fchaufsteher', 'Fr\\u00fch']","['Plantation', 'Nicotine', 'Leaves', 'AmberLeaf', 'chew', 'Cigar']","['Sticky', 'Goop', 'Hair', 'Hair']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['Billard', 'Pistole', 'rund', 'rund']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['Guitare', 'Escalade', 'Pendu', 'Pendu', 'Pendu']","['Scales', 'Dinglehopper', 'Ariel', 'Atlantica']","['Indian', 'motion', 'sea', 'Bonnie', 'atlantic', 'Atlantic']","['Fight', 'for', 'Correct', 'Okay', 'of', 'way']","['Seasoning', 'himalayan', 'Chloride', 'gamer']","['Arlington', 'Burial', 'Yorick', 'Place']","['SFR', 'Vigilance', 'couleur', 'M\\u00e9canique', 'M\\u00e9canique', 'couleur']","['blanc-de', 'volaille', 'Salut', 'Mon']","['gift', ""Pandora's"", 'cardboard', 'Turtle', 'Case', 'Pizza']","['ciemnoczerwona', 'drylowana', 'Czerwona', 'Smak', 'Znienawidzony', 'Owoc']","['Circus', 'Pup', 'Teepee', 'Coleman', 'Camping', 'camping']","['Homme', 'Carnavalet', 'exposition', 'histoire', 'liere', 'orsay']","['Sequence', 'Geometric', 'show', 'season', 'Books', 'Book']","['Koperta', 'Naklejony', 'Pocztowy', 'Poczt\\u00f3wka']"
Mystery Word,Crocodile,Tonnerre,Box,Science,Firefighter,Galaxy,Puce,Gro\u00df,Panda,Ring,Cup,Diet,Guard,Bee,Mosquito,Ball,Pan,Window,Cookie,Sand,Cake,Poule,Silvester,Bracelet,Thunder,Spring,Bay,Dentist,Stock,Bulb,Korken,Wave,Wald,Game,Bone,Rum,Barbecue,Pilot,End,Junction,Kette,B\u00e4cker,Tobacco,Gel,Oasis,Kugel,Guillotine,Corde,Mermaid,Ocean,Right,Salt,Cemetery,Orange,Poulet,Box,Cherry,Tent,Mus\u00e9e,Series,Stamp
Guess,crocidile,tonnerre,Form,Science,firefighter,galaxy,Puce,riese,Panda,Ring,cup,Diet,Guard,Bee,Virus,ball,Pan,window,Bread,sand,Cake,Poule,Silvester,jewellery,thunder,spring,Bay,Dentist,Mind,Bulb,Korken,Wave,Wald,Game,bone,,Kangaroo,Plane,End,Corner,Kette,B\u00e4cker,Tobacco,Jelly,,Kugel,,Corde,mermaid,,Right,salt,Graveyard,Orange,Poulet,Box,Wi\u015bnia,Tent,Mus\u00e9e,Series,Znaczek
