ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73
Table Number,427752643,427724491,427585646,427116969,427026329,426728042,426690991,426609330,426269130,426257197,425847791,425283639,425260995,425265204,425165350,424831564,424724488,424686480,424472569,424425663,423976877,423803653,423699703,423677151,423616458,423532573,423531913,423436736,423429168,423262633,423098718,422908962,422862626,422866724,422703833,422619886,422194726,422121672,422107292,422023905,421810395,421702805,421348499,420914272,418887349,418688067,418613655,418252645,417280097,416516806,416390940,415621306,415379476,414669952,414619799,412907496,411828076,411382679,405054016,401556682,396307534,381826421,359973908,344838144,343894377,338553253,336562502,330741642,324381970,323499397,320452280,314360735,313533300
Move,11,6,12,18,7,25,55,38,28,25,50,55,20,36,47,58,54,66,16,53,102,45,68,61,93,66,37,54,86,81,67,82,82,47,92,110,20,43,10,41,10,58,41,10,56,8,107,7,61,83,49,47,19,69,18,11,91,277,537,60,211,392,3115,1064,1591,1316,1136,1716,1361,3620,1998,2368,2540
Clues,"['gesteuert', 'Mikesch', 'Puppenkiste', 'Blechb\\u00fcchsenarmee', 'Urmel', 'Urmel']","['falchion', 'knight', 'Narsil', 'Claymore', 'rapier', 'scimitar']","['Vampirk\\u00f6nig', 'Nachtflattern', 'Graf', 'Stoker', 'Blutsauger', 'Vampier']","['Wrist', 'clock', 'Pocket', 'observe', 'Bay']","['Agora', 'Store', 'stall', 'Stall']","['Egyptian', 'tombs', '3D', 'mayan', 'sphinx', 'Sand']","['Seti', 'Emporer', 'Nile', 'Kingdom', 'Ramses', 'Ramesses']","['hitler', 'waxen', 'scheren', 'Haar', 'baard', 'Baard']","['american', 'shepherds', 'Mince', 'pastry']","['Battleship', 'Portkey', 'Orange', 'Belly', 'Tummy', 'Button']","['spanner', 'screwdriver', 'box', 'various', 'handy', 'Apparatus']","['orb', 'Wrecking', 'Spherical', 'billiard', 'bouncy', 'Bouncy']","['mono', 'twin', '\\u30ab\\u30fc\\u30c6\\u30f3', '\\u30d7\\u30e9', '\\u3067\\u3093\\u3057\\u3083', '\\u3058\\u3093\\u305b\\u3044']","['layton', 'research', 'teacher', 'Tutor', 'Nutty', 'PhD']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['Basse', 'Repas', 'Multiplication', 'Pique-nique']","['source', 'pissenlits', 'Terre', 'Voltaire', 'Ph\\u00e8dre', 'Manioc']","['Aladdin', 'Pixar', 'lighter', 'Luxo', 'chandalier', 'oil']","['Air', 'intake', 'inhalation', 'gasp']","['Grumpy', 'Fur', 'Cheshire', 'meow']","['Pasteurized', 'cookies', 'Duds', 'cream', 'Oat', 'Drink']","['Catholic', 'Francis', 'CEO', 'catholicism', 'Bishop', 'Rome']","['Flugunf\\u00e4hig', 'Schwimmer', 'Tier', 'Frack', 'Anzug', 'Kellner']","['olympic', 'Mint', 'pyrite', '18k', 'first', 'First']","['Ramses', 'Khufu', 'Title', 'Egypt', 'Ramesses', 'Ramesses']","['OBill', 'Spherical', 'Cauldron', 'Bath', 'Tea']","['Scattergories', 'jenga', 'fun', 'entertainment', 'Monopoly', 'monopoly']","['Nutty', 'History', 'Xavier', 'College', 'Einstein', 'teacher']","['Handsome', 'Piercing', 'Womaniser', 'Football', 'horse', 'Horse']","['R\\u00e9sonance', 'voiture', 'Enregistreuse', 'Bac', 'bo\\u00eete', 'boite']","['freaky', 'Freya', 'Black', 'thirteen', 'Casual', 'Rebecca']","['Baking', 'LI.ZHI.WEI', 'short-leg-deer', 'Oreo', 'Oreo']","['glass', 'saver', 'electronics', 'Shield', 'door', 'window']","['Catch', 'pond', 'Hook', 'bait']","['Fiji', 'holiday', 'Summer', 'Trip', 'Trip']","['lettuce', 'titanic', 'Huge', 'glacier']","['M\\u00e4hen', 'Halm', 'Garten', 'Drau\\u00dfen', 'Gr\\u00fcn', 'Gr\\u00fcn']","['Times', 'Obituary', 'Press', 'print']","['Quest', 'Spiral', 'Andromeda', 'Hoag']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Vesuvius', 'Krakatoa', 'Erupting', 'Magma']","['tooth', 'doctor', 'teeth', 'teeth']","['Scissors', 'Pinch', 'Pull', 'Tool', 'Tool', 'Tool']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['NewYork', 'Driver', 'D\\u00e9placement', 'permis', 'Payant', 'payant']","['Australia', 'aussie', 'Grill', 'Grill']","['Puppe', 'Vorstufe', 'Schmetterling', 'Schmetterling']","['Color', 'bowser', 'Georgia', 'Fuzz', 'butt', 'Butt']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['punch', 'Puppet', 'Compression', 'ankle', 'darn', 'fuzzy']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['\\u3053\\u308f\\u3044', '\\u3044\\u304d\\u3068\\u3081', '\\u304f\\u3089\\u3044', '\\u308c\\u3063\\u3057\\u3083', '\\u305b\\u3044\\u304b\\u3093', '\\u3086\\u304d\\u3050\\u306b']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['Freefall', 'Ripcord', 'Pants', 'skydiving']","['Shut-in', 'Jiraiya', 'Isolated', 'recluse', 'Crab']","['Karma', 'lizard', 'Disguise', 'Reptile']","['Sedimentary', 'music', 'Stone', 'Igneous', 'Granite']","['drunks', 'alcohol', 'Drinks', 'Tender', 'Cheers', 'Legal']","['gob', 'cave', 'River', 'Talk']","['Face', 'Hole', 'Oral', 'Smash', 'River', 'Opening']","['imprison', 'Gilded', 'Nicholas', 'enclosure']","['Don\\u2019t', 'Drop', 'Degreaser', 'Opera']","['Mill', 'Electricity', 'energy', 'Generator', 'Wind', 'Wind']","['D\\u00e9partement', 'Cherbourg', 'Angleterre', 'Habit', 'Mer', 'Mer']","['Jaune', 'Split', 'Plantain', 'Aliment']","['talon', 'tricoter', 'botte', 'foin', 'Chas', '\\u00c2ge']","['Clouds', 'Wind', 'lighting', 'teacup', 'X-men', 'X-men']","['Beaujolais', 'bordeaux', 'Santerre', 'Pinot', 'Piasse']","['Vesuvius', 'Mountain', 'pompeii', 'eruption', 'Lava', 'Lava']","['bareback', 'gallop', 'Verb', 'pony', 'rollercoaster', 'rollercoaster']"
Mystery Word,Marionette,Sword,Dracula,Watch,Market,Pyramid,Pharaoh,Mustache,Pie,Navel,Tool,Ball,Rail,Professor,Nombril,Table,Racine,Lamp,Breath,Cat,Milk,Pope,Pinguin,Gold,Pharaoh,Bubble,Game,Professor,Stud,Caisse,Friday,Cookie,Screen,Fishing,Vacation,Iceberg,Gras,Newspaper,Galaxy,Ski,Poule,Dinosaur,Volcano,Dentist,Pliers,Rum,Taxi,Barbecue,Raupe,Peach,Kette,Sock,Oasis,Tunnel,Arrow,Guillotine,Parachute,Hermit,Chameleon,Rock,Bar,Mouth,Mouth,Cage,Soap,Turbine,Manche,Banane,Aiguille,Storm,Vin,Volcano,Ride
Guess,Marionette,Sword,Dracula,Watch,,Pyramid,Egypt,snor,Pie,Navel,Tool,Ball,rail,Professor,Nombril,Table,racine,Light,Breathe,cat,milk,Pope,Pinguin,Gold,Pharaoh,Bubble,Game,Professor,Player,caisse,Friday,cookies,Screen,Fish,vacation,iceberg,Rasen,newspaper,galaxy,skate,Poule,Dinosaur,volcano,Dentist,tool,,Taxi,Kangaroo,Raupe,Green,Kette,sock,,tunnel,compass,,parachute,Hermit,Chameleon,rock,bar,MOUTH,mouth,Cage,Soap,Power,Manche,Banane,aiguille,Storm,Vin,Volcano,Canter
