ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71
Table Number,439787264,439675484,439664986,439550640,439509345,439491304,439393251,439324025,439243846,438983542,438948569,438944087,438770525,438687468,438684700,438500657,438403234,438257436,438186433,438127053,438075408,438053636,437902597,437888653,437748209,437694099,437363897,437352660,437078645,437051974,436762912,436322637,436156147,435781132,435703299,435579708,435399122,435063066,435045480,434974083,434945555,434371600,434288852,434070883,434048553,433721772,433614896,433551934,432865949,432727733,431356594,430750350,430526833,430480985,429314903,429213142,426921218,425815125,425175907,425165350,424877761,422023905,421549329,405054016,358827793,348302073,346689693,343894377,331907183,321888448,318929216
Move,6,5,30,9,11,20,5,13,28,29,16,9,9,21,61,45,49,45,28,71,18,22,64,45,45,58,54,21,101,64,121,68,36,10,56,19,75,92,99,43,81,38,102,84,48,113,112,12,20,102,8,56,15,112,55,28,113,37,99,47,449,41,45,772,1464,1950,1634,1766,811,2486,2403
Clues,"['Steam', 'Engine', 'Rehearse', 'Practice', 'Railway', 'Carriages']","['Practice', 'Dental', 'Tooth', 'Pain']","['cosmonaute', 'espace', 'Amstrong', 'Gargarine', 'Conducteur', 'Challenger']","['Broom', 'Hoe', 'scraper', 'autumn', 'leaves', 'Leaves']","['M\\u00e4nnername', 'Schlager', 'Wasserstoffblond', 'V\\u00f6lkisch']","['Sting', 'constable', '911', 'Blue']","['Olympics', 'Bravery', 'Award', 'Award']","['Part', 'Sabors', 'Boca', 'T\\u00e0pares', 'Parlar', 'Catal\\u00e0']","['allumoir', 'flamme', 'allume-gaz', 'Feu', 'Zippo', 'zippo']","['Boat', 'Package', 'Oasis', 'Harmony', 'Cruise', 'Floats']","['Choir', 'Me', 'Seraphim', 'heavenly', 'Fallen']","['Adams...', 'Knust', 'Liebes...', 'Kernobst', 'AltesLand', 'Wellant']","['dunes', 'Castle', 'anakin', 'Box', 'hourglass', 'Hourglass']","['Obstruction', 'Bouteille', 'Circulation', 'Muqueux']","['Schattenspender', 'Krempe', 'Mittelamerika', 'mexiko', 'Hut', 'hut']","['Francfort', 'morteau', 'Barbecue', 'fum\\u00e9e', 'merguez', 'Merguez']","['weapon', 'pin', 'hand', 'boom', 'Throw', 'throw']","['Jonagold', 'mac', 'Macintosh', 'fuji', 'honeycrisp', 'Sin']","['Cocochanel', 'Fashion', 'versace', 'Salon', 'hair', 'hair']","['subsistance', 'agriculture', 'Old', 'Mcdonald', 'Old', 'McDonald']","['Deck', 'Fanfic', 'Enterprise', 'sail', 'Yacht', 'Deliver']","['Pitch', 'Camping', 'Yurt', 'Yurt']","['waning', 'half', 'Croissant', 'Curved', 'Banana', 'Sausage-shaped']","['Privilege', 'Charter', 'Handed', 'Whale', 'Correct', 'Direction']","['Apache', 'Flies', 'Drone', 'Parent', 'Chopper', 'Airwolf']","['Undergarment', 'Stocking', 'Puppets', 'Puppet', 'Puppet']","['water', 'Tire', 'subway', 'Lead', 'Fallopian', 'Cylinder']","['water', 'vessel', 'float', 'row']","['spine', 'Title', 'volume', 'Lexicon', 'Library', 'library']","['Red', 'Yellow', 'new', 'black', 'New', 'Black']","['Boite', 'Emballage', 'Marron', 'd\\u00e9m\\u00e9nagement', 'jaune', 'Plume']","['Grace', 'royalty', 'Buttercup', 'Peach', 'Leia', 'Leia']","['Wolfgang', '\\u00d6sterreicher', 'Komponist', 'Komponist', 'Kugel', 'Kugel']","['Repousse', 'Nu', 'pinceau', 'Crin', 'Incarn\\u00e9', 'Incarn\\u00e9']","['dirt', 'Freight', 'Vehicle', 'stop', 'Pickup', 'pickup']","['NDW', 'Susanne', 'Kerner', 'Schwurblerin', 'Luftballons', 'Luftballons']","['Wellant', 'Mu\\u00df', 'Tell', 'Adam', 'Saft', 'Rot']","['Store', 'discount', 'Shopping', 'GPO', 'Sale', 'factory']","['coup', 'M\\u00e9canique', 'petit', 'Zeus', 'Grondement', 'foudre']",[],"['claim', 'Emotional', 'Airport', 'zipper', 'Unclaimed', 'carryon']","['Tool', 'Leaves', 'Fork', 'Garden', 'Handle', 'Outside']","['Zeus', 'OKC', 'storm', 'hockey', 'vibrations', 'Boom']","['Fight', 'strategy', 'Protection', 'Protect', 'Guard', 'guard']","['Stick', 'Snare', 'Bongos', 'Ear']","['Carpenter', 'elbow', 'walkingthe', 'board', 'board', 'Walk']","['Windows', 'Firma', 'XP', 'Word']","['Couleur', 'couleurs', 'Transparent', 'Lezard', 'l\\u00e9zard', 'L\\u00e9zard']","['mutton', 'chops', 'animal', 'child', 'young', 'Gamey']","['twig', 'Egg', 'Birds', 'sniper', 'Quick', 'Birb']","['Chill', 'relax', 'Bloody', 'rest']","['handcuffs', 'emergency', 'Academy', 'Movies', 'Sting', 'SVU']","['0', 'X', 'browser', 'Browser']","['Efferalgan', 'Aspirine', 'traitement', 'Comprim\\u00e9', 'g\\u00e9n\\u00e9rique', 'G\\u00e9n\\u00e9rique']","['fiorentina', 'mannaia', 'venditore', 'carne']","['Igneous', 'Dwayne', 'Stone', 'pebble', 'classic', 'Roll']","['Legal', 'Representative', 'power', 'of']","['Disaster', 'Spin', 'shelter', 'alley']","['Abricot', 'Coup', 'Nectarine', 'Ligne', 'Brugnon']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['persian', 'Mat', 'Carpet', 'toupee']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['Railroad', 'rail', 'Subway', 'Transportation', 'transit', 'Transport']","['Pronged', 'Cutlery', 'Utensil', 'Split']","['Pouet-pouet', 'Dis-', 'pouet', 'pouet']","['gratounette', 'Vaisselle', 'Aspire', 'Liquide', 'bob', 'Bob']","['saisons', 'froidure', 'saison', 'froid']","['carbonated', 'wine', 'flute', 'glass']","['Rudolph', 'Bloodhound', 'Schnozz', 'Breathing', 'Pinocchio', 'Pinocchio']","['trunks', 'speedos', 'Bikini', 'Togs', 'Wet', 'Clothing']","['Space', 'intravenous', 'Cannula', 'Haystack', 'Haystack']"
Mystery Word,Train,Dentist,Astronaute,Rake,Heino,Police,Medal,Tongue,Briquet,Ship,Angel,Apfel,Sand,Bouchon,Sombrero,Saucisse,Grenade,Apple,Stylist,Farm,Ship,Tent,Crescent,Right,Helicopter,Sock,Tube,Boat,Book,Orange,Carton,Princess,Mozart,Poil,Truck,Nena,Apfel,Outlet,Tonnerre,Professor,Baggage,Rake,Thunder,Defense,Drum,Plank,Microsoft,Cam\u00e9l\u00e9on,Lamb,Nest,Sunday,Police,Safari,M\u00e9dicament,Butcher,Rock,Attorney,Tornado,P\u00eache,Nombril,Rug,Ski,Metro,Fork,Camion,\u00c9ponge,Hiver,Champagne,Nose,Swimsuit,Needle
Guess,train,cavity,Astronaute,Leaf,Heino,Police,Gladiator,Salat,briquet,Ship,angel,Apfel,Sand,Bouchon,Hut,saucisse,Grenade,apple,Designer,Farm,Ship,tent,crescent,right,Helicopter,Socks,Tube,Boat,Book,,Carton,Princess,Mozart,Poil,bulldozer,Nena,Apfel,outlet,Tonnerre,,baggage,Rake,lightning,defense,Drum,,Microsoft,Blanc,,Nest,igiveup,Police,moonballer,,mannaiaLa,Rock,attorney,tornado,P\u00eache,Nombril,Rug,skate,train,Fork,Camion,\u00c9ponge,hiver,Champagne,Nose,Swimsuit,drip
