ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69
Table Number,432505930,432363171,432268940,432228530,432205986,432134582,431903070,431890304,431503997,431361956,431356594,431182412,431080174,431028877,430992784,430914777,430790870,430770161,430759689,430696690,430471669,429760752,429735529,429696980,429676916,429512419,429464662,429414027,429314903,429271612,429213142,429037157,428993727,428694043,428640755,428211444,428177160,428104860,427975626,427865833,427868633,427550047,427186060,427026329,426998428,426150558,425226140,425165350,425126523,424724488,423098718,423022817,422619886,422108223,422023905,421810395,421702805,420914272,419846121,418688067,418252645,416390940,414619799,381826421,381777020,357991900,331907183,322726720,319065151
Move,9,8,16,71,7,37,45,16,37,18,8,32,40,12,47,19,22,37,32,11,69,36,35,54,49,78,49,42,55,20,28,23,69,50,66,43,11,90,45,102,22,38,18,65,91,59,32,47,57,91,104,93,162,68,41,10,58,10,58,8,7,49,18,443,571,280,802,892,242
Clues,"['int\\u00e9gral', 'chantier', 'Protection', 'Moto', 'T\\u00eate', 'T\\u00eate']","['Schnitzel', 'Modder', 'Animal', 'Knorretje', 'Knor']","['Guiness', 'Budweiser', 'Hefeweizen', 'Microbrew']","['fin', 'repas', 'cuill\\u00e8re', 'p\\u00e2tisserie', 'gazon', 'machine']","['Moist', 'dish', 'Wash', 'porous']","['Celebrate', 'flute', 'Bubble', 'Bubbly', 'bubbly', 'Bubbly']","['Alternative', 'Hosentr\\u00e4ger', 'des', 'Orion']","['blue', 'mining', 'aircraft', 'stars']","['Eagle', 'sparrow', 'Phoenix', 'Humming', 'parrot', 'Wingspan']","['Gust', 'gale', 'Zephyr', 'storm', 'Blow', 'Blow']","['Chill', 'relax', 'Bloody', 'rest']","['Falling', 'Drops', 'Storm', 'Purple']","['Forked', 'Taste', 'languages', 'Lick', 'Lick']","['Flour', 'Bix', 'gluten', 'barley', 'triticum', 'grain']","['Tropical', 'Caribbean', 'Volcanic', 'Treasure', 'Reykjavik', 'Statten']","['Tesla', 'Duracell', 'Capacitor', 'Assault', 'ev', 'NimH']","['Roosevelt', 'Puppet', 'leader', 'leader']","['Nails', 'Weave', 'Hair', 'Beautician']","['paleontology', 'experimentation', 'astronomy', 'Einstein', 'herpetology']","['Italian', 'Criminal', 'Warewolf', 'Sicilian', 'Sicilian']","['Charity', 'jewel', 'brilliant', 'Crystalline', 'Carat']","['Cheshire', 'Jaguar', 'tiger', 'Tabby', 'Calico']","['Hook', 'eyepatch', 'PegLeg', 'Plank']","['Tombstone', 'Leone', 'Morricone', 'Saloon', 'spaghetti', 'spaghetti']","['Ascend', 'Everest', 'ladder', 'tree']","['jewellery', 'Gold', 'pirates', 'Pirate']","['Antibiotics', 'Prescription', 'treatment', 'potion', 'Illness', 'Drink']","['Container', 'Flower', 'fluted', 'Urn']","['fiorentina', 'mannaia', 'venditore', 'carne']","['Allergy', 'Pea', 'Cashew', 'Pistachio']","['Igneous', 'Dwayne', 'Stone', 'pebble', 'classic', 'Roll']","['Caboose', 'Locomotive', 'Disciplined', 'routine']","['sword', 'buckler', 'Battle', 'Paladins', 'Pavise', 'Avenger']","['big', 'infant', 'months', 'old', 'Rattle', 'Bottle']","['Vegas', 'Sabotage', 'Casino', 'Illusion', 'Illusion', 'illusion']","['M\\u00e4rchen', 'Orient', '1001Nacht', 'Disney']","['King', 'Kingdom', 'Princess', 'Sand']","['Stick', 'Support', 'Walking', 'crutch', 'sugar', 'Sugar']","['poi\\u00e7on', 'creux', 'Ravin', 'Cave']","['volontaire', '18', 'Secouriste', 'Bonneuil', '\\u00e9chelle', '\\u00e9chelle']","['Titanic', 'Bioscoop', 'Popcorn', 'Cinema']","['crime', 'organized', 'Yakuza', 'Capone', 'racketeering', 'Sicilian']","['Locomotive', 'Learn', 'Rail', 'caboose', 'railroad', 'Caboose']","['Kilimanjaro', 'Rocky', 'Snowden', 'Everest']","['Boule', 'Cochonnet', 'cochonnet']","['Barbie', 'Ken', 'figure', 'Baby', 'Kiki']","['Socken', 'Wohnung', 'Latschen', 'Latschen']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['afro', 'Jewel', 'Queen', 'diadem', 'monarchy', ""monarch's""]","['Orge', 'Thune', 'fric', 'Pognon', 'Flouze', 'Flouze']","['Rocket', 'vessel', 'recycle', 'Cap', 'cider', 'Glass']","['Sugary', 'Corn', 'Hard', 'Sweets', 'Sweets', 'sweet']","['Sunset', 'PM', 'Night', 'Night']","['chamber', 'Journaling', 'gun', 'Life', 'Bang', 'bang']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['tooth', 'doctor', 'teeth', 'teeth']","['Adac', 'Gatterman', 'Luftrettung', 'Rotor', 'Auftrieb', 'Rotation']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Australia', 'aussie', 'Grill', 'Grill']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['Pumpkin', 'easy', 'stargazey', 'Apple']","['Tooth', 'Sugarplum', 'Tinkerbell', 'Tinkerbell']","['Goatee', 'Lip', 'Caterpillar', 'walrus', 'Handlebar', 'Handlebar']","['Spurs', 'Louboutin', 'Toe', 'Achilles', 'Foot', 'FOot']","['Worship', 'Buddhist', 'Ancient', 'Indie', 'Doom', 'Doom']","[""Here's"", 'Johnny', 'gimli', 'wood']"
Mystery Word,Casque,Pig,Beer,Dessert,Sponge,Champagne,G\u00fcrtel,Sky,Bird,Wind,Sunday,Rain,Tongue,Wheat,Island,Battery,President,Stylist,Science,Mafia,Diamond,Cat,Pirate,Western,Climb,Treasure,Medicine,Vase,Butcher,Nut,Rock,Train,Shield,Baby,Mirage,Aladdin,Castle,Cane,Trou,Pompier,Film,Mafia,Train,Mountain,P\u00e9tanque,Doll,Hausschuh,Nombril,Crown,Bl\u00e9,Bottle,Candy,Evening,Bullet,Ski,Poule,Dinosaur,Dentist,Helikopter,Rum,Barbecue,Kette,Arrow,Pie,Fairy,Mustache,Heel,Temple,Axe
Guess,Casque,Pig,Beer,dessert,sponge,Champagne,G\u00fcrtel,Lapis,Bird,wind,igiveup,rain,tongue,wheat,Island,battery,president,Spa,Science,,diamond,Cat,Pirate,western,top,necklace,Drugs,vase,mannaiaLa,Nut,Rock,Train,Sparta,Baby,,Aladdin,Castle,Cane,Trou,Pompier,Movie,Mafia,engine,Mountain,,Doll,Hausschuhe,Nombril,diamond,,Bottle,candy,Dusk,bullet,skate,Poule,Dinosaur,Dentist,Helicopter,,Kangaroo,Kette,compass,pie,Fairy,Mustache,Heel,Temple,axe
