ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80,Scrapnumber81,Scrapnumber82,Scrapnumber83,Scrapnumber84,Scrapnumber85
Table Number,426998428,426728237,426728042,426690991,426601823,426584120,426223636,426208499,425963122,425859596,425841916,425836560,425823080,425756598,425572389,425508275,425367432,425204239,425204209,425188869,425175907,425165350,424963172,424956812,424858347,424831564,424650192,424633906,424537801,424475694,424326269,424300607,424302996,423797154,423672931,423669971,423562611,423532573,423184289,422866724,422758859,422754186,422633794,422620098,422619886,422352998,422118445,422107292,422090899,422023905,421988915,421989754,421810395,421702805,421549329,420992843,420914272,419946110,419846121,418688067,418633062,418252645,417580076,417280097,416390940,416383625,415621306,415379476,414619799,412907496,411828076,411328429,405054016,396307534,389157129,360247361,358827793,357991900,350481361,343894377,338553253,331907183,324381970,320452280,313533300
Move,8,11,12,13,7,31,49,27,12,69,41,9,11,12,38,45,26,62,17,50,16,46,48,58,23,47,46,49,65,49,56,46,76,19,69,60,118,50,100,42,61,91,31,72,94,53,67,10,32,41,43,30,10,58,21,45,10,84,32,8,36,7,50,56,49,86,47,19,18,11,91,90,527,211,930,1386,1216,274,3384,1581,1307,763,1354,1998,2521
Clues,"['Tortue', 'Peperoni', 'Deliciosa', 'margarita', 'napolitaine']","['Dragones', 'Gloomhaven', 'Loot', 'Heroes']","['GMarconi', '1896', 'Silence', 'Head', 'Queen', 'transmitter']","['Birthday', 'Debit', 'Credit', 'Plastic', 'Joker', 'Queen']","['Kava', 'affection', 'Love', 'Love']","['Tier', 'Katze', 'Sportmarke', 'Sportmarke']","['Blatt', 'Anfangsstadium', 'kleine', 'Schmetterling', 'Nimmersatt', 'Nimmersatt']","['Spinning', 'Waterspout', 'whirlwind', 'Storm', 'Funnel', 'funnel']","['Oasis', 'Sand', 'storm', 'forbidden', 'Dry', 'Challenging']","['Fairground', 'Hitch', 'thumb', 'Motorbike', 'Bicycle', 'Bicycle']","['hallucination', '2000', 'Dassault', 'Vision', 'Illusion']","['Filmfigur', 'Bund', 'Anf\\u00fchrer', 'Gladiator', 'Sklavenaufstand', 'Thrakier']","['fan', 'vane', 'Mistral', 'Breeze', 'breeze']","['Lyft', 'Shared', 'Metro', 'Saddle', 'Horseback', 'Verb']","['Granite', 'medusa', 'Hard', 'Age', 'Tomb', 'solid']","['monitor', 'Desktop', 'macbook', 'Hardware', 'CPU', 'cpu']","['Falter', 'Schwalbenschwanz', 'flatter', 'schlabber']","['Banana', 'Curved', 'Roll', 'Pillsbury', 'Shape', 'Shape']","['Swine', 'Oyster', 'Tapioca', 'Pokemon', 'Novosibirsk']","['sweating', '101F', 'Sick', 'tempature', 'Temperature']","['Lacet', 'oreilles', 'Oreille', 'Or', 'Or']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['Foos', 'Ping-pong', 'chain', 'Tennis', 'foot', 'bouncy']","['Mutineer', 'Timber', 'pirate', 'Pirate']","['Pins', 'Balls', 'Super', 'NFL']","['Engin', 'Soucoupe', 'Navire', 'Astronef']","['jump', 'Base', 'slower', 'Deltaplane', 'Glide', 'airborne']","['buried', 'into', 'cemetery', 'rise', 'Danger', 'Digger']","['Covid', 'chickenpox', 'Flu', 'Ebola', 'Corona', 'Corona']","['john', 'wayne', 'Union', 'Beef', 'Spaghetti', 'Civilization']","['Obst', 'Chiquita', 'Krumm']","['Oil', 'flavorful', 'mushroom', 'Funghi', 'Pig', 'Pig']","['Wand', 'Rabbit', 'Illusionist', 'Copperfield', 'Cyril', 'Entertainment']","['music', 'genre', 'School', 'of', 'paper', 'scissors']","['akhenaten', 'khufu', 'king', 'pyramid', 'egypt', 'egypt']","['Steek', 'Deur', 'scale', 'code']","['Underage', 'Music', 'Insignificant', 'Key', 'child', 'child']","['Turtles', 'Michelangelo', 'Crust', 'TMNT', 'Hut']","['Pioche', 'hydraulique', 'Balayette', 'G\\u00e2teau', 'Tarte', 'tarte']","['Wild', 'Cainine', 'Howl', 'moon']","['chip', 'semi-sweet', 'hot', 'rich', 'cacao', 'cacao']","['Comic', 'Story', 'arrest', 'reserve', 'Reading']","['Hereford', 'Moo', 'dairy', 'heifer', 'Bovine', 'Milk']","['Ante', 'Bookie', 'gamble', 'speculate', 'draftkings', 'all-ins']","['Hakase', 'Favorite', 'Fins', 'Jaws']","['Cavity', 'Vessel', 'Tummy', 'Mudrif']","['BoardGame', 'It', 'Setting', 'Movie', ""Play's"", 'Segment']","['Quest', 'Spiral', 'Andromeda', 'Hoag']","['poo', 'cow', 'waste', 'fertilizer', 'Beetle', 'Crap']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['Baaaa', 'Shear', 'Lamb', 'Wool', 'Lamb', 'Wool']","['Emplacement', 'Caveau', 'Tombes', 'Tombes']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Fencing', 'Sabre', 'katana', 'samurai', 'Knight', 'Weapon']","['Airtight', 'Top', 'Container', 'Eye']","['tooth', 'doctor', 'teeth', 'teeth']",['capitaine'],"['Elisabeth', 'Thron', 'Band', 'F.Mercery', 'Camila', 'Wewillrockyou']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Travelling', 'Time', 'summer', 'holiday', 'Getaway', 'Fiji']","['Australia', 'aussie', 'Grill', 'Grill']","['Kookpot', 'Doos', 'Potten', 'Keuken']","['Serie', 'Vampirj\\u00e4gerin', 'Thevampireslayer', 'Weiblich']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['knight', 'Gravedigger', 'Scoop', 'digging', 'Spade', 'Spade']","['punch', 'Puppet', 'Compression', 'ankle', 'darn', 'fuzzy']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['Freefall', 'Ripcord', 'Pants', 'skydiving']","['Pollen', 'Me', 'Daughters', 'You', 'Skunk']","['dining', 'extra', '20%', 'Gratuity']","['drunks', 'alcohol', 'Drinks', 'Tender', 'Cheers', 'Legal']","['burner', 'power', 'Curls', 'Snake', 'wrap']","['\\u30b9\\u30c8\\u30ec\\u30a4\\u30fb\\u30de\\u30fc\\u30c1', '\\u30e1\\u30ea\\u30fc\\u30d7', 'lost', '\\u30b7\\u30e7\\u30fc\\u30f3', 'wool', '\\u30a6\\u30fc\\u30eb']","['de-pan', 'a-becs', 'Pain', '350g']","['Mines', 'Gimli', 'Dopey', 'Tyrion', 'Short', 'Beards']","['Feeling', 'Desire', 'christ', 'Fruit']","['Mail', 'Tramp', 'of', 'approval']","['ragtime', 'Soul', 'Theory', 'Melody', 'melody', 'Melody']","['Spreadsheet', 'Dining', 'Shelve', 'Periodic', 'Dinner', 'Dinner']","['Du', 'Tronc', 'Dutronc', 'succulente', 'aie', 'ouie']","['Beaujolais', 'bordeaux', 'Santerre', 'Pinot', 'Piasse']","['award', 'winner', 'bronze', 'Olympic', 'Bronze', 'Olympic']"
Mystery Word,Pizza,Dungeon,Radio,Card,Passion,Puma,Raupe,Tornado,Desert,Ride,Mirage,Spartacus,Wind,Ride,Stone,Computer,Schmetterling,Crescent,Pearl,Fever,Boucle,Nombril,Ball,Plank,Bowling,Vaisseau,Parachute,Grave,Virus,Western,Banane,Truffle,Magician,Rock,Pharaoh,Key,Minor,Pizza,Pelle,Wolf,Chocolate,Book,Cow,Bet,Shark,Navel,Scene,Galaxy,Dung,Ski,Sheep,Cimeti\u00e8re,Poule,Dinosaur,Sword,Lid,Dentist,Crochet,Queen,Rum,Vacation,Barbecue,Lid,Buffy,Kette,Shovel,Sock,Oasis,Arrow,Guillotine,Parachute,Flower,Tip,Bar,Coil,Sheep,Fl\u00fbte,Dwarf,Passion,Stamp,Music,Table,Cactus,Vin,Medal
Guess,Pizza,dungeons,telephone,Card,Energy,,Kokon,Tornado,desert,,Mirage,Spartacus,feather,Ride,Stone,Computer,Schmetterling,Crescent,Pearl,fever,Boucle,Nombril,Ball,chest,Bowl,Ovni,Parachute,Grave,Virus,Western,banane,Truffle,magician,Rock,pharoah,Key,minor,Pizza,pelle,Wolf,fries,Book,Cow,poker,shark,Stomach,,galaxy,Dung,skate,sheep,tombe,Poule,Dinosaur,sword,lid,Dentist,Commandant,Queen,,Vacation,Kangaroo,Lid,Buffy,Kette,shovel,sock,,compass,,parachute,Flower,Tip,bar,Coil,Sheep,Flute,DWARF,Lust,Stamp,Music,Table,Jacques,Vin,trophy
