ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68
Table Number,426257197,426196897,426192167,425859596,425836560,425756598,425578590,425469782,425443067,425165350,425082962,424994228,424953330,424858347,424831564,424818411,424482798,424487231,424404521,424347318,424294232,423976877,423828332,423805954,423806163,423562611,423397707,422758859,422750359,422613922,422510456,422167135,422080187,421988915,421810395,421702805,421549329,421470941,421472241,421090546,420958819,420914272,420678564,420278007,419646476,418887349,418688067,418633062,418252645,417994070,417204012,416390940,416383625,416276505,415621306,415379476,414619799,412907496,393621459,387173467,381777020,374138794,359973908,358827793,357991900,350584338,346689693,324806575
Move,6,19,7,51,9,6,27,18,49,46,38,63,26,17,42,34,36,49,29,74,84,55,68,56,43,109,103,49,48,74,66,96,66,43,10,58,21,80,71,101,80,10,56,96,57,43,8,36,7,118,80,49,86,57,47,19,18,11,527,770,450,778,3085,1216,274,2193,1245,1344
Clues,"['Connectivity', 'Issues', 'Data', 'Platter', 'Waitress', 'Waitress']","['gear', 'sinker', 'Worm', 'gillnetting', 'Compliments', 'compliments']","['apache', 'aircraft', 'Pad', 'Chinook']","['Gaiden', 'Donatello', 'turtles', 'Sasuke', 'Warrior', 'Warrior']","['Filmfigur', 'Bund', 'Anf\\u00fchrer', 'Gladiator', 'Sklavenaufstand', 'Thrakier']","['9V', 'Charge', 'Dead', 'Charger', 'Interstate', 'Interstate']","['Lucid', 'Nightmares', 'fantasy', 'Nightmare', 'Sleeping', 'Sleeping']","['doctor', 'Maintenance', 'hospital', 'Procedure', 'Mission', 'Surgery']","['Signal', 'Umzug', 'blasinstrumet', 'Mittelalter', 'Tonfolge', 'Blaskapelle']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['Listen', 'plug', 'Otorinolaryngolog', 'Airports', 'drum', 'lobe']","['moustique', 'interrupteur', 'Chemise', 'Pustule', 'Manchette', 'Manchette']","['pebble', 'Fall', 'music', 'Roll', 'foundation']","['Tankini', 'Bikini', 'Model', 'Model']","['Protection', 'Immunitaire', 'Corne', 'Interdit']","['cocktail', 'Seafood', 'Crawfish', 'Prawn', 'Prawn']","['Helium', 'Schiste', 'pet', 'Naturel', 'Carbonique', 'Carbonique']","['virgin', 'Investment', 'amalthea', 'mythical', 'rhino', 'fantasy']","['beanie', 'head', 'Bowlers', 'beret', 'Bowler', 'bowler']","['cin\\u00e9ma', 'train', 'Spectacle', 'spectacle', 'Spectacle']","['Shawshank', 'break', 'Slammer', 'Warden', 'punishment', 'Punishment']","['Caligula', 'Monarch', 'Kuzco', 'Palpatine', 'Groove', 'Nero']","['M\\u00e9lange', 'Ca\\u00efpirinha', 'Ap\\u00e9ro', 'Mojito']","['hook', 'uppercut', 'Fruit', 'Bag']","['Naenae', 'dominatrix', 'slap', 'Lash', 'horse', 'Horse']","['relax', 'Comfortable', 'Chaise', 'Upholstery', 'F.R.I.E.N.D.S', 'potato']","['histology', 'Sniffle', 'Paper', 'Thin', 'Wad', 'sneeze']","['bed', 'sheet', 'remix', 'casing', 'Album', 'seat']","['heads', 'tails', 'flip', 'gold', 'Monetary', 'Penny']","['gang', 'Marteau', 'Squale', 'Aileron', 'Megalodon', 'Mako']","['SeaWorld', 'Swims', 'Flipper', 'Eco']","['Hohlk\\u00f6rper', 'Fall', 'Klemptner', 'Tunnel', 'Abfluss', 'Kanal']","['desert', 'Britpop', 'wonderwall', 'Gallagher', 'Water', 'Water']","['Baaaa', 'Shear', 'Lamb', 'Wool', 'Lamb', 'Wool']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Fencing', 'Sabre', 'katana', 'samurai', 'Knight', 'Weapon']","['lash', 'Lasso', 'Dominatrix', 'ride', 'Dominatrix', 'riding']","['Petting', 'Tropiquarium', 'exhibits', 'animals', 'captivity', 'Captivity']","['Brad', 'prune', 'Center', 'lane', 'bull', 'Racetrack']","['hansel', 'Mitts', 'Hot', 'in-wall', 'convection']","['tooth', 'doctor', 'teeth', 'teeth']","['Kitana', 'Sabre', 'rapier', 'scimitar', 'Big', 'Knife']","['Sausages', 'cake', 'Flute', 'wok', 'wok']","['Dugong', 'Siren', 'Fictional', 'Ariel']","['woofer', 'Pelosi', 'McCarthy', 'Tweeter', 'tweeter', 'McCarthy']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Travelling', 'Time', 'summer', 'holiday', 'Getaway', 'Fiji']","['Australia', 'aussie', 'Grill', 'Grill']","['Starks', 'solstice', 'Snow', 'Season', 'skiing', 'Cold']","['tooth', 'doctor', 'Braces', 'Orthodontist', ""Teeth's"", 'Healer']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['knight', 'Gravedigger', 'Scoop', 'digging', 'Spade', 'Spade']","['Teacher', 'College', 'Emeritus']","['punch', 'Puppet', 'Compression', 'ankle', 'darn', 'fuzzy']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['Riz', 'esse', 'Boxe', 'capitaine', 'Capitaine']","['90', 'Kick', ""Speakers'"", 'Degrees', 'Peeking', 'Shop']","['Mr.', 'Android', 'Bender', 'IG-88']","['toothpaste', 'Toilet', 'underground', 'Undergound']","['Inline', 'Rink', 'Avril', 'Boi', 'ice', 'kwan']","['de-pan', 'a-becs', 'Pain', '350g']","['Mines', 'Gimli', 'Dopey', 'Tyrion', 'Short', 'Beards']","['Macron', 'Sarkozy', 'Cammenbert', 'R\\u00e9publique']","['-de-nuit', 'dancing', 'Discotheque', 'de-vitesse']","['Pfa', 'Straws', 'Tupperware', 'Synthetic', 'Surgery', 'Implants']"
Mystery Word,Server,Fishing,Helicopter,Ninja,Spartacus,Battery,Dream,Operation,Fanfare,Nombril,Ear,Bouton,Rock,Swimsuit,D\u00e9fense,Shrimp,Gaz,Unicorn,Hat,Billet,Prison,Emperor,Cocktail,Punch,Whip,Couch,Tissue,Cover,Coin,Requin,Dolphin,Rohr,Oasis,Sheep,Poule,Dinosaur,Sword,Whip,Zoo,Pit,Oven,Dentist,Sword,Pan,Mermaid,Speaker,Rum,Vacation,Barbecue,Winter,Dentist,Kette,Shovel,Professor,Sock,Oasis,Arrow,Guillotine,Crochet,Corner,Robot,Tube,Skate,Fl\u00fbte,Dwarf,Pr\u00e9sident,Bo\u00eete,Plastic
Guess,Broken,fishing,Helicopter,Ninja,Spartacus,Battery,Dream,Operation,Fanfare,Nombril,ear,Bouton,Rock,beach,D\u00e9fense,lobster,Gaz,Dwarf,Hat,Horaire,jail,king,COCKTAIL,punch,whip,Couch,Tissue,cover,coin,Requin,dolphin,Rohr,Oasis,sheep,Poule,Dinosaur,sword,,Zoo,Pit,Oven,Dentist,Katana,frosting,Mermaid,Speaker,,Vacation,Kangaroo,Winter,Dentist,Kette,shovel,Professor,sock,,compass,,sac,Action,Robot,basin,Skate,Flute,DWARF,President,bo\u00eete,Plastic
