ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65
Table Number,423383177,422994323,422912950,422866724,422785803,422620098,422601044,422598146,422569049,422451241,422392138,422165649,422121672,422117089,422118445,422030461,421810395,421736125,421559144,421549389,421472241,421380668,421279038,421202194,420992843,420914272,420791951,420678564,420650805,420552674,420441022,420044704,419676033,419457079,419089288,418914057,418688067,418252645,417918992,417601972,416734430,416707418,416472947,416452676,416390940,415744082,415416434,415379476,415311507,415298813,415132167,414888555,414619799,414326697,412907496,412823159,402108912,389157129,382303145,363390977,348838927,348302073,324381970,314877288,312552889
Move,26,16,27,11,9,12,5,27,33,24,30,54,7,21,18,15,10,42,82,33,30,56,39,64,20,10,85,31,100,18,49,59,84,105,92,55,8,7,24,83,60,57,15,48,49,37,91,19,67,52,112,87,12,78,11,89,357,905,256,679,1185,1731,1329,3222,1654
Clues,"['p\\u00e9trole', 'poup\\u00e9e', 'fantastique', 'bertrand', 'fantastique', 'bertrand']","['Blazing', 'Shine', 'Photosynthesis', 'orbit']","['\\u304d\\u3085\\u3046\\u3057\\u3087\\u304f', '\\u3086\\u304d\\u3058\\u308b\\u3057', '\\u306e\\u307f\\u3082\\u306e', '\\u3042\\u304b\\u3061\\u3083\\u3093', '\\u307b\\u308f\\u3044\\u3068', '\\u3057\\u308d\\u3044']","['Gale', 'Blowing', 'Breeze', 'Breeze']","['Mirror', 'Gaze', 'Gorgon', 'petrify', 'stone', 'stone']","['lettuce', 'vegetable', 'Caesar', 'green', 'Vinaigrette', 'Kale']","['Pieds', 'Tissu', 'protection', 'panard']","['Candles', 'Celebration', 'yearly', 'Present', 'eighteen', 'Annual']","['Public', 'Books', 'Literature', 'Warehouse']","['almond', 'Watership', 'Burke', 'eyes', 'eyes']","['Western', 'A-frame', 'white', 'Abode', 'dwelling', 'Dwelling']","['mandarin', 'Tangerine', 'garfield', 'Syracuse', 'holland', 'Clementine']","['written', '1944', 'Past', 'Past']","['agent', 'Rosenbergs', 'Mission', 'I']","['Duracell', 'Energiser', 'Electric', 'Storage', 'Powerbank', 'Lead']","['Pilchard', 'smallfry', 'fish', 'Sandwich']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Bordeaux', 'Beverage', 'drunk', 'cabernet', 'Sangria', 'Beaujolais']","['Siamese', 'DeVito', 'Pisces', 'Siblings', 'Fraternal', 'Fraternal']","['Squelette', 'Tete', 'D\\u2019oeuf', 'Bo\\u00eete']","['Pandora', 'Wrist', 'armband', 'wristband', 'jewellery', 'Jewellery']","['Caf\\u00e9', 'Photo', 'film', 'vid\\u00e9o', 'Video', 'Vid\\u00e9o']","['elemento', 'plasma', 'Vela', 'Isqueiro', 'Fire', 'Burn']","['Trap', 'Big', 'saliva', 'Lips', 'Tongue', 'Opening']","['course', 'mini', 'putt', 'Putt-putt']","['tooth', 'doctor', 'teeth', 'teeth']","['Sea', 'Tidal', 'tsunami', 'salutation', 'Surf', 'Surf']","['Akhenaten\\u2019s', 'tomb', 'square', 'cone', 'Mlm', 'Sche.e']","['Lobe', 'Canal', 'Elephant', 'auditory', 'Piercing', 'Piercing']","['chineese', 'kung', 'fu', 'monochrome', 'bear', 'bear']","['reception', 'Ritz', 'Hostel']","['Church', 'Angkor', 'Shirley', 'worship', 'Synagogue']","['Tree', 'Fall', 'Konoha', 'Maple', 'Plant', 'Green']","['Just', 'Gratuity', 'Tilt', 'money', 'point', 'point']","['abode', 'haven', 'Haunted', 'boat', 'Music', 'cat']","['Consistent', 'Even', 'School', 'Clothes', 'Police', 'DressCode']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Australia', 'aussie', 'Grill', 'Grill']","['Crime', 'Investigation', 'Movie', 'Clips', 'Play', 'Musical']","['Gallertmasse', 'K\\u00f6rperfl\\u00fcssigkeit', 'Kochwurst', 'Blunze']","['crossroad', 'Turn', 'Connection', 'connection']","['Rumpelstilzchen', 'Spinnen', 'Stall', 'Sterne']",[],"['Sprache', 'Musik', 'Noten', 'Fanfare', 'Sangesweise', 'liedaufbau']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['Sticky', 'Goop', 'Hair', 'Hair']","['dames', 'R\\u00e9ussite', 'Damier', 'Jeu', 'Tartakover', 'rat\\u00e9']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['cap', 'Jar', 'flip', 'eye', 'topper', 'Top']","['meeting', 'Two', 'bondi', 'Bondi']","['Ahoy', 'Bluebeard', 'rum', 'Booty', 'Ship', 'harhar']","['Liberty', 'Sculpture', 'Sculpture', 'Liberty']","['see-through', 'spectacles', 'Window', 'Transparent', 'looking', 'menagerie']","['Sharp', 'Butter', 'Cut', 'Steak', 'Cut', 'Steak']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['Guitare', 'Escalade', 'Pendu', 'Pendu', 'Pendu']","['Indian', 'motion', 'sea', 'Bonnie', 'atlantic', 'Atlantic']","['Wrath', 'Concord', 'Vineyard', 'vine', 'Vine']","['Naruto', 'tagiatelle', 'Kluchy', 'Zupka']","['Pins', 'Brunswick', 'gutterball', 'Bumpers', 'Spare']","['SFR', 'Vigilance', 'couleur', 'M\\u00e9canique', 'M\\u00e9canique', 'couleur']","['Masse', 'Bricolage', 'Outil', 'Taper', 'Taper', 'Outil']","['Homme', 'Carnavalet', 'exposition', 'histoire', 'liere', 'orsay']","['\\u307e\\u304f\\u3089', '\\u3079\\u3093\\u3056', '\\u30b8\\u30c3\\u30bf\\u30ea\\u30f3\\u30b8\\u30f3', '\\u305d\\u308c\\u3068', 'YAGOO']","['Time', 'Mechanical', 'Invention', 'Automated', 'automated']"
Mystery Word,Plastique,Sun,Milk,Wind,Medusa,Salad,Chaussette,Birthday,Library,Hazel,House,Orange,History,Spy,Battery,Sardine,Poule,Wine,Twins,Cr\u00e2ne,Bracelet,Cam\u00e9ra,Flame,Mouth,Golf,Dentist,Wave,Pyramid,Ear,Panda,Hotel,Temple,Leaf,Tip,House,Uniform,Rum,Barbecue,Scene,Blutwurst,Junction,Stroh,Trailer,Melodie,Kette,Gel,\u00c9chec,Oasis,Lid,Junction,Pirate,Statue,Glass,Knife,Guillotine,Corde,Ocean,Grape,Noodle,Bowling,Orange,Marteau,Mus\u00e9e,Cover,Machine
Guess,plastique,light,milk,Wind,look,Salad,Chaussette,birthday,Library,Nut,House,Orange,,Spy,Battery,Food,Poule,Wine,twins,Cr\u00e2ne,jewellery,filtre,Flame,Mouth,Golf,Dentist,wave,pyramid,Ear,Karate,hotel,temple,leaf,Tip,house,Uniform,,Kangaroo,,Blut,Corner,Sroh,,klang,Kette,Jelly,\u00c9chec,,,Date,Pirate,Supercalifragilisticexpialidocious,Glass,,,Corde,,grapes,Ramen,bowling,Orange,marteau,Mus\u00e9e,cover,Clock
