ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80,Scrapnumber81,Scrapnumber82,Scrapnumber83
Table Number,426070803,425747479,425511377,425469782,425391522,425373731,425367432,425251048,425126523,425082962,424953330,424938682,424911585,424831564,424670799,424669522,424639286,424507759,424454249,424404521,424326269,423976877,423805654,423735076,423674541,423227064,423184289,423156122,422947871,422914441,422908962,422855987,422844008,422721709,422703833,422619886,422510456,422483493,422403936,422352998,422117089,422108223,421816177,421810395,421702805,421226618,420914272,420771039,420678564,420552674,420424922,419934667,419846121,419719010,419646476,418688067,418633062,418252645,417918992,417255169,416390940,416276505,415904372,415379476,414619799,412907496,411828076,411328429,402108912,387173467,381826421,360247361,359973908,358827793,357991900,357001162,350584338,350481361,349338828,320452280,319065151,318929216,312175859
Move,5,8,21,9,49,19,10,18,13,19,17,35,14,27,37,20,33,20,31,20,28,45,41,84,32,45,73,47,54,62,40,111,65,74,74,78,52,81,44,33,65,18,49,10,58,83,10,68,50,43,92,48,25,90,50,8,36,7,36,123,49,49,45,19,18,11,84,82,386,759,385,1377,3073,1206,274,1461,2182,3347,2944,1990,215,2270,1615
Clues,"['Middle', 'Face', 'Smell', 'Breath']","['Guimauve', 'briquet', 'Chaleur', 'pompier', 'Bic']","['Pantalon', 'Chastet\\u00e9', 'Encercle', 'corail']","['rumble', 'Habitat', 'Tarzan', 'Mowgli', 'George', 'Fever']","['dominos', 'digiorno', 'Turtles', 'Hut', 'Deep', 'Dish']","['Pferd', 'Stamm', 'Elstar', 'Pinklady', 'Mus', 'Boskop']","['Alligator', 'Urtier', 'Schnappi', 'Schnappi']","['Small', 'Young', 'Underground', 'Major', 'Juvenile', 'Adolescent']","['Peck', 'Hole', 'feather', 'coo', 'Dove', 'Loft']","['Information', 'espionage', 'Bond', 'Hari', 'glass', 'Rosenbergs']","['tale', 'Dark', 'galahad', 'helm', 'noble']","['John', 'Deere', 'Farm', 'Vehicle']","['Blackbeard', 'Augenklappe', 'Holzbein', 'S\\u00e4bel']","['Targarien', 'Komodo', 'Ball', 'Fantastique']","['roter', 'Jupiter', 'Planet', 'Snickers', 'Planet', 'Snickers']","['Klempner', 'toad', 'Adorf', 'Digital', 'playstation', 'Luigi']","['Chandeleur', 'Dentelle', 'Suzette', 'Suzette', 'suzette']","['Baghlah', 'Sloop', 'Barge', 'Float', 'paddle', 'canoe']","['Tr\\u00e4ger', 'Liebes', 'Post', 'Schreiben']","['speach', 'Lilt', 'intonation', 'rural', 'cockney', 'pronunciation']","['Office', 'Excell', 'gates', 'Gates']","['Small', 'Fish', 'Can', 'Tinned', 'canned', 'Topping']","['Aldrin', 'tidal', 'crescent', 'landing', 'Ganymede']","['Hat', 'Unscrew', 'Seal', 'Eye', 'cap', 'Cap']","['Racecar', 'Disney', 'Thunder', 'Rain', 'Tampa', 'Hockey']","['Pain', 'Patissier', 'P\\u00e9trisseur', 'Darty']","['ign', 'Rami', 'Belote', 'Anniversaire', 'Tarot', 'Tarot']","['draw', 'Henna', 'sleeve', 'skin', 'Ink', 'Inked']","['Reader', 'Tree', 'Hand', 'Hand', 'Tree', 'Hand']","['Th\\u00e9\\u00e2tre', 'esp\\u00e8ces', 'Unit\\u00e9', 'Ecu', 'monnaie', 'Monnaie']","[""Tim'Cook"", 'pie', 'Newton', 'an', 'Red']","['Turbulette', 'cong\\u00e9lateur', 'confort', 'Prog\\u00e9niture', 'AA', 'Cadum']","['glycerine', 'saponification', 'Dove', 'Opera', 'clean', 'Clean']","['Prism', 'Shape', 'Isosceles', 'Equilateral', 'Percussion', 'Bermuda']","['overhead', 'Cloud', 'stratosphere', 'Horizon', 'Horizon']","['Garnet', 'Amethyst', 'Oyster', 'Gems']","['buffoon', 'Creepy', 'It', 'It']","['Rotate', 'Lance', 'Ride', 'Vehicle', 'Pedal', 'Shimano']","['circumference', 'cookie', 'round', 'shape', 'Compass', 'Sphere']","['Barbie', 'RaggedyAnn', '...House', 'Parton']","['Spectacles', 'LENSCRAFTERS', 'Lenses', 'Lenses']","['Killer', 'Blowhole', 'White', 'Pequod', 'Swim', 'Mammal']","['water', 'inside', 'Hedgehog', 'Flora', 'desert', 'flower']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Call', 'daytime', 'glory', 'Good', 'Good', 'glory']","['tooth', 'doctor', 'teeth', 'teeth']","['Rum', 'Jack', 'Sparrow', 'Crunch', 'Morgan', 'Morgan']","['allergy', ""Planter's"", 'Sally', 'Charlie', 'brown', 'Brown']","['broccoli', 'asparagus', 'cauliflower', 'spinach', 'Cucumber', 'Lettuce']","['Frankreich', 'Dumas', 'aramis', 'Dumas', 'Dumas', 'Aramis']","['Shell', 'Caterpillar', 'Caterpillar', 'Shell']","['Schotter', 'Stein', 'Klein', 'Stein', 'Stein', 'Klein']","[""Bob's"", 'Pepper', 'Flour', 'Cedar', 'Cedar']","['Job', 'Snooker', 'Billiards', 'Billiards']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Travelling', 'Time', 'summer', 'holiday', 'Getaway', 'Fiji']","['Australia', 'aussie', 'Grill', 'Grill']","['Lion', 'Badge', 'Honor', 'Silver', 'Trophy', 'Prize']","['Trail', 'road', 'Guide', 'Bannister', 'Gun', 'Train']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['Rain', 'cover', 'Rihanna', 'rihanna']","['Paprika', 'Seasoning', 'chimichurri', 'powdered']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['Volume', 'Tome', 'worm', 'Danno']","['Shutter', 'Kodak', 'Pictures', 'Click', 'Click']","['bolt', 'Head', 'Board', 'Driver', 'nail', 'twist']","['Boat', 'Triangular', 'Mainbrace', 'Cloth', 'Mast', 'AWOLNATION']","['rescue', 'blades', 'whirlybird', 'Whirlybird']","['\\u304a\\u3046\\u306d\\u3064\\u3073\\u3087\\u3046', 'AIDS', 'Bandit', 'vaccine', '\\u30e1\\u30c3\\u30c8\\u30fc\\u30eb', 'buster']","['Broadway', 'Orpheum', 'Place', 'Guthrie', 'Guthrie', 'Guthrie']","['Soeurs', 'Olsen', 'Olsen', 'Soeurs']","['Mines', 'Gimli', 'Dopey', 'Tyrion', 'Short', 'Beards']","['Text', 'Thick', 'Paperback', 'Fiction', 'Log', 'Face']","['Assaisonnement', 'Gros', 'Nacl', 'Fin']","['Azkaban', 'Folsom', 'Jail', 'Jail']","['Garden', 'Sleep', 'Furniture', 'kingsize', 'Sheets']","['Tonka', 'citerne', 'Kenworth', 'Ram', 'pompier']","['aang', 'barn', 'Viento', 'remolino']","['barricade', '360', 'Guillotine', 'Antionette', 'Haitian']","['W', 'Rimmikub', 'Glazura', 'Kwadracik']"
Mystery Word,Nose,Feu,Ceinture,Jungle,Pizza,Apfel,Krokodil,Minor,Pigeon,Spy,Knight,Tractor,Pirat,Dragon,Mars,Mario,Cr\u00eape,Boat,Brief,Accent,Microsoft,Sardine,Moon,Lid,Lightning,Boulanger,Carte,Tattoo,Palm,Pi\u00e8ce,Apple,B\u00e9b\u00e9,Soap,Triangle,Sky,Pearl,Clown,Bicycle,Circle,Doll,Glasses,Whale,Cactus,Poule,Dinosaur,Morning,Dentist,Captain,Peanut,Vegetable,Musketier,Cocoon,Kiesel,Mill,Pool,Rum,Vacation,Barbecue,Medal,Rail,Kette,Umbrella,Spice,Oasis,Arrow,Guillotine,Book,Camera,Screw,Sail,Helicopter,Virus,Theater,Jumelles,Dwarf,Book,Sel,Prison,Bed,Camion,Tornado,Revolution,Tile
Guess,nose,Feu,Ceinture,jungle,pizza,Apfel,Krokodil,minor,Bird,sky,Knight,Tractor,Pirat,Dragon,mars,Mario,Cr\u00eape,boat,Brief,Accent,,Anchovies,moon,lid,florida,boulanger,Carte,tattoo,book,pi\u00e8ce,apple,B\u00e9b\u00e9,Soap,triangle,heaven,Pearl,Clown,Bicycle,Circle,Doll,Glasses,Whale,Cactus,Poule,Dinosaur,Morning,Dentist,Captain,Peanut,Vegetable,,Witch,Geld,mill,,,Vacation,Kangaroo,Medal,Rail,Kette,Umbrella,Spice,,compass,,book,Camera,Screw,Sail,Helicopter,Virus,Theater,Jumelles,DWARF,Book,Sel,Prison,bed,Camion,wind,French,P\u0142ytka
