ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80,Scrapnumber81,Scrapnumber82,Scrapnumber83,Scrapnumber84
Table Number,427417750,427391092,427307931,427268056,427173609,427019039,426861261,426773678,426728042,426609330,426577900,426500773,426317655,426269130,426257197,426204439,426110209,425890731,425739621,425578590,425498441,425460085,425283639,425265204,425165350,424994228,424932106,424877761,424831564,424740220,424695140,424686480,424475694,424221787,424217370,424151707,423828332,423803653,423531913,423436736,423357330,423182291,423098718,422914441,422758859,422750359,422703833,422372568,422342689,422194726,422151576,422121672,422118445,422107292,422023905,421810395,421702805,421348499,420958819,420914272,420678564,420637828,418887349,418688067,418252645,416516806,416390940,415621306,415379476,414945547,414669952,414619799,412907496,411828076,401556682,396307534,381826421,374138794,356959263,338553253,324381970,320452280,314360735,312552889
Move,6,9,5,9,27,7,9,39,25,38,37,40,46,28,25,58,18,28,38,67,57,84,55,36,47,99,106,36,58,22,92,66,55,74,55,36,75,45,37,54,42,36,67,82,68,66,92,101,66,20,61,43,73,10,41,10,58,41,97,10,63,64,56,8,7,83,49,47,19,106,69,18,11,91,60,211,392,794,905,1316,1361,1998,2368,1755
Clues,"['Read', 'Free', 'shush', 'books', 'Dewey', 'Decimal']","['Vampiro', 'agrodolce', 'Amadeus', 'CIPOLLAINENGLISH', 'Lacrime', 'Lacrime']","['Small', 'Horse', 'little', 'fluttershy']","['Purple', 'Koolaid', 'balls', 'Bunches', 'vine', 'Vines']","['Sweet', 'food', 'Nectar', 'Comb', 'Bee', 'Bees']","['Prognose', 'Sonne', 'Tagesschau', 'Tagesschau']","['3D', 'dice', 'sugar', 'six', 'square', 'Kaaba']","['117', 'carl', 'clavicule', 'F\\u00e9mur', 'Iliaque']","['Egyptian', 'tombs', '3D', 'mayan', 'sphinx', 'Sand']","['hitler', 'waxen', 'scheren', 'Haar', 'baard', 'Baard']","['Round', 'Daffodil', 'Bayonet', 'Screw', 'Light', 'Garlic']","['ALTERNATIVE', 'Carton', 'drink', 'skim', 'Goat', 'goat']","['blanche', 'Musulman', 'm\\u00e2t', 'Burka']","['american', 'shepherds', 'Mince', 'pastry']","['Battleship', 'Portkey', 'Orange', 'Belly', 'Tummy', 'Button']","['sanguin', 'Navette', 'aorte', 'spatial', 'Amiral', 'Amiral']","['Fault', 'Mason-Dixon', 'Segment', 'Dance', 'Straight', 'Straight']","['Blasphemers', 'Boulder', 'Jewel', 'age']","['Knife', 'Beef', 'Sells', 'Meat', 'Sausage', 'Hooks']","['Zoo', 'Takenoko', 'China', 'Bear', 'Bamboo', 'Bamboo']","['Wasserfont\\u00e4ne', 'Duschkopf', 'Laser', 'Sonnen', 'Sonnen', 'Sonnen']","['Food', 'Gastropod', 'mollusk', 'slow', 'Gary', 'slug']","['orb', 'Wrecking', 'Spherical', 'billiard', 'bouncy', 'Bouncy']","['layton', 'research', 'teacher', 'Tutor', 'Nutty', 'PhD']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['Salsifis', 'Panais', 'soupe', 'Champ', 'Tomate', 'Tetrapl\\u00e9gique']","['Pettigrew', 'subterranean', 'Wriggler', 'bait', 'inch', 'nightcrawler']","['Paint', 'Tooth', 'bristle', 'untangle']","['Basse', 'Repas', 'Multiplication', 'Pique-nique']","['starbucks', 'Java', 'Beans', 'Bean']","['grau', 'Elfenbein', 'Maus', 'Porzellanladen', 'R\\u00fcssel', 'Bigfive']","['Aladdin', 'Pixar', 'lighter', 'Luxo', 'chandalier', 'oil']","['Increased', 'Celsius', 'Denge', 'Pitch', 'jungle', 'nyquil']","['drivers', 'Easter', 'brunch', 'weekend', 'funday', 'Seventh']","['Snowflake', 'orca', 'Mammel', 'Flipper', 'flipper', 'Flipper']","['Terrapin', 'Shell', 'Galapagos', 'Galapagos', 'Ninja', 'ninja']","['Caca', 'Ordure', '\\u00c9pandage', 'Engrais']","['Catholic', 'Francis', 'CEO', 'catholicism', 'Bishop', 'Rome']","['Scattergories', 'jenga', 'fun', 'entertainment', 'Monopoly', 'monopoly']","['Nutty', 'History', 'Xavier', 'College', 'Einstein', 'teacher']","['Boat', 'Away', 'Mast', 'Wind']","['Bouche', 'parl\\u00e9e', '\\u00c9trang\\u00e8re', 'idiome', 'dialecte', 'allemand']","['freaky', 'Freya', 'Black', 'thirteen', 'Casual', 'Rebecca']","['Esgourde', 'nez']","['tube', 'half', 'Peace', 'Bong', 'Plumber', 'Tunnel']","['Mata', 'Hari', 'little', 'eye', 'Rosenbergs', 'Clandestine']","['Fiji', 'holiday', 'Summer', 'Trip', 'Trip']","['rubber', 'elastic', 'rubber', 'Elastic', 'Elastic', 'elastic']","['Early', 'AM', 'Good', 'Dawn', 'Sunrise', 'sunrise']","['M\\u00e4hen', 'Halm', 'Garten', 'Drau\\u00dfen', 'Gr\\u00fcn', 'Gr\\u00fcn']","['Liam-Gallagher', 'havre', 'Limonade', 'mirage']","['Times', 'Obituary', 'Press', 'print']","['Dollar', 'Paper', 'Cosby', 'Duck', 'Receipt', 'Clinton']","['Quest', 'Spiral', 'Andromeda', 'Hoag']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Vesuvius', 'Krakatoa', 'Erupting', 'Magma']","['cochran', 'Sue', 'Liar', 'divorce', 'Blaine']","['tooth', 'doctor', 'teeth', 'teeth']","['Stallion', 'Mare', 'Secretariat', 'canter', 'Friesian', 'Oldenburger']","['Grippe', 'zika', 'Vaccin', 'Ebola', 'Ebola']","['Scissors', 'Pinch', 'Pull', 'Tool', 'Tool', 'Tool']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Australia', 'aussie', 'Grill', 'Grill']","['Color', 'bowser', 'Georgia', 'Fuzz', 'butt', 'Butt']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['punch', 'Puppet', 'Compression', 'ankle', 'darn', 'fuzzy']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['Black', 'electro-static', 'Bug', 'Greased', 'Grease']","['\\u3053\\u308f\\u3044', '\\u3044\\u304d\\u3068\\u3081', '\\u304f\\u3089\\u3044', '\\u308c\\u3063\\u3057\\u3083', '\\u305b\\u3044\\u304b\\u3093', '\\u3086\\u304d\\u3050\\u306b']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['Freefall', 'Ripcord', 'Pants', 'skydiving']","['Sedimentary', 'music', 'Stone', 'Igneous', 'Granite']","['drunks', 'alcohol', 'Drinks', 'Tender', 'Cheers', 'Legal']","['gob', 'cave', 'River', 'Talk']","['Banbury', 'religious', 'Angry', 'angry']","['grave', '$h1t', 'Trowel', 'Remove', 'Dig', 'dig']","['Mill', 'Electricity', 'energy', 'Generator', 'Wind', 'Wind']","['talon', 'tricoter', 'botte', 'foin', 'Chas', '\\u00c2ge']","['Beaujolais', 'bordeaux', 'Santerre', 'Pinot', 'Piasse']","['Vesuvius', 'Mountain', 'pompeii', 'eruption', 'Lava', 'Lava']","['Young', 'Baby', 'kid', 'Sacrificial', 'Silence']"
Mystery Word,Library,Onion,Pony,Grape,Honey,Wetterbericht,Cube,Os,Pyramid,Mustache,Bulb,Milk,Voile,Pie,Navel,Vaisseau,Line,Stone,Butcher,Panda,Strahl,Snail,Ball,Professor,Nombril,L\u00e9gume,Worm,Brush,Table,Coffee,Elefant,Lamp,Fever,Sunday,Dolphin,Tortoise,Fumier,Pope,Game,Professor,Sail,Langue,Friday,Oreille,Pipe,Spy,Vacation,Band,Morning,Gras,Oasis,Newspaper,Bill,Galaxy,Ski,Poule,Dinosaur,Volcano,Attorney,Dentist,Horse,Virus,Pliers,Rum,Barbecue,Peach,Kette,Sock,Oasis,Lightning,Tunnel,Arrow,Guillotine,Parachute,Rock,Bar,Mouth,Cross,Shovel,Turbine,Aiguille,Vin,Volcano,Lamb
Guess,library,lucius,pony,Grape,honey,Wetter,Cube,Os,Pyramid,snor,Bulb,Milk,voile,Pie,Navel,espace,line,Stone,butcher,panda,Sprudeln,Snail,Ball,Professor,Nombril,l\u00e9gumes,worm,brush,Table,Coffee,Elefant,Light,fever,sunday,Dolphin,Turtle,Merde,Pope,Game,Professor,Sail,Langue,Friday,Oreille,pipe,Spy,vacation,Dark,Morning,Rasen,Oasis,newspaper,Bill,galaxy,skate,Poule,Dinosaur,volcano,Lawyer,Dentist,Horse,Virus,tool,,Kangaroo,Green,Kette,sock,,lightning,tunnel,compass,,parachute,rock,bar,MOUTH,cross,dig,Power,aiguille,Vin,Volcano,Lamb
