ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73
Table Number,432642791,432552634,432268940,432228530,432194047,431938804,431912516,431890304,431665356,431356594,431297915,431182412,431158106,430992784,430855433,430696690,430571833,430293798,430189006,430108156,430047910,430032406,429770810,429547512,429414027,429402105,429397094,429335825,429314903,429277775,429213142,429086965,428958502,428864838,428769612,428690569,428651985,428537577,428250065,428239312,428211444,428056255,427975626,427804596,427550737,427417750,427309308,427028100,426998428,426921218,426262976,426110209,425165350,425132870,424325839,422108223,422023905,421810395,421702805,420914272,418688067,418252645,416390940,414619799,374138794,357991900,357001162,356959263,349338828,343894377,322628136,319065151,317609821
Move,6,9,26,71,9,15,36,16,28,8,18,32,22,56,17,11,38,54,87,38,50,83,45,97,42,33,35,98,55,48,28,64,19,66,37,90,79,74,54,121,43,65,45,90,38,49,74,74,91,51,86,94,47,101,74,68,41,10,58,10,8,7,49,18,861,280,1572,962,3165,1657,3489,247,1252
Clues,"['Diana', 'Leia', 'royalty', 'young', 'Jasemine', 'Peach']","['Fructose', 'Baby', 'saccharine', 'cane', 'Glucose', 'Demarara']","['Video', 'card', 'Board', 'board']","['fin', 'repas', 'cuill\\u00e8re', 'p\\u00e2tisserie', 'gazon', 'machine']","['Sommeil', 'Micro', 'Matin', 'Aurore', 'printemps', 'cadran']","['Rigolo', 'Bozo', 'Dr\\u00f4le', 'Savate']","['Tunnel', 'Tancarville', 'aerien', 'Viaduc', 'Avignon', 'GoldenGate']","['blue', 'mining', 'aircraft', 'stars']","['andouille', 'Kielbasa', 'Pork', 'roll', 'links', 'Links']","['Chill', 'relax', 'Bloody', 'rest']","['Surround', 'letter', 'Stamp', 'manila', 'seal', 'Seal']","['Falling', 'Drops', 'Storm', 'Purple']","['Pub', 'law', 'Mitzvah', 'Dive', 'Taps', 'speakeasy']","['Cramps', 'Time', 'Pains', 'cretaceous', 'stop', 'Stop']","['Cold', 'Picture', 'Set', 'Snooker']","['Italian', 'Criminal', 'Warewolf', 'Sicilian', 'Sicilian']","['Rung', 'Firetruck', 'Heights', 'AFrame', 'Climb', 'Climb']","['tot', 'Selbstmord', 'S\\u00e4nger', 'Nochniegeh\\u00f6rt', 'gestorben', 'Verstorben']","['location', 'Dancefloor', 'waltz', 'Place', 'Mansion']","['Roggen', 'Schrot', 'Gattung', 'Hirse', 'Weizen', 'Gerste']","['Pigs', 'Chocolate', 'Fungus', 'Shitake', 'mushroom', 'Mushroom']","['Manager', 'Principal', 'Hugo', 'supervisor', 'Danza']","['forever', 'Hope', 'Michael', 'rhombus', 'Precious', 'rich']","['horn', 'Druckluft', 'Tonfolge', 'Blasinstrument', 'Pauken']","['Container', 'Flower', 'fluted', 'Urn']","['cruise', 'Break', 'Lampoon', 'Summer', 'PTO']","['Vole', 'Relou', 'Insecte', 'Ordures']","['HYDRA', 'Cephalopod', 'Tentacles', 'squid', 'Tentacle', 'squidlike']","['fiorentina', 'mannaia', 'venditore', 'carne']","['infirmary', 'E.R.', 'ICU', 'Medical', 'Doctor', 'Medicine']","['Igneous', 'Dwayne', 'Stone', 'pebble', 'classic', 'Roll']","['Tarin', 'Cyrano', 'Cleopatre', 'odorat', 'pinocchio', 'pinocchio']","['apocalypse', 'undead', 'Rob', 'Corpses', 'dead', 'revival']","['Ninja', 'Chop', 'kid', 'fight', 'martial', 'martial']","['art', 'Needle', 'Sleeve', 'anchor', 'tribal', 'tribal']","['Automatic', 'Head', 'gun', 'Robot', 'Car', 'dream']","['Hypoallergenic', 'fluffy', 'coat', 'Mink']","['Night', 'fame', 'Bright', 'super', 'Millions', 'Struck']","['bluejays', 'Pelican', 'Wingspan', 'Wings', 'Fly', 'Fly']","['Wrath', 'raisin', 'seedless', 'balls', 'vine', 'Vines']","['M\\u00e4rchen', 'Orient', '1001Nacht', 'Disney']","['Dream', 'Wynn', 'Craps', 'chip', 'Blackjack', 'Poker']","['poi\\u00e7on', 'creux', 'Ravin', 'Cave']","['mythical', 'narwhal', 'Fairy', 'Horn', 'Mystical', 'Mystical']","['Camel', 'Dunes', 'Sir.Crocodile', 'king', 'Sahara', 'Hot']","['Erikson', 'Photosynthesis', 'tree', 'branches', 'Wind', 'Soar']","['peace', 'carrier', 'bird', 'Dove', 'Dove', 'Dove']","['press', 'clasp', 'Eyes', 'Suit', 'Fly', 'zipper']","['Boule', 'Cochonnet', 'cochonnet']","['roasted', 'broil', 'dutch', 'stove']","['HOld', 'Vessel', 'Heavy', 'Ship', 'Boat', 'weight']","['business', 'Fitting', 'Armani', 'Spades', 'Tuxedo', 'smart']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['hand', 'Cocos', 'lines', 'Reader', 'Oil', 'oil']","['Jenga', 'Dice', 'Sims', 'Night', 'tetris', 'SawVI']","['chamber', 'Journaling', 'gun', 'Life', 'Bang', 'bang']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['tooth', 'doctor', 'teeth', 'teeth']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Australia', 'aussie', 'Grill', 'Grill']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['tape', 'hole', 'wriggly', 'wiggly']","['Goatee', 'Lip', 'Caterpillar', 'walrus', 'Handlebar', 'Handlebar']","['dig', 'mole', 'Calais', 'Dover', 'Vision', 'Passing']","['tide', 'noodle', 'swim', 'Water-Balls', 'Paddling', 'Chlorinated']","['Join', 'Stitch', 'Coal', 'Sew', 'sewn']","['wedding', 'band', 'Around', 'Rosie']","['Spelunking', 'Troll', 'Explore', 'Lair', 'Carlsbad']","['Pescanova', 'Puyol', 'kirk', 'harlock']","['Jaquette', 'Clown', 'C\\u00e9r\\u00e9monie', 'Carnaval', 'halloween', 'enterrement']"
Mystery Word,Princess,Sugar,Game,Dessert,R\u00e9veil,Clown,Pont,Sky,Sausage,Sunday,Envelope,Rain,Bar,Period,Frame,Mafia,Ladder,Avicii,Ballroom,Getreide,Truffle,Boss,Diamond,Fanfare,Vase,Vacation,Mouche,Octopus,Butcher,Hospital,Rock,Nez,Zombie,Karate,Tattoo,Machine,Fur,Star,Bird,Grape,Aladdin,Casino,Trou,Unicorn,Desert,Leaf,Pigeon,Button,P\u00e9tanque,Oven,Anchor,Suit,Nombril,Palm,Game,Bullet,Ski,Poule,Dinosaur,Dentist,Rum,Barbecue,Kette,Arrow,Worm,Mustache,Tunnel,Pool,Seam,Ring,Cave,Captain,Costume
Guess,princess,Sugar,cd,dessert,R\u00e9veil,Clown,Pont,Lapis,sausage,igiveup,envelope,rain,Bar,Period,Billiards,,ladder,Cobain,Hall,Getreide,truffle,boss,diamond,Trompete,vase,Vacation,Moustique,octopus,mannaiaLa,hospital,Rock,Nez,zombie,karate,Tattoo,,Fur,,Bird,Grape,Aladdin,casino,Trou,unicorn,desert,leaf,Dove,Locker,,Oven,anchor,suit,Nombril,palm,game,bullet,skate,Poule,Dinosaur,Dentist,,Kangaroo,Kette,compass,worm,Mustache,Tunnel,pool,Seam,Ring,cave,Captain,Costume
