ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60
Table Number,437408730,437363897,437309719,437237101,437143457,437082915,436915384,436788621,436766119,436716971,436522657,436340999,436284952,436148149,435781132,435565655,435162768,434974083,434755489,434733162,434587062,434418987,434370724,434288852,434193186,434099941,434070883,434048553,433612231,433545989,433079202,433052685,432942114,432865949,432665853,432632784,431585930,431453366,431356594,431028987,430526833,429735529,429726272,429314903,429213142,426998428,425165350,422107292,422023905,421702805,421549329,415621306,402108912,357991900,350481361,346689693,343894377,321888448,318673641,314360735
Move,18,9,32,19,22,21,40,30,19,7,37,57,18,36,10,36,72,43,64,102,58,67,54,56,84,62,55,26,31,84,91,7,48,20,103,15,92,99,8,118,15,87,43,55,28,91,47,30,41,58,45,114,518,292,3585,1515,1739,2454,2994,2425
Clues,"['spade', 'trowel', 'dig', 'Digger', 'Digging', 'dig']","['Rx', 'Aeskulap', 'heal', 'Treatment', 'Pills', 'Remedy']","['Poids', 'For\\u00e7at', 'Gaffeur', 'Envoyer', 'Cheville', 'canon']","['Vampire', 'M\\u00e2choire', 'rage', 'Incisive', 'incisive', 'incisives']","['Drink', 'Container', 'Rum', 'Pocket']","['Cracked', 'bread', 'Pump', 'Pointy']","['Medium', 'tent', 'Drawing', 'oils', 'Vans']","['Vanilla', 'Regi-', 'frozen', 'h20', 'Snorunt', 'Articuno']","['Spice', 'Bell', 'Red', 'cracked', 'Sergeant', 'cayenne']","['Kom\\u00f6die', 'Vergangenheit', 'Beatles', 'Gestern-in-Englisch']","['trunks', 'lycra', 'apparel', 'Bathers', 'Tan', 'bikini']","['Secret', 'I', '007', 'Sneaky', 'gadgets']","['Princess', 'sweet', 'fruit', 'nectarine', 'georgia', 'georgia']","['Greenish', 'colour', 'beans', 'Beer', 'nut', 'nut']","['Repousse', 'Nu', 'pinceau', 'Crin', 'Incarn\\u00e9', 'Incarn\\u00e9']","['box', 'link', 'diode', 'station', 'connection', 'Connection']","['City', 'Together', 'Converge', 'connection']",[],"['goatee', 'Coach', 'Neck', 'Shaver', 'hair', 'hair']","['calamari', 'Crash', 'Ursula', 'cephalopod', 'Eight', 'Takoyaki']","['flu', 'brain', 'Cardinal', 'Parakeet']","['Sphere', 'Cue', 'Soccer', 'Gown', 'Volley', 'volley']","['holstein', 'Boeuf', 'Kiri', 'laiti\\u00e8re', 'lait', 'Laiti\\u00e8re']","['Rubbing', 'bar', 'proof', 'sambuca', 'booze', 'booze']","['Mezcal', 'Methanol', 'tequila', '%', 'cocktail', 'Brandy']","['Mensa', 'Brilliance', 'Turing', 'Newton', 'Sheldon', 'Lamp']","[""H'orderves"", 'Begin', 'Charcuterie', 'Small', 'starter', 'starter']","['Princess', 'Castle', 'Home', 'Structure']","['Bow', 'Stern', 'Frigate', 'Xebec', 'Float', 'Fedex']","['intelligent', 'Mastermind', 'Einstein', 'IQ', 'Einstein', 'IQ']","['sphagnum', 'green', 'plant', 'Stump', 'Kate', 'Kate']","['Troie', 'Equitation', '\\u00c9quid\\u00e9', 'Selle']","['Talcum', 'puff', 'Babies', 'Dusted']","['mutton', 'chops', 'animal', 'child', 'young', 'Gamey']","['chio', 'Wafer', 'Intel', 'Einkaufswagen', 'Theory', 'TheoryGames']","['scaly', 'small', 'anchovy', 'sardine']","['graph', 'Drink', 'Beachdrinks', 'Termini', 'speakeasy', 'speakeasy']","['IQ', 'Smart', 'Savant', 'Intelligent', 'MacArthur']","['Chill', 'relax', 'Bloody', 'rest']","['Leaf', 'Dinner', 'coffee', 'Eating']","['0', 'X', 'browser', 'Browser']","['Snooker', 'Swimming', 'swim', 'Billards']","['shoot', 'punch', 'Explosion', 'Big', 'Onomatopoeia', 'Loud']","['fiorentina', 'mannaia', 'venditore', 'carne']","['Igneous', 'Dwayne', 'Stone', 'pebble', 'classic', 'Roll']","['Boule', 'Cochonnet', 'cochonnet']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['Yellow', 'Tall', 'solar', 'seeds']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Railroad', 'rail', 'Subway', 'Transportation', 'transit', 'Transport']","['Cold', 'solstice', 'white', 'Flake', 'Freezing', 'Princess']","['poultry', ""hen's"", 'Leghorn', 'crest', 'Broiler', 'Cogburn']","['Dinner', 'Breakfast', 'Happy', ""Kid's"", 'Brunch', 'Supper']","['Remy', 'Scurry', 'Vermin', 'Snitch']","['outil', 'Rouler-une', 'creuser', 'Creuser']","['Wind', 'Annoying', 'Instrument', 'Instrument']","['Heir', 'Royal', 'Queen\\u2019s', 'Daughter', 'Queen', 'Daughter']","['supernova', 'Chandon', 'Flute', 'Region', 'Region']","['solstice', 'snow', 'Chilly', 'Wonderland', 'Season', 'Season']"
Mystery Word,Shovel,Medicine,Boulet,Dent,Flask,Heel,Canvas,Ice,Pepper,Yesterday,Swimsuit,Spy,Peach,Hazel,Poil,Junction,Junction,Professor,Beard,Octopus,Bird,Ball,Vache,Alcohol,Alcohol,Genius,Appetizer,Palace,Ship,Genius,Moss,Cheval,Powder,Lamb,Chip,Fish,Bar,Genius,Sunday,Table,Safari,Pool,Bang,Butcher,Rock,P\u00e9tanque,Nombril,Sunflower,Ski,Dinosaur,Metro,Winter,Rooster,Meal,Rat,Pelle,Flute,Princess,Champagne,Winter
Guess,Shovel,Medicine,boulet,Dent,Bottle,Stick,psychic,Ice,Pepper,Yesterday,swimsuit,agent,orange,Emerald,Poil,Railway,Porn,,Beard,Octopus,bird,Ball,vache,alcool,alcohol,Genius,appetizer,Moat,Ship,Genius,Moss,cheval,powder,,Chip,Goldfish,Cocktail,Einstein,igiveup,Table,moonballer,Pool,Bang,mannaiaLa,Rock,,Nombril,Sunflower,skate,Dinosaur,train,snow,Rooster,Meal,Rat,Pelle,Fart,prince,Champagne,winter
