ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66
Table Number,423162885,422912950,422785803,422620098,422601044,422451241,422403936,422165649,422151576,422150104,422121672,422117089,422030461,421857383,421810395,421559144,421549389,421472241,421380668,421389015,421279038,421167942,421124734,420992843,420914272,420636570,420552674,420472963,420345398,420346281,420021280,419863389,419715328,419676033,419457079,419137977,419089288,419009723,418723585,418688067,418252645,417954925,417918992,417580076,417293768,416734430,416707418,416626293,416472947,416390940,415744082,415416434,415379476,415298813,414619799,412907496,405592455,402108912,393621459,389157129,363390977,348838927,324381970,319065151,314877288,312552889
Move,5,27,9,12,5,24,14,54,11,12,7,21,15,36,10,82,33,30,56,45,39,81,40,20,10,51,18,73,49,43,50,102,65,78,105,48,92,60,91,8,7,43,24,34,65,60,57,97,15,49,37,91,19,52,12,11,614,357,485,905,679,1185,1329,209,3222,1654
Clues,"['Theater', 'Charlie', 'Bridget', 'Jones']","['\\u304d\\u3085\\u3046\\u3057\\u3087\\u304f', '\\u3086\\u304d\\u3058\\u308b\\u3057', '\\u306e\\u307f\\u3082\\u306e', '\\u3042\\u304b\\u3061\\u3083\\u3093', '\\u307b\\u308f\\u3044\\u3068', '\\u3057\\u308d\\u3044']","['Mirror', 'Gaze', 'Gorgon', 'petrify', 'stone', 'stone']","['lettuce', 'vegetable', 'Caesar', 'green', 'Vinaigrette', 'Kale']","['Pieds', 'Tissu', 'protection', 'panard']","['almond', 'Watership', 'Burke', 'eyes', 'eyes']","['Tiara', 'Diadem', 'head', 'monarch', 'sovereignty', 'cap']","['mandarin', 'Tangerine', 'garfield', 'Syracuse', 'holland', 'Clementine']","['suite', '\\u00e9pisodes', 'Feuilleton', 'Liste']","['nightmare', 'sweet', 'Sleep', 'Catcher', 'Catcher', 'Sleep']","['written', '1944', 'Past', 'Past']","['agent', 'Rosenbergs', 'Mission', 'I']","['Pilchard', 'smallfry', 'fish', 'Sandwich']","['Schedule', 'Maya', 'Appointments', 'Outlook', 'gregorian', 'Gregorian']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Siamese', 'DeVito', 'Pisces', 'Siblings', 'Fraternal', 'Fraternal']","['Squelette', 'Tete', 'D\\u2019oeuf', 'Bo\\u00eete']","['Pandora', 'Wrist', 'armband', 'wristband', 'jewellery', 'Jewellery']","['Caf\\u00e9', 'Photo', 'film', 'vid\\u00e9o', 'Video', 'Vid\\u00e9o']","['sandwhich', 'Spade', 'swing', 'Billy', ""Gentleman's"", 'diamond']","['elemento', 'plasma', 'Vela', 'Isqueiro', 'Fire', 'Burn']","['houblon', 'Dame-Jeanne', 'Fut', 'Grimbergen', 'Cercueil']","['Cavalerie', 'Monture', 'Troie', 'Bascule']","['course', 'mini', 'putt', 'Putt-putt']","['tooth', 'doctor', 'teeth', 'teeth']","['higgins', 'einstein', 'Proton', 'Dumbledore', 'Xavier', 'Charles']","['chineese', 'kung', 'fu', 'monochrome', 'bear', 'bear']","['parquet', 'Hockey', 'Chausson', 'roulettes', 'Roulette']","['Vastness', 'Stars', 'Guardians', 'Groot', 'Planetary', 'Planets']","['Wookey', 'Bolt', 'golf', 'Golf']","['Nugget', 'element', 'Pyrite', 'Bar', 'Winner', 'Ingot']","['securer', 'Milvio', 'Key', 'secure', 'Pad', 'deadbolt']","['Chirurgie', 'vasectomie', 'hopital', 'jeu', 'Jean-Pierre']","['illy', 'beans', 'Arabica', 'Macchiato', 'Grounds', 'Latte']","['Just', 'Gratuity', 'Tilt', 'money', 'point', 'point']","['Rhymes', 'Flank', 'Thick', 'As']","['abode', 'haven', 'Haunted', 'boat', 'Music', 'cat']","['billy', 'Animal', 'mountain', 'Cloven', 'Greatest', 'Greatest']","['Schweden', 'Inneneinrichtung', 'Sm\\u00e5land', 'Teelichter', 'Billy']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Australia', 'aussie', 'Grill', 'Grill']","['predator', 'while', 'jaws', 'teeth', 'Hunter', 'tears']","['Crime', 'Investigation', 'Movie', 'Clips', 'Play', 'Musical']","['Feest', 'Geschenken', 'Taart', 'Cadeau\\u2019s']","['bullion', 'Plated', 'Karat', 'Au', 'Au']","['crossroad', 'Turn', 'Connection', 'connection']","['Rumpelstilzchen', 'Spinnen', 'Stall', 'Sterne']","['Burgundy', 'reed', 'Lilting', 'WOODWIND', 'Pan', 'Pan']",[],"['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['Sticky', 'Goop', 'Hair', 'Hair']","['dames', 'R\\u00e9ussite', 'Damier', 'Jeu', 'Tartakover', 'rat\\u00e9']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['meeting', 'Two', 'bondi', 'Bondi']","['see-through', 'spectacles', 'Window', 'Transparent', 'looking', 'menagerie']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['Chinook', 'Soisoisoi', 'Pad', 'Parent', 'Propeller', 'Arnie']","['Indian', 'motion', 'sea', 'Bonnie', 'atlantic', 'Atlantic']","['Bambi', 'chien', 'Gibier', 'Galinettes', 'galinette']","['Wrath', 'Concord', 'Vineyard', 'vine', 'Vine']","['Pins', 'Brunswick', 'gutterball', 'Bumpers', 'Spare']","['SFR', 'Vigilance', 'couleur', 'M\\u00e9canique', 'M\\u00e9canique', 'couleur']","['Homme', 'Carnavalet', 'exposition', 'histoire', 'liere', 'orsay']","['static', 'Rats', 'carpet', 'Carpet']","['\\u307e\\u304f\\u3089', '\\u3079\\u3093\\u3056', '\\u30b8\\u30c3\\u30bf\\u30ea\\u30f3\\u30b8\\u30f3', '\\u305d\\u308c\\u3068', 'YAGOO']","['Time', 'Mechanical', 'Invention', 'Automated', 'automated']"
Mystery Word,Film,Milk,Medusa,Salad,Chaussette,Hazel,Crown,Orange,S\u00e9rie,Dream,History,Spy,Sardine,Calendar,Poule,Twins,Cr\u00e2ne,Bracelet,Cam\u00e9ra,Club,Flame,Bi\u00e8re,Cheval,Golf,Dentist,Professor,Panda,Patin,Galaxy,Hole,Gold,Lock,Op\u00e9ration,Coffee,Tip,Plank,House,Goat,Ikea,Rum,Barbecue,Crocodile,Scene,Birthday,Gold,Junction,Stroh,Flute,Trailer,Kette,Gel,\u00c9chec,Oasis,Junction,Glass,Guillotine,Helicopter,Ocean,Chasseur,Grape,Bowling,Orange,Mus\u00e9e,Rug,Cover,Machine
Guess,Play,milk,look,Salad,Chaussette,Nut,Crown,Orange,s\u00e9rie,dreams,,Spy,Food,Calendar,Poule,twins,Cr\u00e2ne,jewellery,filtre,club,Flame,Bi\u00e8re,Cheval,Golf,Dentist,professor,Karate,,Galaxy,Hole,gold,lock,operation,Coffee,Tip,Plank,house,Goat,IKEA,,Kangaroo,shark,,Birthday,Gold,Corner,Sroh,Clarinet,,Kette,Jelly,\u00c9chec,,Date,Glass,,Helicopter,,chasseur,grapes,bowling,Orange,Mus\u00e9e,dynamic,cover,Clock
