ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80,Scrapnumber81,Scrapnumber82,Scrapnumber83
Table Number,428883322,428787243,428554869,428537577,428297597,428270891,427970075,427942779,427921682,427787771,427752643,427745264,427705683,427407235,427330601,427169076,427118168,427028100,426915397,426835619,426728237,426672149,426602822,426609330,426305632,426257197,426173728,426150558,426005488,425815125,425808190,425739621,425572389,425345101,425265204,425204209,425165350,425100126,424680044,424669522,424650192,423806163,423797154,423741996,423532573,423531913,423436736,423411699,423182291,423101107,423022817,422619886,422023905,421810395,421702805,420992843,420914272,420032970,420035270,418688067,418613655,418488028,418252645,418088593,417255169,416390940,415379476,414669952,414619799,412907496,411382679,405054016,402108912,396307534,374138794,366888891,337138645,330741642,323499397,322726720,321888448,312552889,312175859
Move,6,31,12,9,8,12,37,24,20,10,57,41,11,21,27,15,10,38,47,42,60,112,59,64,46,31,90,16,27,5,18,46,77,100,45,25,47,114,56,86,83,61,31,41,82,55,72,111,45,53,73,125,41,10,58,50,10,64,64,8,116,42,7,74,159,49,19,69,18,11,295,557,413,211,810,939,751,1739,3647,868,2386,1781,1621
Clues,"['grave', 'Gardening', 'dig', 'digging', 'graveyard', 'Graveyard']","['orca', 'beach', 'pacific', 'pacific']","['shamrock', 'grass', 'rabbit', 'Plant', 'lucky', 'Lucky']","['Rest', 'Off', 'Church', 'Seventh', 'bloody', 'bloody']","['wedding', 'Wagner', 'Bling', 'Bell', 'Bells']","['Karaoke', 'tune', 'ditty', 'ballad', 'AC-DC', 'Thunderstruck']","['Yoghurt', 'sunday', 'Sport', 'school']","['Camp', 'Heat', 'Flare', 'Lighter', 'Fighter', 'Fighter']","['Transparent', 'Frame', 'Curtains', 'Glass']","['mallard', 'muscovy', 'waddle', 'goose']","['Verbindung', 'Sandwich', 'Computer-', 'Tanzbar', 'Fu\\u00dfballverein', 'verein']","['Sceptor', 'Head', 'Royalty', 'jewels']","['oralist', 'JBL', 'Tris', 'talker']","['JohnWayne', 'MovieStyle', 'Cowboy', 'Movies']","['Diamant', 'Plaisir', 'T\\u00e9nia', 'Isol\\u00e9']","['Red', 'Juice', 'Salsa', 'Ketchup']","['Tomb', 'Egypt', 'Wrapping', 'Cursed']","['peak', 'Denali', 'Landscape', 'Alps', 'Dew', 'rockies']","['Screw', 'kind', 'goods', 'Box', 'hammer', 'Hammer']","['candles', 'orbit', 'Celebration', 'Born', 'Zero', 'Lisa']","['Shuffle', 'Deck', 'Draw', 'Poker']","['Keim', 'Gordon', 'g\\u00e9nie', 'harry', 'Religieuse', 'Religieuse']","['camera', 'ball', 'boom', 'falconet', 'Fodder', 'fodder']","['halloween', 'vrouwelijk', 'eastwick', 'brandstapel', 'Bezem', 'Bos']","['Sing', 'face', 'vocalist', 'Orchestra', 'clef', 'notes']","['Oyster', 'Turtle', 'Sally', 'Sells', 'Yellow', 'Gas']","['\\u3072\\u3072\\u3093', '\\u30c7\\u30a3\\u30af\\u30b7\\u30fc', '\\u3053\\u304c\\u305f', '\\u307f\\u307f', '\\u3046\\u307e', '\\u3046\\u307e']","['challah', 'Today', 'Freaky', 'thirteenth', '13th']","['britanique', 'Comique', 'Blague', 'Tonton', 'noir', 'Noir']","['Rungs', 'Firefighter', 'Height', 'Steps']","['Safety', 'Shoei', 'headgear', 'Protect', 'Head', 'Head']","['emergency', 'facility', 'AnE', 'Surgery', 'Nurse', 'ER']","['Copyrights', 'Artist', 'Ballad', 'Lyrics', 'Music', 'Sing']","['fragrance', 'Ambergris', 'Bottle', 'scent', 'Scent']","['Ceremony', 'Union', 'Newlyweds', 'divorce', 'wedding', 'Wedding']","['Podium', 'Honor', 'Participation', 'Achievement', 'Metals']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['Attentat', 'Vitale', 'Ambulance', 'Pipi', 'Clooney', 'Accident']","['animal', 'Mafia', 'poulpe', 'Encornet', 'Kraken', 'Cracken']","['Teint', 'Talkum', 'Filzl\\u00e4use', 'Baby', 'Make-up', 'Skibedingung']","['Reels', 'Fuji', 'Camera', 'Flick', 'Movie', 'Hollywood']","['after', 'winter', 'Stravinsky', 'Rite', 'season', 'flower']","['Deez', 'something', 'Pili', 'Choc-', 'bolt', 'and']","['bubonic', 'vermin', 'Sewer', 'Mouse']","['Missive', 'Y', 'Love', 'Box', 'Size']","['story', 'happy', 'final', 'conclusion', 'Avengers', 'Game']","['Crack', 'Water', 'Wind', 'Bag', 'sewer', 'tobacco']","['sport', 'Grimper', 'Varape', 'Mousqueton', 'Mur', 'Falaise']","['tachet\\u00e9e', 'volkswagen', 'Minuscule', 'points', 'B\\u00eate', 'VW']","['Super', 'Mensa', 'Intelligent', 'Intelligent']","['Cuttlery', 'Benchmade', 'SPoon', 'Spoon', 'Sharp', 'Sharp']","['coalition', 'Combine', 'Partnership', 'Comrade']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['oeuf', 'Mouill\\u00e9e', 'Party', 'Coq', 'bassecour', 'blanche']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['greek', 'Vegetables', 'caesar', 'ceaser']","['tooth', 'doctor', 'teeth', 'teeth']","['Denouement', 'Finale', 'Done', 'Game', 'Last', 'Finish']","['diary', 'years', 'Planner', 'Day', 'Month', 'Month']","['Barrel', 'Bacardi', 'Pirate\\u2019s', 'booze', 'Coke', 'Alcohol']","['Finition', 'furoncle', 'Galvanis\\u00e9', 'Cogner', 'Spectacle', 'fixation']","['Nourrisson', 'Couche', 'berceuse', 'pleurs']","['Australia', 'aussie', 'Grill', 'Grill']","['Flock', 'quill', 'quill', 'down', 'down']","['Plasma', 'Shine', 'Fusion', 'Glasses', 'Solar', 'Solar']","['Fahrrad', 'Metallringe', 'Anker', 'Fu\\u00df', 'Halsschmuck', 'hals']","['mirage', 'Multifruit', 'Fra\\u00eecheur', 'Fra\\u00eecheur', 'Palmier', 'Palmier']","['\\u3053\\u308f\\u3044', '\\u3044\\u304d\\u3068\\u3081', '\\u304f\\u3089\\u3044', '\\u308c\\u3063\\u3057\\u3083', '\\u305b\\u3044\\u304b\\u3093', '\\u3086\\u304d\\u3050\\u306b']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['Madame', 'decapitator', 'Killing', 'beheading', 'Antoinette', 'tete']","['Tidal', 'Tsunami', 'Undertow', 'length', 'Cosin']","['Dior', 'Fragrant', 'scent', 'chanel']","['Caveman', 'Separately', 'Ninja', 'recluse', 'Recluse', 'recluse']","['drunks', 'alcohol', 'Drinks', 'Tender', 'Cheers', 'Legal']","['street', 'flea', 'Labour', 'Flower']","['food', 'Noodle', 'steak', 'Medium', 'Meat', 'Meat']","['\\u0141apacz', 'Letniej', 'Na', 'Jawie', 'Noc', '...Nocy']","['Dessert', 'F\\u00eate', 'Manger', 'Anniversaire']","['Candle', 'Ignition', 'fluid', 'matches', 'Zippo', 'Zippo']","['Fingertip', 'Hang', 'Finger', 'Toe', 'Hammer', 'Hammer']","['Leaves', 'Dressing', 'tabbouleh', 'Caeser', 'Greek', 'Greens']","['Maid', 'Shrub', 'witch', 'Eyes', 'eyes']","['Big...', '...Theory', 'Gra', 'D\\u017awi\\u0119k']"
Mystery Word,Shovel,Ocean,Clover,Sunday,Ring,Song,Ski,Fire,Window,Duck,Club,Crown,Speaker,Western,Solitaire,Tomato,Mummy,Mountain,Tool,Birthday,Card,\u00c9clair,Cannon,Witch,Music,Shell,Donkey,Friday,Humour,Ladder,Helmet,Hospital,Song,Perfume,Marriage,Medal,Nombril,Urgence,Pieuvre,Puder,Film,Spring,Nut,Rat,Letter,End,Pipe,Escalade,Coccinelle,Genius,Knife,Alliance,Ski,Poule,Dinosaur,Salad,Dentist,End,Calendar,Rum,Clou,B\u00e9b\u00e9,Barbecue,Feather,Sun,Kette,Oasis,Tunnel,Arrow,Guillotine,Wave,Perfume,Hermit,Bar,Market,Beef,Dream,G\u00e2teau,Lighter,Nail,Salad,Hazel,Bang
Guess,shovel,,Clover,Sunday,Ring,song,,Fire,Window,Duck,,Crown,Speaker,Western,Solitaire,Tomato,Mummy,Mountain,,Birthday,Cards,\u00c9clair,Cannon,Witch,music,Seashell,donkey,Friday,Bean,ladder,Helmet,Hospital,Song,Perfume,,Graduation,Nombril,urgence,Pieuvre,Puder,Cinema,Spring,Nuts,Rat,letter,End,Pipe,Escalade,Coccinelle,Smart,Knife,alliance,skate,Poule,Dinosaur,,Dentist,end,Birthday,,Clou,B\u00e9b\u00e9,Kangaroo,bird,Franklin,Kette,,tunnel,compass,,wave,perfume,,bar,market,beef,dream,G\u00e2teau,Lighter,Nail,Salad,Broom,
