ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76
Table Number,437316592,437020860,436980243,436951484,436791886,436766119,436599360,436522657,436511295,436515075,436468334,436195035,436180172,436158742,435980337,435854425,435829088,435824775,435781132,435760057,435730771,435500926,434974083,434963829,434733162,434646512,434370724,434221056,434158232,434050939,434011016,433914515,433783593,433722822,433685822,433614896,433612231,433197493,432931507,432865949,432846587,432632784,432593419,431905450,431831011,431356594,431028877,430750350,430702977,430526833,429735529,429314903,429271612,429213142,428173693,427555732,426998428,425165350,424525565,423182291,422107292,422023905,421702805,420552674,415621306,411382679,402108912,401556682,381826421,381777020,374138794,359973908,348302073,324806575,321888448,318929216
Move,16,9,27,9,12,9,27,28,18,45,36,32,11,18,43,90,30,51,9,55,36,58,43,56,93,100,45,90,56,40,48,92,49,92,56,48,31,72,104,20,61,15,75,106,103,8,89,37,109,15,87,55,40,28,110,74,91,47,88,111,30,41,58,156,114,456,518,92,472,660,955,3278,1914,1407,2454,2379
Clues,"['dabloons', 'Stevenson', 'buried', 'Pirate']","['Roll', 'Stone', 'Band', 'Pebble', 'Sisyphus', 'meteorite']","['Oil', 'reader', 'Tree', 'Hand', 'hand', 'Hand']","['Cajun', 'French', 'Curly', 'Poutine', 'Freedom', 'Freedom']","['Slots', 'Don', 'Bomb', 'Red', 'flavour', 'fruit']","['cereal', 'gluten', 'Field', 'Whole', 'Grain', 'Grain']","['Hypothesis', 'physics', 'astronomy', 'Evidence', 'Chemical', 'fair']","['Blythe', 'Chuckie', 'barbie', 'barbie', 'barbie', 'Barbie']","['Soleil', 'Galil\\u00e9e', 'Astre', 'Ciel', 'broadway', 'Star']","['Poids', 'R\\u00e9solution', 'Weight-watchers', 'Dukan', 'Banane', 'Banane']","['Schlagen', 'Gartenger\\u00e4t', 'Rechen', 'Gabel', 'Garten', 'Garten']","['Aschenputtel', 'Rukedigu', 'blau', 'weiblich']","['Rodent', 'fink', 'Willard', 'Sewer', 'Remy', 'Mouse']","['Bandes', 'tombe', 'sarcophage', 'Pyramide', 'bandelettes', 'Bandelettes']","['P\\u00e2tisserie', 'Biscuit', 'Shortcake', 'Tiramisu']","['Paille', 'seringue', 'chas', 'Foin', 'Tricoter', 'Tricot']","['Imp', 'Hell', 'Satan', 'Tasmanian', 'Beelzebub', 'Beelzebub']","['ferris', 'car', 'Tire', 'Pneumatic', 'Fortune', 'Barrow']","['Repousse', 'Nu', 'pinceau', 'Crin', 'Incarn\\u00e9', 'Incarn\\u00e9']","['Elastique', 'Mouton', 'Parachute', 'Acrobatique']","['Steel', 'Erlenmeyer', 'Bottle', 'Container']","['Outdoors', 'Shopping', 'bazaar', 'Trade', 'farmers', 'Farmers']",[],"['Island', 'X', 'Chest', 'gold']","['Tattoo', 'Convicted', 'Guards', 'solitary', 'Slammer', 'slammer']","['Mar\\u00e9cage', 'Ca\\u00efman', 'Marais', 'Lacoste', 'Dundee', 'Dundee']","['callosit\\u00e9', 'Brume', 'Abondance', 'Gazelle', 'cocu', 'Cocu']","['bec', 'basse-cour', 'Cocotte', '\\u0152uf', 'galinac\\u00e9e', 'gallinac\\u00e9']","['Policier', 'basquaise', 'frites', 'Nugget', 'Flic', 'Tendre']","['froth', 'cake', 'Moisturizer', 'Heavy', 'Mousse', 'Sour']","['COURAGE', 'Britain', 'Nittany', 'Cowardly', 'Simba']","['Flake', 'Lays', 'Casino', 'crisp', 'Micro', 'Electronics']","['thread', 'silver', 'tox', 'Metal', '-driver']","['Robot', 'Answering', 'Pully', 'Fax', 'fax']","['Peau', 'pelure', 'Sourire', 'Sac', 'Sourire', 'Sac']","['Pferde\\u00e4hnlich', 'M\\u00e4dchentraum', 'vierbeiner', 'Fabeltier']","['Bow', 'Stern', 'Frigate', 'Xebec', 'Float', 'Fedex']","['Baocn', 'policeman', 'Oink', 'Oink', 'police']","['Starks', 'Fenrir', 'Canine', 'Witcher', 'rougarou', 'moon']","['mutton', 'chops', 'animal', 'child', 'young', 'Gamey']","['Openlucht', 'Night', 'Historic', 'Curator', 'Aviodrome', 'Watersnood']","['scaly', 'small', 'anchovy', 'sardine']","['Tiny', 'Moroccan', 'Balls', 'round', 'semolina', 'semolina']","['Satire', 'Roasting', 'Humorous', 'Fleabag', 'laugh', 'laugh']","['Wind', 'Netherlands', 'Grind', 'flour', 'Grind', 'Flour']","['Chill', 'relax', 'Bloody', 'rest']","['colony', 'busy', 'bumble', 'stinger', 'Honey', 'Hive']","['Metal', 'Coil', 'Slinky', 'Break', 'Season', 'March']","['Corgi', 'Elisabeth', 'Tod', 'Monarchie', 'Freddy', 'Mum']","['0', 'X', 'browser', 'Browser']","['Snooker', 'Swimming', 'swim', 'Billards']","['fiorentina', 'mannaia', 'venditore', 'carne']","['Royalty', 'Headpiece', ""Royalty's"", 'hat']","['Igneous', 'Dwayne', 'Stone', 'pebble', 'classic', 'Roll']","['Versager', 'Pfand', 'Trinkbeh\\u00e4ltnis', 'glas', 'Pet', 'schimpfwort']","['Summer', 'Hot', 'sunny', 'Warm', 'warm']","['Boule', 'Cochonnet', 'cochonnet']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['tied', 'Tutting', 'Twister', 'LANGUAGE', 'shoe']","['unijambiste', 'blanc', 'bras', 'casino', 'Pingouin', 'Pingouin']","['Yellow', 'Tall', 'solar', 'seeds']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['Adam', 'Sandler', ""chaplin's"", 'humor', 'giggle', 'genre']","['Cold', 'solstice', 'white', 'Flake', 'Freezing', 'Princess']","['AWhile', 'Dundee', 'Dundee', 'Dundee', 'Dundee']","['poultry', ""hen's"", 'Leghorn', 'crest', 'Broiler', 'Cogburn']","['mammal', 'Flipper', 'Bottlenose', 'Porpus', 'porpoise']","['Neighbours', 'Pony', 'Broadway', 'Broadway']","['Fighter', 'Wildland', 'Combustion', 'Hose']","['kitchen', 'panic', 'escape', 'escape']","['Erlenmeyer', 'Hip', 'whiskey', 'container', 'Personal', 'Booze']","['rivage', 'galets', 'Inverse', 'Montagne', 'Sable', 'Mer']","['Ahab', 'Blowhole', 'Ambergris', 'Killer', 'Jonah', 'Sperm']","['Heir', 'Royal', 'Queen\\u2019s', 'Daughter', 'Queen', 'Daughter']","['Traviata', 'Boh\\u00e8me', 'Phantom', 'Puccini', 'Aria']"
Mystery Word,Treasure,Rock,Palm,Fries,Cherry,Wheat,Science,Doll,\u00c9toile,R\u00e9gime,Harke,Cinderella,Rat,Momie,G\u00e2teau,Aiguille,Devil,Wheel,Poil,Saut,Flask,Market,Professor,Treasure,Prison,Crocodile,Corne,Poule,Poulet,Cream,Lion,Chip,Screw,Machine,Banane,Einhorn,Ship,Pig,Wolf,Lamb,Museum,Fish,Couscous,Comedy,Mill,Sunday,Bee,Spring,Queen,Safari,Pool,Butcher,Crown,Rock,Flasche,Heat,P\u00e9tanque,Nombril,Tongue,Manchot,Sunflower,Ski,Dinosaur,Comedy,Winter,Crocodile,Rooster,Dolphin,Show,Fire,Room,Flask,Plage,Whale,Princess,Opera
Guess,Treasure,Stone,Olive,fries,Cherry,grain,Science,,Etoile,R\u00e9gime,Harke,Taube,Rat,Momie,G\u00e2teau,Aiguille,Devil,Wheel,Poil,Sauter,flask,Market,,Treasure,Prison,crocodile,corne,Poule,Poulet,Cream,Lion,corn,Screw,machine,Poil,Einhorn,Ship,Pork,Wolf,,Museum,Goldfish,,Comedy,Mill,igiveup,bee,spring,k\u00f6nigin,moonballer,Pool,mannaiaLa,Crown,Rock,flasche,Beach,,Nombril,tongue,,Sunflower,skate,Dinosaur,comedy,snow,Time,Rooster,Dolphin,show,Fire,room,Flask,Plage,Whale,prince,Opera
