ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77
Table Number,434974083,434977951,434570336,434557308,434461621,434420688,434380370,434360454,434210194,434023234,433856480,433764945,433721772,433404481,433091936,433079202,432913547,432865949,432632784,432540227,432458834,432426395,432275244,432258857,432251236,432021482,431632592,431503997,431503131,431453366,431356594,431201149,431053141,431028687,431028877,430983901,430809069,430082506,429770810,429726272,429336057,429314903,429271612,429213142,429022431,428958502,428864838,428808818,428026154,427550047,426998428,425165350,424525565,423182291,422090899,422023905,421989754,421702805,421202126,420914272,415904372,414619799,413563103,396307534,393453511,374138794,363390977,344838144,341401520,338553253,336562502,328236739,324806575,322628136,320452280,319065151,312552889
Move,43,15,9,28,11,18,13,15,9,38,60,7,19,54,18,36,40,20,10,81,67,64,82,83,36,69,27,102,72,60,8,85,73,74,49,31,75,84,81,24,50,55,30,28,49,31,103,70,65,56,91,47,48,93,65,41,61,58,48,10,59,18,54,229,607,888,941,1179,1982,1362,1216,2589,1398,3513,2040,262,1854
Clues,[],"['Dollars', 'Money', 'Crypto', 'River']","['Smelly', 'Allium', 'Bread', 'Italian', 'Clove', 'Vampire']","['Pujols', 'Gun', 'Robot', 'Rowing']","['Tatin', 'Pomme', 'P\\u00e2te', 'P\\u00e2te']","['scented', 'fragrant', '5', 'smell', 'sprays', 'spray']","['Ancient', 'Timeline', 'retrospective', 'centuries', 'Events', 'Events']","['Omega', 'Stop', 'finale', 'rear']","['haschich', 'pissenlits', 'Pr\\u00e9', 'Joint', 'Gazon', 'Gazon']","['Vanilla', 'cubes', 'Titanic', 'Glacier']","['Sweets', 'Floss', 'Cane', 'American', 'American', 'Cane']","['Pales', '\\u00c9lectricit\\u00e9', 'Ventilateur', 'ventilateur']","['Barbarossa', 'Appendectomy', 'cut', 'Overlord', 'surgery', 'Surgery']","['Hair', 'Shoe', 'Basil', 'Tooth', 'Sweep', 'Sweep']","['tente', 'Cort\\u00e8ge', 'raphael', 'M\\u00e9haris', 'Maison', 'CHARETTE']","['Giants', 'flour', 'Wind', 'Grinder', 'grind', 'Grinder']","['soigneur', 'Exposition', 'Aquarium', 'Animaux', 'Animaux', 'Animaux']","['mutton', 'chops', 'animal', 'child', 'young', 'Gamey']","['U2', 'Nirvana', 'Beatles', 'Beatles']","['Fin', 'bavarois', 'Fondant', 'Yaourts', 'Charlotte', 'patisserie']","['creuser', 'Chute', 'Cerceuil', 'Raider']","['spear', 'Iceberg', 'Iceberg', 'Iceberg']","['thermal', 'wave', 'perspire', 'exothermic', 'fire', 'Fire']","['Monarche', 'Louis14', 'Lys', 'Mat', 'Charles', 'Charles']","['Julian', 'Gregorian', 'Date', 'Event', 'Girl', 'Hebrew']","['Dandelion', 'Ticking', 'Minutes', 'hourglass', 'Timepiece', 'timepiece']","['Honda', 'Chevrolet', 'Porsche', 'Vehicle']","['jack', 'Butter', 'cutting', 'blade', 'blade', 'Blade']","['Oneway', 'Direction', 'Projectile', 'Green', 'Archery', 'fletcher']","['Sub-Zero', 'Desert', 'Stinger', 'Sting', 'Sting']","['Chill', 'relax', 'Bloody', 'rest']","['Covid', 'pand\\u00e9mie', 'pathog\\u00e8ne', '\\u00c9pid\\u00e9mie', 'Grippe', 'Ebola']","['Mill', 'Gust', 'Tornado', 'candle', 'Breeze', 'blow']","['Pony', 'Trot', 'cowboy', 'mustang', 'Stallion', 'Stallion']","['dept', 'Mack', 'Burn', 'Smoke', 'extinguisher', 'alarm']","['Sport', 'Blechb\\u00fcchse', 'Lanze', 'Drachent\\u00f6ter']","['foreman', 'director', 'supervisor', 'kendra', 'mafioso', 'Honcho']","['cinematic', 'towed', 'preview', 'doublewide', 'hitch', 'semi']","['cleaver', 'surgeon', 'Halal', 'knife', 'meat', 'Block']","['thick', 'foam', 'Dessert', 'milk', 'Ice', 'ice']","['sweets', 'Cane', 'crush', 'Halloween', 'Halloween']","['fiorentina', 'mannaia', 'venditore', 'carne']","['Wrist', 'Band', ""Wrist's"", 'Decoration']","['Igneous', 'Dwayne', 'Stone', 'pebble', 'classic', 'Roll']","['yellow', 'young', 'hen', 'giblet', 'Fowl', 'fowl']","['rock', 'Rosetta', 'Weight', 'British', 'rhyolite', 'boulder']","['Under', 'Railway', 'Congo', 'Row', 'queue', 'queue']","['Lied', 'Helene', 'HeleneFischer', 'Luftnot']","['Obst', 'Beeranlage', 'Zwerg', 'Beete', 'Gr\\u00fcnanlage', 'Gr\\u00fcnanlage']","['bludgeon', 'hobble', 'Reed', 'Sugar', 'Plant', 'Sweet']","['Boule', 'Cochonnet', 'cochonnet']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['hair', 'Flint', 'Canal', 'pad', 'Vault']","['Tha\\u00ef', 'd\\u00e9fonce', 'Cerdan', 'Combat', 'fury', 'Fran\\u00e7aise']","['Pink', 'Small', 'Jumbo', 'Wimpy', 'Bubba', 'Crabs']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['Curcuma', 'Curry', 'Cannelle', 'Cannelle']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['None', 'Cliff', 'Space', 'Graph', 'Graph']","['tooth', 'doctor', 'teeth', 'teeth']","['wildlife', 'Cages', 'Exhibits', 'park']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['date', 'Fireman', 'Advent', 'Gregorian', 'advent', 'Gregorian']","['Station', 'Hand', 'air', 'storage', 'water', 'sump']","['Brine', 'Marine', 'Can', 'Piano', 'Piano']","['white', 'flake', 'leopard', 'plough']","['Tagine', 'Quinoa', 'ball', 'Semolina', 'tiny']","['dumbarton', 'Bay', 'Carquinez', 'span']","['Hairy', 'Locked', 'Mimic', 'Drawers', 'Congestion', 'Boobies']","['drag', 'Iditarod', 'Caucasian', 'Triathlon', 'Heat', 'track']","['Sonore', 'Annonce', 'Groupe', 'Jazz', 'originale', 'organis\\u00e9e']","['tomb', 'Enbalming', 'mom', 'Bandage', 'bandages']","['Marathon', 'Chugga', 'Amtrak', 'Steam', 'Caboose', 'Caboose']","['Current', 'Christmas', 'Now', 'admirer', 'box']","['guenon', 'Animal', 'planete', 'Macaque', 'Macaque']","['skipping', 'stretch', 'knot', 'sails']","['Migration', 'stitch', 'Insect', 'winged', 'Emerge']"
Mystery Word,Professor,Currency,Garlic,Machine,Tarte,Perfume,History,End,Herbe,Ice,Candy,\u00c9olienne,Operation,Brush,Caravane,Mill,Zoo,Lamb,Band,Dessert,Tombe,Tip,Heat,Roi,Calendar,Clock,Car,Knife,Arrow,Scorpion,Sunday,Virus,Wind,Horse,Fire,Ritter,Boss,Trailer,Butcher,Cream,Candy,Butcher,Bracelet,Rock,Chicken,Stone,Line,Atemlos,Garten,Cane,P\u00e9tanque,Nombril,Lock,Boxe,Shrimp,Ski,\u00c9pice,Dinosaur,Bar,Dentist,Zoo,Arrow,Calendar,Pump,Tuna,Snow,Couscous,Bridge,Chest,Race,Bande,Mummy,Train,Present,Singe,Rope,Butterfly
Guess,,Currency,Garlic,Bat,Tarte,Perfume,History,Last,herbe,Ice,Candy,\u00c9olienne,Operation,brush,Caravane,Mill,,,band,Dessert,Mort,,heat,,Calendar,Clock,Car,Knife,arrow,Scorpion,igiveup,Virus,Wind,horse,fire,Ritter,Boss,Trailer,Blood,Cream,candy,mannaiaLa,Bracelet,Rock,chick,stone,,Atemlos,Garten,cane,,Nombril,LOCK,boxe,elephant,skate,Epice,Dinosaur,Void,Dentist,Zoo,compass,hot,Pump,,snow,Rice,bridge,Nightmare,Race,Bande,mumy,Train,Present,Singe,Rope,Butterfly
