ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67
Table Number,441769169,441682012,441435897,441417317,441412491,441333609,441239966,440978972,440958610,440934806,440922135,440879798,440814245,440750167,440662066,440543522,440442506,440327498,440218514,440183793,440112648,440107925,439927155,439771689,439567470,439291378,439284076,439243846,438986801,438948569,438871320,438741813,438403234,438405741,438331449,438286766,438257436,438186433,438048273,437985605,437656033,437632443,437329187,437000024,436766119,435781132,434974083,434714959,434371600,434312129,433551934,433249169,432865949,431356594,430770636,430750350,430526833,429314903,429213142,427868633,426921218,422107292,402108912,374138794,353362991,350481361,321888448
Move,10,5,9,9,9,20,8,7,6,8,8,48,20,26,27,27,28,21,56,28,57,27,40,55,38,99,66,95,65,48,57,37,85,74,15,76,108,67,46,45,85,66,100,12,83,10,43,89,38,61,12,107,20,8,93,68,18,55,28,54,145,45,578,996,1378,3635,2504
Clues,"['Moether', 'evergreen', 'quill', 'plume']","['Rotation', 'h\\u00e9lices', 'Volant', 'volant']","['Combat', 'sport', 'Rocky', 'Holyfield', 'Savatte', 'Balboa']","['Superman', 'Bodybuilder', 'Tony', 'Tony', 'Kr\\u00e4ftig', 'Kraft']","['Cover', 'words', 'magazine', 'Knowledge', 'Library', 'Literature']","['braises', 'burger', 'spuds', 'saut\\u00e9', 'Poutine', 'Poutine']","['bulb', 'genie', 'Lantern', 'Light', 'Torchiere']","['Melted', 'Burn', 'Wax', 'Wax']","['Plug', 'Prongs', 'Outdoor', 'Mall', 'Mall', 'Mall']","['Salad', 'Calving', 'Deceptive', 'glacier', 'Glacier']","['truffes', 'nesquik', 'Poudre', 'Op\\u00e9ra', 'cacao']","['Kaboom', 'Explode', 'Detonate', 'Threat']","['Collins', 'Shatter', 'container', 'Windshield', 'Sand', 'Transparent']","['Dell', 'Gateway', 'Data', 'Machine']","['Magnum', 'flacon', 'J\\u00e9roboam', 'pichet', 'contenant', 'Eau']","['ATM', 'HSBC', 'vault', 'financial', 'Money', 'mound']","['Hair', 'wood', 'Style', 'Bristles', 'beard', 'Tool']","['web', 'Widow', 'solitaire', '8', 'Itsy-bitsy', 'Recluse']","['Geburtstags', 'K\\u00e4sesahne', 'Konditor', 'Kaffeklatsch', 'Schwarzw\\u00e4lderkirsch', 'schwarzw\\u00e4lder']","['Iron', 'Grendel', 'Goliath', 'Gargantuan', 'Big', 'Big']","['Frying', 'peter', 'bake', 'pot', 'Labyrinth', 'labyrinth']","['Swatter', 'high', 'Tse-Tse', 'tsetse', 'Wings', 'wings']","['Chiquita', 'peel', 'Slip', 'Split', 'split']","['Nachschlagewerk', 'Ordnung', 'Dusche', 'Boxring', 'Erkl\\u00e4rung', 'Dick']","['Crustacean', 'Hobbit', 'DPRK', 'Crab', 'crab', 'crab']","['MILF', 'Animal', 'F\\u00e9lin', 'vieille', 'Puma', 'puma']","['tulip', 'Onion', 'garlic', 'Light', 'idea', 'Idea']","['Diabolo', '\\u00e9rable', 'Grenadine', 'grenadine', 'toux', 'Toux']","['Kaplan', 'wind', 'wind', 'Wind', 'Windpower', 'wind']","['Combat', 'Dojo', 'Chop', 'Japanese', 'kid']","['Rouge', 'Farine', 'paroles', 'Daudet', 'Parole', 'daudet']","['Agent', 'PV', 'Flic', 'Nationale']","['pages', 'tome', 'Bible', 'comic', 'Read', 'Chapters']","['ond\\u00e9e', 'trombes', 'crachin', 'Grain', 'Averse', 'Averse']","['surgery', 'function', 'Scalpel', 'Procedure']","['joined', 'jointing', 'Overlock', 'connect', 'stitching', 'stitch']","['monogram', 'business', 'love', 'Prynne', 'missive', 'paper']","['Japan', 'greenland', 'Survivor', 'Ellis', 'Sardinia', 'Jamaica']","['Sailor', 'Thief', 'Eyepatch', 'Pegleg', 'Swashbuckler', 'Buccaneer']","['Picasso', 'hobby', 'framed', 'Paintwork', 'Brushwork', 'brush']","['Knockout', 'Judy', 'Fruit', 'Juice', 'Haymaker', 'jab']","['Traveling', 'flea', 'dumbo', 'Barnum', 'Barnum']","['sliced', 'Challah', 'Semolina', 'Rye', 'Pumpernickel', 'Pumpernickel']","['ivory', 'hook', 'zipper', 'clasp', 'Belly', 'Up']","['Rook', 'Pawn', 'Knight', 'queen', 'queen', 'knight']","['Repousse', 'Nu', 'pinceau', 'Crin', 'Incarn\\u00e9', 'Incarn\\u00e9']",[],"['Coleccionista', 'marca', 'Correo', 'sello', 'Goma', 'Santeria']","['Tool', 'Leaves', 'Fork', 'Garden', 'Handle', 'Outside']","['Superheld', 'Dart', 'Cupido', 'Punt', 'Robin', 'Crossbow']","['Couleur', 'couleurs', 'Transparent', 'Lezard', 'l\\u00e9zard', 'L\\u00e9zard']","['Bake', 'microwave', 'roast', 'cooker', 'toaster', 'wilson']","['mutton', 'chops', 'animal', 'child', 'young', 'Gamey']","['Chill', 'relax', 'Bloody', 'rest']","['Loft', 'up', 'Stufen', 'climb', 'Rungs', 'rung']","['orchestra', 'band', 'BSB', 'Vegas', 'Music', 'Arena']","['0', 'X', 'browser', 'Browser']","['fiorentina', 'mannaia', 'venditore', 'carne']","['Igneous', 'Dwayne', 'Stone', 'pebble', 'classic', 'Roll']","['Antwerpen', 'PairiDaiza', 'Dieren', 'Dieren']","['Hunter', 'Snap', 'Dundee', 'Dundee']","['Fruit', 'Nuts', 'welch', 'soda']","['Movie', 'Bubbles', 'commercial', 'ISUZU', 'CARRIER', 'clip']","['pull', 'allure', 'Fairground', 'Magnetic']","['tonka', 'RAM', 'pickup', 'nuts']","['Heifer', 'Bovine', 'Chick-fil-A', 'Udders']","['Trilby', 'Helmet', 'Head', 'Wear', 'Cranium', 'Clothes']"
Mystery Word,Feather,H\u00e9licopt\u00e8re,Boxe,Stark,Book,Fries,Lamp,Candle,Outlet,Iceberg,Chocolat,Bomb,Glass,Computer,Bouteille,Bank,Brush,Spider,Torte,Giant,Pan,Fly,Banana,Handbuch,Hermit,Cougar,Bulb,Sirop,Turbine,Karate,Moulin,Police,Book,Pluie,Operation,Seam,Letter,Island,Pirate,Painting,Punch,Circus,Bread,Button,Chess,Poil,Professor,Stamp,Rake,Arrow,Cam\u00e9l\u00e9on,Oven,Lamb,Sunday,Ladder,Concert,Safari,Butcher,Rock,Zoo,Crocodile,Grape,Trailer,Attraction,Truck,Cow,Hat
Guess,Feather,Ventilateur,Boxe,Terminator,book,fries,Lamp,,Outlet,,Chocolat,Bomb,glass,Computer,Bouteille,bank,scissors,spider,Torte,Giant,Pan,fly,banana,,,Cougar,,sirop,tutor,Karate,Moulin,Police,book,pluie,operation,Link,letter,island,Pirate,painting,Boxe,Circus,bread,Button,Chess,Poil,,estampilla,Rake,Arrow,Blanc,Oven,,igiveup,attic,Concert,,mannaiaLa,Rock,Zoo,,Grape,trailer,attraction,Truck,Cow,hat
