ids,Scrapnumber1,Scrapnumber2,Scrapnumber3,Scrapnumber4,Scrapnumber5,Scrapnumber6,Scrapnumber7,Scrapnumber8,Scrapnumber9,Scrapnumber10,Scrapnumber11,Scrapnumber12,Scrapnumber13,Scrapnumber14,Scrapnumber15,Scrapnumber16,Scrapnumber17,Scrapnumber18,Scrapnumber19,Scrapnumber20,Scrapnumber21,Scrapnumber22,Scrapnumber23,Scrapnumber24,Scrapnumber25,Scrapnumber26,Scrapnumber27,Scrapnumber28,Scrapnumber29,Scrapnumber30,Scrapnumber31,Scrapnumber32,Scrapnumber33,Scrapnumber34,Scrapnumber35,Scrapnumber36,Scrapnumber37,Scrapnumber38,Scrapnumber39,Scrapnumber40,Scrapnumber41,Scrapnumber42,Scrapnumber43,Scrapnumber44,Scrapnumber45,Scrapnumber46,Scrapnumber47,Scrapnumber48,Scrapnumber49,Scrapnumber50,Scrapnumber51,Scrapnumber52,Scrapnumber53,Scrapnumber54,Scrapnumber55,Scrapnumber56,Scrapnumber57,Scrapnumber58,Scrapnumber59,Scrapnumber60,Scrapnumber61,Scrapnumber62,Scrapnumber63,Scrapnumber64,Scrapnumber65,Scrapnumber66,Scrapnumber67,Scrapnumber68,Scrapnumber69,Scrapnumber70,Scrapnumber71,Scrapnumber72,Scrapnumber73,Scrapnumber74,Scrapnumber75,Scrapnumber76,Scrapnumber77,Scrapnumber78,Scrapnumber79,Scrapnumber80,Scrapnumber81,Scrapnumber82,Scrapnumber83,Scrapnumber84,Scrapnumber85,Scrapnumber86,Scrapnumber87
Table Number,435357723,435274443,435250421,434974083,434977951,434965225,434733575,434646512,434587062,434563547,434557308,434503747,434499196,434463296,434461621,434312129,434221056,434193186,434050939,434048553,434031136,434023234,433818178,433805237,433764945,433614896,433450725,433409424,433404481,433344515,433155540,433079202,433026529,432942114,432934371,432921213,432865949,432846587,432637374,432593419,432585757,432580462,432552634,432521857,432516895,432500062,432275244,431912516,431665356,431566021,431356594,431297915,431158106,430759689,430526833,430108156,430082506,429716161,429314903,429213142,429060628,429027921,428958502,427550737,426998428,426995116,426921218,425165350,422108223,422023905,421702805,421202126,420914272,415904372,414619799,393453511,374138794,358827793,348302073,346689693,330741642,324381970,323499397,322628136,320452280,319065151,313533300
Move,9,6,9,43,30,37,11,27,15,30,45,42,32,55,11,12,45,38,20,10,55,38,36,46,14,15,63,67,72,18,57,45,51,26,38,67,20,37,16,46,36,16,54,72,63,76,100,84,96,54,8,54,69,88,15,75,84,41,55,28,58,48,31,62,91,81,79,47,77,41,58,48,10,59,18,607,888,1406,1883,1434,1935,1409,3828,3521,2048,262,2742
Clues,"['Metal', 'engine', 'Detroit', 'machine', 'Boating', 'Boating']","['Funny', 'show', 'Clown', 'theatre', 'club', 'stand-up']","['Joconde', 'craies', 'Peintre', 'Colonne', 'Picasso', 'picasso']",[],"['Top', 'Dome', 'Blowjob', 'BJ']","['Not', 'Appletizer', 'Small', 'Dish', 'Tiny', 'Starter']","['sink', 'Ice', 'titanic', 'Titanic']","['laitue', 'Glace', 'salade', 'Titanic', 'Titanic', 'Titanic']","['passageway', 'dark', 'tube', 'Holland']","['Vent', 'Conique', 'ouragan', 'cyclone']","['Iodine', 'Poisoning', 'Maple', 'Vermont']","['Ikea-Klausel', 'Nachschlagewerk', 'Trockenstoff', 'Abwasch', 'Begleitheft', 'Anleitung']","['cardinal', 'Papa', 'priest', 'catholic', 'Augustus', 'Paul']","['krakatoa', 'Liquified', 'pumice', 'Lamp', 'Floor', 'Molten']","['Tatin', 'Pomme', 'P\\u00e2te', 'P\\u00e2te']","['Sneeuwwitje', 'Reflectie', 'Badkamer', 'Kapper', 'Shine', 'Twin']","['Rad\\u00f4me', 'Ronde', 'sph\\u00e8re', 'Testicule', 'cristal', 'Bill']","['Hoof', 'Equine', 'unicorn', 'saddle', 'Giddyap', 'Equestrian']","['Recycleable', 'Blower', 'Window', 'Shattered', 'windshield', 'Shattered']","['Tarzan', 'Amazon', 'Book', 'Juice']","['Roux', 'Dessert', 'Glucose', 'Cassonade', 'Sel', 'Canne']","['Vanilla', 'cubes', 'Titanic', 'Glacier']","['Light', 'Rinse', 'rain', 'rain', 'Rain', 'rain']","['porky', 'trotters', 'Babe', 'hog', 'warthog', 'Pork']","['aibus', 'Ciel', 'H\\u00e9lice', 'H\\u00e9lice']","['Imperator', 'flugunf\\u00e4hig', 'Frack', 'S\\u00fcdpol']","['trou\\u00e9e', 'puante', 'Archiduchesse', 'v\\u00eatement', 'Pied', 'pied']","['Crystal', 'vessel', 'Fragile', 'tulip', 'Ceramic', 'Jar']","['Grain', 'Wheat', 'grinder', 'Water', 'Flour', 'Flour']","['wanderlust', 'Summer', 'cruise', 'break', 'holiday', 'Holiday']","['Ventre', 'Ailes', 'Lumi\\u00e8re', 'Charmillon', 'Noeud', 'noeud']","['Four-leaf', 'ireland', 'Field', 'Four', 'Shamlock', 'Shamrock']","['Kick', 'uppercut', 'thwack', 'fruit', 'Fruit']","['dearie', 'Nectareen', 'sweetie', 'Sweety']","['Enazuma', 'dessin', 'Bleach', 'Akira', 'Miyazaki', 'Naruto']","['Botulino', 'Rifatta', 'pvc', 'materiale', 'bambole', 'piatti']","['mutton', 'chops', 'animal', 'child', 'young', 'Gamey']","['Fabriek', 'Graaf', 'Man', 'Or', 'Learning', 'Gun']","['Holiday', 'Luggage', 'container', 'mystery']","['intracloud', 'Flash', 'Strikes', 'thunder', 'zap', 'Bolt']","['engine', 'boat', 'alternator', 'radiator', 'Diesel', 'Home']","['Balle', 'Raquette', 'As', 'Filet']","['respiration', 'Hold', 'Lungs', 'Life', 'Exhale', 'Exhalation']","['Matlock', 'Prosecuting', 'Paralegal', 'Ace', 'lawyer']","['shot', 'Face', 'Stickup', 'mean', 'Handle', 'ugly']","['Kiste', 'Beute', 'Wertvoll', 'M\\u00fcnzen']","['furby', 'girly', 'Barbie', 'Porcelain', 'Chucky', 'chucky']","['Baymax', 'Dro\\u00efde', 'Cuisine', 'Nono', 'I.', 'Asimov']","['Florida', 'carrot', 'Sunkist', 'colour', 'Mandarin', 'mandarin']","['Ritterkampf', 'Scheide', 'Laser-', 'Klinge', 'Merlin', 'Katana']","['Chill', 'relax', 'Bloody', 'rest']","['Snickers', 'fondue', 'Twix', 'dark', 'cacao', 'Galaxy']","['Meek', 'Machine', 'Flour', 'Quixote', 'grind', 'Grind']","['toss', 'Vinaigrette', 'ni\\u00e7oise', 'caesar', 'Cesar']","['0', 'X', 'browser', 'Browser']","['Niedergang', 'flug', 'Hinfallen', 'Fallen', 'Stolpern', 'Klippe']","['cinematic', 'towed', 'preview', 'doublewide', 'hitch', 'semi']","['echolocation', 'Flipper', 'Porpoise', 'Bottlenose', 'Bottlenose']","['fiorentina', 'mannaia', 'venditore', 'carne']","['Igneous', 'Dwayne', 'Stone', 'pebble', 'classic', 'Roll']","['Flamme', 'Hitze', 'Zerst\\u00f6rung', 'legen', 'Durst', 'Durst']","['Classical', 'Performance', 'singer', 'ceremony', 'music', 'lightshow']","['rock', 'Rosetta', 'Weight', 'British', 'rhyolite', 'boulder']","['French', 'Trumpet', 'Klaxon', 'Hooter', 'car', 'sound']","['Boule', 'Cochonnet', 'cochonnet']","['macbeth', 'Schriftsteller', 'Hamlet', 'Hamlet']","['animal', 'Horse', 'mythical', 'Mythical']","['Anatomie', 'Cordon', 'Ventre', 'Centre', 'centre', 'Centre']","['top', 'move', 'Kilimanjaro', 'Lhotse', 'Hike', 'peak']","['madeira', 'radical', 'olimpiadas', 'Neve', 'montanha', 'montanha']","['Rawr', 'Pterodactyl', 'Fossil', 'Old', 'Stegosaurus', 'Stegosaurus']","['None', 'Cliff', 'Space', 'Graph', 'Graph']","['tooth', 'doctor', 'teeth', 'teeth']","['wildlife', 'Cages', 'Exhibits', 'park']","['direction', 'point', 'Pointy', 'Bow', 'Quiver', 'Quiver']","['Brine', 'Marine', 'Can', 'Piano', 'Piano']","['white', 'flake', 'leopard', 'plough']","['Nez', 'Chien', 'Champis', 'Chers']","['Qui', 'P\\u00e8te', 'Chien', 'Tsetse', 'Insecte', 'Insecte']","['-2chevet', '-temp\\u00eate', '-torche', '-Torche']","['Balle', 'Tir', 'Javelot', 'Javelot']","['fiction', 'con', 'pr\\u00e9', 'ing\\u00e9nieur', 'vie', 'vie']","['Movie', 'Maze', 'pan', 'Bowie', 'Minotaur', 'Minotaur']","['pair', 'Romulus', 'Matching', 'Gemini', 'Minnesota']","['Nick', '\\u00c9pais', 'souterrain', 'vin', 'Estid\\u2019']","['skipping', 'stretch', 'knot', 'sails']","['Fireball', 'Easter', 'Castaway', 'Spirit', 'Galapagos', 'Hawaii']"
Mystery Word,Motor,Comedy,Tableau,Professor,Head,Appetizer,Iceberg,Iceberg,Tunnel,Tornade,Syrup,Handbuch,Pope,Lava,Tarte,Mirror,Boule,Horse,Glass,Jungle,Sucre,Ice,Shower,Pig,Avion,Kaiserpinguin,Chaussette,Vase,Mill,Vacation,Papillon,Clover,Punch,Honey,Manga,Plastic,Lamb,Machine,Case,Lightning,Motor,Tennis,Breath,Attorney,Mug,Schatz,Doll,Robot,Orange,Schwert,Sunday,Chocolate,Mill,Salad,Safari,Sturz,Trailer,Dolphin,Butcher,Rock,Brand,Concert,Stone,Horn,P\u00e9tanque,Shakespeare,Unicorn,Nombril,Mountain,Ski,Dinosaur,Bar,Dentist,Zoo,Arrow,Tuna,Snow,Truffe,Mouche,Lampe,Lance,Science,Labyrinth,Twins,Cave,Rope,Island
Guess,motor,Comedy,Tableau,,Blad,appetizer,,Iceberg,tunnel,Tornade,Syrup,Montage,pope,lava,Tarte,Mirror,Boule,Horse,,Jungle,Sucre,Ice,,,Nuage,Pinguin,Chemise,Vase,Flour,vacation,Papillon,clover,Punch,peach,manga,Silicone,,Machine,suitcase,lightning,Motor,Tennis,Breath,attorney,Mug,Schatz,Doll,Robot,orange,Schwert,igiveup,Chocolate,mill,salad,moonballer,Sturz,Trailer,Dolphin,mannaiaLa,Rock,Brand,concert,stone,horn,,Shakespear,,Nombril,Climb,skate,Dinosaur,Void,Dentist,Zoo,compass,,snow,truffe,Mouche,Lampe,Fusil,science,Labyrinth,Twins,Cave,Rope,Island
